"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko05225","Hepatocellular carcinoma","8/275","15/698",0.533333333333333,1.35369696969697,1.11578153230248,0.196694399580033,0.674380798560113,0.674380798560113,"LOC126331335/LOC126336713/LOC126336888/LOC126299291/LOC126335021/LOC126334974/LOC126282396/LOC126281608",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00230","Purine metabolism","13/275","27/698",0.481481481481481,1.22208754208754,0.948325376077393,0.225688940076828,0.758354354142096,0.758354354142096,"LOC126335182/LOC126359832/LOC126299116/LOC126267081/LOC126335481/LOC126297490/LOC126291698/LOC126299364/LOC126335359/LOC126299365/LOC126354588/LOC126298865/LOC126293737",13,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00010","Glycolysis / Gluconeogenesis","6/275","11/698",0.545454545454545,1.38446280991736,1.03558287974409,0.231738551046299,0.758354354142096,0.758354354142096,"LOC126281958/LOC126272256/LOC126350022/LOC126284898/LOC126281446/LOC126281954",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko01524","Platinum drug resistance","6/275","11/698",0.545454545454545,1.38446280991736,1.03558287974409,0.231738551046299,0.758354354142096,0.758354354142096,"LOC126331335/LOC126336713/LOC126336888/LOC126283953/LOC126282396/LOC126278346",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00630","Glyoxylate and dicarboxylate metabolism","5/275","9/698",0.555555555555556,1.41010101010101,0.997734604215763,0.252863649611376,0.758354354142096,0.758354354142096,"LOC126336244/LOC126325353/LOC126293404/LOC126365941/LOC126323251",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04310","Wnt signaling pathway","5/275","9/698",0.555555555555556,1.41010101010101,0.997734604215763,0.252863649611376,0.758354354142096,0.758354354142096,"LOC126335021/LOC126354850/LOC126297585/LOC126271928/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04934","Cushing syndrome","8/275","16/698",0.5,1.26909090909091,0.877363134774584,0.264916221054542,0.758354354142096,0.758354354142096,"LOC126354276/LOC126273185/LOC126356006/LOC126335021/LOC126354850/LOC126334974/LOC126297585/LOC126299004",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00511","Other glycan degradation","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126336948/LOC126272931/LOC126354818/LOC126336962",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04072","Phospholipase D signaling pathway","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126272584/LOC126267042/LOC126354710/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04150","mTOR signaling pathway","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126272370/LOC126335021/LOC126354110/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04215","Apoptosis - multiple species","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126334657/LOC126342297/LOC126281715/LOC126278346",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04217","Necroptosis","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126278549/LOC126281690/LOC126267118/LOC126282271",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04730","Long-term depression","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126354276/LOC126356006/LOC126355586/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04810","Regulation of actin cytoskeleton","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126299291/LOC126354819/LOC126335682/LOC126356108",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04918","Thyroid hormone synthesis","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126361668/LOC126267253/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05020","Prion disease","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126278997/LOC126266752/LOC126267253/LOC126297585",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko05168","Herpes simplex virus 1 infection","4/275","7/698",0.571428571428571,1.45038961038961,0.964963557497907,0.277361083227896,0.758354354142096,0.758354354142096,"LOC126279120/LOC126282371/LOC126281690/LOC126349792",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04210","Apoptosis","7/275","14/698",0.5,1.26909090909091,0.819497334189368,0.289421770857823,0.781438781316122,0.781438781316122,"LOC126267179/LOC126299291/LOC126342297/LOC126298572/LOC126281570/LOC126364588/LOC126278346",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00603","Glycosphingolipid biosynthesis - globo and isoglobo series","3/275","5/698",0.6,1.52290909090909,0.945490412505117,0.306573096468245,0.797828781170372,0.797828781170372,"LOC126272931/LOC126354818/LOC126335258",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00720","Other carbon fixation pathways","3/275","5/698",0.6,1.52290909090909,0.945490412505117,0.306573096468245,0.797828781170372,0.797828781170372,"LOC126336244/LOC126335505/LOC126365941",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04961","Endocrine and other factor-regulated calcium reabsorption","3/275","5/698",0.6,1.52290909090909,0.945490412505117,0.306573096468245,0.797828781170372,0.797828781170372,"LOC126361668/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00410","beta-Alanine metabolism","6/275","12/698",0.5,1.26909090909091,0.75760030938067,0.31771742795137,0.816987671874951,0.816987671874951,"LOC126350022/LOC126335256/LOC126336251/LOC126281446/LOC126268126/LOC126292317",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04971","Gastric acid secretion","5/275","10/698",0.5,1.26909090909091,0.690585346855904,0.351066810508488,0.892122718468629,0.892122718468629,"LOC126361668/LOC126297585/LOC126353821/LOC126292020/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00500","Starch and sucrose metabolism","4/275","8/698",0.5,1.26909090909091,0.616782476347396,0.391572091304919,0.95033226653778,0.95033226653778,"LOC126355818/LOC126291591/LOC126281492/LOC126281556",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04371","Apelin signaling pathway","4/275","8/698",0.5,1.26909090909091,0.616782476347396,0.391572091304919,0.95033226653778,0.95033226653778,"LOC126266832/LOC126278997/LOC126298299/LOC126297585",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04611","Platelet activation","4/275","8/698",0.5,1.26909090909091,0.616782476347396,0.391572091304919,0.95033226653778,0.95033226653778,"LOC126355586/LOC126299291/LOC126297585/LOC126356108",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04975","Fat digestion and absorption","4/275","8/698",0.5,1.26909090909091,0.616782476347396,0.391572091304919,0.95033226653778,0.95033226653778,"LOC126323656/LOC126272584/LOC126336773/LOC126284686",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko01212","Fatty acid metabolism","6/275","13/698",0.461538461538462,1.17146853146853,0.502832535915371,0.40731307560505,0.97755138145212,0.97755138145212,"LOC126284002/LOC126356371/LOC126336251/LOC126285378/LOC126336244/LOC126345263",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Broad KEGG reference map"
"ko00062","Fatty acid elongation","3/275","6/698",0.5,1.26909090909091,0.533376842550946,0.443158996213658,0.992954262990075,0.992954262990075,"LOC126284002/LOC126299546/LOC126336251",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00360","Phenylalanine metabolism","3/275","6/698",0.5,1.26909090909091,0.533376842550946,0.443158996213658,0.992954262990075,0.992954262990075,"LOC126283954/LOC126333363/LOC126336714",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00565","Ether lipid metabolism","3/275","6/698",0.5,1.26909090909091,0.533376842550946,0.443158996213658,0.992954262990075,0.992954262990075,"LOC126272584/LOC126336773/LOC126284686",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04550","Signaling pathways regulating pluripotency of stem cells","3/275","6/698",0.5,1.26909090909091,0.533376842550946,0.443158996213658,0.992954262990075,0.992954262990075,"LOC126298316/LOC126335021/LOC126284788",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04745","Phototransduction - fly","3/275","6/698",0.5,1.26909090909091,0.533376842550946,0.443158996213658,0.992954262990075,0.992954262990075,"LOC126299291/LOC126355884/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05414","Dilated cardiomyopathy","3/275","6/698",0.5,1.26909090909091,0.533376842550946,0.443158996213658,0.992954262990075,0.992954262990075,"LOC126299291/LOC126354819/LOC126297585",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00310","Lysine degradation","5/275","11/698",0.454545454545455,1.15371900826446,0.414055063698194,0.450507026726979,0.992954262990075,0.992954262990075,"LOC126350022/LOC126336251/LOC126336244/LOC126281446/LOC126298275",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05205","Proteoglycans in cancer","5/275","11/698",0.454545454545455,1.15371900826446,0.414055063698194,0.450507026726979,0.992954262990075,0.992954262990075,"LOC126267315/LOC126299291/LOC126335021/LOC126297585/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko04972","Pancreatic secretion","6/275","14/698",0.428571428571429,1.08779220779221,0.267364960382246,0.49573155416547,1,1,"LOC126323656/LOC126361668/LOC126353821/LOC126336773/LOC126284686/LOC126281608",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04152","AMPK signaling pathway","4/275","9/698",0.444444444444444,1.12808080808081,0.311607753237829,0.502538844659753,1,1,"LOC126281958/LOC126356371/LOC126281636/LOC126285378",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04740","Olfactory transduction","4/275","9/698",0.444444444444444,1.12808080808081,0.311607753237829,0.502538844659753,1,1,"LOC126355586/LOC126363150/LOC126297585/LOC126334943",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05032","Morphine addiction","4/275","9/698",0.444444444444444,1.12808080808081,0.311607753237829,0.502538844659753,1,1,"LOC126355973/LOC126281810/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko05222","Small cell lung cancer","4/275","9/698",0.444444444444444,1.12808080808081,0.311607753237829,0.502538844659753,1,1,"LOC126266752/LOC126334974/LOC126281690/LOC126291792",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00350","Tyrosine metabolism","5/275","12/698",0.416666666666667,1.05757575757576,0.162099165295414,0.545356740138128,1,1,"LOC126283954/LOC126333363/LOC126272715/LOC126336714/LOC126281954",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00590","Arachidonic acid metabolism","5/275","12/698",0.416666666666667,1.05757575757576,0.162099165295414,0.545356740138128,1,1,"LOC126336692/LOC126295125/LOC126336773/LOC126336695/LOC126284686",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04261","Adrenergic signaling in cardiomyocytes","5/275","12/698",0.416666666666667,1.05757575757576,0.162099165295414,0.545356740138128,1,1,"LOC126361668/LOC126297585/LOC126353821/LOC126354710/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04270","Vascular smooth muscle contraction","5/275","12/698",0.416666666666667,1.05757575757576,0.162099165295414,0.545356740138128,1,1,"LOC126355586/LOC126297585/LOC126336773/LOC126284686/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04910","Insulin signaling pathway","5/275","12/698",0.416666666666667,1.05757575757576,0.162099165295414,0.545356740138128,1,1,"LOC126281958/LOC126281478/LOC126356371/LOC126285378/LOC126297585",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04612","Antigen processing and presentation","3/275","7/698",0.428571428571429,1.08779220779221,0.188095549270065,0.567507430952979,1,1,"LOC126266662/LOC126268069/LOC126291966",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04916","Melanogenesis","3/275","7/698",0.428571428571429,1.08779220779221,0.188095549270065,0.567507430952979,1,1,"LOC126335021/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04512","ECM-receptor interaction","6/275","15/698",0.4,1.01527272727273,0.0481797371727599,0.579180443125191,1,1,"LOC126293286/LOC126266752/LOC126354120/LOC126354819/LOC126281351/LOC126293692",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04727","GABAergic synapse","6/275","15/698",0.4,1.01527272727273,0.0481797371727599,0.579180443125191,1,1,"LOC126355973/LOC126281810/LOC126268126/LOC126297585/LOC126284296/LOC126281608",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
