"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Diet contrasts among infected","Infected 33 vs 50","LOC126323771","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415260588431329,7.54568536641096
"Diet contrasts among infected","Infected 33 vs 50","LOC126323927","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415260588431329,7.41349819423279
"Diet contrasts among infected","Infected 33 vs 50","LOC126324054","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415260588431329,7.07144912582759
"Diet contrasts among infected","Infected 33 vs 50","LOC126325505","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415260588431329,7.58458059140302
"Diet contrasts among infected","Infected 33 vs 50","LOC126325548","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415260588431329,7.92704540121272
"Diet contrasts among infected","Infected 33 vs 50","LOC126268173","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415264853435983,5.345183192768
"Diet contrasts among infected","Infected 33 vs 50","LOC126284566","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415264853435983,5.76164341818919
"Diet contrasts among infected","Infected 33 vs 50","LOC126293755","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415264853435983,6.09475107931459
"Diet contrasts among infected","Infected 33 vs 50","LOC126323770","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00415264853435983,6.86368096037044
"Diet contrasts among infected","Infected 33 vs 50","LOC126322562","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00417892596523579,7.94120141110591
"Diet contrasts among infected","Infected 33 vs 50","LOC126324213","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00417892596523579,6.193745543465
"Diet contrasts among infected","Infected 33 vs 50","LOC126318224","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00425503459651112,7.48522879382085
"Diet contrasts among infected","Infected 33 vs 50","LOC126318314","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00425503459651112,7.50679964035139
"Diet contrasts among infected","Infected 33 vs 50","LOC126313386","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,6.75988365982345
"Diet contrasts among infected","Infected 33 vs 50","LOC126315283","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,6.20727394302201
"Diet contrasts among infected","Infected 33 vs 50","LOC126315412","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,6.25085161009972
"Diet contrasts among infected","Infected 33 vs 50","LOC126317118","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,7.75712610973219
"Diet contrasts among infected","Infected 33 vs 50","LOC126318197","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,6.55931914440971
"Diet contrasts among infected","Infected 33 vs 50","LOC126319863","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,6.27557782624423
"Diet contrasts among infected","Infected 33 vs 50","LOC126320600","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,7.32938122476076
"Diet contrasts among infected","Infected 33 vs 50","LOC126332400","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00454235111293513,6.48126539085401
"Diet contrasts among infected","Infected 33 vs 50","LOC126313336","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00458263086921252,6.83572936391772
"Diet contrasts among infected","Infected 33 vs 50","LOC126320385","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.004655516451961,7.227076750443
"Diet contrasts among infected","Infected 33 vs 50","LOC126315304","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00488983595055557,7.11755843226231
"Diet contrasts among infected","Infected 33 vs 50","LOC126315341","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00509343247767494,6.72040704220277
"Diet contrasts among infected","Infected 33 vs 50","LOC126315429","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00509343247767494,6.94699373693308
"Diet contrasts among infected","Infected 33 vs 50","LOC126318300","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00509343247767494,7.2164249672675
"Diet contrasts among infected","Infected 33 vs 50","LOC126318362","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00509343247767494,6.71455090388884
"Diet contrasts among infected","Infected 33 vs 50","LOC126319912","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00509343247767494,6.60519161648202
"Diet contrasts among infected","Infected 33 vs 50","LOC126326518","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00509343247767494,6.84925462978372
"Diet contrasts among infected","Infected 33 vs 50","LOC126314426","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00514915082534786,7.13789877611025
"Diet contrasts among infected","Infected 33 vs 50","LOC126333043","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00514915082534786,1.59832070527119
"Diet contrasts among infected","Infected 33 vs 50","LOC126315246","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00517406219632573,7.28380708333852
"Diet contrasts among infected","Infected 33 vs 50","LOC126317468","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00517406219632573,6.20459086454621
"Diet contrasts among infected","Infected 33 vs 50","LOC126319968","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00517406219632573,7.23022010384563
"Diet contrasts among infected","Infected 33 vs 50","LOC126322427","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00517406219632573,6.70046053236383
"Diet contrasts among infected","Infected 33 vs 50","LOC126323254","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00517406219632573,7.01597606619381
"Diet contrasts among infected","Infected 33 vs 50","LOC126326206","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00517406219632573,6.92426706236372
"Diet contrasts among infected","Infected 33 vs 50","LOC126299278","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00524947725698623,5.67783520074546
"Diet contrasts among infected","Infected 33 vs 50","LOC126317490","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00524947725698623,6.73526309593174
"Diet contrasts among infected","Infected 33 vs 50","LOC126322614","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00524947725698623,6.16462730942785
"Diet contrasts among infected","Infected 33 vs 50","LOC126268174","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,4.36970891508432
"Diet contrasts among infected","Infected 33 vs 50","LOC126278499","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.56949095734105
"Diet contrasts among infected","Infected 33 vs 50","LOC126298104","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,1.96015727267934
"Diet contrasts among infected","Infected 33 vs 50","LOC126304666","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,5.83499277852715
"Diet contrasts among infected","Infected 33 vs 50","LOC126304976","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.21731948646323
"Diet contrasts among infected","Infected 33 vs 50","LOC126304978","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,7.34780041700966
"Diet contrasts among infected","Infected 33 vs 50","LOC126311198","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.90985633228906
"Diet contrasts among infected","Infected 33 vs 50","LOC126313301","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.18420513810002
"Diet contrasts among infected","Infected 33 vs 50","LOC126313327","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.93078012539016
"Diet contrasts among infected","Infected 33 vs 50","LOC126313363","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.00833574126332
"Diet contrasts among infected","Infected 33 vs 50","LOC126313408","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.87207212917678
"Diet contrasts among infected","Infected 33 vs 50","LOC126314411","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.60090483099463
"Diet contrasts among infected","Infected 33 vs 50","LOC126314419","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.81721427028983
"Diet contrasts among infected","Infected 33 vs 50","LOC126315241","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.77271790652468
"Diet contrasts among infected","Infected 33 vs 50","LOC126315280","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.52640491829104
"Diet contrasts among infected","Infected 33 vs 50","LOC126315292","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,7.6223007711494
"Diet contrasts among infected","Infected 33 vs 50","LOC126315349","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,5.97520404856609
"Diet contrasts among infected","Infected 33 vs 50","LOC126315353","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.27397196968853
"Diet contrasts among infected","Infected 33 vs 50","LOC126315362","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.57273737704219
"Diet contrasts among infected","Infected 33 vs 50","LOC126315376","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.30942604578756
"Diet contrasts among infected","Infected 33 vs 50","LOC126316747","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.45609279084981
"Diet contrasts among infected","Infected 33 vs 50","LOC126316751","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.91052347402742
"Diet contrasts among infected","Infected 33 vs 50","LOC126316966","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.36955755682494
"Diet contrasts among infected","Infected 33 vs 50","LOC126316975","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,5.89502226773817
"Diet contrasts among infected","Infected 33 vs 50","LOC126316991","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.36771599516102
"Diet contrasts among infected","Infected 33 vs 50","LOC126317001","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,5.70301386904747
"Diet contrasts among infected","Infected 33 vs 50","LOC126317014","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.51138910084302
"Diet contrasts among infected","Infected 33 vs 50","LOC126317103","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.35651923660236
"Diet contrasts among infected","Infected 33 vs 50","LOC126317107","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.00533172096011034,6.63945250149902
