Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72
mehreen_1041_MERGE_2_val_2 - polyg	(1, 0.07566868182825853)	(2, 0.0764964632447707)	(3, 0.07763958996281133)	(4, 0.07840114886600252)	(5, 0.07915167068364024)	(6, 0.08004567461347338)	(7, 0.08063064014780864)	(8, 0.08129917218704896)	(9, 0.08181791520806325)	(10, 0.08266146388965184)	(12, 0.08378251643658548)	(14, 0.0845819167759601)	(16, 0.08521576083203228)	(18, 0.08578968928081404)	(20, 0.08631237411809745)	(22, 0.08682481023308117)	(24, 0.08734670670711076)	(26, 0.08785598936907921)	(28, 0.0883447745864483)	(30, 0.08893447030030649)	(32, 0.08954624018527167)	(34, 0.09010991991175377)	(36, 0.09062708620626042)	(38, 0.09125856517257114)	(40, 0.09194128775038023)	(42, 0.0926500263155654)	(44, 0.09335797651749678)	(46, 0.09406750344593579)	(48, 0.09478885582318211)	(50, 0.09551572674320519)	(52, 0.09628595764218842)	(54, 0.09706801398997895)	(56, 0.09776492710635683)	(58, 0.09846972385527292)	(60, 0.09920684349759565)	(62, 0.09995657695197953)	(64, 0.10070315695334814)	(66, 0.10147102276256989)	(68, 0.10222706312298435)	(70, 0.10298073839363733)	(72, 0.10398511317900544)	(74, 0.1053308492532781)	(76, 0.10621066264454246)	(78, 0.10707313204422277)	(80, 0.10788120437938942)	(82, 0.10865222364162647)	(84, 0.1094003803695027)	(86, 0.11014538364436366)	(88, 0.1108895985559708)	(90, 0.11163381346757792)	(92, 0.11244109743949075)	(94, 0.11318215889808261)	(96, 0.1139358341687356)	(98, 0.11465797490923574)	(100, 0.1154029781840967)	(102, 0.11608964257817489)	(104, 0.11680468804939065)	(106, 0.11759699311948085)	(108, 0.11845236724987679)	(110, 0.11941968896231529)	(112, 0.12043037065371395)	(114, 0.12142765016979767)	(116, 0.12268035938011944)	(118, 0.12406157180081404)	(120, 0.12591816726356275)	(122, 0.1283045428328793)	(124, 0.1305261504821472)	(126, 0.13316637901919412)	(128, 0.1359240736810604)	(130, 0.13861948764587478)	(132, 0.14114934532738677)	(134, 0.14312104182519336)	(136, 0.14464100617856052)
mehreen_1042_MERGE_2_val_2 - polyg	(1, 0.10813148762137818)	(2, 0.10966257924250779)	(3, 0.11171394471547753)	(4, 0.11301091310327906)	(5, 0.11418772300625082)	(6, 0.11550203385578037)	(7, 0.11640012562383777)	(8, 0.11747040326190894)	(9, 0.11827187274319603)	(10, 0.11949018067958839)	(12, 0.12107144156500257)	(14, 0.12206305875166458)	(16, 0.12288310944194597)	(18, 0.12369139203319762)	(20, 0.12440429108494527)	(22, 0.12512090637849177)	(24, 0.12578239741868855)	(26, 0.12646185029424645)	(28, 0.12714378066433693)	(30, 0.12791242334306746)	(32, 0.12858320498776138)	(34, 0.12934565393016045)	(36, 0.13008208917996752)	(38, 0.13087302930949118)	(40, 0.13164414948275427)	(42, 0.13241341153511793)	(44, 0.13322231350000274)	(46, 0.1339946724205321)	(48, 0.1347806575609906)	(50, 0.13560008887763886)	(52, 0.13645172762321053)	(54, 0.13727549455529078)	(56, 0.13806891217934703)	(58, 0.13890382783682384)	(60, 0.13977900278045496)	(62, 0.14059967284436947)	(64, 0.14144078223817774)	(66, 0.1422893241155837)	(68, 0.14316821530101365)	(70, 0.14410346948705965)	(72, 0.14526293692830344)	(74, 0.14677296984590615)	(76, 0.14775839329623675)	(78, 0.14878717290088733)	(80, 0.1496945552734419)	(82, 0.15056167835984213)	(84, 0.1514219883362778)	(86, 0.15228849204904493)	(88, 0.1531587120036109)	(90, 0.1540450356726386)	(92, 0.15495799240789143)	(94, 0.15580157929623223)	(96, 0.15668480609709423)	(98, 0.15747636560025102)	(100, 0.1583366755766867)	(102, 0.15920194054218756)	(104, 0.16007959298035124)	(106, 0.1610321896281252)	(108, 0.1621904183221027)	(110, 0.1634855285890048)	(112, 0.1648066525484989)	(114, 0.1662603224654856)	(116, 0.16796917431932729)	(118, 0.1700577022102856)	(120, 0.17294646083526474)	(122, 0.17677418988808874)	(124, 0.18110485033102486)	(126, 0.18680804274500595)	(128, 0.1930426577362238)	(130, 0.1989675859108701)	(132, 0.20395478240493786)	(134, 0.20745548217946236)	(136, 0.20983139943619905)
mehreen_1043_MERGE_2_val_2 - polyg	(1, 0.12845187661770144)	(2, 0.12937410547801542)	(3, 0.13064442071944574)	(4, 0.13161766223906124)	(5, 0.1326289131910975)	(6, 0.13388622520564702)	(7, 0.134798451583745)	(8, 0.13591972984015713)	(9, 0.1367009237012257)	(10, 0.13795573509522124)	(12, 0.13961264627429942)	(14, 0.14065590516942683)	(16, 0.14147160759414057)	(18, 0.14214827551605208)	(20, 0.14279593623953718)	(22, 0.14343559497724956)	(24, 0.14409275805883986)	(26, 0.1447599236226462)	(28, 0.14542358831767693)	(30, 0.14615827063644116)	(32, 0.1468549435227846)	(34, 0.1475401135545797)	(36, 0.14825429078480115)	(38, 0.1489689681391334)	(40, 0.1497166536847784)	(42, 0.15050434915928737)	(44, 0.1512995464954583)	(46, 0.15208074035652686)	(48, 0.15291544749745095)	(50, 0.15375365550715064)	(52, 0.15462237108760912)	(54, 0.15542407003722042)	(56, 0.15623827208960175)	(58, 0.15709448456729022)	(60, 0.15794769630031388)	(62, 0.1587683999661356)	(64, 0.1595871031355141)	(66, 0.16043481350331898)	(68, 0.1613115310695502)	(70, 0.1622247576958698)	(72, 0.16350307492307292)	(74, 0.16548556689828148)	(76, 0.16644730556334858)	(78, 0.16746655850115766)	(80, 0.1684047913330172)	(82, 0.16929751287079403)	(84, 0.170192234905014)	(86, 0.1711174645099928)	(88, 0.17195467227147088)	(90, 0.1727838780471762)	(92, 0.17363108829087026)	(94, 0.17444429009502999)	(96, 0.175316506544264)	(98, 0.17619472448282764)	(100, 0.1770644403115077)	(102, 0.17790814968642618)	(104, 0.17873235422102351)	(106, 0.17960807153903313)	(108, 0.18057281094876504)	(110, 0.18150904328418138)	(112, 0.1824882862931265)	(114, 0.18353404580880792)	(116, 0.18459780979247808)	(118, 0.18577910294218614)	(120, 0.1872439664627174)	(122, 0.1889003775176848)	(124, 0.1905387841046634)	(126, 0.19241124877549612)	(128, 0.19429571642498802)	(130, 0.19618068419859072)	(132, 0.1981506730710293)	(134, 0.1997445686121468)	(136, 0.2010879019737538)
mehreen_1045_MERGE_2_val_2 - polyg	(1, 0.09780419710080623)	(2, 0.09952370580934013)	(3, 0.1018969923872671)	(4, 0.10318753531904305)	(5, 0.10443919183479564)	(6, 0.10584760921514247)	(7, 0.10678209840020433)	(8, 0.10777127160779909)	(9, 0.10854778472776598)	(10, 0.1097532636244908)	(12, 0.1114022907039823)	(14, 0.11251541436265158)	(16, 0.11358357560279383)	(18, 0.11447857077158197)	(20, 0.11523381788278605)	(22, 0.11598116619073542)	(24, 0.11674188170419281)	(26, 0.11750138201714946)	(28, 0.11831374355188792)	(30, 0.11915040909664097)	(32, 0.11990930180934727)	(34, 0.12073260014859229)	(36, 0.12154860728483292)	(38, 0.12239074123183927)	(40, 0.12324806518510475)	(42, 0.12410478153811985)	(44, 0.12498823230215106)	(46, 0.12588322747093916)	(48, 0.12682318505825435)	(50, 0.12767868621076872)	(52, 0.1286004157905729)	(54, 0.12953976577763773)	(56, 0.1305028121744668)	(58, 0.13142514935452132)	(60, 0.13240277815735918)	(62, 0.13339863496770793)	(64, 0.13430942774300555)	(66, 0.13522872692180832)	(68, 0.13618326691513222)	(70, 0.13719978213399342)	(72, 0.13853346468354533)	(74, 0.14057864712627502)	(76, 0.14169420118594575)	(78, 0.14290211048367205)	(80, 0.1439119420997792)	(82, 0.14493028011939152)	(84, 0.14589514931697165)	(86, 0.1469250317413409)	(88, 0.14788990093892102)	(90, 0.14896292298106617)	(92, 0.1499593873916653)	(94, 0.1508799017709688)	(96, 0.15188730298607453)	(98, 0.15273733573633563)	(100, 0.15367850852415152)	(102, 0.15464702332323382)	(104, 0.15565807013984173)	(106, 0.15677909260176578)	(108, 0.15798153349723876)	(110, 0.15925749402300596)	(112, 0.16055472055753595)	(114, 0.16189326390909076)	(116, 0.1634414293470216)	(118, 0.1653590157371746)	(120, 0.16777726473362858)	(122, 0.17065242911835732)	(124, 0.17368617716843143)	(126, 0.17753593235474613)	(128, 0.18188027414485824)	(130, 0.1860921590803907)	(132, 0.19034353803219692)	(134, 0.19338579248577611)	(136, 0.19557193818659058)
mehreen_1046_MERGE_2_val_2 - polyg	(1, 0.13277732187132438)	(2, 0.13478614554292742)	(3, 0.13748843291443272)	(4, 0.1388765942354115)	(5, 0.14023020576351253)	(6, 0.14168129706437566)	(7, 0.14275110672240995)	(8, 0.14405412748236868)	(9, 0.14492897759487886)	(10, 0.14629801313765745)	(12, 0.14808102923438127)	(14, 0.14925819003457125)	(16, 0.15024100824982423)	(18, 0.1511170922835086)	(20, 0.15185436018509507)	(22, 0.15261692347075276)	(24, 0.15328262394423547)	(26, 0.15397978940766033)	(28, 0.15465844605347218)	(30, 0.15535005887161313)	(32, 0.15607930628556732)	(34, 0.156781407433689)	(36, 0.15750571916294637)	(38, 0.15823434961631344)	(40, 0.15898889241433878)	(42, 0.1597372656064931)	(44, 0.16052450731563483)	(46, 0.1613123659853637)	(48, 0.16215575110793165)	(50, 0.16296520339820905)	(52, 0.16378822882140265)	(54, 0.164573002688196)	(56, 0.16534975606735697)	(58, 0.16611231935301465)	(60, 0.16689462537745958)	(62, 0.16769297237716912)	(64, 0.16844134556932344)	(66, 0.16924833001725242)	(68, 0.1700781420069042)	(70, 0.17087463812485243)	(72, 0.17291184198346216)	(74, 0.17727251941309674)	(76, 0.17823929665308508)	(78, 0.17925357985828022)	(80, 0.18012781301020325)	(82, 0.18099464263508114)	(84, 0.18181643413710052)	(86, 0.18263699171794576)	(88, 0.18346988851053303)	(90, 0.18427193727376517)	(92, 0.18508817613050071)	(94, 0.18584271892852602)	(96, 0.18671078247457806)	(98, 0.1874647083120163)	(100, 0.18825565178468068)	(102, 0.18904906309969338)	(104, 0.18993995418746823)	(106, 0.19084688625050766)	(108, 0.19194631001672285)	(110, 0.193300538505411)	(112, 0.19476520293919036)	(114, 0.1963958297709001)	(116, 0.19849658056998126)	(118, 0.20118837961150585)	(120, 0.20557743722814711)	(122, 0.21216164061369613)	(124, 0.21949730199433498)	(126, 0.22963334747982828)	(128, 0.2423939433028521)	(130, 0.2550237434814103)	(132, 0.26669170210467713)	(134, 0.2754704342985468)	(136, 0.28074544731826606)
mehreen_1049_MERGE_2_val_2 - polyg	(1, 0.10033671561013799)	(2, 0.1022136268085921)	(3, 0.10514707062368148)	(4, 0.10645105159853745)	(5, 0.10783819986391573)	(6, 0.10921302704921662)	(7, 0.11016585724186728)	(8, 0.11120904202175207)	(9, 0.11205303600705255)	(10, 0.11339654711382344)	(12, 0.11514254683645539)	(14, 0.1164085378144061)	(16, 0.11754259055986156)	(18, 0.11856626696295716)	(20, 0.11939948000318992)	(22, 0.12018854250647876)	(24, 0.12092575379777529)	(26, 0.121745105622921)	(28, 0.1225670243397495)	(30, 0.12340383102833818)	(32, 0.12425757920203326)	(34, 0.12509027886392948)	(36, 0.12593427284922995)	(38, 0.12673257616257683)	(40, 0.12759864541634924)	(42, 0.12846625480513138)	(44, 0.1293795548658671)	(46, 0.13031493019507484)	(48, 0.13128418849449536)	(50, 0.13225293341557928)	(52, 0.13319036225813322)	(54, 0.13411238975059042)	(56, 0.13501850251461436)	(58, 0.1359318025753501)	(60, 0.13685485682448045)	(62, 0.1378040933687752)	(64, 0.13871071951113567)	(66, 0.13962145268018863)	(68, 0.1405342393625878)	(70, 0.1415543221173275)	(72, 0.14270736986123558)	(74, 0.14411710677342238)	(76, 0.14517466614673077)	(78, 0.14630923227052278)	(80, 0.14730672637845393)	(82, 0.14830319372971199)	(84, 0.14925602392236265)	(86, 0.15021347452004233)	(88, 0.1511493632275866)	(90, 0.15209192585350612)	(92, 0.15303038145273318)	(94, 0.15398013137536448)	(96, 0.15500586129180632)	(98, 0.15598436040128483)	(100, 0.1569176822171463)	(102, 0.15787307930147976)	(104, 0.15884798476260242)	(106, 0.15996766291463427)	(108, 0.16132452185815563)	(110, 0.16296168537343741)	(112, 0.16468869009761672)	(114, 0.16654403940593543)	(116, 0.16886245597382896)	(118, 0.1720741508473325)	(120, 0.1768768051858276)	(122, 0.18317133697035876)	(124, 0.19045104178274364)	(126, 0.20089469728333226)	(128, 0.2137856273142903)	(130, 0.22630897845627318)	(132, 0.23851711529960978)	(134, 0.24696013542263395)	(136, 0.2515712996415931)
mehreen_1050_MERGE_2_val_2 - polyg	(1, 0.15379094506496768)	(2, 0.15715527023525236)	(3, 0.1614286299122946)	(4, 0.1633620911763149)	(5, 0.16536222351840485)	(6, 0.16719311389308722)	(7, 0.16846114651252758)	(8, 0.16988816401044177)	(9, 0.1708587410508021)	(10, 0.17238320089358733)	(12, 0.1745782179254194)	(14, 0.17601421037615067)	(16, 0.17721557191752135)	(18, 0.17834321063218042)	(20, 0.17928942708632298)	(22, 0.18017987061938803)	(24, 0.1810004377340916)	(26, 0.1818395958224877)	(28, 0.18268452352340903)	(30, 0.18361984182055946)	(32, 0.18444297320749647)	(34, 0.18527507954725053)	(36, 0.18613923928992276)	(38, 0.1871181502150418)	(40, 0.18806244346500928)	(42, 0.18900481351080164)	(44, 0.18998308336786235)	(46, 0.19093955691093867)	(48, 0.19195180337509254)	(50, 0.19297558906429693)	(52, 0.19401796572719382)	(54, 0.19502636578299754)	(56, 0.19598348039413221)	(58, 0.1969720073401267)	(60, 0.1979752788514635)	(62, 0.19891380248890572)	(64, 0.19989591875431656)	(66, 0.20091585803517076)	(68, 0.20199605771351103)	(70, 0.20305317894175023)	(72, 0.20431351874449027)	(74, 0.20627005845861163)	(76, 0.20736372056617747)	(78, 0.20849712889336178)	(80, 0.20951129856169073)	(82, 0.2105639323135214)	(84, 0.21160246256806814)	(86, 0.2126499677754319)	(88, 0.21364554647006836)	(90, 0.2146424073008215)	(92, 0.21562452356623238)	(94, 0.21660279342329303)	(96, 0.21765670931124045)	(98, 0.218654211210052)	(100, 0.219691459328482)	(102, 0.22077294114293894)	(104, 0.2219480188939168)	(106, 0.22330451890541114)	(108, 0.22497578333356133)	(110, 0.22687719119466354)	(112, 0.22871897972633803)	(114, 0.23068834080162665)	(116, 0.23313978505680355)	(118, 0.23644000342125202)	(120, 0.24114287869739687)	(122, 0.24694069821722436)	(124, 0.2532815023824846)	(126, 0.2619423318509575)	(128, 0.2718147799497349)	(130, 0.28128656051203593)	(132, 0.29005252514208024)	(134, 0.2959772761374634)	(136, 0.2995268699766147)
mehreen_1051_MERGE_2_val_2 - polyg	(1, 0.20395359903093957)	(2, 0.20587401979717682)	(3, 0.20894505513764147)	(4, 0.21076310805919657)	(5, 0.21258935040832622)	(6, 0.2145043115561804)	(7, 0.2158323637278569)	(8, 0.21723548565230033)	(9, 0.21835061270703796)	(10, 0.22016730072399726)	(12, 0.22265210954058212)	(14, 0.22404635958515307)	(16, 0.2251328236433797)	(18, 0.22610600062015807)	(20, 0.22692699073450895)	(22, 0.2277063512586891)	(24, 0.22845568388176246)	(26, 0.2291852253881973)	(28, 0.2299693630784626)	(30, 0.23071323608315292)	(32, 0.23145847399243902)	(34, 0.2322119013292997)	(36, 0.2329817075213095)	(38, 0.2337603855931918)	(40, 0.23454657064035073)	(42, 0.23535049944725459)	(44, 0.23615033354037118)	(46, 0.23694948518118986)	(48, 0.23778958395988142)	(50, 0.23865561592589246)	(52, 0.23949025508620098)	(54, 0.24030032596378575)	(56, 0.24116158076371164)	(58, 0.24203921441878662)	(60, 0.24291684807386166)	(62, 0.24375080478187228)	(64, 0.2445663352778401)	(66, 0.24537504125082915)	(68, 0.24625949942888298)	(70, 0.24720401340915032)	(72, 0.24845017130508112)	(74, 0.2504845616050645)	(76, 0.2514925436490347)	(78, 0.25249779588381355)	(80, 0.2534122819629741)	(82, 0.2543445118018796)	(84, 0.2552535382626572)	(86, 0.2561755313170945)	(88, 0.2570736385411059)	(90, 0.25790623034452076)	(92, 0.258834365469639)	(94, 0.2597399796689271)	(96, 0.2607588809496635)	(98, 0.26171840888048425)	(100, 0.2626595105992622)	(102, 0.2636729522616155)	(104, 0.26470891484979897)	(106, 0.2658759082791755)	(108, 0.26721146742612867)	(110, 0.26874084302568013)	(112, 0.27033846385501964)	(114, 0.2721237590662764)	(116, 0.2743076064194957)	(118, 0.2771036134839143)	(120, 0.28135597375201105)	(122, 0.2868572217252301)	(124, 0.29290443153675405)	(126, 0.3008884409696643)	(128, 0.31043731352161574)	(130, 0.3195043747512632)	(132, 0.32814012612864984)	(134, 0.33418255877408853)	(136, 0.3378841800377953)
mehreen_1052_MERGE_2_val_2 - polyg	(1, 0.1150027678440371)	(2, 0.11693268906086163)	(3, 0.11953268524314573)	(4, 0.12069511391603527)	(5, 0.12193389690718935)	(6, 0.12326088230047662)	(7, 0.12418766574975662)	(8, 0.12509865175387844)	(9, 0.12584376458383933)	(10, 0.12709900324703322)	(12, 0.12873864640907617)	(14, 0.1297575816217789)	(16, 0.13059023862699137)	(18, 0.1313722121623214)	(20, 0.13200740110305662)	(22, 0.1326669444384107)	(24, 0.1332685638081848)	(26, 0.13386886672419568)	(28, 0.13447246077461456)	(30, 0.1351155484379289)	(32, 0.13579483857973068)	(34, 0.13645504014196636)	(36, 0.13712379865366275)	(38, 0.13784718999653114)	(40, 0.13860085977595274)	(42, 0.13932293466505796)	(44, 0.1400798955788875)	(46, 0.14082171727444048)	(48, 0.14161883002804704)	(50, 0.14241462632789045)	(52, 0.14324925801374772)	(54, 0.14410429473293432)	(56, 0.14488429358761956)	(58, 0.1456761405261734)	(60, 0.14646732923784567)	(62, 0.14723811291618863)	(64, 0.14801152950205793)	(66, 0.1488415535997441)	(68, 0.1496663118823775)	(70, 0.15052332328220885)	(72, 0.15169365067767748)	(74, 0.15332802802466772)	(76, 0.15437263408575247)	(78, 0.15535734150061248)	(80, 0.15626503637032635)	(82, 0.15709571869489408)	(84, 0.15798959080009453)	(86, 0.15886371609884725)	(88, 0.15974574012017906)	(90, 0.16059419457054974)	(92, 0.1614235604413543)	(94, 0.1622331795057111)	(96, 0.16311981111521406)	(98, 0.16398274655697975)	(100, 0.16487990979658815)	(102, 0.16577180722114382)	(104, 0.16674927414030632)	(106, 0.16778137389064088)	(108, 0.16898263794954427)	(110, 0.1704886610546243)	(112, 0.17208486124248223)	(114, 0.1739331623259895)	(116, 0.17647391808893043)	(118, 0.17949781238295903)	(120, 0.18364200882945542)	(122, 0.18920073484449063)	(124, 0.19485424553047492)	(126, 0.20166491907429604)	(128, 0.20913513595347127)	(130, 0.21602479672308328)	(132, 0.22236878740785648)	(134, 0.22686118587471443)	(136, 0.22988442194186146)
mehreen_1054_MERGE_2_val_2 - polyg	(1, 0.13119143564695032)	(2, 0.1324680128659095)	(3, 0.13452973132732637)	(4, 0.13586528086346572)	(5, 0.13710138688436008)	(6, 0.13848087657839842)	(7, 0.13948456229040618)	(8, 0.14066053967417563)	(9, 0.14148615211469814)	(10, 0.14285523492923408)	(12, 0.14468453308176438)	(14, 0.1458235082273031)	(16, 0.14675608026271125)	(18, 0.14757417662359318)	(20, 0.14829514210911948)	(22, 0.14902535815420348)	(24, 0.14973071332047622)	(26, 0.15046844544520083)	(28, 0.15118941093072713)	(30, 0.1519681924134889)	(32, 0.15275622445580836)	(34, 0.15354367833815546)	(36, 0.15431899086108314)	(38, 0.15519201241933872)	(40, 0.15606792477745612)	(42, 0.15692996129623696)	(44, 0.15780876445421613)	(46, 0.1586771607326929)	(48, 0.15957330868984265)	(50, 0.16050819336514022)	(52, 0.1614031850023453)	(54, 0.16227736288054562)	(56, 0.16314518099905)	(58, 0.16397079343957255)	(60, 0.1648906459555889)	(62, 0.1657734962333745)	(64, 0.166670800510469)	(66, 0.16754093126886282)	(68, 0.1683977643478925)	(70, 0.16929738126487642)	(72, 0.17058320904339327)	(74, 0.17240672559620002)	(76, 0.1734526169861897)	(78, 0.17449214861648343)	(80, 0.17539060921352262)	(82, 0.17629253877039597)	(84, 0.1772048752067717)	(86, 0.17809524156419793)	(88, 0.17891680688491396)	(90, 0.1797256526862382)	(92, 0.1805512651267607)	(94, 0.1813641580478914)	(96, 0.18223313248634054)	(98, 0.18305469780705658)	(100, 0.18384851144909958)	(102, 0.18472268932729988)	(104, 0.18557720976644015)	(106, 0.18646815428383873)	(108, 0.18748513767521066)	(110, 0.18858884506243578)	(112, 0.18969717772943975)	(114, 0.19080551039644372)	(116, 0.19193581314239716)	(118, 0.19330027067715425)	(120, 0.19501046787537946)	(122, 0.1969958692204455)	(124, 0.19904949344224943)	(126, 0.20146620212669208)	(128, 0.20406850016226058)	(130, 0.20672514523523045)	(132, 0.20955119118010024)	(134, 0.21151635692613385)	(136, 0.2130987807704687)
mehreen_1055_MERGE_2_val_2 - polyg	(1, 0.1114862197669928)	(2, 0.11336086556150272)	(3, 0.11573409972913402)	(4, 0.11711015715052259)	(5, 0.11830723413027784)	(6, 0.11956242164303092)	(7, 0.12037945573698039)	(8, 0.12125227594260776)	(9, 0.1219251959147226)	(10, 0.12305021583356054)	(12, 0.12460815922323232)	(14, 0.12563787786795383)	(16, 0.12644561427662365)	(18, 0.12720047010026542)	(20, 0.12785770022847087)	(22, 0.12845681982367846)	(24, 0.129058263840206)	(26, 0.12969050643922236)	(28, 0.13028381498113017)	(30, 0.13093465295070583)	(32, 0.13165348024388898)	(34, 0.13231942695204407)	(36, 0.1330283754546176)	(38, 0.13374604053714076)	(40, 0.13445324572372433)	(42, 0.13516974859558756)	(44, 0.13592402331389936)	(46, 0.1366480805550523)	(48, 0.13740293637869408)	(50, 0.13818103641553497)	(52, 0.13893705444983673)	(54, 0.13970701901205795)	(56, 0.1405054577354481)	(58, 0.14132016740807765)	(60, 0.1421697434005059)	(62, 0.1430414013954733)	(64, 0.14386308433206257)	(66, 0.14468186174200198)	(68, 0.14555526305295935)	(70, 0.14639554136010793)	(72, 0.1485421444490477)	(74, 0.15298992464470146)	(76, 0.15396385717774502)	(78, 0.1549203565508893)	(80, 0.15579027122986677)	(82, 0.1566776190687436)	(84, 0.15752487063985193)	(86, 0.15841105626806884)	(88, 0.15924552352191762)	(90, 0.16007476082779662)	(92, 0.1608999303963658)	(94, 0.16176752065402336)	(96, 0.16255375616548395)	(98, 0.16336497920613363)	(100, 0.1642006086706424)	(102, 0.1650734288762698)	(104, 0.16593753250194748)	(106, 0.16694052030148998)	(108, 0.16814340833454502)	(110, 0.16930678120516154)	(112, 0.17045097759988878)	(114, 0.1715818085720265)	(116, 0.17285675366599884)	(118, 0.17434380220541326)	(120, 0.17617079736286498)	(122, 0.17813667669418148)	(124, 0.1801083670787978)	(126, 0.18241012529084177)	(128, 0.1847711562465435)	(130, 0.18716937794336386)	(132, 0.18962919680516194)	(134, 0.19143643438139435)	(136, 0.19287873781040046)
mehreen_1057_MERGE_1_val_1 - polyg	(1, 0.004761726831657079)	(2, 0.007203061084390892)	(3, 0.008771083948329948)	(4, 0.009845496027298055)	(5, 0.011565399132766633)	(6, 0.01287606936522511)	(7, 0.014513000857265522)	(8, 0.016443848742636217)	(9, 0.018384540717735674)	(10, 0.02062829002662784)	(12, 0.02310056284708063)	(14, 0.02527680982640412)	(16, 0.02728289468327323)	(18, 0.02923272759883512)	(20, 0.030998335406615823)	(22, 0.03285324317122175)	(24, 0.03452251952951382)	(26, 0.0360856203485885)	(28, 0.03752707634458628)	(30, 0.03894532841479484)	(32, 0.04029256240910302)	(34, 0.04172487746463838)	(36, 0.04306226736921779)	(38, 0.04435113997441971)	(40, 0.0455992299221739)	(42, 0.04687122694498365)	(44, 0.04806376810069694)	(46, 0.04926334074907363)	(48, 0.050470648039380075)	(50, 0.05159357741772566)	(52, 0.0527608051998507)	(54, 0.053954049504830334)	(56, 0.055113542645025625)	(58, 0.056347569607453005)	(60, 0.05754292336023165)	(62, 0.058750933799804436)	(64, 0.06007285442052435)	(66, 0.06138774354858087)	(68, 0.06302959708548567)	(70, 0.06517560864635652)	(72, 0.06649612296854376)	(74, 0.06772030584124236)	(76, 0.06886222024977914)	(78, 0.06999218112078814)	(80, 0.0710968286182089)	(82, 0.07210584781540734)	(84, 0.07315986856565157)	(86, 0.07416115312092028)	(88, 0.07513923375039976)	(90, 0.07620028599330739)	(92, 0.07722125872803363)	(94, 0.07819582361118141)	(96, 0.07911694915008731)	(98, 0.08012104630242138)	(100, 0.08126225756169182)	(102, 0.08242737589601784)	(104, 0.08367335639597301)	(106, 0.08503395022634164)	(108, 0.08638680941478054)	(110, 0.08782404651518028)	(112, 0.0893878504835213)	(114, 0.09108173706613529)	(116, 0.09313352662531652)	(118, 0.0956283002222922)	(120, 0.098201826537098)	(122, 0.100860433913131)	(124, 0.10357107433487318)	(126, 0.10606866052891423)	(128, 0.10843827355648132)	(130, 0.11045209305528017)	(132, 0.11221910716159356)	(134, 0.1137048615613708)	(136, 0.11487138619422949)
mehreen_1057_MERGE_2_val_2 - polyg	(1, 0.18630080441541738)	(2, 0.1882597782714417)	(3, 0.19113706506930653)	(4, 0.1926980564405822)	(5, 0.19441655324751808)	(6, 0.1960984862926043)	(7, 0.1974063439279974)	(8, 0.1987873290870899)	(9, 0.19988705453964628)	(10, 0.2018622008287964)	(12, 0.20427259651381124)	(14, 0.205808977660765)	(16, 0.20701839439887043)	(18, 0.20814132377721603)	(20, 0.20915174927294716)	(22, 0.21011365746930083)	(24, 0.21100736018681943)	(26, 0.21190035975507174)	(28, 0.21284539236903322)	(30, 0.21383964543163853)	(32, 0.2148578055692994)	(34, 0.21583447990024618)	(36, 0.2168695156202992)	(38, 0.21790877023595032)	(40, 0.21894099335893802)	(42, 0.22001329599010708)	(44, 0.22112216238312588)	(46, 0.22215930755097796)	(48, 0.22334200461696246)	(50, 0.22449657571229337)	(52, 0.22573622786885145)	(54, 0.22689079896418238)	(56, 0.22818318731571602)	(58, 0.22935885288903712)	(60, 0.23055561294034846)	(62, 0.23176010763358956)	(64, 0.2329786653121574)	(66, 0.2341866757517302)	(68, 0.23541999956489124)	(70, 0.23670746587156047)	(72, 0.23835846034892771)	(74, 0.24083776466204387)	(76, 0.24231086237502697)	(78, 0.2437213798033058)	(80, 0.24499689257244728)	(82, 0.2462843588791165)	(84, 0.2475254173342073)	(86, 0.2488142899394092)	(88, 0.25006870823056043)	(90, 0.2513554713879633)	(92, 0.2526000455893858)	(94, 0.25381368122308934)	(96, 0.2551468522320707)	(98, 0.25635767526870884)	(100, 0.2577274100395399)	(102, 0.2590760503323808)	(104, 0.26039867410236706)	(106, 0.2619371646971198)	(108, 0.2636198008914723)	(110, 0.2656111196137483)	(112, 0.2677409587414933)	(114, 0.2704283952374463)	(116, 0.2737964802232167)	(118, 0.27766661378515417)	(120, 0.28357166132388073)	(122, 0.29237790273552766)	(124, 0.30168197382774364)	(126, 0.31301181795628624)	(128, 0.32603976756304087)	(130, 0.33808260504765264)	(132, 0.34930627363697786)	(134, 0.35820181500545)	(136, 0.3639149027944657)
