"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","pathway_theme","pathway_scope"
"ko00350","Tyrosine metabolism","7/477","18/3456",0.388888888888889,2.81761006289308,3.09337092043014,0.00734342168324258,0.0720129094098628,0.0720129094098628,"LOC126353933/LOC126281954/LOC126271955/LOC126336714/LOC126272037/LOC126283954/LOC126365745",7,"All infection DEGs","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04340","Hedgehog signaling pathway","14/477","52/3456",0.269230769230769,1.95065312046444,2.76361116115715,0.00878872015097325,0.0834928414342459,0.0834928414342459,"LOC126267315/LOC126295191/LOC126297745/LOC126281663/LOC126295040/LOC126291991/LOC126292145/LOC126295425/LOC126294945/LOC126294949/LOC126294955/LOC126295087/LOC126278128/LOC126295133",14,"All infection DEGs","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible"
"ko00051","Fructose and mannose metabolism","9/477","28/3456",0.321428571428571,2.3288409703504,2.82474717170697,0.0102028854882885,0.0939902178315064,0.0939902178315064,"LOC126281958/LOC126281438/LOC126281399/LOC126355949/LOC126283960/LOC126284898/LOC126365957/LOC126281974/LOC126283957",9,"All infection DEGs","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00603","Glycosphingolipid biosynthesis - globo and isoglobo series","5/477","11/3456",0.454545454545455,3.29331046312178,3.04798303728947,0.0110698950623742,0.096149945684622,0.096149945684622,"LOC126354818/LOC126337023/LOC126272931/LOC126335258/LOC126355789",5,"All infection DEGs","KEGG_pathway","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04973","Carbohydrate digestion and absorption","5/477","11/3456",0.454545454545455,3.29331046312178,3.04798303728947,0.0110698950623742,0.096149945684622,0.096149945684622,"LOC126299541/LOC126322572/LOC126355818/LOC126322591/LOC126365957",5,"All infection DEGs","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00040","Pentose and glucuronate interconversions","15/246","43/3456",0.348837209302326,4.90073737946682,7.12445846476144,9.99248253446837e-08,3.03771469047839e-05,3.03771469047839e-05,"LOC126266657/LOC126272926/LOC126281438/LOC126281399/LOC126335523/LOC126281694/LOC126291591/LOC126281562/LOC126283960/LOC126278567/LOC126341237/LOC126272831/LOC126281974/LOC126283957/LOC126336625",15,"Diet 33","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko01110","Biosynthesis of secondary metabolites","41/246","278/3456",0.147482014388489,2.07194244604317,5.15888661599221,2.80143550688577e-06,0.000425818197046637,0.000425818197046637,"LOC126284811/LOC126281532/LOC126329483/LOC126299493/LOC126281446/LOC126275659/LOC126272926/LOC126299542/LOC126281958/LOC126284686/LOC126335505/LOC126355485/LOC126354995/LOC126278697/LOC126335182/LOC126336244/LOC126297581/LOC126284898/LOC126268218/LOC126266840/LOC126267473/LOC126281562/LOC126356152/LOC126281954/LOC126278447/LOC126271720/LOC126284002/LOC126336251/LOC126334613/LOC126341237/LOC126293737/LOC126272831/LOC126324953/LOC126325353/LOC126365941/LOC126284812/LOC126336625/LOC126354727/LOC126278485/LOC126356050/LOC126336379",41,"Diet 33","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map"
"ko02010","ABC transporters","10/246","34/3456",0.294117647058824,4.13199426111908,5.07995045645486,7.92732871450392e-05,0.0080330264306973,0.0080330264306973,"LOC126335166/LOC126281499/LOC126284038/LOC126278946/LOC126277871/LOC126335579/LOC126278191/LOC126357744/LOC126354018/LOC126354017",10,"Diet 33","KEGG_pathway","Transport and environmental response","Core metabolism or cross-domain"
"ko01130","Biosynthesis of antibiotics","26/246","174/3456",0.149425287356322,2.09924306139613,4.11849110125544,0.000179483303432873,0.0136407310608984,0.0136407310608984,"LOC126284811/LOC126281532/LOC126329483/LOC126281446/LOC126293368/LOC126281672/LOC126299542/LOC126281958/LOC126335505/LOC126278697/LOC126336244/LOC126284898/LOC126268218/LOC126291591/LOC126266840/LOC126267473/LOC126281954/LOC126336251/LOC126334613/LOC126293737/LOC126324953/LOC126325353/LOC126365941/LOC126284812/LOC126278485/LOC126336379",26,"Diet 33","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map"
"ko00051","Fructose and mannose metabolism","8/246","28/3456",0.285714285714286,4.01393728222997,4.43232791347768,0.00052277786222685,0.0274630656915273,0.0274630656915273,"LOC126281958/LOC126281438/LOC126281399/LOC126284898/LOC126355949/LOC126283960/LOC126281974/LOC126283957",8,"Diet 33","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
