"Gene","n_samples_ge_minCount","kept"
"LOC126326487",0,FALSE
"LOC126326476",0,FALSE
"LOC126326500",44,TRUE
"LOC126326488",0,FALSE
"LOC126326477",0,FALSE
"LOC126326499",44,TRUE
"LOC126326489",0,FALSE
"LOC126326478",0,FALSE
"LOC126326490",8,TRUE
"LOC126326479",0,FALSE
"LOC126326491",44,TRUE
"LOC126326560",5,FALSE
"LOC126326506",10,TRUE
"LOC126326507",11,TRUE
"LOC126326511",7,TRUE
"LOC126326592",11,TRUE
"LOC126326508",15,TRUE
"LOC126326517",4,FALSE
"LOC126326593",6,TRUE
"LOC126326516",7,TRUE
"LOC126326505",11,TRUE
"LOC126326509",15,TRUE
"LOC126326512",16,TRUE
"LOC126326594",9,TRUE
"LOC126326513",12,TRUE
"LOC126326515",12,TRUE
"LOC126326514",6,TRUE
"LOC126326518",13,TRUE
"LOC126326519",13,TRUE
"LOC126326520",12,TRUE
"LOC126326595",17,TRUE
"LOC126326591",19,TRUE
"LOC126326596",9,TRUE
"LOC126326597",8,TRUE
"LOC126326521",16,TRUE
"LOC126326533",0,FALSE
"LOC126326529",7,TRUE
"LOC126326523",16,TRUE
"LOC126326522",16,TRUE
"LOC126326525",17,TRUE
"LOC126326524",10,TRUE
"LOC126326526",12,TRUE
"LOC126326530",12,TRUE
"LOC126326531",15,TRUE
"LOC126326527",11,TRUE
"LOC126326528",3,FALSE
"LOC126326532",5,FALSE
"LOC126326544",7,TRUE
"LOC126326542",10,TRUE
"LOC126326545",8,TRUE
"LOC126326543",4,FALSE
"LOC126326541",9,TRUE
"LOC126326546",15,TRUE
"LOC126326549",9,TRUE
"LOC126326551",10,TRUE
"LOC126326547",14,TRUE
"LOC126326550",7,TRUE
"LOC126326548",7,TRUE
"LOC126326552",9,TRUE
"LOC126326553",11,TRUE
"LOC126326555",14,TRUE
"LOC126326598",11,TRUE
"LOC126326557",6,TRUE
"LOC126326556",14,TRUE
"LOC126326537",12,TRUE
"LOC126326539",6,TRUE
"LOC126326558",8,TRUE
"LOC126326559",5,FALSE
"LOC126326564",7,TRUE
"LOC126326599",13,TRUE
"LOC126326567",5,FALSE
"LOC126326562",18,TRUE
"LOC126326565",13,TRUE
"LOC126326566",14,TRUE
"LOC126326563",4,FALSE
"LOC126326534",11,TRUE
"LOC126326535",11,TRUE
"LOC126326536",6,TRUE
"LOC126326583",4,FALSE
"LOC126326554",5,FALSE
"LOC126326561",7,TRUE
"LOC126326590",13,TRUE
"LOC126326588",11,TRUE
"LOC126326540",6,TRUE
"LOC126326584",11,TRUE
"LOC126326600",5,FALSE
"LOC126326586",7,TRUE
"LOC126326585",15,TRUE
"LOC126326587",14,TRUE
"LOC126326576",6,TRUE
"LOC126326577",13,TRUE
"LOC126326601",7,TRUE
"LOC126326578",2,FALSE
"LOC126326602",7,TRUE
"LOC126326603",15,TRUE
"LOC126326582",10,TRUE
"LOC126326580",13,TRUE
"LOC126326581",14,TRUE
"LOC126326579",11,TRUE
"LOC126326570",13,TRUE
"LOC126326573",13,TRUE
"LOC126326571",14,TRUE
"LOC126326575",2,FALSE
"LOC126326574",7,TRUE
"LOC126326572",9,TRUE
"LOC126326604",0,FALSE
"LOC126326568",13,TRUE
"LOC126326605",0,FALSE
"LOC126326610",0,FALSE
"LOC126326626",0,FALSE
"LOC126326645",0,FALSE
"LOC126326622",0,FALSE
"LOC126326627",0,FALSE
"LOC126326656",44,TRUE
"LOC126326633",0,FALSE
"LOC126326640",3,FALSE
"LOC126326658",28,TRUE
"LOC126326643",0,FALSE
"LOC126326628",0,FALSE
"LOC126326652",43,TRUE
"LOC126326654",0,FALSE
"LOC126326625",2,FALSE
"LOC126326653",33,TRUE
"LOC126326612",0,FALSE
"LOC126326641",1,FALSE
"LOC126326613",0,FALSE
"LOC126326637",25,TRUE
"LOC126326644",44,TRUE
"LOC126326614",0,FALSE
"LOC126326650",1,FALSE
"LOC126326615",0,FALSE
"LOC126326635",0,FALSE
"LOC126326657",0,FALSE
"LOC126326616",0,FALSE
"LOC126326629",0,FALSE
"LOC126326646",0,FALSE
"LOC126326617",0,FALSE
"LOC126326636",0,FALSE
"LOC126326642",2,FALSE
"LOC126326618",0,FALSE
"LOC126326630",0,FALSE
"LOC126326651",44,TRUE
"LOC126326619",0,FALSE
"LOC126326631",0,FALSE
"LOC126326649",0,FALSE
"LOC126326620",0,FALSE
"LOC126326638",0,FALSE
"LOC126326655",0,FALSE
"LOC126326621",0,FALSE
"LOC126326632",0,FALSE
"LOC126326647",0,FALSE
"LOC126326623",0,FALSE
"LOC126326634",0,FALSE
"LOC126326648",0,FALSE
"LOC126326624",0,FALSE
"LOC126326639",0,FALSE
"LOC126326671",0,FALSE
"LOC126326660",0,FALSE
"LOC126326665",0,FALSE
"LOC126326661",0,FALSE
"LOC126326668",0,FALSE
"LOC126326664",44,TRUE
"LOC126326662",0,FALSE
"LOC126326669",0,FALSE
"LOC126326666",14,TRUE
"LOC126326663",0,FALSE
"LOC126326670",0,FALSE
"LOC126326678",0,FALSE
"LOC126326672",0,FALSE
"LOC126326675",2,FALSE
"LOC126326679",0,FALSE
"LOC126326683",0,FALSE
"LOC126326677",0,FALSE
"LOC126326680",4,FALSE
"LOC126326684",0,FALSE
"LOC126326673",0,FALSE
"LOC126326682",15,TRUE
"LOC126326685",0,FALSE
"LOC126326676",12,TRUE
"LOC126326681",44,TRUE
"LOC126326686",0,FALSE
"LOC126326674",0,FALSE
"LOC126326688",3,FALSE
"LOC126326699",43,TRUE
"LOC126326687",0,FALSE
"LOC126326689",0,FALSE
"LOC126326694",0,FALSE
"LOC126326698",0,FALSE
"LOC126326690",0,FALSE
"LOC126326697",0,FALSE
"LOC126326700",0,FALSE
"LOC126326693",0,FALSE
"LOC126326695",0,FALSE
"LOC126326701",0,FALSE
"LOC126326691",0,FALSE
"LOC126326696",0,FALSE
"LOC126326702",0,FALSE
"LOC126326692",0,FALSE
"LOC126326703",0,FALSE
"LOC126326708",0,FALSE
"LOC126326704",0,FALSE
"LOC126326706",0,FALSE
"LOC126326709",0,FALSE
"LOC126326705",0,FALSE
"LOC126326707",0,FALSE
"LOC126326876",0,FALSE
"LOC126326877",0,FALSE
"LOC126326878",0,FALSE
"LOC126326879",0,FALSE
"LOC126326880",0,FALSE
"LOC126326881",0,FALSE
"LOC126326882",0,FALSE
"LOC126326883",0,FALSE
"LOC126326972",0,FALSE
"LOC126326979",0,FALSE
"LOC126326973",0,FALSE
"LOC126326995",14,TRUE
"LOC126326980",0,FALSE
"LOC126326986",0,FALSE
"LOC126326988",0,FALSE
"LOC126326996",0,FALSE
"LOC126326997",44,TRUE
"LOC126326989",0,FALSE
"LOC126327002",0,FALSE
"LOC126326993",0,FALSE
"LOC126326981",0,FALSE
"LOC126327003",0,FALSE
"LOC126326998",1,FALSE
"LOC126326990",20,TRUE
"LOC126326974",0,FALSE
"LOC126326994",44,TRUE
"LOC126326975",0,FALSE
"LOC126326991",44,TRUE
"LOC126326985",0,FALSE
"LOC126326976",0,FALSE
"LOC126326987",0,FALSE
"LOC126326977",0,FALSE
"LOC126326992",2,FALSE
"LOC126326984",0,FALSE
"LOC126326978",0,FALSE
"LOC126327027",0,FALSE
"LOC126327022",4,FALSE
"LOC126327026",10,TRUE
"LOC126327036",0,FALSE
"LOC126327012",0,FALSE
"LOC126327024",0,FALSE
"LOC126327037",0,FALSE
"LOC126327021",0,FALSE
"LOC126327031",1,FALSE
"LOC126327005",0,FALSE
"LOC126327013",0,FALSE
"LOC126327032",0,FALSE
"LOC126327006",0,FALSE
"LOC126327014",0,FALSE
"LOC126327028",0,FALSE
"LOC126327007",0,FALSE
"LOC126327015",0,FALSE
"LOC126327023",0,FALSE
"LOC126327016",0,FALSE
"LOC126327017",0,FALSE
"LOC126327034",0,FALSE
"LOC126327008",0,FALSE
"LOC126327018",0,FALSE
"LOC126327029",44,TRUE
"LOC126327004",0,FALSE
"LOC126327020",14,TRUE
"LOC126327030",44,TRUE
"LOC126327010",0,FALSE
"LOC126327019",0,FALSE
"LOC126327033",44,TRUE
"LOC126327011",0,FALSE
"LOC126327058",7,TRUE
"LOC126327038",0,FALSE
"LOC126327045",0,FALSE
"LOC126327050",0,FALSE
"LOC126327046",0,FALSE
"LOC126327064",27,TRUE
"LOC126327062",0,FALSE
"LOC126327047",0,FALSE
"LOC126327056",40,TRUE
"LOC126327068",0,FALSE
"LOC126327048",0,FALSE
"LOC126327065",39,TRUE
"LOC126327069",0,FALSE
"LOC126327054",0,FALSE
"LOC126327063",0,FALSE
"LOC126327039",0,FALSE
"LOC126327053",1,FALSE
"LOC126327040",0,FALSE
"LOC126327055",0,FALSE
"LOC126327059",0,FALSE
"LOC126327042",0,FALSE
"LOC126327052",22,TRUE
"LOC126327060",0,FALSE
"LOC126327043",0,FALSE
"LOC126327049",0,FALSE
"LOC126327061",0,FALSE
"LOC126327044",0,FALSE
"LOC126327051",0,FALSE
"LOC126327071",0,FALSE
"LOC126327070",0,FALSE
"LOC126327079",0,FALSE
"LOC126327076",0,FALSE
"LOC126327081",0,FALSE
"LOC126327077",0,FALSE
"LOC126327072",0,FALSE
"LOC126327082",0,FALSE
"LOC126327078",0,FALSE
"LOC126327074",0,FALSE
"LOC126327083",0,FALSE
"LOC126327080",6,TRUE
"LOC126327075",0,FALSE
"LOC126327084",0,FALSE
"LOC126327088",0,FALSE
"LOC126327085",0,FALSE
"LOC126327090",0,FALSE
"LOC126327087",0,FALSE
"LOC126327091",6,TRUE
"LOC126327100",1,FALSE
"LOC126327101",1,FALSE
"LOC126327097",44,TRUE
"LOC126327092",0,FALSE
"LOC126327093",0,FALSE
"LOC126327095",24,TRUE
"LOC126327098",0,FALSE
"LOC126327094",1,FALSE
"LOC126327096",42,TRUE
"LOC126327099",0,FALSE
"LOC126327102",0,FALSE
"LOC126327108",2,FALSE
"LOC126327103",1,FALSE
"LOC126327106",0,FALSE
"LOC126327109",0,FALSE
"LOC126327104",0,FALSE
"LOC126327107",0,FALSE
"LOC126327136",44,TRUE
"LOC126327110",0,FALSE
"LOC126327120",0,FALSE
"LOC126327143",32,TRUE
"LOC126327122",0,FALSE
"LOC126327123",0,FALSE
"LOC126327139",0,FALSE
"LOC126327133",0,FALSE
"LOC126327142",41,TRUE
"LOC126327144",0,FALSE
"LOC126327124",0,FALSE
"LOC126327145",0,FALSE
"LOC126327151",0,FALSE
"LOC126327125",0,FALSE
"LOC126327111",0,FALSE
"LOC126327126",0,FALSE
"LOC126327149",44,TRUE
"LOC126327112",0,FALSE
"LOC126327135",0,FALSE
"LOC126327148",7,TRUE
"LOC126327113",0,FALSE
"LOC126327127",0,FALSE
"LOC126327147",44,TRUE
"LOC126327114",0,FALSE
"LOC126327131",0,FALSE
"LOC126327146",1,FALSE
"LOC126327115",0,FALSE
"LOC126327128",0,FALSE
"LOC126327116",0,FALSE
"LOC126327129",0,FALSE
"LOC126327138",5,FALSE
"LOC126327117",0,FALSE
"LOC126327134",0,FALSE
"LOC126327140",0,FALSE
"LOC126327118",0,FALSE
"LOC126327130",0,FALSE
"LOC126327141",0,FALSE
"LOC126327119",0,FALSE
"LOC126327132",9,TRUE
"LOC126327154",0,FALSE
"LOC126327152",0,FALSE
"LOC126327162",1,FALSE
"LOC126327155",0,FALSE
"LOC126327163",0,FALSE
"LOC126327161",0,FALSE
"LOC126327158",23,TRUE
"LOC126327165",0,FALSE
"LOC126327156",0,FALSE
"LOC126327166",0,FALSE
"LOC126327159",1,FALSE
"LOC126327157",0,FALSE
"LOC126327167",0,FALSE
"LOC126327160",42,TRUE
"LOC126327176",0,FALSE
"LOC126327168",0,FALSE
"LOC126327173",12,TRUE
"LOC126327177",0,FALSE
"LOC126327174",0,FALSE
"LOC126327171",0,FALSE
"LOC126327170",0,FALSE
"LOC126327175",0,FALSE
"LOC126327172",0,FALSE
"LOC126327186",9,TRUE
"LOC126327179",3,FALSE
"LOC126327180",7,TRUE
"LOC126327200",16,TRUE
"LOC126327199",18,TRUE
"LOC126327201",16,TRUE
"LOC126327192",11,TRUE
"LOC126327193",9,TRUE
"LOC126327190",14,TRUE
"LOC126327191",19,TRUE
"LOC126327185",15,TRUE
"LOC126327203",9,TRUE
"LOC126327204",5,FALSE
"LOC126327202",15,TRUE
"LOC126327206",5,FALSE
"LOC126327207",13,TRUE
"LOC126327208",12,TRUE
"LOC126327209",10,TRUE
"LOC126327211",7,TRUE
"LOC126327210",6,TRUE
"LOC126327196",13,TRUE
"LOC126327194",12,TRUE
"LOC126327181",4,FALSE
"LOC126327198",7,TRUE
"LOC126327187",15,TRUE
"LOC126327188",12,TRUE
"LOC126327195",14,TRUE
"LOC126327182",11,TRUE
"LOC126327184",10,TRUE
"LOC126327197",5,FALSE
"LOC126327178",1,FALSE
"LOC126327213",44,TRUE
"LOC126327214",0,FALSE
"LOC126327215",15,TRUE
"LOC126327218",44,TRUE
"LOC126327219",0,FALSE
"LOC126327221",0,FALSE
"LOC126327216",44,TRUE
"LOC126327220",0,FALSE
"LOC126327222",0,FALSE
"LOC126327224",44,TRUE
"LOC126327223",0,FALSE
"LOC126327225",1,FALSE
"LOC126327230",0,FALSE
"LOC126327228",0,FALSE
"LOC126327227",24,TRUE
"LOC126327231",1,FALSE
"LOC126327229",0,FALSE
"LOC126327226",0,FALSE
"LOC126327235",0,FALSE
"LOC126327232",0,FALSE
"LOC126327250",0,FALSE
"LOC126327238",0,FALSE
"LOC126327244",0,FALSE
"LOC126327249",0,FALSE
"LOC126327236",0,FALSE
"LOC126327251",0,FALSE
"LOC126327248",11,TRUE
"LOC126327237",0,FALSE
"LOC126327252",0,FALSE
"LOC126327242",0,FALSE
"LOC126327240",6,TRUE
"LOC126327253",0,FALSE
"LOC126327245",0,FALSE
"LOC126327241",13,TRUE
"LOC126327234",0,FALSE
"LOC126327246",0,FALSE
"LOC126327239",7,TRUE
"LOC126327233",0,FALSE
"LOC126327247",7,TRUE
"LOC126327271",0,FALSE
"LOC126327254",0,FALSE
"LOC126327264",0,FALSE
"LOC126327272",1,FALSE
"LOC126327266",0,FALSE
"LOC126327265",0,FALSE
"LOC126327274",44,TRUE
"LOC126327277",0,FALSE
"LOC126327267",0,FALSE
"LOC126327276",42,TRUE
"LOC126327258",0,FALSE
"LOC126327268",9,TRUE
"LOC126327280",0,FALSE
"LOC126327261",0,FALSE
"LOC126327269",0,FALSE
"LOC126327282",0,FALSE
"LOC126327262",0,FALSE
"LOC126327278",27,TRUE
"LOC126327255",0,FALSE
"LOC126327263",0,FALSE
"LOC126327273",0,FALSE
"LOC126327256",0,FALSE
"LOC126327260",37,TRUE
"LOC126327270",5,FALSE
"LOC126327257",0,FALSE
"LOC126327296",0,FALSE
"LOC126327283",0,FALSE
"LOC126327312",4,FALSE
"LOC126327299",44,TRUE
"LOC126327295",0,FALSE
"LOC126327315",44,TRUE
"LOC126327301",0,FALSE
"LOC126327306",0,FALSE
"LOC126327323",44,TRUE
"LOC126327297",0,FALSE
"LOC126327316",0,FALSE
"LOC126327322",44,TRUE
"LOC126327300",5,FALSE
"LOC126327325",0,FALSE
"LOC126327311",21,TRUE
"LOC126327307",0,FALSE
"LOC126327284",0,FALSE
"LOC126327309",11,TRUE
"LOC126327302",0,FALSE
"LOC126327285",0,FALSE
"LOC126327320",23,TRUE
"LOC126327298",0,FALSE
"LOC126327286",0,FALSE
"LOC126327321",44,TRUE
"LOC126327287",0,FALSE
"LOC126327310",18,TRUE
"LOC126327304",22,TRUE
"LOC126327288",0,FALSE
"LOC126327313",0,FALSE
"LOC126327305",44,TRUE
"LOC126327289",0,FALSE
"LOC126327317",3,FALSE
"LOC126327294",0,FALSE
"LOC126327290",0,FALSE
"LOC126327319",0,FALSE
"LOC126327303",41,TRUE
"LOC126327291",0,FALSE
"LOC126327314",42,TRUE
"LOC126327308",3,FALSE
"LOC126327293",0,FALSE
"LOC126327333",0,FALSE
"LOC126327359",0,FALSE
"LOC126327385",0,FALSE
"LOC126327360",0,FALSE
"LOC126327361",0,FALSE
"LOC126327362",0,FALSE
"LOC126327363",0,FALSE
"LOC126327346",0,FALSE
"LOC126327364",0,FALSE
"LOC126327365",0,FALSE
"LOC126327358",0,FALSE
"LOC126327369",0,FALSE
"LOC126327366",0,FALSE
"LOC126327367",0,FALSE
"LOC126327368",0,FALSE
"LOC126327370",0,FALSE
"LOC126327371",0,FALSE
"LOC126327372",0,FALSE
"LOC126327373",0,FALSE
"LOC126327374",0,FALSE
"LOC126327376",0,FALSE
"LOC126327377",0,FALSE
"LOC126327381",0,FALSE
"LOC126327378",0,FALSE
"LOC126327379",0,FALSE
"LOC126327380",0,FALSE
"LOC126327382",0,FALSE
"LOC126327336",0,FALSE
"LOC126327383",0,FALSE
"LOC126327337",0,FALSE
"LOC126327384",0,FALSE
"LOC126327338",0,FALSE
"LOC126327339",0,FALSE
"LOC126327386",0,FALSE
"LOC126327340",0,FALSE
"LOC126327341",0,FALSE
"LOC126327342",0,FALSE
"LOC126327343",0,FALSE
"LOC126327344",0,FALSE
"LOC126327345",0,FALSE
"LOC126327347",0,FALSE
"LOC126327348",0,FALSE
"LOC126327355",0,FALSE
"LOC126327350",0,FALSE
"LOC126327351",0,FALSE
"LOC126327356",0,FALSE
"LOC126327352",0,FALSE
"LOC126327357",0,FALSE
"LOC126327353",0,FALSE
"LOC126327354",0,FALSE
"LOC126327389",41,TRUE
"LOC126327387",0,FALSE
"LOC126327394",0,FALSE
"LOC126327391",0,FALSE
"LOC126327392",0,FALSE
"LOC126327388",0,FALSE
"LOC126327390",10,TRUE
"LOC126327393",0,FALSE
"LOC126327395",0,FALSE
"LOC126327454",2,FALSE
"LOC126327396",0,FALSE
"LOC126327397",0,FALSE
"LOC126327452",15,TRUE
"LOC126327425",0,FALSE
"LOC126327450",1,FALSE
"LOC126327436",0,FALSE
"LOC126327434",0,FALSE
"LOC126327448",0,FALSE
"LOC126327461",5,FALSE
"LOC126327453",2,FALSE
"LOC126327458",0,FALSE
"LOC126327405",25,TRUE
"LOC126327435",0,FALSE
"LOC126327403",0,FALSE
"LOC126327457",44,TRUE
"LOC126327437",0,FALSE
"LOC126327414",0,FALSE
"LOC126327400",36,TRUE
"LOC126327438",1,FALSE
"LOC126327416",0,FALSE
"LOC126327409",12,TRUE
"LOC126327455",39,TRUE
"LOC126327432",0,FALSE
"LOC126327410",44,TRUE
"LOC126327456",0,FALSE
"LOC126327418",0,FALSE
"LOC126327408",44,TRUE
"LOC126327439",0,FALSE
"LOC126327419",0,FALSE
"LOC126327464",33,TRUE
"LOC126327451",0,FALSE
"LOC126327420",0,FALSE
"LOC126327402",44,TRUE
"LOC126327440",0,FALSE
"LOC126327421",0,FALSE
"LOC126327398",0,FALSE
"LOC126327441",0,FALSE
"LOC126327422",0,FALSE
"LOC126327462",44,TRUE
"LOC126327442",0,FALSE
"LOC126327423",0,FALSE
"LOC126327444",0,FALSE
"LOC126327424",0,FALSE
"LOC126327399",0,FALSE
"LOC126327445",0,FALSE
"LOC126327426",0,FALSE
"LOC126327463",44,TRUE
"LOC126327427",0,FALSE
"LOC126327407",44,TRUE
"LOC126327433",1,FALSE
"LOC126327428",0,FALSE
"LOC126327404",5,FALSE
"LOC126327446",0,FALSE
"LOC126327429",0,FALSE
"LOC126327447",0,FALSE
"LOC126327430",0,FALSE
"LOC126327460",43,TRUE
"LOC126327449",0,FALSE
"LOC126327431",0,FALSE
"LOC126327406",44,TRUE
"LOC126327468",0,FALSE
"LOC126327465",0,FALSE
"LOC126327466",44,TRUE
"LOC126327469",0,FALSE
"LOC126327467",0,FALSE
"LOC126327470",24,TRUE
"LOC126327472",0,FALSE
"LOC126327471",0,FALSE
"LOC126327475",3,FALSE
"LOC126327473",0,FALSE
"LOC126327478",0,FALSE
"LOC126327476",0,FALSE
"LOC126327481",0,FALSE
"LOC126327479",0,FALSE
"LOC126327477",1,FALSE
"LOC126327474",0,FALSE
"LOC126327480",0,FALSE
"LOC126327483",1,FALSE
"LOC126327482",0,FALSE
"LOC126327484",0,FALSE
"LOC126327493",0,FALSE
"LOC126327489",44,TRUE
"LOC126327488",16,TRUE
"LOC126327494",0,FALSE
"LOC126327490",0,FALSE
"LOC126327486",0,FALSE
"LOC126327495",0,FALSE
"LOC126327491",44,TRUE
"LOC126327487",0,FALSE
"LOC126327503",44,TRUE
"LOC126327498",3,FALSE
"LOC126327496",0,FALSE
"LOC126327499",0,FALSE
"LOC126327507",0,FALSE
"LOC126327504",1,FALSE
"LOC126327500",0,FALSE
"LOC126327510",0,FALSE
"LOC126327505",0,FALSE
"LOC126327502",0,FALSE
"LOC126327512",0,FALSE
"LOC126327506",35,TRUE
"LOC126327501",5,FALSE
"LOC126327513",0,FALSE
"LOC126327539",7,TRUE
"LOC126327514",0,FALSE
"LOC126327520",0,FALSE
"LOC126327537",2,FALSE
"LOC126327525",0,FALSE
"LOC126327521",0,FALSE
"LOC126327535",44,TRUE
"LOC126327536",0,FALSE
"LOC126327522",0,FALSE
"LOC126327538",0,FALSE
"LOC126327542",0,FALSE
"LOC126327523",0,FALSE
"LOC126327532",0,FALSE
"LOC126327543",0,FALSE
"LOC126327524",0,FALSE
"LOC126327533",0,FALSE
"LOC126327515",0,FALSE
"LOC126327530",21,TRUE
"LOC126327516",0,FALSE
"LOC126327526",0,FALSE
"LOC126327531",3,FALSE
"LOC126327517",0,FALSE
"LOC126327527",0,FALSE
"LOC126327518",0,FALSE
"LOC126327528",0,FALSE
"LOC126327534",44,TRUE
"LOC126327519",0,FALSE
"LOC126327529",0,FALSE
"LOC126327570",44,TRUE
"LOC126327544",0,FALSE
"LOC126327550",4,FALSE
"LOC126327561",44,TRUE
"LOC126327555",0,FALSE
"LOC126327554",44,TRUE
"LOC126327564",0,FALSE
"LOC126327565",0,FALSE
"LOC126327558",15,TRUE
"LOC126327569",0,FALSE
"LOC126327572",0,FALSE
"LOC126327559",0,FALSE
"LOC126327568",44,TRUE
"LOC126327573",0,FALSE
"LOC126327560",28,TRUE
"LOC126327562",0,FALSE
"LOC126327545",0,FALSE
"LOC126327551",0,FALSE
"LOC126327571",0,FALSE
"LOC126327546",0,FALSE
"LOC126327552",0,FALSE
"LOC126327567",0,FALSE
"LOC126327547",0,FALSE
"LOC126327553",0,FALSE
"LOC126327563",0,FALSE
"LOC126327548",0,FALSE
"LOC126327556",0,FALSE
"LOC126327566",0,FALSE
"LOC126327549",0,FALSE
"LOC126327693",25,TRUE
"LOC126327691",0,FALSE
"LOC126327697",44,TRUE
"LOC126327702",1,FALSE
"LOC126327699",0,FALSE
"LOC126327696",44,TRUE
"LOC126327692",1,FALSE
"LOC126327700",0,FALSE
"LOC126327694",44,TRUE
"LOC126327701",0,FALSE
"LOC126327704",1,FALSE
"LOC126327703",0,FALSE
"LOC126327706",0,FALSE
"LOC126327708",42,TRUE
"LOC126327705",0,FALSE
"LOC126327707",0,FALSE
"LOC126327772",6,TRUE
"LOC126327782",0,FALSE
"LOC126327732",29,TRUE
"LOC126327794",0,FALSE
"LOC126327723",0,FALSE
"LOC126327762",3,FALSE
"LOC126327805",0,FALSE
"LOC126327812",0,FALSE
"LOC126327761",44,TRUE
"LOC126327817",0,FALSE
"LOC126327813",0,FALSE
"LOC126327716",0,FALSE
"LOC126327814",0,FALSE
"LOC126327763",6,TRUE
"LOC126327728",0,FALSE
"LOC126327815",0,FALSE
"LOC126327741",43,TRUE
"LOC126327737",0,FALSE
"LOC126327810",42,TRUE
"LOC126327742",0,FALSE
"LOC126327746",0,FALSE
"LOC126327816",0,FALSE
"LOC126327739",2,FALSE
"LOC126327710",0,FALSE
"LOC126327818",0,FALSE
"LOC126327759",8,TRUE
"LOC126327757",0,FALSE
"LOC126327819",0,FALSE
"LOC126327743",0,FALSE
"LOC126327768",0,FALSE
"LOC126327820",0,FALSE
"LOC126327769",21,TRUE
"LOC126327778",0,FALSE
"LOC126327821",0,FALSE
"LOC126327756",0,FALSE
"LOC126327779",0,FALSE
"LOC126327721",9,TRUE
"LOC126327744",0,FALSE
"LOC126327780",0,FALSE
"LOC126327823",0,FALSE
"LOC126327781",0,FALSE
"LOC126327729",20,TRUE
"LOC126327745",0,FALSE
"LOC126327783",0,FALSE
"LOC126327711",0,FALSE
"LOC126327747",0,FALSE
"LOC126327784",0,FALSE
"LOC126327712",0,FALSE
"LOC126327748",0,FALSE
"LOC126327785",0,FALSE
"LOC126327765",44,TRUE
"LOC126327786",0,FALSE
"LOC126327735",34,TRUE
"LOC126327773",29,TRUE
"LOC126327787",0,FALSE
"LOC126327713",0,FALSE
"LOC126327809",0,FALSE
"LOC126327714",0,FALSE
"LOC126327749",0,FALSE
"LOC126327788",0,FALSE
"LOC126327715",0,FALSE
"LOC126327760",0,FALSE
"LOC126327789",0,FALSE
"LOC126327722",0,FALSE
"LOC126327740",4,FALSE
"LOC126327791",0,FALSE
"LOC126327717",0,FALSE
"LOC126327750",0,FALSE
"LOC126327792",0,FALSE
"LOC126327736",0,FALSE
"LOC126327766",0,FALSE
"LOC126327808",0,FALSE
"LOC126327726",0,FALSE
"LOC126327767",0,FALSE
"LOC126327793",0,FALSE
"LOC126327718",0,FALSE
"LOC126327738",0,FALSE
"LOC126327795",0,FALSE
"LOC126327734",40,TRUE
"LOC126327751",0,FALSE
"LOC126327796",0,FALSE
"LOC126327752",0,FALSE
"LOC126327797",0,FALSE
"LOC126327725",0,FALSE
"LOC126327753",0,FALSE
"LOC126327798",0,FALSE
"LOC126327755",0,FALSE
"LOC126327799",0,FALSE
"LOC126327727",0,FALSE
"LOC126327771",0,FALSE
"LOC126327800",0,FALSE
"LOC126327730",6,TRUE
"LOC126327758",44,TRUE
"LOC126327801",0,FALSE
"LOC126327811",18,TRUE
"LOC126327764",44,TRUE
"LOC126327802",0,FALSE
"LOC126327731",17,TRUE
"LOC126327770",44,TRUE
"LOC126327803",0,FALSE
"LOC126327720",0,FALSE
"LOC126327804",0,FALSE
"LOC126327719",0,FALSE
"LOC126327754",44,TRUE
"LOC126327807",0,FALSE
"LOC126327733",32,TRUE
"LOC126327837",0,FALSE
"LOC126327824",0,FALSE
"LOC126327828",0,FALSE
"LOC126327839",0,FALSE
"LOC126327835",0,FALSE
"LOC126327829",0,FALSE
"LOC126327842",0,FALSE
"LOC126327846",0,FALSE
"LOC126327834",0,FALSE
"LOC126327840",18,TRUE
"LOC126327847",1,FALSE
"LOC126327830",0,FALSE
"LOC126327843",5,FALSE
"LOC126327848",0,FALSE
"LOC126327831",0,FALSE
"LOC126327841",1,FALSE
"LOC126327825",0,FALSE
"LOC126327833",0,FALSE
"LOC126327844",8,TRUE
"LOC126327826",0,FALSE
"LOC126327836",6,TRUE
"LOC126327845",25,TRUE
"LOC126327827",0,FALSE
"LOC126327832",0,FALSE
"LOC126327866",44,TRUE
"LOC126327849",0,FALSE
"LOC126327852",0,FALSE
"LOC126327859",0,FALSE
"LOC126327860",0,FALSE
"LOC126327853",0,FALSE
"LOC126327861",0,FALSE
"LOC126327868",0,FALSE
"LOC126327854",0,FALSE
"LOC126327867",0,FALSE
"LOC126327869",0,FALSE
"LOC126327857",0,FALSE
"LOC126327864",44,TRUE
"LOC126327870",0,FALSE
"LOC126327855",0,FALSE
"LOC126327865",44,TRUE
"LOC126327850",0,FALSE
"LOC126327856",0,FALSE
"LOC126327863",3,FALSE
"LOC126327851",0,FALSE
"LOC126327858",0,FALSE
"LOC126327871",0,FALSE
"LOC126327875",0,FALSE
"LOC126327876",0,FALSE
"LOC126327877",0,FALSE
"LOC126327878",0,FALSE
"LOC126327872",0,FALSE
"LOC126327873",0,FALSE
"LOC126327874",0,FALSE
"LOC126327880",0,FALSE
"LOC126327879",0,FALSE
"LOC126327885",34,TRUE
"LOC126327883",0,FALSE
