"Gene","n_samples_ge_minCount","kept"
"LOC126349666",44,TRUE
"LOC126349682",44,TRUE
"LOC126349718",0,FALSE
"LOC126349734",44,TRUE
"LOC126349750",44,TRUE
"LOC126349766",44,TRUE
"LOC126349792",43,TRUE
"LOC126349809",44,TRUE
"LOC126349825",44,TRUE
"LOC126286332",0,FALSE
"LOC126349891",5,FALSE
"LOC126349907",44,TRUE
"LOC126349943",44,TRUE
"LOC126349960",44,TRUE
"LOC126350006",44,TRUE
"LOC126350022",44,TRUE
"LOC126350038",44,TRUE
"LOC126350104",44,TRUE
"LOC126351562",0,FALSE
"LOC126350217",44,TRUE
"LOC126350130",44,TRUE
"LOC126351873",0,FALSE
"LOC126352032",0,FALSE
"LOC126350233",28,TRUE
"LOC126350259",44,TRUE
"LOC126286553",0,FALSE
"LOC126350275",44,TRUE
"LOC126350301",44,TRUE
"LOC126352186",0,FALSE
"LOC126350318",44,TRUE
"LOC126350334",44,TRUE
"LOC126350366",44,TRUE
"LOC126350350",44,TRUE
"LOC126350377",44,TRUE
"LOC126350520",44,TRUE
"LOC126350474",41,TRUE
"LOC126350536",31,TRUE
"LOC126350552",24,TRUE
"LOC126349798",3,FALSE
"LOC126350568",1,FALSE
"LOC126350798",29,TRUE
"LOC126350584",0,FALSE
"LOC126350782",0,FALSE
"LOC126350814",27,TRUE
"LOC126350830",44,TRUE
"LOC126349954",0,FALSE
"LOC126350846",44,TRUE
"LOC126286520",0,FALSE
"LOC126351015",32,TRUE
"LOC126350882",44,TRUE
"LOC126350918",28,TRUE
"LOC126351051",44,TRUE
"LOC126352344",0,FALSE
"LOC126350161",0,FALSE
"LOC126351067",17,TRUE
"LOC126352502",0,FALSE
"LOC126352660",0,FALSE
"LOC126351083",5,FALSE
"LOC126351408",37,TRUE
"LOC126351101",40,TRUE
"Trnal-uaa",0,FALSE
"LOC126351117",44,TRUE
"LOC126351133",44,TRUE
"LOC126351169",44,TRUE
"LOC126351205",44,TRUE
"LOC126351252",44,TRUE
"LOC126351334",44,TRUE
"LOC126351268",44,TRUE
"LOC126351350",44,TRUE
"LOC126351366",44,TRUE
"LOC126351382",44,TRUE
"LOC126351409",0,FALSE
"LOC126287283",0,FALSE
"LOC126351455",38,TRUE
"LOC126353130",0,FALSE
"LOC126351531",44,TRUE
"LOC126351588",0,FALSE
"LOC126351614",0,FALSE
"LOC126351630",44,TRUE
"LOC126351646",44,TRUE
"LOC126351698",44,TRUE
"LOC126351672",44,TRUE
"LOC126351810",40,TRUE
"LOC126351846",32,TRUE
"LOC126351714",44,TRUE
"LOC126351894",34,TRUE
"LOC126351857",44,TRUE
"LOC126286431",0,FALSE
"LOC126351910",44,TRUE
"LOC126351962",2,FALSE
"LOC126351946",42,TRUE
"LOC126351978",16,TRUE
"LOC126351994",0,FALSE
"LOC126353287",41,TRUE
"LOC126352010",23,TRUE
"LOC126352026",17,TRUE
"LOC126353443",0,FALSE
"LOC126352043",43,TRUE
"LOC126356234",33,TRUE
"LOC126352059",44,TRUE
"LOC126352187",44,TRUE
"LOC126352223",0,FALSE
"LOC126358429",0,FALSE
"LOC126353600",0,FALSE
"LOC126352249",0,FALSE
"LOC126352265",44,TRUE
"LOC126352291",0,FALSE
"LOC126352328",44,TRUE
"LOC126352307",44,TRUE
"LOC126352375",0,FALSE
"LOC126352401",44,TRUE
"LOC126352417",40,TRUE
"LOC126353749",0,FALSE
"LOC126353813",0,FALSE
"LOC126353870",0,FALSE
"LOC126353926",0,FALSE
"LOC126352449",44,TRUE
"LOC126352433",44,TRUE
"LOC126352475",44,TRUE
"LOC126353994",28,TRUE
"LOC126352491",39,TRUE
"LOC126354063",0,FALSE
"LOC126352518",41,TRUE
"LOC126352534",44,TRUE
"LOC126352550",44,TRUE
"LOC126352566",44,TRUE
"LOC126352618",44,TRUE
"LOC126352582",44,TRUE
"LOC126354143",14,TRUE
"LOC126352722",42,TRUE
"LOC126352649",41,TRUE
"LOC126352666",44,TRUE
"LOC126352738",43,TRUE
"LOC126318282",0,FALSE
"LOC126354211",43,TRUE
"LOC126352754",44,TRUE
"LOC126354270",44,TRUE
"LOC126352812",0,FALSE
"LOC126354349",8,TRUE
"LOC126352770",1,FALSE
"LOC126352796",24,TRUE
"LOC126354420",0,FALSE
"LOC126354551",0,FALSE
"LOC126291887",0,FALSE
"LOC126291891",0,FALSE
"LOC126291898",0,FALSE
"LOC126292609",0,FALSE
"LOC126291903",0,FALSE
"LOC126354636",0,FALSE
"LOC126285289",0,FALSE
"LOC126291909",0,FALSE
"LOC126285158",0,FALSE
"LOC126291915",0,FALSE
"LOC126285353",0,FALSE
"LOC126285358",0,FALSE
"LOC126291923",0,FALSE
"LOC126291929",0,FALSE
"LOC126291934",0,FALSE
"LOC126285363",0,FALSE
"LOC126291943",0,FALSE
"LOC126285369",0,FALSE
"LOC126285374",0,FALSE
"LOC126291944",0,FALSE
"LOC126291946",0,FALSE
"LOC126291953",0,FALSE
"LOC126285379",0,FALSE
"LOC126291957",0,FALSE
"LOC126291961",0,FALSE
"LOC126291967",0,FALSE
"LOC126291973",0,FALSE
"LOC126285381",0,FALSE
"LOC126285387",0,FALSE
"LOC126291980",0,FALSE
"LOC126291984",0,FALSE
"LOC126291987",0,FALSE
"LOC126291994",0,FALSE
"LOC126291998",0,FALSE
"LOC126292001",0,FALSE
"LOC126292007",0,FALSE
"LOC126292010",0,FALSE
"LOC126292015",0,FALSE
"LOC126292022",0,FALSE
"LOC126292026",0,FALSE
"LOC126292031",0,FALSE
"LOC126292041",0,FALSE
"LOC126292046",0,FALSE
"LOC126292052",0,FALSE
"LOC126292058",0,FALSE
"LOC126292065",0,FALSE
"LOC126292069",0,FALSE
"LOC126292073",0,FALSE
"LOC126292081",0,FALSE
"LOC126292085",0,FALSE
"LOC126292090",0,FALSE
"LOC126292100",0,FALSE
"LOC126292104",0,FALSE
"LOC126292110",0,FALSE
"LOC126292115",0,FALSE
"LOC126292121",0,FALSE
"LOC126292125",0,FALSE
"LOC126292132",0,FALSE
"LOC126292136",0,FALSE
"LOC126292142",0,FALSE
"LOC126292148",0,FALSE
"LOC126292162",0,FALSE
"LOC126292168",0,FALSE
"LOC126292172",0,FALSE
"LOC126292179",0,FALSE
"LOC126292184",0,FALSE
"LOC126292190",0,FALSE
"LOC126292195",0,FALSE
"LOC126292198",0,FALSE
"LOC126292203",0,FALSE
"LOC126292209",0,FALSE
"LOC126292217",0,FALSE
"LOC126292222",0,FALSE
"LOC126292226",0,FALSE
"LOC126292232",0,FALSE
"LOC126292236",0,FALSE
"LOC126292238",0,FALSE
"LOC126292241",0,FALSE
"LOC126292245",0,FALSE
"LOC126292251",0,FALSE
"LOC126292257",0,FALSE
"LOC126292267",0,FALSE
"LOC126292271",0,FALSE
"LOC126292274",0,FALSE
"LOC126292281",0,FALSE
"LOC126292283",0,FALSE
"LOC126292293",0,FALSE
"LOC126292296",0,FALSE
"LOC126292299",0,FALSE
"LOC126292303",0,FALSE
"LOC126292311",0,FALSE
"LOC126292322",0,FALSE
"LOC126292333",0,FALSE
"LOC126292344",0,FALSE
"LOC126292355",0,FALSE
"LOC126292366",0,FALSE
"LOC126292377",0,FALSE
"LOC126292388",0,FALSE
"LOC126292399",0,FALSE
"LOC126292410",0,FALSE
"LOC126292421",0,FALSE
"LOC126292443",0,FALSE
"LOC126292454",0,FALSE
"LOC126292465",0,FALSE
"LOC126292476",0,FALSE
"LOC126292488",0,FALSE
"LOC126292499",0,FALSE
"LOC126292510",0,FALSE
"LOC126292521",0,FALSE
"LOC126285166",1,FALSE
"LOC126292532",0,FALSE
"LOC126292543",0,FALSE
"LOC126292565",0,FALSE
"LOC126292576",0,FALSE
"LOC126292620",0,FALSE
"LOC126292587",0,FALSE
"LOC126292598",0,FALSE
"LOC126285296",0,FALSE
"LOC126285390",0,FALSE
"LOC126285301",0,FALSE
"LOC126285305",0,FALSE
"LOC126285312",0,FALSE
"LOC126285409",0,FALSE
"LOC126285245",0,FALSE
"LOC126285252",0,FALSE
"LOC126285261",0,FALSE
"LOC126285317",0,FALSE
"LOC126285327",0,FALSE
"LOC126285238",0,FALSE
"LOC126285347",0,FALSE
"LOC126285329",0,FALSE
"LOC126285267",0,FALSE
"LOC126285275",0,FALSE
"LOC126285396",0,FALSE
"LOC126285333",0,FALSE
"LOC126285402",0,FALSE
"LOC126285339",0,FALSE
"LOC126285322",0,FALSE
"LOC126285406",0,FALSE
"Trnaf-gaa",0,FALSE
"Trnal-uag",0,FALSE
"Trnai-gau",0,FALSE
"LOC126352829",44,TRUE
"LOC126352855",44,TRUE
"LOC126352916",44,TRUE
"LOC126354706",0,FALSE
"LOC126352932",44,TRUE
"LOC126364803",2,FALSE
"LOC126352958",43,TRUE
"LOC126352984",44,TRUE
"LOC126353000",44,TRUE
"LOC126353066",42,TRUE
"LOC126353082",0,FALSE
"LOC126365859",0,FALSE
"LOC126353098",2,FALSE
"LOC126365958",0,FALSE
"LOC126266589",0,FALSE
"LOC126353207",44,TRUE
"LOC126353114",44,TRUE
"LOC126353181",44,TRUE
"LOC126354767",0,FALSE
"LOC126353233",44,TRUE
"LOC126353249",39,TRUE
"LOC126353265",36,TRUE
"LOC126354836",43,TRUE
"LOC126286398",6,TRUE
"LOC126353281",3,FALSE
"LOC126287272",0,FALSE
"LOC126353313",44,TRUE
"LOC126353339",3,FALSE
"LOC126267440",0,FALSE
"LOC126267521",4,FALSE
"LOC126353355",44,TRUE
"LOC126353381",6,TRUE
"LOC126353444",44,TRUE
"LOC126353460",0,FALSE
"LOC126354885",42,TRUE
"LOC126353476",44,TRUE
"LOC126353502",44,TRUE
"LOC126353518",44,TRUE
"LOC126353529",44,TRUE
"LOC126353760",44,TRUE
"LOC126353763",23,TRUE
"LOC126353788",44,TRUE
"LOC126269276",24,TRUE
"LOC126353795",31,TRUE
"LOC126270221",0,FALSE
"LOC126353814",44,TRUE
"LOC126353804",44,TRUE
"LOC126353820",44,TRUE
"LOC126353828",44,TRUE
"LOC126353857",44,TRUE
"LOC126355025",0,FALSE
"LOC126353863",44,TRUE
"LOC126353881",16,TRUE
"LOC126353878",44,TRUE
"LOC126353886",10,TRUE
"LOC126286575",0,FALSE
"LOC126270380",0,FALSE
"LOC126270537",0,FALSE
"LOC126353908",29,TRUE
"LOC126271163",0,FALSE
"LOC126353917",41,TRUE
"LOC126353918",44,TRUE
"LOC126353936",44,TRUE
"LOC126353946",44,TRUE
"LOC126353939",44,TRUE
"LOC126355181",43,TRUE
"LOC126353952",44,TRUE
"LOC126353980",43,TRUE
"LOC126353957",2,FALSE
"LOC126353995",27,TRUE
"LOC126354003",5,FALSE
"LOC126354011",44,TRUE
"LOC126271934",5,FALSE
"LOC126272000",8,TRUE
"LOC126354031",42,TRUE
"LOC126354042",44,TRUE
"LOC126354059",41,TRUE
"LOC126354053",41,TRUE
"LOC126354066",44,TRUE
"LOC126354091",4,FALSE
"LOC126354082",43,TRUE
"LOC126354103",3,FALSE
"LOC126354114",39,TRUE
"LOC126354129",44,TRUE
"LOC126354168",44,TRUE
"LOC126354173",44,TRUE
"LOC126355240",0,FALSE
"LOC126354139",44,TRUE
"LOC126354214",43,TRUE
"LOC126354194",44,TRUE
"LOC126354203",44,TRUE
"LOC126354183",37,TRUE
"LOC126354334",44,TRUE
"LOC126354230",44,TRUE
"LOC126354322",41,TRUE
"LOC126354342",44,TRUE
"LOC126354355",42,TRUE
"LOC126354363",0,FALSE
"LOC126354367",44,TRUE
"LOC126354386",14,TRUE
"LOC126354401",44,TRUE
"LOC126354423",44,TRUE
"LOC126354431",43,TRUE
"LOC126354433",43,TRUE
"LOC126355426",0,FALSE
"LOC126355504",12,TRUE
"LOC126273664",1,FALSE
"LOC126354435",44,TRUE
"LOC126354442",44,TRUE
"LOC126354458",44,TRUE
"LOC126354450",37,TRUE
"LOC126354467",44,TRUE
"LOC126286730",0,FALSE
"LOC126355590",7,TRUE
"LOC126355691",10,TRUE
"LOC126274863",0,FALSE
"LOC126354481",39,TRUE
"LOC126354491",0,FALSE
"LOC126354501",43,TRUE
"LOC126354514",44,TRUE
"LOC126355839",21,TRUE
"LOC126354536",44,TRUE
"LOC126354548",44,TRUE
"LOC126276370",0,FALSE
"LOC126354563",0,FALSE
"Trnad-guc",0,FALSE
"LOC126354574",41,TRUE
"LOC126354591",14,TRUE
"LOC126354583",0,FALSE
"LOC126354613",44,TRUE
"LOC126354599",11,TRUE
"LOC126354620",31,TRUE
"LOC126354677",21,TRUE
"LOC126354656",20,TRUE
"LOC126354641",6,TRUE
"LOC126354626",7,TRUE
"LOC126355911",7,TRUE
"LOC126277674",0,FALSE
"LOC126354687",0,FALSE
"LOC126354719",42,TRUE
"LOC126354697",44,TRUE
"LOC126354726",44,TRUE
"LOC126354854",3,FALSE
"LOC126354864",44,TRUE
"LOC126354880",44,TRUE
"LOC126354919",29,TRUE
"LOC126354950",37,TRUE
"LOC126354961",15,TRUE
"LOC126354967",0,FALSE
"LOC126278624",0,FALSE
"LOC126356031",0,FALSE
"LOC126356102",0,FALSE
"LOC126356169",0,FALSE
"LOC126356315",0,FALSE
"LOC126278793",0,FALSE
"LOC126356412",0,FALSE
"LOC126356569",0,FALSE
"LOC126356728",0,FALSE
"LOC126356886",0,FALSE
"LOC126357041",0,FALSE
"LOC126278892",0,FALSE
"LOC126357197",0,FALSE
"LOC126357350",0,FALSE
"LOC126357504",0,FALSE
"LOC126357659",0,FALSE
"LOC126357817",0,FALSE
"LOC126278978",0,FALSE
"LOC126357968",0,FALSE
"LOC126279021",0,FALSE
"LOC126279086",0,FALSE
"LOC126358119",0,FALSE
"LOC126279320",0,FALSE
"LOC126279632",0,FALSE
"LOC126279787",6,TRUE
"LOC126354975",44,TRUE
"LOC126355019",44,TRUE
"LOC126355045",44,TRUE
"Trnat-ggu",0,FALSE
"LOC126355066",44,TRUE
"LOC126355077",44,TRUE
"LOC126355088",42,TRUE
"LOC126355095",44,TRUE
"LOC126355135",6,TRUE
"LOC126355114",44,TRUE
"LOC126280249",0,FALSE
"LOC126358277",0,FALSE
"LOC126355145",0,FALSE
"LOC126355178",44,TRUE
"LOC126355220",44,TRUE
"LOC126355190",44,TRUE
"LOC126355228",3,FALSE
"LOC126281264",0,FALSE
"LOC126355241",37,TRUE
"LOC126355232",41,TRUE
"LOC126355248",44,TRUE
"LOC126358740",22,TRUE
"LOC126355256",1,FALSE
"LOC126358898",0,FALSE
"LOC126286597",0,FALSE
"LOC126355265",39,TRUE
"LOC126355275",44,TRUE
"LOC126355362",44,TRUE
"LOC126355378",43,TRUE
"LOC126355399",44,TRUE
"LOC126355410",44,TRUE
"LOC126355420",44,TRUE
"LOC126355441",40,TRUE
"LOC126355455",44,TRUE
"LOC126355478",19,TRUE
"LOC126355471",44,TRUE
"LOC126355485",44,TRUE
"LOC126355607",40,TRUE
"LOC126355586",44,TRUE
"LOC126286697",3,FALSE
"LOC126355638",42,TRUE
"LOC126355630",44,TRUE
"LOC126355649",44,TRUE
"LOC126355659",44,TRUE
"LOC126355684",44,TRUE
"LOC126281368",0,FALSE
"LOC126355708",44,TRUE
"LOC126355719",44,TRUE
"LOC126355773",44,TRUE
"LOC126359214",44,TRUE
"LOC126359369",0,FALSE
"LOC126355834",44,TRUE
"LOC126355825",1,FALSE
"LOC126355849",44,TRUE
"LOC126355853",29,TRUE
"LOC126355861",44,TRUE
"LOC126355867",44,TRUE
"LOC126355877",0,FALSE
"LOC126355885",16,TRUE
"LOC126355894",43,TRUE
"LOC126355899",44,TRUE
"LOC126355914",0,FALSE
"LOC126355918",44,TRUE
"LOC126355919",4,FALSE
"LOC126355923",29,TRUE
"LOC126355920",44,TRUE
"LOC126359524",0,FALSE
"LOC126355929",44,TRUE
"LOC126355942",42,TRUE
"LOC126355959",44,TRUE
"LOC126355963",44,TRUE
"LOC126286498",0,FALSE
"LOC126281869",4,FALSE
"LOC126282011",0,FALSE
"LOC126336981",0,FALSE
"LOC126355999",44,TRUE
"LOC126356004",44,TRUE
"LOC126356011",44,TRUE
"LOC126356032",44,TRUE
"LOC126356037",0,FALSE
"LOC126356038",44,TRUE
"LOC126356116",11,TRUE
"LOC126356053",44,TRUE
"LOC126359839",0,FALSE
"LOC126356128",0,FALSE
"LOC126356122",43,TRUE
"LOC126356135",44,TRUE
"LOC126356143",29,TRUE
"LOC126356146",44,TRUE
"LOC126356152",44,TRUE
"LOC126359996",0,FALSE
"LOC126360153",0,FALSE
"LOC126356164",1,FALSE
"LOC126356173",0,FALSE
"LOC126356183",1,FALSE
"LOC126356193",0,FALSE
"LOC126283468",0,FALSE
"LOC126356199",44,TRUE
"LOC126356205",44,TRUE
"LOC126356235",42,TRUE
"LOC126356228",44,TRUE
"LOC126356210",42,TRUE
"LOC126356254",43,TRUE
"LOC126356266",44,TRUE
"LOC126356280",44,TRUE
"LOC126356290",44,TRUE
"LOC126356297",31,TRUE
"LOC126356302",44,TRUE
"LOC126356309",44,TRUE
"LOC126356322",44,TRUE
"LOC126356354",1,FALSE
"LOC126360465",0,FALSE
"LOC126285999",26,TRUE
"LOC126288323",0,FALSE
"LOC126288489",0,FALSE
"LOC126360777",0,FALSE
"LOC126360932",0,FALSE
"LOC126356364",41,TRUE
"LOC126356395",0,FALSE
"LOC126356379",0,FALSE
"LOC126356499",28,TRUE
"LOC126356473",44,TRUE
"LOC126356406",44,TRUE
"LOC126356510",39,TRUE
"LOC126356526",20,TRUE
"LOC126286763",0,FALSE
"LOC126361248",0,FALSE
"LOC126356542",44,TRUE
"LOC126361404",0,FALSE
"LOC126361562",0,FALSE
"LOC126356558",44,TRUE
"LOC126361719",0,FALSE
"LOC126356585",19,TRUE
"LOC126356647",2,FALSE
"LOC126356631",5,FALSE
"LOC126361872",0,FALSE
"LOC126362023",0,FALSE
"LOC126356663",0,FALSE
"LOC126356679",41,TRUE
"LOC126356695",44,TRUE
"LOC126356711",44,TRUE
"LOC126356729",0,FALSE
"LOC126356755",0,FALSE
"LOC126356771",44,TRUE
"LOC126356792",44,TRUE
"LOC126356808",24,TRUE
"LOC126362179",0,FALSE
"LOC126356844",44,TRUE
"LOC126356870",44,TRUE
"LOC126362333",0,FALSE
"LOC126356953",44,TRUE
"LOC126356897",44,TRUE
"LOC126362488",37,TRUE
"LOC126356979",44,TRUE
"LOC126299295",4,FALSE
"LOC126357025",44,TRUE
"LOC126357092",44,TRUE
"LOC126357108",44,TRUE
"LOC126357124",44,TRUE
"LOC126357140",40,TRUE
"LOC126357156",44,TRUE
"LOC126357243",44,TRUE
"LOC126362645",0,FALSE
"Trnag-ccc",0,FALSE
"LOC126358465",0,FALSE
"LOC126362802",0,FALSE
"LOC126357309",44,TRUE
"LOC126357482",44,TRUE
"LOC126357426",43,TRUE
"LOC126357498",6,TRUE
"LOC126362956",0,FALSE
"LOC126363112",0,FALSE
"LOC126299337",1,FALSE
"LOC126357545",44,TRUE
"LOC126357561",43,TRUE
"LOC126357653",44,TRUE
"LOC126357680",39,TRUE
"LOC126357627",44,TRUE
"LOC126357696",44,TRUE
"LOC126357728",17,TRUE
"LOC126357712",0,FALSE
"LOC126357744",44,TRUE
"LOC126357770",44,TRUE
"LOC126357786",44,TRUE
"LOC126358175",44,TRUE
"LOC126285422",0,FALSE
"LOC126358186",42,TRUE
"LOC126358212",38,TRUE
"LOC126358228",25,TRUE
"LOC126363426",1,FALSE
"LOC126358244",29,TRUE
"LOC126358260",15,TRUE
"LOC126358278",44,TRUE
"LOC126363580",0,FALSE
"LOC126299405",0,FALSE
"LOC126358517",44,TRUE
"LOC126358481",44,TRUE
"LOC126363888",0,FALSE
"LOC126358533",43,TRUE
"LOC126299449",0,FALSE
"LOC126299516",0,FALSE
"LOC126358586",41,TRUE
"LOC126358559",43,TRUE
"LOC126358622",2,FALSE
"LOC126358674",0,FALSE
"LOC126358741",32,TRUE
"LOC126358658",44,TRUE
"LOC126364340",42,TRUE
"LOC126358757",44,TRUE
"LOC126358788",44,TRUE
"LOC126358824",44,TRUE
"LOC126287305",0,FALSE
"LOC126364495",44,TRUE
"LOC126358991",5,FALSE
"LOC126358909",25,TRUE
"LOC126364651",1,FALSE
"LOC126358975",4,FALSE
"LOC126358860",22,TRUE
"LOC126358892",35,TRUE
"LOC126358876",28,TRUE
"LOC126359007",23,TRUE
"LOC126359023",13,TRUE
"LOC126359039",15,TRUE
"LOC126286531",0,FALSE
"LOC126364907",0,FALSE
"LOC126359055",25,TRUE
"LOC126359091",44,TRUE
"LOC126365214",0,FALSE
"LOC126359107",42,TRUE
"LOC126359149",44,TRUE
"LOC126359133",44,TRUE
"LOC126359165",0,FALSE
"LOC126359176",5,FALSE
"LOC126359192",44,TRUE
"LOC126359208",44,TRUE
"LOC126359235",0,FALSE
"LOC126359277",12,TRUE
"LOC126359251",44,TRUE
"LOC126359288",42,TRUE
"LOC126359375",44,TRUE
"LOC126359421",37,TRUE
"LOC126359502",44,TRUE
"LOC126299633",0,FALSE
"LOC126359535",35,TRUE
"LOC126359518",0,FALSE
"LOC126359551",42,TRUE
"LOC126359567",0,FALSE
"LOC126365371",8,TRUE
"LOC126365525",0,FALSE
"LOC126365679",0,FALSE
"LOC126299800",0,FALSE
"LOC126359583",42,TRUE
"LOC126359629",35,TRUE
"LOC126365763",0,FALSE
"LOC126359728",0,FALSE
"LOC126359655",44,TRUE
"LOC126359702",44,TRUE
"LOC126359744",33,TRUE
"LOC126359816",44,TRUE
"LOC126359790",44,TRUE
"LOC126359850",44,TRUE
"LOC126359832",38,TRUE
"LOC126359866",41,TRUE
"LOC126359882",44,TRUE
"LOC126359908",38,TRUE
"LOC126359950",44,TRUE
"LOC126359934",44,TRUE
"LOC126359997",0,FALSE
"LOC126360013",43,TRUE
"LOC126360029",0,FALSE
"LOC126360045",44,TRUE
"LOC126360194",44,TRUE
"LOC126360210",0,FALSE
"LOC126360091",44,TRUE
"LOC126360117",44,TRUE
"LOC126360221",44,TRUE
"LOC126360237",44,TRUE
"LOC126360253",44,TRUE
"LOC126360279",31,TRUE
"LOC126360305",44,TRUE
"LOC126360331",44,TRUE
"LOC126360357",44,TRUE
"LOC126365808",42,TRUE
"LOC126360413",44,TRUE
"LOC126360476",44,TRUE
"LOC126286221",1,FALSE
"LOC126360439",44,TRUE
"LOC126360492",0,FALSE
"LOC126360538",0,FALSE
"LOC126360574",3,FALSE
"LOC126360585",44,TRUE
"LOC126360677",40,TRUE
"LOC126360641",1,FALSE
"LOC126360729",41,TRUE
"LOC126360745",40,TRUE
"LOC126360693",44,TRUE
"LOC126360761",44,TRUE
"LOC126360778",44,TRUE
"LOC126360804",38,TRUE
"LOC126360830",44,TRUE
"LOC126360846",44,TRUE
"LOC126360985",43,TRUE
"LOC126360933",44,TRUE
"LOC126360969",41,TRUE
"LOC126361021",44,TRUE
"LOC126361037",0,FALSE
"LOC126361083",3,FALSE
"LOC126361110",0,FALSE
"LOC126266645",0,FALSE
"LOC126361126",26,TRUE
"LOC126361142",38,TRUE
"LOC126300076",17,TRUE
"LOC126266711",0,FALSE
"LOC126300242",39,TRUE
"LOC126266770",0,FALSE
"LOC126266839",0,FALSE
"LOC126266883",0,FALSE
"LOC126266955",0,FALSE
"LOC126267024",0,FALSE
"LOC126267074",0,FALSE
"LOC126267135",0,FALSE
"LOC126300409",0,FALSE
"LOC126300575",0,FALSE
"LOC126267211",0,FALSE
"LOC126267257",0,FALSE
"LOC126267331",0,FALSE
"LOC126361173",42,TRUE
"LOC126361205",0,FALSE
"LOC126361189",42,TRUE
"LOC126361221",0,FALSE
"LOC126361237",43,TRUE
"LOC126361314",44,TRUE
"LOC126361330",44,TRUE
"LOC126361386",44,TRUE
"LOC126361415",0,FALSE
"LOC126286409",3,FALSE
"LOC126361442",44,TRUE
"LOC126361468",42,TRUE
"LOC126361426",44,TRUE
"LOC126361484",44,TRUE
"LOC126361556",44,TRUE
"LOC126361593",44,TRUE
"LOC126361500",44,TRUE
"LOC126361604",44,TRUE
"LOC126361620",44,TRUE
"LOC126361652",42,TRUE
"LOC126361636",0,FALSE
"LOC126361668",44,TRUE
"LOC126361845",44,TRUE
"LOC126267385",3,FALSE
"LOC126286320",0,FALSE
"LOC126361861",44,TRUE
"LOC126362079",39,TRUE
"LOC126362095",44,TRUE
"LOC126300741",0,FALSE
"LOC126267615",0,FALSE
"LOC126362121",42,TRUE
"LOC126286564",0,FALSE
"LOC126362137",44,TRUE
"LOC126362173",26,TRUE
"LOC126267711",19,TRUE
"LOC126301017",0,FALSE
"LOC126362190",38,TRUE
"LOC126362216",44,TRUE
"LOC126362232",44,TRUE
"LOC126301277",0,FALSE
"LOC126362339",9,TRUE
"LOC126362386",0,FALSE
"LOC126362350",44,TRUE
"LOC126362397",44,TRUE
"LOC126362540",44,TRUE
"LOC126362494",44,TRUE
"LOC126362556",0,FALSE
"LOC126267809",2,FALSE
"LOC126362583",44,TRUE
"LOC126362567",44,TRUE
"LOC126362662",44,TRUE
"LOC126362646",44,TRUE
"LOC126362599",44,TRUE
"LOC126362698",44,TRUE
"LOC126362714",42,TRUE
"LOC126362740",25,TRUE
"LOC126362786",44,TRUE
"LOC126301432",20,TRUE
"LOC126362967",16,TRUE
"LOC126362949",20,TRUE
"LOC126362843",15,TRUE
"LOC126363023",2,FALSE
"LOC126267906",0,FALSE
"LOC126363070",42,TRUE
"LOC126363106",44,TRUE
"LOC126363123",17,TRUE
"LOC126363034",22,TRUE
"LOC126301597",0,FALSE
"LOC126301749",0,FALSE
"LOC126267983",0,FALSE
"LOC126301915",0,FALSE
"LOC126363134",30,TRUE
"LOC126363182",44,TRUE
"LOC126286619",2,FALSE
"LOC126363166",44,TRUE
"LOC126363150",44,TRUE
"LOC126363198",43,TRUE
"LOC126363224",44,TRUE
"LOC126363250",42,TRUE
"LOC126363261",44,TRUE
"LOC126363338",44,TRUE
"LOC126302081",0,FALSE
"LOC126363354",44,TRUE
"LOC126363457",44,TRUE
"LOC126363410",44,TRUE
"LOC126363523",0,FALSE
"LOC126363549",44,TRUE
"LOC126363586",39,TRUE
"LOC126363602",44,TRUE
"LOC126268035",0,FALSE
"LOC126363708",44,TRUE
"LOC126363724",39,TRUE
"LOC126363841",44,TRUE
"LOC126363857",44,TRUE
"LOC126364314",0,FALSE
"LOC126364371",44,TRUE
"LOC126364447",44,TRUE
"LOC126364463",44,TRUE
"LOC126364561",0,FALSE
"LOC126286675",0,FALSE
"Trnaq-uug",0,FALSE
"LOC126302233",0,FALSE
"LOC126268087",0,FALSE
"LOC126364588",38,TRUE
"LOC126364572",38,TRUE
"LOC126268157",0,FALSE
"LOC126286343",0,FALSE
"LOC126286354",0,FALSE
"LOC126364614",43,TRUE
"LOC126364640",44,TRUE
"LOC126364697",43,TRUE
"LOC126364885",44,TRUE
"LOC126364849",44,TRUE
"LOC126302399",0,FALSE
"LOC126286464",0,FALSE
"LOC126268334",0,FALSE
"LOC126364901",36,TRUE
"LOC126364928",44,TRUE
"LOC126364944",44,TRUE
"LOC126268491",0,FALSE
"LOC126268649",0,FALSE
"LOC126365193",43,TRUE
"LOC126365127",44,TRUE
"LOC126365236",2,FALSE
"LOC126365220",0,FALSE
"LOC126364990",44,TRUE
"LOC126365252",1,FALSE
"LOC126268805",2,FALSE
"LOC126365268",44,TRUE
"LOC126365344",44,TRUE
"LOC126365360",44,TRUE
"LOC126365377",44,TRUE
"LOC126268959",40,TRUE
"LOC126365493",43,TRUE
"LOC126269118",0,FALSE
"LOC126365509",44,TRUE
"LOC126365616",0,FALSE
"LOC126365627",43,TRUE
"LOC126365643",44,TRUE
"LOC126365690",43,TRUE
"LOC126365706",40,TRUE
"LOC126365722",7,TRUE
"LOC126365735",44,TRUE
"LOC126365744",43,TRUE
"LOC126365752",43,TRUE
"LOC126286586",0,FALSE
