"enrichment_context","database","family","comparison","direction","plot_label","DEG_set","term_id","term_name","term_description","ontology_or_theme","pathway_scope","GeneRatio","BgRatio","FoldEnrichment","p.adjust","qvalue","Count","n_listed_genes","DEG_gene_IDs","DEG_gene_names"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0061135","endopeptidase regulator activity","endopeptidase regulator activity","MF",NA,"6/313","12/6095",9.73642172523962,0.00197522914161168,0.00197522914161168,6,6,"LOC126278346; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","IAP5; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006082","organic acid metabolic process","organic acid metabolic process","BP",NA,"30/313","259/6095",2.25554171241072,0.0025767280400278,0.0025767280400278,30,30,"LOC126266657; LOC126266748; LOC126267222; LOC126268198; LOC126278002; LOC126279109; LOC126281245; LOC126281861; LOC126281994; LOC126282322; LOC126282517; LOC126284002; LOC126291873; LOC126293368; LOC126304758; LOC126320584; LOC126325353; LOC126334613; LOC126335001; LOC126335256; LOC126335505; LOC126335966; LOC126336251; LOC126336714; LOC126336866; LOC126347864; LOC126354995; LOC126355485; LOC126356204; LOC126365957","Aats-thr; GlcAT-P; Hex-A; Idh; Men; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0009607","response to biotic stimulus","response to biotic stimulus","BP",NA,"23/313","173/6095",2.58887514081516,0.0025767280400278,0.0025767280400278,23,23,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126273010; LOC126278673; LOC126282030; LOC126282035; LOC126284030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036; LOC126343175; LOC126365918","CSP6; mus209; PGRPLA; Rel; SamDC; spz; Tsf1; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0043207","response to external biotic stimulus","response to external biotic stimulus","BP",NA,"23/313","173/6095",2.58887514081516,0.0025767280400278,0.0025767280400278,23,23,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126273010; LOC126278673; LOC126282030; LOC126282035; LOC126284030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036; LOC126343175; LOC126365918","CSP6; mus209; PGRPLA; Rel; SamDC; spz; Tsf1; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0043436","oxoacid metabolic process","oxoacid metabolic process","BP",NA,"30/313","259/6095",2.25554171241072,0.0025767280400278,0.0025767280400278,30,30,"LOC126266657; LOC126266748; LOC126267222; LOC126268198; LOC126278002; LOC126279109; LOC126281245; LOC126281861; LOC126281994; LOC126282322; LOC126282517; LOC126284002; LOC126291873; LOC126293368; LOC126304758; LOC126320584; LOC126325353; LOC126334613; LOC126335001; LOC126335256; LOC126335505; LOC126335966; LOC126336251; LOC126336714; LOC126336866; LOC126347864; LOC126354995; LOC126355485; LOC126356204; LOC126365957","Aats-thr; GlcAT-P; Hex-A; Idh; Men; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0045087","innate immune response","innate immune response","BP",NA,"14/313","75/6095",3.63493077742279,0.0025767280400278,0.0025767280400278,14,14,"LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267652; LOC126268068; LOC126282030; LOC126282035; LOC126285462; LOC126298648; LOC126299506; LOC126355206; LOC126365918","PGRPLA; Rel; RhoBTB; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0051707","response to other organism","response to other organism","BP",NA,"23/313","173/6095",2.58887514081516,0.0025767280400278,0.0025767280400278,23,23,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126273010; LOC126278673; LOC126282030; LOC126282035; LOC126284030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036; LOC126343175; LOC126365918","CSP6; mus209; PGRPLA; Rel; SamDC; spz; Tsf1; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0097367","carbohydrate derivative binding","carbohydrate derivative binding","MF",NA,"17/313","104/6095",3.18306094863603,0.0025767280400278,0.0025767280400278,17,17,"LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126278382; LOC126281165; LOC126281245; LOC126285462; LOC126297427; LOC126335256; LOC126346580; LOC126365865; LOC126365918","Cht6; PGRPLA; Pvf1; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006955","immune response","immune response","BP",NA,"19/313","128/6095",2.89050019968051,0.00278325864290626,0.00278325864290626,19,19,"LOC126266672; LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126282030; LOC126282035; LOC126284030; LOC126285462; LOC126298648; LOC126299506; LOC126314411; LOC126355206; LOC126365918","DOME; mus209; PGRPLA; psidin; Rel; RhoBTB; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0031226","GO:0031226","GO:0031226",NA,NA,"36/313","343/6095",2.04379698022523,0.00288020104683342,0.00288020104683342,36,36,"LOC126266656; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271496; LOC126279309; LOC126281351; LOC126281483; LOC126285413; LOC126292020; LOC126297555; LOC126297629; LOC126297964; LOC126298556; LOC126298991; LOC126299447; LOC126299506; LOC126334943; LOC126336041; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126355684; LOC126355933; LOC126356154; LOC126356271; LOC126357744; LOC126361668; LOC126365747; LOC126365918","Akhr; if; Mvl; NLG-1; Orct; PGRPLA; Sur; tor; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006952","defense response","defense response","BP",NA,"22/313","165/6095",2.59637912673056,0.00336858006772757,0.00336858006772757,22,22,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126278673; LOC126282030; LOC126282035; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126299506; LOC126335036; LOC126355206; LOC126365918","PGRPLA; Rel; RhoBTB; SamDC; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0005887","GO:0005887","GO:0005887",NA,NA,"35/313","334/6095",2.04056742744543,0.00364546943842171,0.00364546943842171,35,35,"LOC126266656; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271496; LOC126279309; LOC126281351; LOC126281483; LOC126285413; LOC126292020; LOC126297555; LOC126297629; LOC126297964; LOC126298991; LOC126299447; LOC126299506; LOC126334943; LOC126336041; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126355684; LOC126355933; LOC126356154; LOC126356271; LOC126357744; LOC126361668; LOC126365747; LOC126365918","Akhr; if; Mvl; NLG-1; Orct; PGRPLA; Sur; tor; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006023","aminoglycan biosynthetic process","aminoglycan biosynthetic process","BP",NA,"7/313","20/6095",6.81549520766773,0.00386860948423141,0.00386860948423141,7,7,"LOC126266657; LOC126271949; LOC126281994; LOC126284041; LOC126299078; LOC126335001; LOC126336345","mmy; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0055085","transmembrane transport","transmembrane transport","BP",NA,"44/313","464/6095",1.84656274099372,0.00395521823257895,0.00395521823257895,44,44,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278191; LOC126278232; LOC126278467; LOC126278946; LOC126278971; LOC126279309; LOC126281351; LOC126282259; LOC126285413; LOC126292020; LOC126297555; LOC126297964; LOC126298824; LOC126299447; LOC126334835; LOC126334943; LOC126335259; LOC126335355; LOC126336375; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126354017; LOC126354018; LOC126354039; LOC126354186; LOC126354241; LOC126354344; LOC126354750; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356137; LOC126357744; LOC126358740; LOC126361668","Mvl; NaPi-T; Nhe2; Orct; Pain; Sur; unannotated; w"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0016051","carbohydrate biosynthetic process","carbohydrate biosynthetic process","BP",NA,"8/313","27/6095",5.76973139273459,0.00397035702682663,0.00397035702682663,8,8,"LOC126266657; LOC126271949; LOC126278177; LOC126281958; LOC126284041; LOC126335001; LOC126335288; LOC126335291","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006732","GO:0006732","GO:0006732",NA,NA,"14/313","82/6095",3.32463180861841,0.00565930810388599,0.00565930810388599,14,14,"LOC126267222; LOC126278447; LOC126281861; LOC126282322; LOC126282517; LOC126291873; LOC126295468; LOC126297494; LOC126304758; LOC126325353; LOC126347864; LOC126354620; LOC126355885; LOC126365957","Dpck; Hex-A; unannotated; v; Zw"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0005215","transporter activity","transporter activity","MF",NA,"45/313","495/6095",1.77025849549811,0.00803459146431773,0.00803459146431773,45,45,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278191; LOC126278232; LOC126278467; LOC126278946; LOC126278971; LOC126279309; LOC126281351; LOC126282259; LOC126285413; LOC126292020; LOC126297555; LOC126297964; LOC126299332; LOC126299447; LOC126334835; LOC126334943; LOC126335259; LOC126335355; LOC126336375; LOC126336688; LOC126341744; LOC126343426; LOC126353927; LOC126353931; LOC126354017; LOC126354018; LOC126354039; LOC126354186; LOC126354241; LOC126354344; LOC126354750; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356137; LOC126357744; LOC126358740; LOC126361668","Mvl; NaPi-T; Nhe2; Orct; Pain; Sur; Tk; unannotated; w"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0061134","peptidase regulator activity","peptidase regulator activity","MF",NA,"6/313","16/6095",7.30231629392971,0.00803459146431773,0.00803459146431773,6,6,"LOC126278346; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","IAP5; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006820","monoatomic anion transport","monoatomic anion transport","BP",NA,"25/313","216/6095",2.25380132528695,0.00862149266924794,0.00862149266924794,25,25,"LOC126272275; LOC126272360; LOC126272465; LOC126278232; LOC126278467; LOC126281351; LOC126285413; LOC126299447; LOC126334835; LOC126335259; LOC126335355; LOC126336375; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126354039; LOC126354241; LOC126354344; LOC126354750; LOC126354788; LOC126355684; LOC126355939; LOC126355940; LOC126356039","NaPi-T; Orct; unannotated; w"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0015645","fatty acid ligase activity","fatty acid ligase activity","MF",NA,"7/313","24/6095",5.67957933972311,0.0114558284117108,0.0114558284117108,7,7,"LOC126278002; LOC126279109; LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126356204","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0016053","organic acid biosynthetic process","organic acid biosynthetic process","BP",NA,"13/313","78/6095",3.24547390841321,0.0114558284117108,0.0114558284117108,13,13,"LOC126267222; LOC126278002; LOC126279109; LOC126281861; LOC126282322; LOC126284002; LOC126293368; LOC126325353; LOC126334613; LOC126347864; LOC126354995; LOC126356204; LOC126365957","Hex-A; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0046394","carboxylic acid biosynthetic process","carboxylic acid biosynthetic process","BP",NA,"13/313","78/6095",3.24547390841321,0.0114558284117108,0.0114558284117108,13,13,"LOC126267222; LOC126278002; LOC126279109; LOC126281861; LOC126282322; LOC126284002; LOC126293368; LOC126325353; LOC126334613; LOC126347864; LOC126354995; LOC126356204; LOC126365957","Hex-A; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006629","lipid metabolic process","lipid metabolic process","BP",NA,"28/313","262/6095",2.08106723898251,0.0122217549139657,0.0122217549139657,28,28,"LOC126266656; LOC126268198; LOC126271919; LOC126278002; LOC126278061; LOC126278149; LOC126278180; LOC126279052; LOC126279109; LOC126280991; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126298596; LOC126299150; LOC126305900; LOC126335148; LOC126335155; LOC126335966; LOC126336251; LOC126336772; LOC126337753; LOC126343426; LOC126347864; LOC126355485; LOC126356204; LOC126365747","Akhr; CYP306A1; Cyp314a1; fwd; GlcAT-P; jhamt; ninaB; Tk; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0042335","cuticle development","cuticle development","BP",NA,"18/313","137/6095",2.55847578181479,0.0151582897810258,0.0151582897810258,18,18,"LOC126266832; LOC126271949; LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126285438; LOC126297581; LOC126299078; LOC126299206; LOC126335515; LOC126336345; LOC126336597; LOC126336602; LOC126346580; LOC126353855; LOC126356204; LOC126365745","Alas; Cpr; mmy; SCRB3; Ser; Th; unannotated; Y-h"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0019752","carboxylic acid metabolic process","carboxylic acid metabolic process","BP",NA,"26/313","240/6095",2.10955804046858,0.0161855965803766,0.0161855965803766,26,26,"LOC126266748; LOC126267222; LOC126268198; LOC126278002; LOC126279109; LOC126281245; LOC126281861; LOC126282322; LOC126282517; LOC126284002; LOC126291873; LOC126293368; LOC126304758; LOC126320584; LOC126325353; LOC126334613; LOC126335256; LOC126335505; LOC126336251; LOC126336714; LOC126336866; LOC126347864; LOC126354995; LOC126355485; LOC126356204; LOC126365957","Aats-thr; Hex-A; Idh; Men; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0016878","acid-thiol ligase activity","acid-thiol ligase activity","MF",NA,"7/313","27/6095",5.04851496864276,0.0227863233236663,0.0227863233236663,7,7,"LOC126278002; LOC126279109; LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126356204","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0051186","GO:0051186","GO:0051186",NA,NA,"17/313","130/6095",2.54644875890882,0.0227863233236663,0.0227863233236663,17,17,"LOC126267222; LOC126272594; LOC126278447; LOC126281861; LOC126282322; LOC126282517; LOC126283383; LOC126291873; LOC126295468; LOC126297494; LOC126297581; LOC126304758; LOC126325353; LOC126347864; LOC126354620; LOC126355885; LOC126365957","Alas; Dpck; Hex-A; TPX5; unannotated; v; Zw"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0045861","negative regulation of proteolysis","negative regulation of proteolysis","BP",NA,"6/313","20/6095",5.84185303514377,0.0255309448434956,0.0255309448434956,6,6,"LOC126278346; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","IAP5; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0052548","regulation of endopeptidase activity","regulation of endopeptidase activity","BP",NA,"8/313","36/6095",4.32729854455094,0.0257741041256511,0.0257741041256511,8,8,"LOC126267226; LOC126278346; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354588; LOC126354914","IAP5; lok; RnrS; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006811","monoatomic ion transport","monoatomic ion transport","BP",NA,"37/313","408/6095",1.7659196266366,0.0284923857675181,0.0284923857675181,37,37,"LOC126272275; LOC126272360; LOC126272465; LOC126272767; LOC126278232; LOC126278467; LOC126279309; LOC126281351; LOC126282259; LOC126285413; LOC126292020; LOC126297555; LOC126297964; LOC126299447; LOC126334835; LOC126334943; LOC126335259; LOC126335355; LOC126336375; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126354039; LOC126354186; LOC126354241; LOC126354344; LOC126354750; LOC126354788; LOC126355303; LOC126355684; LOC126355939; LOC126355940; LOC126356039; LOC126356137; LOC126358740; LOC126361668","Mvl; NaPi-T; Nhe2; Orct; Pain; unannotated; w"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0008514","GO:0008514","GO:0008514",NA,NA,"16/313","122/6095",2.55381553448908,0.03004218761346,0.03004218761346,16,16,"LOC126272275; LOC126272360; LOC126281351; LOC126285413; LOC126299447; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126354344; LOC126354750; LOC126354788; LOC126355684; LOC126355939; LOC126355940; LOC126356039","Orct; unannotated; w"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:1901575","GO:1901575","GO:1901575",NA,NA,"42/313","488/6095",1.67594144450846,0.0336402923787425,0.0336402923787425,42,42,"LOC126266656; LOC126266748; LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126268198; LOC126271919; LOC126272078; LOC126278128; LOC126278149; LOC126280991; LOC126282517; LOC126284198; LOC126284573; LOC126285462; LOC126291873; LOC126293188; LOC126294949; LOC126294955; LOC126295040; LOC126295425; LOC126297427; LOC126299116; LOC126334613; LOC126336251; LOC126336714; LOC126346021; LOC126346362; LOC126346580; LOC126353887; LOC126354672; LOC126354914; LOC126354995; LOC126355485; LOC126356122; LOC126365747; LOC126365918; LOC126365957","Akhr; Cht6; Hex-A; PGRPLA; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0051188","GO:0051188","GO:0051188",NA,NA,"11/313","68/6095",3.15001879345988,0.0382426726752579,0.0382426726752579,11,11,"LOC126267222; LOC126278447; LOC126281861; LOC126282322; LOC126283383; LOC126291873; LOC126295468; LOC126297581; LOC126347864; LOC126355885; LOC126365957","Alas; Dpck; Hex-A; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0001676","long-chain fatty acid metabolic process","long-chain fatty acid metabolic process","BP",NA,"5/313","15/6095",6.49094781682641,0.0404073809252225,0.0404073809252225,5,5,"LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126347864","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0034637","GO:0034637","GO:0034637",NA,NA,"5/313","15/6095",6.49094781682641,0.0404073809252225,0.0404073809252225,5,5,"LOC126266657; LOC126271949; LOC126281958; LOC126284041; LOC126335001","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0044272","sulfur compound biosynthetic process","sulfur compound biosynthetic process","BP",NA,"8/313","39/6095",3.99442942573933,0.0404073809252225,0.0404073809252225,8,8,"LOC126266657; LOC126278447; LOC126281861; LOC126281994; LOC126282322; LOC126291873; LOC126335001; LOC126347864","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0015711","organic anion transport","organic anion transport","BP",NA,"17/313","140/6095",2.36455956184391,0.0435401879811769,0.0435401879811769,17,17,"LOC126272275; LOC126272360; LOC126278232; LOC126281351; LOC126285413; LOC126299447; LOC126336688; LOC126341744; LOC126353927; LOC126353931; LOC126354344; LOC126354750; LOC126354788; LOC126355684; LOC126355939; LOC126355940; LOC126356039","Orct; unannotated; w"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0033865","nucleoside bisphosphate metabolic process","nucleoside bisphosphate metabolic process","BP",NA,"7/313","31/6095",4.39709368236628,0.0435401879811769,0.0435401879811769,7,7,"LOC126281861; LOC126282322; LOC126282517; LOC126291873; LOC126295468; LOC126347864; LOC126354620","Dpck; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0033875","ribonucleoside bisphosphate metabolic process","ribonucleoside bisphosphate metabolic process","BP",NA,"7/313","31/6095",4.39709368236628,0.0435401879811769,0.0435401879811769,7,7,"LOC126281861; LOC126282322; LOC126282517; LOC126291873; LOC126295468; LOC126347864; LOC126354620","Dpck; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0034032","purine nucleoside bisphosphate metabolic process","purine nucleoside bisphosphate metabolic process","BP",NA,"7/313","31/6095",4.39709368236628,0.0435401879811769,0.0435401879811769,7,7,"LOC126281861; LOC126282322; LOC126282517; LOC126291873; LOC126295468; LOC126347864; LOC126354620","Dpck; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0050776","regulation of immune response","regulation of immune response","BP",NA,"11/313","70/6095",3.06001825650388,0.0435401879811769,0.0435401879811769,11,11,"LOC126267038; LOC126267163; LOC126278232; LOC126282030; LOC126284712; LOC126285462; LOC126298648; LOC126314411; LOC126335545; LOC126335546; LOC126335547","psidin; Rel; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0002682","regulation of immune system process","regulation of immune system process","BP",NA,"16/313","129/6095",2.41523639695866,0.0461303644368246,0.0461303644368246,16,16,"LOC126266832; LOC126267038; LOC126267163; LOC126278232; LOC126281598; LOC126282030; LOC126282035; LOC126284712; LOC126285462; LOC126298648; LOC126314411; LOC126328217; LOC126335545; LOC126335546; LOC126335547; LOC126341418","aop; psidin; Rel; Ser; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0032787","monocarboxylic acid metabolic process","monocarboxylic acid metabolic process","BP",NA,"14/313","105/6095",2.59637912673056,0.0462977326307536,0.0462977326307536,14,14,"LOC126266748; LOC126268198; LOC126278002; LOC126279109; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126336251; LOC126336866; LOC126347864; LOC126355485; LOC126356204; LOC126365957","Hex-A; Men; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0015918","sterol transport","sterol transport","BP",NA,"5/313","16/6095",6.08526357827476,0.0492855319864966,0.0492855319864966,5,5,"LOC126278191; LOC126278946; LOC126278971; LOC126299332; LOC126337753","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0042742","defense response to bacterium","defense response to bacterium","BP",NA,"11/313","72/6095",2.97501774937877,0.051173687226551,0.051173687226551,11,11,"LOC126267163; LOC126267343; LOC126271975; LOC126278673; LOC126282030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036","Rel; SamDC; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0000271","polysaccharide biosynthetic process","polysaccharide biosynthetic process","BP",NA,"4/313","10/6095",7.78913738019169,0.0522804038943102,0.0522804038943102,4,4,"LOC126266657; LOC126271949; LOC126284041; LOC126335001","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0002684","positive regulation of immune system process","positive regulation of immune system process","BP",NA,"8/313","42/6095",3.70911303818652,0.0522804038943102,0.0522804038943102,8,8,"LOC126267163; LOC126278232; LOC126282030; LOC126284712; LOC126285462; LOC126298648; LOC126314411; LOC126341418","psidin; Rel; spz; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0006790","sulfur compound metabolic process","sulfur compound metabolic process","BP",NA,"13/313","95/6095",2.66470489322347,0.0522804038943102,0.0522804038943102,13,13,"LOC126266657; LOC126278447; LOC126281861; LOC126281994; LOC126282322; LOC126282517; LOC126284041; LOC126291873; LOC126304758; LOC126335001; LOC126335966; LOC126347864; LOC126354620","GlcAT-P; unannotated; v"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0031012","extracellular matrix","extracellular matrix","CC",NA,"10/313","62/6095",3.1407812016902,0.0522804038943102,0.0522804038943102,10,10,"LOC126267391; LOC126271928; LOC126272046; LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126299206; LOC126336597; LOC126336602","shf; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0033692","GO:0033692","GO:0033692",NA,NA,"4/313","10/6095",7.78913738019169,0.0522804038943102,0.0522804038943102,4,4,"LOC126266657; LOC126271949; LOC126284041; LOC126335001","unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0051346","negative regulation of hydrolase activity","negative regulation of hydrolase activity","BP",NA,"6/313","24/6095",4.86821086261981,0.0522804038943102,0.0522804038943102,6,6,"LOC126278346; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354914","IAP5; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0052547","regulation of peptidase activity","regulation of peptidase activity","BP",NA,"8/313","42/6095",3.70911303818652,0.0522804038943102,0.0522804038943102,8,8,"LOC126267226; LOC126278346; LOC126282193; LOC126335545; LOC126335546; LOC126335547; LOC126354588; LOC126354914","IAP5; lok; RnrS; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0008610","lipid biosynthetic process","lipid biosynthetic process","BP",NA,"16/313","133/6095",2.34259770832833,0.0538936714773795,0.0538936714773795,16,16,"LOC126278002; LOC126278061; LOC126278180; LOC126279109; LOC126281861; LOC126282322; LOC126284002; LOC126298596; LOC126299150; LOC126305900; LOC126335148; LOC126335966; LOC126337753; LOC126347864; LOC126355485; LOC126356204","CYP306A1; Cyp314a1; GlcAT-P; jhamt; ninaB; unannotated"
"Non-directional enrichment","GO","Diet 33","Diet 33","Not split by direction","Diet 33","Diet 33","GO:0016877","ligase activity, forming carbon-sulfur bonds","ligase activity, forming carbon-sulfur bonds","MF",NA,"7/313","33/6095",4.13060315616226,0.0538936714773795,0.0538936714773795,7,7,"LOC126278002; LOC126279109; LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126356204","unannotated"
