"heatmap_row_order","gene_id","GFF_Description","gene_biotype","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
711,"LOC126281810","gamma-aminobutyric acid receptor subunit alpha-6-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.029826412372,0.000573104757510067,2.91638461775373,"1037","Higher than gene mean"
712,"LOC126284788","transcription factor SUM-1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.26995806412352,0.0149431522460649,2.51346191726017,"1037","Higher than gene mean"
713,"LOC126356108","myosin regulatory light polypeptide 9-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.72974194793282,0.00158414706061501,2.62731672351959,"1037","Higher than gene mean"
714,"LOC126272024","retinol-binding protein pinta-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.57206962449766,0.0478753635457782,1.51552213029719,"1050","Higher than gene mean"
715,"LOC126272156","retinol-binding protein pinta-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.98445666882484,0.00444921543378823,1.70397643269676,"1041","Higher than gene mean"
716,"LOC126272584","putative phosphatidate phosphatase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.21284636942628,0.0157477648460612,1.98632020497121,"1002","Lower than gene mean"
717,"LOC126284908","phospholipase A2 inhibitor-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.07461522261217,2.48717402061854e-06,2.96864356204918,"1009","Higher than gene mean"
718,"LOC126292093","uncharacterized LOC126292093","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.59565114533563,0.000164805841420908,1.95640800111471,"1009","Higher than gene mean"
719,"LOC126282268","LIRP","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.37391106170796,0.000186077143561592,1.9118250276803,"1020","Lower than gene mean"
720,"LOC126292317","dihydropyrimidinase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.48552513629051,0.00172841560188883,2.79985147251933,"1030","Higher than gene mean"
721,"LOC126281357","cytochrome P450 4C1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.77886159602863,0.00544770548292051,2.39192243000055,"1050","Higher than gene mean"
722,"LOC126272831","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.03834218381793,9.34556240088431e-06,2.02961434447054,"1006","Higher than gene mean"
723,"LOC126354185","protein TMEPAI-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.42012798532233,1.77498201803414e-08,2.26486906874012,"1006","Higher than gene mean"
724,"LOC126293692","synaptic vesicle glycoprotein 2A-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.85365942640577,3.74051707253765e-06,2.14949553606375,"1005","Higher than gene mean"
725,"LOC126324086","uncharacterized LOC126324086","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.47670911322022,2.02802055977084e-06,1.74103906826138,"1011","Higher than gene mean"
726,"LOC126341869","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.80204082699687,1.68602536690625e-05,1.8177735141873,"1049","Lower than gene mean"
727,"LOC126335014","farnesol dehydrogenase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.05442047920996,1.51784937289832e-06,1.78990671152589,"1015","Lower than gene mean"
728,"LOC126336473","dehydrogenase/reductase SDR family member 11-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.89097122430865,1.69002085767258e-05,2.43229223443225,"1006","Higher than gene mean"
729,"LOC126335045","probable cytochrome P450 6a13","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.59211530598244,0.0242485253719111,1.70710738120499,"1005","Higher than gene mean"
730,"LOC126284786","trypsin-2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.0598618180535,0.00120026865320986,2.26211085249088,"1006","Higher than gene mean"
731,"LOC126291424","D-erythrulose reductase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.8467882946502,0.0046370540801174,2.42950318417581,"1006","Higher than gene mean"
732,"LOC126291966","gamma-interferon-inducible lysosomal thiol reductase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.07680900582415,0.0187045910149534,2.11813812496861,"1006","Higher than gene mean"
733,"LOC126334873","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.97387692548513,0.00162933575285888,2.11407290906786,"1057","Lower than gene mean"
734,"LOC126334874","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.40964536681627,0.0112317098214999,2.43133791484962,"1057","Lower than gene mean"
735,"LOC126266827","senecionine N-oxygenase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.36588703687231,0.0284320839091959,1.88015955493278,"1016","Lower than gene mean"
736,"LOC126365834","aldehyde dehydrogenase 1A1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.51996409286683,0.00840423410780577,2.22250221471588,"1016","Lower than gene mean"
737,"LOC126268026","juvenile hormone esterase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.11711559688043,0.0107309562572793,2.42320367669702,"1020","Lower than gene mean"
738,"LOC126354174","cytochrome P450 4V2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.40200223313263,0.00344199842775998,2.25943066493885,"1020","Lower than gene mean"
739,"LOC126299550","ATP-binding cassette sub-family G member 5","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.11671700588663,0.00835593718503217,2.9306374671022,"1016","Lower than gene mean"
740,"LOC126329244","sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.04753435855249,0.0218858125408175,2.06562037729751,"1049","Lower than gene mean"
741,"LOC126278678","headcase protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.04859795277609,0.0182767109267896,2.95277634149119,"1057","Lower than gene mean"
742,"LOC126299541","phosphatidylinositol 3-kinase regulatory subunit alpha","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.26255493892398,1.13484099568519e-15,1.91960204860257,"1058","Lower than gene mean"
743,"LOC126336337","protein charybde-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.53680318892676,3.32972751112262e-06,1.956179832421,"1057","Lower than gene mean"
744,"LOC126291694","arylalkylamine N-acetyltransferase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07110787366338,0.0482700232483936,2.17686176208338,"1027","Lower than gene mean"
745,"LOC126354904","retinol dehydrogenase 14","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16035939487193,0.00680090530303588,1.99791394147284,"1016","Lower than gene mean"
746,"LOC126335078","cysteine-rich protein 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.21764839973354,0.00962789965710995,2.21219118738548,"1050","Higher than gene mean"
747,"LOC126266832","protein jagged-1b","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.42445718103756,3.06441599271753e-06,2.44050429718264,"1058","Lower than gene mean"
748,"LOC126336809","myosin-VIIa","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.27362155039346,0.000524213601669873,2.11675135921085,"1054","Lower than gene mean"
749,"LOC126267984","trypsin-1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.89805533494849,0.000149120765091152,1.74730025024156,"1009","Higher than gene mean"
750,"LOC126268069","gamma-interferon-inducible lysosomal thiol reductase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.28188375111621,3.43847032892677e-06,2.26557883124907,"1027","Lower than gene mean"
751,"LOC126272370","GATOR complex protein NPRL2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01019333991836,0.0414254379240939,2.17639793557489,"1029","Lower than gene mean"
752,"LOC126277228","major facilitator superfamily domain-containing protein 6","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.38354074712181,1.92608339995571e-05,2.445451380785,"1016","Lower than gene mean"
753,"LOC126356100","glycerol-3-phosphate acyltransferase 1, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09771649289524,2.66791460778016e-06,2.63037605423503,"1016","Lower than gene mean"
754,"LOC126336874","uncharacterized LOC126336874","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.08828285746245,0.000522097765094834,2.76909771192317,"1016","Lower than gene mean"
755,"LOC126297447","uncharacterized LOC126297447","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.07042890788265,0.00303450570143522,2.82781505594162,"1027","Lower than gene mean"
756,"LOC126283961","aquaporin AQPAn.G-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.04166198776142,0.00176949085737166,2.6596277673459,"1058","Lower than gene mean"
757,"LOC126293404","aminomethyltransferase, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.28346254478214,0.00889411731114794,2.32777909424652,"1023","Lower than gene mean"
758,"LOC126272375","DNA repair protein XRCC2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.00940078486962,0.0460896940437481,1.68845470166435,"1038","Higher than gene mean"
759,"LOC126279072","G2/mitotic-specific cyclin-B-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16898880436511,0.0355308152759941,2.87373733449924,"1027","Lower than gene mean"
760,"LOC126284739","apoptosis regulatory protein Siva-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.15392081023995,0.00354170380101879,1.91856884218744,"1004","Higher than gene mean"
761,"LOC126297871","pyruvate dehydrogenase E1 component subunit beta, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.08632285731617,0.000148908456350271,1.99529087235624,"1007","Higher than gene mean"
762,"LOC126334959","superoxide dismutase [Mn], mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09698018165187,0.000663988184661385,2.08858665934048,"1007","Higher than gene mean"
763,"LOC126272037","aspartate aminotransferase, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,2.18610660590925,"1038","Higher than gene mean"
764,"LOC126283954","macrophage migration inhibitory factor homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.33651591713557,2.35198935591057e-11,2.16301525243946,"1023","Lower than gene mean"
765,"LOC126323251","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74346605718364,0.000233386791664899,2.43097297941122,"1037","Higher than gene mean"
766,"LOC126355087","luciferin sulfotransferase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74813731788931,0.000717872291776746,2.73622336821276,"1037","Higher than gene mean"
767,"LOC126298758","protein FAM107B","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16285831366387,0.0162400219268385,2.50106808156644,"1027","Lower than gene mean"
768,"LOC126334946","RNA-binding protein Musashi homolog 2","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.35803105380168,8.54781892451644e-05,2.31064577134176,"1027","Lower than gene mean"
769,"LOC126277956","uncharacterized LOC126277956","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.36758510807386,0.00385408873010644,2.19850537620608,"1020","Lower than gene mean"
770,"LOC126336692","glutathione S-transferase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.29084742475274,0.000187888352276763,1.9014618682913,"1054","Lower than gene mean"
771,"LOC126298477","uncharacterized LOC126298477","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.69990169657735,2.80541739504863e-07,2.31536952569092,"1016","Lower than gene mean"
772,"LOC126333165","MOXD1 homolog 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.75689038927711,6.25497804386719e-05,1.93914046071305,"1029","Lower than gene mean"
773,"LOC126344570","cholinesterase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.21865096781079,0.000157916247017689,2.25859946940805,"1016","Lower than gene mean"
774,"LOC126295214","nostrin","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.04237881445928,0.0434735862786285,2.06323887303287,"1029","Lower than gene mean"
775,"LOC126297882","nuclear hormone receptor FTZ-F1 beta","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07218997412585,0.0162616328780146,2.44222222268698,"1029","Lower than gene mean"
776,"LOC126297815","ephrin-B1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.16463183777238,2.72468130864729e-07,2.15079050322691,"1054","Lower than gene mean"
777,"LOC126336875","enhancer of split mbeta protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.61421668627562,6.14335082742473e-06,2.05946839385209,"1029","Lower than gene mean"
778,"LOC126284452","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.58228423541143,4.21460608634895e-06,2.55145297798629,"1023","Lower than gene mean"
779,"LOC126268200","arginine-hydroxylase NDUFAF5, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.20285658814124,0.0129291328989422,2.04456043435852,"1023","Lower than gene mean"
780,"LOC126320757","protein spinster","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet50; infection_diet83","Control diet 50; Control diet 83",1.05210274153116,0.00788606860697097,1.86378073556782,"1027","Lower than gene mean"
781,"LOC126356182","probable small nuclear ribonucleoprotein G","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.00058393151611,0.00755671378933717,2.33961906925011,"1024","Lower than gene mean"
782,"LOC126267432","BTB/POZ domain-containing protein Tiwaz","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.18699060735723,0.00440396956794222,3.02397901929192,"1046","Lower than gene mean"
783,"LOC126271850","uncharacterized LOC126271850","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.42117508136006,0.000212126319002506,2.92015448434443,"1023","Lower than gene mean"
784,"LOC126279923","RNA-binding protein 24-B-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.0806590559668,0.0306786606323812,2.50448216047,"1023","Lower than gene mean"
785,"LOC126349289","protein rhomboid-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.33471744833704,0.0230600831998641,2.1090962224592,"1027","Lower than gene mean"
786,"LOC126285391","uncharacterized LOC126285391","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.0644557125705,0.000768652655342107,3.24187192858974,"1016","Lower than gene mean"
787,"LOC126298594","phospholipase A2 inhibitor beta","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.36725800235996,2.06504565792949e-05,2.24414296796642,"1016","Lower than gene mean"
788,"LOC126337079","uncharacterized LOC126337079","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.00299549542627,0.00295776586407514,2.12214968424321,"1023","Lower than gene mean"
789,"LOC126272576","follistatin","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.32131184525198,0.00296290292304384,3.94847442945059,"1023","Lower than gene mean"
790,"LOC126284250","uncharacterized LOC126284250","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.67942478922894,0.000448146674681066,2.69218676003883,"1023","Lower than gene mean"
791,"LOC126332633","alpha-amylase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.13526719305583,0.00282178525270363,2.45237074117116,"1002","Higher than gene mean"
792,"LOC126336759","ubiquinone biosynthesis O-methyltransferase, mitochondrial-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.1199791440216,0.00644836799288027,2.65367775749095,"1003","Higher than gene mean"
793,"LOC126273129","ejaculatory bulb-specific protein 3-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.1560242683509,0.0204611415060814,2.15665311271211,"1034","Higher than gene mean"
794,"LOC126329483","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.76609608461524,0.00121375242980436,2.19518272974372,"1016","Lower than gene mean"
795,"LOC126278019","39S ribosomal protein L14, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.1424395805527,0.000878221114450316,1.80250768790884,"1023","Lower than gene mean"
796,"LOC126278530","uncharacterized LOC126278530","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet83","Control diet 33; Control diet 83",1.05340419805218,0.00356753447728421,2.30771570433881,"1023","Lower than gene mean"
797,"LOC126335182","apyrase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.68062159527072,2.10712954448423e-14,2.0813495597452,"1037","Higher than gene mean"
798,"LOC126349273","uncharacterized LOC126349273","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.25874717346152,1.08774377167718e-08,2.6037905212153,"1027","Lower than gene mean"
799,"LOC126281915","uncharacterized LOC126281915","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.68030643425263,5.41044726709081e-08,2.35094527975079,"1023","Lower than gene mean"
800,"LOC126278456","uncharacterized LOC126278456","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.89293629130977,2.18993116022094e-08,2.32853217205661,"1006","Higher than gene mean"
801,"LOC126281914","uncharacterized LOC126281914","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.94456456683292,2.74494913033919e-08,2.46352147253653,"1042","Lower than gene mean"
802,"LOC126306122","uncharacterized LOC126306122","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.4055023235377,6.10354778046694e-05,2.24535829515073,"1042","Lower than gene mean"
803,"LOC126277383","putative lysozyme-like protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.13450711139022,2.31237182049024e-08,2.60286784946934,"1023","Lower than gene mean"
804,"LOC126284812","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.26987701625151,1.91449559037136e-11,2.13525342661401,"1023","Lower than gene mean"
805,"LOC126297379","uncharacterized LOC126297379","lncRNA","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.94990552665957,2.24751012381881e-07,2.37876536265324,"1058","Lower than gene mean"
806,"LOC126354407","juvenile hormone esterase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.21945455918298,6.01872158510189e-07,1.94855932652557,"1042","Lower than gene mean"
807,"LOC126268175","opioid-binding protein/cell adhesion molecule homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.16860433756494,0.0073676142295895,2.27001480605171,"1042","Lower than gene mean"
808,"LOC126354459","para-nitrobenzyl esterase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.48994231350521,0.0370361761483536,1.94199137255212,"1021","Higher than gene mean"
809,"LOC126281835","uncharacterized LOC126281835","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.81215417162134,9.35905536556468e-05,2.3289804199617,"1006","Higher than gene mean"
810,"LOC126292034","hexosaminidase D-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.43452972955017,6.96115048815971e-05,3.23852110512366,"1023","Lower than gene mean"
811,"LOC126272589","pikachurin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.54494540090826,0.000102177214646015,2.60860175439705,"1002","Higher than gene mean"
812,"LOC126281582","protein O-mannosyl-transferase TMTC2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.3346398903809,0.000675157390390328,2.9447165861356,"1023","Lower than gene mean"
813,"LOC126334969","uncharacterized LOC126334969","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.24305235599334,2.93961900459972e-07,3.10239071693539,"1023","Lower than gene mean"
814,"LOC126266835","uncharacterized LOC126266835","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.09910561705116,6.6603276911816e-05,2.29985194774167,"1023","Lower than gene mean"
815,"LOC126322885","uncharacterized LOC126322885","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.70466795802918,4.94224852548389e-07,3.24025699468957,"1006","Higher than gene mean"
816,"LOC126334943","cyclic nucleotide-gated cation channel beta-1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.40241844647874,0.000805280916601623,2.82774413547851,"1049","Lower than gene mean"
817,"LOC126345346","uncharacterized LOC126345346","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.5111282575687,1.18079261301264e-06,2.70807678025222,"1006","Higher than gene mean"
818,"LOC126353919","pancreatic triacylglycerol lipase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.70944663633126,0.00543318912030406,2.08625970747417,"1042","Lower than gene mean"
819,"LOC126282469","uncharacterized LOC126282469","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.14450787878624,0.00524518862376405,2.42061631878972,"1023","Lower than gene mean"
820,"LOC126354340","uncharacterized LOC126354340","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.03986347879996,0.000235067867495262,2.45944512909854,"1049","Lower than gene mean"
821,"LOC126320956","uncharacterized LOC126320956","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.26958859069802,2.38568777989513e-07,2.37961277388545,"1007","Higher than gene mean"
