"heatmap_row_order","gene_id","GFF_Description","gene_biotype","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
459,"LOC126355146","BMP and activin membrane-bound inhibitor homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.62365151284137,0.0490727956709364,2.77243508429319,"1023","Lower than gene mean"
460,"LOC126273423","lipid storage droplets surface-binding protein 1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.47841089187691,6.33880621529398e-05,2.22521085773549,"1023","Lower than gene mean"
461,"LOC126297441","uncharacterized LOC126297441","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.44338341270152,6.64703628443362e-05,2.17919530067086,"1024","Lower than gene mean"
462,"LOC126332046","uncharacterized LOC126332046","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.99711167553077,0.00641737670934684,2.18716518943319,"1041","Higher than gene mean"
463,"LOC126298660","homeobox protein aristaless-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.20534330234839,2.84544656237797e-06,2.45415723374388,"1041","Higher than gene mean"
464,"LOC126334669","esterase FE4-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.43668543569669,2.4197822253236e-05,2.13095414033516,"1016","Lower than gene mean"
465,"LOC126336735","glutathione S-transferase 1-1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.01262489197163,4.67514522394162e-05,2.09709405222984,"1030","Higher than gene mean"
466,"LOC126271928","protein shifted-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.50718209067298,5.15075034812946e-10,2.53644172570211,"1024","Lower than gene mean"
467,"LOC126354283","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.07081502599899,0.000336779553869744,1.79623656461582,"1023","Lower than gene mean"
468,"LOC126281716","2-aminoethylphosphonate--pyruvate transaminase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.14754921979832,0.00643249380708692,2.25021439413977,"1016","Lower than gene mean"
469,"LOC126267280","adhesive plaque matrix protein 2-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.77602892596707,0.00111029702918893,2.85999269267495,"1016","Lower than gene mean"
470,"LOC126354574","phosphoenolpyruvate phosphomutase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.22669560626491,0.00658012475897547,2.48829933235521,"1016","Lower than gene mean"
471,"LOC126278137","uncharacterized LOC126278137","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.09299049741865,2.86502055758053e-06,1.89776001531125,"1020","Lower than gene mean"
472,"LOC126335724","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.60377314729159,0.000515840993797404,1.42315844391056,"1015","Lower than gene mean"
473,"LOC126336417","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",3.83326798523407,0.000245044203856066,1.97355210448545,"1057","Lower than gene mean"
474,"LOC126334879","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",3.83269255491044,0.00286099340493446,2.04220891848881,"1057","Lower than gene mean"
475,"LOC126334880","hexamerin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.58001143964086,0.0475550902622478,2.28313872822998,"1057","Lower than gene mean"
476,"LOC126334861","prostaglandin reductase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.98441680363637,0.000230137223728259,2.2441494442891,"1023","Lower than gene mean"
477,"LOC126320089","mitochondrial 2-oxoglutarate/malate carrier protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.68169461029255,1.25118929828859e-11,2.26341526560019,"1016","Lower than gene mean"
478,"LOC126330809","cytochrome b5-related protein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.76488686925076,0.0148617178439397,2.05638127763968,"1016","Lower than gene mean"
479,"LOC126336713","glutathione S-transferase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.38648498580568,0.0321237694573588,2.13681130289857,"1023","Lower than gene mean"
480,"LOC126268023","trophoblast glycoprotein-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.49229045422923,0.005050568197898,2.36321286718186,"1009","Higher than gene mean"
481,"LOC126295125","prostamide/prostaglandin F synthase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.24223157244614,0.00819819063451339,2.31025744894532,"1027","Lower than gene mean"
482,"LOC126295442","uncharacterized LOC126295442","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.42999484058876,3.10654141312146e-05,2.41003368136722,"1027","Lower than gene mean"
483,"LOC126285182","uncharacterized LOC126285182","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",4.12493954560332,0.000379688824227714,2.03536215987453,"1011","Higher than gene mean"
484,"LOC126347783","luciferin 4-monooxygenase","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.1919888637872,0.0204598083039408,2.12381155006411,"1020","Lower than gene mean"
485,"LOC126354081","rutC family protein UK114-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.84774023775165,3.65257368045323e-09,1.78743410494693,"1041","Higher than gene mean"
486,"LOC126322960","lysozyme-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.68025705309137,0.00941967002509156,2.06577580532732,"1046","Lower than gene mean"
487,"LOC126284624","paired box protein Pax-5","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.45024945297785,0.00867719579492969,1.67774214074563,"1009","Higher than gene mean"
488,"LOC126354620","putative fatty acyl-CoA reductase CG5065","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.42462652111331,0.000401563680541664,2.36023957239894,"1006","Higher than gene mean"
489,"LOC126355885","pyridoxine/pyridoxamine 5'-phosphate oxidase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.99482209089926,0.008086730545911,1.92947601164491,"1016","Higher than gene mean"
490,"LOC126281486","uncharacterized LOC126281486","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.57481145389658,0.00158662014896811,2.28928408803169,"1030","Higher than gene mean"
491,"LOC126281862","uncharacterized LOC126281862","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.70310450332845,0.000148430189603015,2.57375979266172,"1006","Higher than gene mean"
492,"LOC126298069","protein eva-1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.31832927609515,2.30779653029191e-07,1.84075001802567,"1009","Higher than gene mean"
493,"LOC126364572","kinesin-related protein 10-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.61175815316595,0.0177786117350906,1.97678878338338,"1058","Lower than gene mean"
494,"LOC126281934","protein mab-21","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.85297539090276,0.000166728647384624,2.38443592667933,"1020","Lower than gene mean"
495,"LOC126335181","uncharacterized LOC126335181","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.50627558893042,9.18898407296847e-05,2.07877083073132,"1027","Lower than gene mean"
496,"LOC126365980","protein limb expression 1 homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.27649590404125,0.000693516246647597,2.19732618679861,"1027","Lower than gene mean"
497,"LOC126284858","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.88778449011742,0.0134687151599769,2.04456825350887,"1050","Higher than gene mean"
498,"LOC126284252","somatomedin-B and thrombospondin type-1 domain-containing protein","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.62118993758829,0.0463282657306132,1.88675536040748,"1057","Lower than gene mean"
499,"LOC126284170","cardioacceleratory peptide receptor-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",2.24428268625156,0.0383785268395804,2.00523883408343,"1014","Higher than gene mean"
500,"LOC126297938","ecdysone-induced protein 74EF","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.0278815670911,0.0462179335027886,1.99238416902834,"1057","Lower than gene mean"
