gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126341434,uncharacterized LOC126341434,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.9235730500306996,7.529378909236355e-15,Average infected
LOC126355940,proton-coupled amino acid transporter-like protein CG1139,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.3907663788796216,7.529378909236355e-15,Average infected
LOC126272507,uncharacterized LOC126272507,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1512178472074126,8.933826216160874e-15,Average infected
LOC126297421,pancreatic triacylglycerol lipase-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.418309559770145,9.075184033772319e-15,Average infected
LOC126329358,uncharacterized LOC126329358,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1687614637515686,9.643211557774511e-15,Average infected
LOC126299206,uncharacterized LOC126299206,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.7419357665613693,1.0485923655023924e-14,Average infected
LOC126334771,probable multidrug resistance-associated protein lethal(2)03659,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.6611940463503039,1.0812863585681604e-14,Average infected
LOC126281410,glutathione S-transferase D7-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.304074615725146,1.3996422872539855e-14,Average infected
LOC126354018,ATP-dependent translocase ABCB1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.621229460539131,1.7765550550030075e-14,Average infected
LOC126343175,transferrin,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.6161995986397186,1.969455383195814e-14,Average infected
LOC126335182,apyrase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.5153609719613101,2.1071295444842277e-14,Average control
LOC126278382,GTP-binding protein Rit2,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.8579161940656075,2.1115737864611198e-14,Average infected
LOC126267442,CLIP domain-containing serine protease 14D-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.3677030165171615,2.2514363701474987e-14,Average infected
LOC126335490,protein big brother,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.335748457049885,2.56128030693555e-14,Average infected
LOC126334947,leucine-rich repeat-containing G-protein coupled receptor 5-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.432914286780483,2.6052075605936486e-14,Average infected
LOC126365941,cytoplasmic aconitate hydratase-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.286047668670292,2.6532197983536697e-14,Average control
LOC126278673,DNA-binding protein D-ETS-6-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.335375950929589,2.756761891175719e-14,Average infected
LOC126334835,sialin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5927604377113138,2.756761891175719e-14,Average infected
LOC126284305,uncharacterized LOC126284305,lncRNA,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,5.352586793019278,2.8138697979770547e-14,Average infected
LOC126346362,uncharacterized LOC126346362,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.860098641229274,2.9088358244044885e-14,Average infected
LOC126365959,proline-rich protein 2-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1876673392042942,3.9502952121536664e-14,Average infected
LOC126293287,tenascin-X-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4272818074935576,4.025586242537742e-14,Average infected
LOC126339755,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.102906514414421,4.7141397062479724e-14,Average infected
LOC126356221,choline transporter-like protein 1,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.8695337411865234,6.693849096908229e-14,Average infected
LOC126282528,ETS homologous factor-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.101045559321749,9.513478963656335e-14,Average infected
LOC126346425,uncharacterized LOC126346425,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.531353881818433,1.0044498022513848e-13,Average infected
LOC126354704,spondin-1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.7122934446004305,1.0656287108677154e-13,Average infected
LOC126354914,death-associated inhibitor of apoptosis 2-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.593095113546503,1.2273939922938722e-13,Average infected
LOC126267629,uncharacterized LOC126267629,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.08953116357193,1.2590711271596163e-13,Average infected
LOC126352796,CLIP domain-containing serine protease HP8-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.807430145929987,1.355354164029768e-13,Average infected
LOC126272850,protein rolling stone-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.161105055922864,1.5183631400030636e-13,Average infected
LOC126335709,gamma-butyrobetaine dioxygenase-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,6.269657398948599,2.1471558997010969e-13,Average infected
LOC126293579,melanization protease 1-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.8299911392212778,2.1637210780619035e-13,Average infected
LOC126278485,ornithine decarboxylase-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,-4.855248760828585,2.3211390072880523e-13,Average control
LOC126281245,"cysteine--tRNA ligase, cytoplasmic",protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1715816354226156,3.5269331949754947e-13,Average infected
LOC126278128,poly [ADP-ribose] polymerase tankyrase-1-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1363602955720595,3.8903861410506227e-13,Average infected
LOC126356328,uncharacterized LOC126356328,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.4372555087136294,3.896310140809411e-13,Average infected
LOC126354226,ankyrin repeat and zinc finger domain-containing protein 1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.577251444524375,3.897126300438153e-13,Average infected
LOC126298063,nuclear factor interleukin-3-regulated protein,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.7762925729694912,4.3906380920063486e-13,Average infected
LOC126356204,zwittermicin A synthase ZmaJ,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.1078995058528855,4.740258786782181e-13,Average infected
LOC126324969,uncharacterized LOC126324969,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4113846674656836,5.973629194080364e-13,Average infected
LOC126273393,mucin-4-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.5393738851402494,6.150499018325716e-13,Average infected
LOC126293181,uncharacterized LOC126293181,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.494427084429275,6.680607520643595e-13,Average infected
LOC126278225,innexin inx3-like,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.714951615831721,7.005574484946089e-13,Average infected
LOC126355203,uncharacterized LOC126355203,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.0470217706973615,8.568941261605908e-13,Average infected
