gene_id,description,gene_biotype,sequence_class,seqid,contrast_family,contrast_id,numerator,denominator,log2FoldChange,padj,higher_in
LOC126332601,alpha-amylase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.5053845779314907,7.581252605215226e-4,Average control
LOC126278002,"medium-chain acyl-CoA ligase ACSF2, mitochondrial-like",protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.6530260898598756,7.687943409384704e-4,Average control
LOC126267472,putative protein TPRXL,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.426797698972808,7.69404665272913e-4,Average control
LOC126353821,potassium voltage-gated channel subfamily KQT member 1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2147728235985686,7.725300756246773e-4,Average control
LOC126335013,serine protease snake-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0164726384627363,7.825291580535667e-4,Average infected
LOC126267275,uncharacterized LOC126267275,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5247275474566453,7.90737022625206e-4,Average infected
LOC126334600,mitochondrial glycine transporter-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1196054268957043,8.097211106303597e-4,Average control
LOC126295222,uncharacterized LOC126295222,protein_coding,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1059574207013798,8.234796843152201e-4,Average control
LOC126282020,uncharacterized LOC126282020,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.9084821544463937,8.538915494889611e-4,Average control
LOC126291743,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.7974603199623782,8.577879359869794e-4,Average control
LOC126266610,cyclic GMP-AMP synthase-like receptor,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0876141348395505,8.712288046712616e-4,Average infected
LOC126335546,leukocyte elastase inhibitor-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.2688178463215243,8.769896056070225e-4,Average infected
LOC126346522,uncharacterized LOC126346522,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.471653403624184,8.783948114085985e-4,Average control
LOC126299255,uncharacterized LOC126299255,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.7245029717620233,8.819424664762982e-4,Average infected
LOC126333408,uncharacterized LOC126333408,lncRNA,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.583320740442551,8.865069178327282e-4,Average infected
LOC126273558,uncharacterized LOC126273558,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.342115370171256,9.0686986273319e-4,Average infected
LOC126299533,vitellogenin-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.972608631096555,9.171820163734283e-4,Average control
LOC126293751,uncharacterized LOC126293751,lncRNA,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1420783438918192,9.376281595281225e-4,Average infected
LOC126354818,chitooligosaccharidolytic beta-N-acetylglucosaminidase-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.17460789099739,9.516826934100418e-4,Average control
LOC126285375,sepiapterin reductase-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.088546970032744,9.5406496291435e-4,Average control
LOC126298672,phosphonopyruvate decarboxylase-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1457668265167502,9.560483705100527e-4,Average infected
LOC126335043,kielin/chordin-like protein,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.3424423548321558,9.716338856592964e-4,Average infected
LOC126336542,uncharacterized LOC126336542,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.6035671978095485,0.0010192597427170142,Average control
LOC126284667,NADPH oxidase 4-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.764247710164777,0.001019292301448487,Average infected
LOC126272891,putative beta-carotene-binding protein,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1224530254072707,0.0010280548516926416,Average infected
LOC126299274,cuticle protein 1,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.3191096296374116,0.00103097505578106,Average control
LOC126331082,interleukin-1 receptor accessory protein-like 1-B,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.7282257546238933,0.00103414516583311,Average infected
LOC126297907,homeobox protein engrailed-1a-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2197292538866322,0.0010422993536808474,Average control
LOC126335585,uncharacterized LOC126335585,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1548874309952761,0.0010514674240607162,Average infected
LOC126357545,aldo-keto reductase family 1 member B1-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1441257945721792,0.0010519762265525556,Average control
LOC126323167,uncharacterized LOC126323167,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.9832463123673238,0.001071523251109192,Average infected
LOC126354919,uncharacterized LOC126354919,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1814580971839013,0.0010843530012539509,Average infected
LOC126267280,adhesive plaque matrix protein 2-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3686851638730628,0.001110297029188936,Average control
LOC126293629,uncharacterized LOC126293629,lncRNA,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.33420173135131,0.0011197056614094686,Average infected
LOC126354649,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.163772802078582,0.0011275878321691092,Average infected
LOC126273149,kinesin-like protein KIF22,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3026699054947402,0.0011302964727392573,Average control
LOC126336958,uncharacterized LOC126336958,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.1588238246105367,0.0011338621677974775,Average control
LOC126266828,senecionine N-oxygenase-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.661547316855381,0.0011626220640486933,Average control
LOC126284862,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1762614399327176,0.0011978989032629804,Average control
LOC126284786,trypsin-2-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.6915940961063034,0.001200268653209863,Average control
LOC126329483,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2542322139269264,0.0012137524298043692,Average control
LOC126362173,gamma-1-syntrophin,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.4040779511686754,0.001218224785969236,Average control
LOC126293666,leucine-rich repeat-containing protein 15-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,4.4120781317332,0.0012219939739293837,Average infected
LOC126273343,proline-rich protein 36-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4380298031957264,0.0012238443696937218,Average infected
LOC126335106,sodium-coupled monocarboxylate transporter 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.374327439940709,0.0012421448768564977,Average control
LOC126336425,uncharacterized LOC126336425,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1417166288445837,0.001255508095568134,Average control
LOC126354199,uncharacterized LOC126354199,lncRNA,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.5322100717060068,0.001295543135771856,Average control
LOC126298505,uncharacterized LOC126298505,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.4527015467647135,0.0013053587756240274,Average control
LOC126319774,ras-like GTP-binding protein Rho1,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.374359686330177,0.001317497061359766,Average control
LOC126272322,uncharacterized LOC126272322,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.138047400988956,0.001320319545468812,Average infected
LOC126299471,uncharacterized LOC126299471,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.4877423958490525,0.0013234123380418765,Average infected
LOC126298531,BTB/POZ domain-containing protein KCTD12,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2582954900194891,0.001323726498328301,Average control
LOC126298530,elongation of very long chain fatty acids protein AAEL008004-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5194411240896035,0.0013287092176434152,Average infected
LOC126341237,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1395641848951807,0.001342416657686448,Average control
LOC126354316,cholinesterase-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.9301155840025428,0.001342416657686448,Average control
LOC126282017,uncharacterized LOC126282017,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.8627049765421164,0.0013465201722743898,Average control
LOC126281421,nose resistant to fluoxetine protein 6-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.393061006184715,0.0013608387511442137,Average control
LOC126267042,beta-3 adrenergic receptor-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3108320626448222,0.001373154319480394,Average control
LOC126284507,zinc finger protein 596-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.184350755831824,0.0013867870915136478,Average infected
LOC126336206,greglin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.402968972528921,0.0014036125316270213,Average infected
LOC126354677,inter-alpha-trypsin inhibitor heavy chain H4-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5550060720271683,0.001411902031337811,Average infected
LOC126335481,DNA primase large subunit,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0149513974284397,0.0014172289962450073,Average control
LOC126297748,neurofilament heavy polypeptide-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0564492172215836,0.0014481491163673484,Average control
LOC126267519,cystatin-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.2474066776533048,0.0014598046057599683,Average infected
LOC126336722,glutathione S-transferase 1-1-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.224570395597081,0.001464574374869398,Average control
LOC126278467,putative inorganic phosphate cotransporter,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.1469292811778358,0.0014727075157847788,Average infected
LOC126355586,"cGMP-dependent protein kinase, isozyme 1",protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0206690816646884,0.0014908886930604037,Average control
LOC126335544,leukocyte elastase inhibitor-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1266561147819678,0.0014969770502997082,Average infected
LOC126335518,UPF0764 protein C16orf89 homolog,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.4412172987618928,0.0015194082064960196,Average control
LOC126334856,probable multidrug resistance-associated protein lethal(2)03659,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.2147763329726464,0.0015200588236065104,Average infected
LOC126284379,vanin-like protein 3,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4932255416714824,0.0015566678896535677,Average infected
LOC126354947,neuropeptide-like 4,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.0463527972556625,0.0015735792413194213,Average control
LOC126335605,uncharacterized LOC126335605,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.065236600553703,0.0015830828397865658,Average infected
LOC126298974,ATP-binding cassette sub-family C member 4-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0609636967340974,0.0015841470606150173,Average control
LOC126356108,myosin regulatory light polypeptide 9-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.729741947932816,0.0015841470606150173,Average control
LOC126281486,uncharacterized LOC126281486,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.5922164512308798,0.0015866201489681112,Average control
LOC126282021,uncharacterized LOC126282021,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.9617377005092582,0.0016128854581732707,Average control
LOC126268128,endoglucanase E-4-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.529282851168103,0.0016239433961982945,Average control
LOC126334873,hexamerin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.973876925485132,0.0016293357528588829,Average control
LOC126283982,uncharacterized LOC126283982,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.668909972624993,0.0016373418067125894,Average control
LOC126271938,cilia- and flagella-associated protein 251-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0966601050218865,0.001639692396650683,Average infected
LOC126354702,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0080387467610734,0.0016426251182187282,Average infected
LOC126344496,lazarillo protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.6690545864395674,0.001660879597554421,Average control
LOC126292317,dihydropyrimidinase,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.9016295793606883,0.0017284156018888383,Average control
LOC126323656,pancreatic triacylglycerol lipase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3786201349479736,0.0017358217205069699,Average control
LOC126298335,dynein axonemal heavy chain 5,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.610734680052469,0.0017542384376925532,Average infected
LOC126283961,aquaporin AQPAn.G-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.041661987761419,0.0017694908573716664,Average control
LOC126293693,synaptic vesicle glycoprotein 2A-like,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.132872375704578,0.0018313594734297707,Average infected
LOC126334992,sodium-independent sulfate anion transporter-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.5732851887922257,0.001844208590842882,Average control
LOC126298405,MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0863286169432995,0.0019016116833880895,Average control
LOC126335465,serpin B6-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1914328985038256,0.0019252295797976865,Average control
LOC126335080,uncharacterized LOC126335080,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2861670064457114,0.0019342327129029,Average control
LOC126336531,proline-rich protein 2-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.940130872142725,0.0019368905219724747,Average control
LOC126267985,"keratin, type I cytoskeletal 10-like",protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5531784799410433,0.0019516413645496462,Average infected
LOC126267437,sodium/potassium/calcium exchanger 3-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0658399873443434,0.001992501942903665,Average control
LOC126267982,trypsin-7-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.8293471095919576,0.0020169543804319403,Average control
LOC126365988,sodium/hydrogen exchanger 2-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1730557911921635,0.0020317072102857474,Average control
LOC126284086,endocuticle structural glycoprotein SgAbd-4,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.9744791932390358,0.0020330134794500046,Average control
LOC126266629,uncharacterized LOC126266629,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3906710423504522,0.00205057435686399,Average control
LOC126266714,uncharacterized LOC126266714,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-3.1794072838344363,0.002126257887929158,Average control
LOC126266679,ras guanyl-releasing protein 3-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.1915301529062845,0.002126303808680445,Average infected
LOC126335453,chaoptin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.315504810388314,0.0021397594835787753,Average control
LOC126365930,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3165397657189597,0.0021949499366704307,Average control
LOC126277922,uncharacterized LOC126277922,protein_coding,Nuclear chromosome,NC_064925.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0126000620087892,0.00219574256229829,Average control
LOC126281443,uncharacterized LOC126281443,lncRNA,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.440257899206727,0.002216254683980453,Average control
LOC126295227,neprilysin-2-like,protein_coding,Nuclear chromosome,NC_064930.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5238835701704248,0.0022362719820070067,Average infected
LOC126284300,uncharacterized LOC126284300,lncRNA,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0918143480048799,0.002302890440406011,Average control
LOC126285309,UDP-glycosyltransferase UGT5-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.417399246041864,0.002320263508466045,Average control
LOC126335021,frizzled-9-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1843743271852585,0.0023319449807943436,Average control
LOC126284199,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,protein_coding,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.15969853373498,0.0023686629938680648,Average control
LOC126345269,uncharacterized LOC126345269,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.2789668207317957,0.002427272103988521,Average infected
LOC126334679,esterase FE4-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.3269304285440329,0.0024312745960398514,Average infected
LOC126335113,esterase E4-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.049982870282474,0.002433425911567079,Average infected
LOC126320178,"cytochrome P450 315a1, mitochondrial",protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.251509440936183,0.002483825768942127,Average control
LOC126267971,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.384553578564205,0.002495752571405391,Average control
LOC126361126,"glucose dehydrogenase [FAD, quinone]-like",protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5160529394464788,0.0025185449011847706,Average infected
LOC126291919,uncharacterized LOC126291919,protein_coding,Nuclear chromosome,NC_064928.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.529625385827301,0.0025402499848497817,Average control
LOC126336038,voltage-dependent T-type calcium channel subunit alpha-1G-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.4760071860000614,0.0025964085462939386,Average infected
LOC126275742,G-protein coupled receptor Mth2-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.5402971929521645,0.00262327995761658,Average infected
LOC126267471,PC-esterase domain-containing protein 1A-like,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3784783821421072,0.002630091844668522,Average control
LOC126273024,ejaculatory bulb-specific protein 3-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,3.7819966616308363,0.0026643591915155506,Average infected
LOC126281906,prostaglandin reductase 1-like,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1700233086029048,0.0026661153433488933,Average control
LOC126281520,uncharacterized LOC126281520,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.0196261980857306,0.002712953900206,Average control
LOC126356103,E3 ubiquitin-protein ligase LRSAM1-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0716749224553508,0.0027364022611889444,Average control
LOC126361652,NPC intracellular cholesterol transporter 2-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3302827681291252,0.0027562396223089385,Average control
LOC126281522,uncharacterized LOC126281522,protein_coding,Nuclear chromosome,NC_064926.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.346613077575696,0.0028211262794193225,Average control
LOC126332633,alpha-amylase 1-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.13526719305583,0.0028217852527036387,Average control
LOC126334681,esterase E4-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0802095332742707,0.0028217852527036387,Average infected
LOC126284829,uncharacterized LOC126284829,lncRNA,Nuclear chromosome,NC_064927.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3509373863522645,0.0028234772733817344,Average control
LOC126351894,slit homolog 2 protein-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1738284464392146,0.002835065234233797,Average control
LOC126278249,arginine kinase,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.024472059115642,0.002849760841427369,Average control
LOC126272758,uncharacterized LOC126272758,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1366474804856233,0.0028520696682042823,Average control
LOC126334879,hexamerin-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.4218421082972466,0.0028609934049344627,Average control
LOC126336888,glutathione S-transferase 1-1-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1157235956115525,0.0029146258947058273,Average control
LOC126365969,"probable cytochrome P450 301a1, mitochondrial",protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.101163718539023,0.002943148979129129,Average control
LOC126268831,uncharacterized LOC126268831,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,1.0921438192054962,0.0029598940592472835,Average infected
LOC126272926,UDP-glucosyltransferase 2-like,protein_coding,Nuclear chromosome,NC_064924.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.000938969144501,0.0029598940592472835,Average control
LOC126323429,uncharacterized transmembrane protein DDB_G0289901-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,2.6389501713574735,0.0030218191077042945,Average infected
LOC126284778,EF-hand calcium-binding domain-containing protein 4B-like,protein_coding,Nuclear chromosome,NC_064920.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0565219864481143,0.0031667604547192885,Average control
LOC126355346,ketohexokinase-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.2886720896532966,0.0031722207423098576,Average control
LOC126293272,uncharacterized LOC126293272,protein_coding,Nuclear chromosome,NC_064929.1,Average infection response,infection_average_all_diets,Average infected,Average control,-3.739403213079621,0.0031971874815745573,Average control
LOC126267242,chromosome-associated kinesin KIF4,protein_coding,Nuclear chromosome,NC_064923.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.0074475137939043,0.0032116159282039496,Average control
LOC126336779,sphingomyelin phosphodiesterase-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.7269258904183005,0.0032116159282039496,Average control
LOC126332411,protein krueppel-like,protein_coding,Nuclear chromosome,NC_064921.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.3504664516811231,0.0032789691372122937,Average control
LOC126355944,juvenile hormone esterase-like,protein_coding,Nuclear chromosome,NC_064922.1,Average infection response,infection_average_all_diets,Average infected,Average control,-2.8181457988958436,0.003330307383043092,Average control
LOC126299004,circadian locomoter output cycles protein kaput,protein_coding,Nuclear chromosome,NC_064931.1,Average infection response,infection_average_all_diets,Average infected,Average control,-1.1596944443909,0.0033866460336069194,Average control
