"term","gene"
"ko00190","LOC126356235"
"ko03030","LOC126356254"
"ko04110","LOC126356254"
"ko04111","LOC126356254"
"ko04113","LOC126356254"
"ko03040","LOC126356280"
"ko04110","LOC126356290"
"ko04111","LOC126356290"
"ko03040","LOC126356309"
"ko04114","LOC126356322"
"ko00564","LOC126356585"
"ko04725","LOC126356585"
"ko04725","LOC126356631"
"ko05231","LOC126356631"
"ko00230","LOC126356695"
"ko00240","LOC126356695"
"ko01100","LOC126356695"
"ko03020","LOC126356695"
"ko04623","LOC126356695"
"ko05169","LOC126356695"
"ko00190","LOC126356729"
"ko01100","LOC126356729"
"ko04145","LOC126356729"
"ko04150","LOC126356729"
"ko04721","LOC126356729"
"ko04966","LOC126356729"
"ko05110","LOC126356729"
"ko05120","LOC126356729"
"ko05323","LOC126356729"
"ko04919","LOC126356771"
"ko04974","LOC126356771"
"ko03440","LOC126356792"
"ko03013","LOC126356953"
"ko03440","LOC126362488"
"ko00190","LOC126357025"
"ko01100","LOC126357025"
"ko04714","LOC126357025"
"ko04723","LOC126357025"
"ko04932","LOC126357025"
"ko05010","LOC126357025"
"ko05012","LOC126357025"
"ko05016","LOC126357025"
"ko05165","LOC126357025"
"ko05200","LOC126357025"
"ko05224","LOC126357025"
"ko00270","LOC126357108"
"ko01100","LOC126357108"
"ko03420","LOC126357108"
"ko04120","LOC126357108"
"ko05206","LOC126357108"
"ko03040","LOC126357124"
"ko04144","LOC126357140"
"ko04217","LOC126357140"
"ko00770","LOC126357156"
"ko01100","LOC126357156"
"ko05034","LOC126357309"
"ko05165","LOC126357309"
"ko05203","LOC126357309"
"ko00563","LOC126357482"
"ko00040","LOC126357545"
"ko00051","LOC126357545"
"ko00052","LOC126357545"
"ko00561","LOC126357545"
"ko00790","LOC126357545"
"ko01100","LOC126357545"
"ko04136","LOC126357627"
"ko04138","LOC126357627"
"ko04139","LOC126357627"
"ko04140","LOC126357627"
"ko04150","LOC126357627"
"ko04212","LOC126357627"
"ko02010","LOC126357744"
"ko00740","LOC126358186"
"ko01100","LOC126358186"
"ko01110","LOC126358186"
"ko00330","LOC126358481"
"ko00410","LOC126358481"
"ko00010","LOC126358586"
"ko00562","LOC126358586"
"ko01100","LOC126358586"
"ko04341","LOC126358559"
"ko03440","LOC126358741"
"ko03460","LOC126358741"
"ko05200","LOC126358741"
"ko05212","LOC126358741"
"ko04141","LOC126364495"
"ko04151","LOC126364495"
"ko04217","LOC126364495"
"ko04612","LOC126364495"
"ko04621","LOC126364495"
"ko04626","LOC126364495"
"ko04657","LOC126364495"
"ko04659","LOC126364495"
"ko04914","LOC126364495"
"ko04915","LOC126364495"
"ko05200","LOC126364495"
"ko05215","LOC126364495"
"ko05418","LOC126364495"
"ko04014","LOC126359251"
"ko04144","LOC126359251"
"ko04145","LOC126359251"
"ko04962","LOC126359251"
"ko05146","LOC126359251"
"ko05152","LOC126359251"
"ko05200","LOC126359421"
"ko05223","LOC126359421"
"ko04120","LOC126359502"
"ko04514","LOC126365371"
"ko03030","LOC126359744"
"ko04066","LOC126359850"
"ko05200","LOC126359850"
"ko05211","LOC126359850"
"ko00230","LOC126359832"
"ko00240","LOC126359832"
"ko01100","LOC126359832"
"ko03030","LOC126359832"
"ko03410","LOC126359832"
"ko03420","LOC126359832"
"ko05166","LOC126359832"
"ko00740","LOC126359882"
"ko00860","LOC126359882"
"ko01100","LOC126359882"
"ko01110","LOC126359882"
"ko04310","LOC126359950"
"ko04330","LOC126359950"
"ko04722","LOC126359950"
"ko05010","LOC126359950"
"ko05165","LOC126359950"
"ko03008","LOC126359934"
"ko03018","LOC126359934"
"ko04020","LOC126360045"
"ko04022","LOC126360045"
"ko04371","LOC126360045"
"ko04740","LOC126360045"
"ko04974","LOC126360045"
"ko03320","LOC126360194"
"ko04931","LOC126360194"
"ko03320","LOC126360117"
"ko04931","LOC126360117"
"ko03018","LOC126360237"
"ko04144","LOC126360253"
"ko04015","LOC126365808"
"ko04020","LOC126365808"
"ko04024","LOC126365808"
"ko04080","LOC126365808"
"ko04270","LOC126365808"
"ko05012","LOC126365808"
"ko05034","LOC126365808"
"ko04010","LOC126360413"
"ko04066","LOC126360413"
"ko04910","LOC126360413"
"ko05231","LOC126360439"
"ko03008","LOC126360729"
"ko03013","LOC126360729"
"ko03008","LOC126360745"
"ko03013","LOC126360745"
"ko04142","LOC126360693"
"ko04612","LOC126360693"
"ko00230","LOC126360761"
"ko00240","LOC126360761"
"ko03018","LOC126360761"
"ko04015","LOC126360778"
"ko04925","LOC126360778"
"ko00230","LOC126360804"
"ko00240","LOC126360804"
"ko01100","LOC126360804"
"ko03020","LOC126360804"
"ko00230","LOC126360846"
"ko01100","LOC126360846"
"ko01110","LOC126360846"
"ko01130","LOC126360846"
"ko00790","LOC126360985"
"ko03040","LOC126360933"
"ko00030","LOC126361126"
"ko01100","LOC126361126"
"ko01110","LOC126361126"
"ko01130","LOC126361126"
"ko03010","LOC126361314"
"ko00230","LOC126361556"
"ko00240","LOC126361556"
"ko01100","LOC126361556"
"ko03020","LOC126361556"
"ko04623","LOC126361556"
"ko05016","LOC126361556"
"ko05169","LOC126361556"
"ko04022","LOC126361668"
"ko04024","LOC126361668"
"ko04260","LOC126361668"
"ko04261","LOC126361668"
"ko04911","LOC126361668"
"ko04918","LOC126361668"
"ko04919","LOC126361668"
"ko04925","LOC126361668"
"ko04960","LOC126361668"
"ko04961","LOC126361668"
"ko04964","LOC126361668"
"ko04970","LOC126361668"
"ko04971","LOC126361668"
"ko04972","LOC126361668"
"ko04973","LOC126361668"
"ko04974","LOC126361668"
"ko04976","LOC126361668"
"ko04978","LOC126361668"
"ko05168","LOC126362095"
"ko03040","LOC126362121"
"ko05165","LOC126267711"
"ko05200","LOC126267711"
"ko05224","LOC126267711"
"ko03015","LOC126362216"
"ko04141","LOC126362494"
"ko00190","LOC126362662"
"ko01100","LOC126362662"
"ko04714","LOC126362662"
"ko04723","LOC126362662"
"ko04932","LOC126362662"
"ko05010","LOC126362662"
"ko05012","LOC126362662"
"ko05016","LOC126362662"
"ko03040","LOC126362714"
"ko05231","LOC126363070"
"ko04510","LOC126363106"
"ko04530","LOC126363106"
"ko04611","LOC126363106"
"ko04670","LOC126363106"
"ko04810","LOC126363106"
"ko04740","LOC126363150"
"ko03013","LOC126363338"
"ko05418","LOC126363338"
"ko04138","LOC126302081"
"ko04138","LOC126363354"
"ko04144","LOC126363457"
"ko00230","LOC126363549"
"ko00250","LOC126363549"
"ko01100","LOC126363549"
"ko04120","LOC126363841"
"ko04141","LOC126363841"
"ko05012","LOC126363841"
"ko05166","LOC126364463"
"ko04210","LOC126364588"
"ko03010","LOC126364885"
"ko04141","LOC126364928"
"ko04020","LOC126365344"
"ko04022","LOC126365344"
"ko04217","LOC126365344"
"ko04218","LOC126365344"
"ko05012","LOC126365344"
"ko05016","LOC126365344"
"ko05166","LOC126365344"
"ko00071","LOC126365377"
"ko01212","LOC126365377"
"ko03320","LOC126365377"
"ko04152","LOC126365377"
"ko04714","LOC126365377"
"ko04920","LOC126365377"
"ko04922","LOC126365377"
"ko04931","LOC126365377"
"ko00071","LOC126268959"
"ko01212","LOC126268959"
"ko03320","LOC126268959"
"ko04152","LOC126268959"
"ko04714","LOC126268959"
"ko04920","LOC126268959"
"ko04922","LOC126268959"
"ko04931","LOC126268959"
"ko00071","LOC126365493"
"ko01212","LOC126365493"
"ko03320","LOC126365493"
"ko04152","LOC126365493"
"ko04714","LOC126365493"
"ko04920","LOC126365493"
"ko04922","LOC126365493"
"ko04931","LOC126365493"
"ko04714","LOC126365643"
"ko05225","LOC126365643"
"ko05016","LOC126365722"
"ko04111","LOC126365744"
"ko04390","LOC126365744"
"ko04391","LOC126365744"
"ko04392","LOC126365744"
"ko04024","LOC126365752"
"ko04740","LOC126365752"
"ko00514","LOC126365766"
"ko04931","LOC126365766"
"ko00230","LOC126365783"
"ko00240","LOC126365783"
"ko00983","LOC126365783"
"ko01100","LOC126365783"
"ko01110","LOC126365783"
"ko01130","LOC126365783"
"ko04016","LOC126365783"
"ko03008","LOC126365780"
"ko04142","LOC126365959"
"ko04142","LOC126365964"
"ko04142","LOC126365976"
"ko03010","LOC126266602"
"ko03010","LOC126266608"
"ko03030","LOC126266613"
"ko04110","LOC126266613"
"ko04111","LOC126266613"
"ko04113","LOC126266613"
"ko04714","LOC126266635"
"ko04214","LOC126266638"
"ko04390","LOC126266638"
"ko04391","LOC126266638"
"ko04392","LOC126266638"
"ko03040","LOC126266662"
"ko04010","LOC126266662"
"ko04141","LOC126266662"
"ko04144","LOC126266662"
"ko04213","LOC126266662"
"ko04612","LOC126266662"
"ko04915","LOC126266662"
"ko05134","LOC126266662"
"ko05145","LOC126266662"
"ko05162","LOC126266662"
"ko05164","LOC126266662"
"ko05169","LOC126266662"
"ko04151","LOC126266687"
"ko04624","LOC126266781"
"ko05012","LOC126266804"
"ko04015","LOC126266849"
"ko04145","LOC126266849"
"ko04210","LOC126266849"
"ko04390","LOC126266849"
"ko04391","LOC126266849"
"ko04510","LOC126266849"
"ko04520","LOC126266849"
"ko04530","LOC126266849"
"ko04611","LOC126266849"
"ko04670","LOC126266849"
"ko04714","LOC126266849"
"ko04745","LOC126266849"
"ko04810","LOC126266849"
"ko04919","LOC126266849"
"ko04921","LOC126266849"
"ko05100","LOC126266849"
"ko05110","LOC126266849"
"ko05130","LOC126266849"
"ko05131","LOC126266849"
"ko05132","LOC126266849"
"ko05164","LOC126266849"
"ko05205","LOC126266849"
"ko05225","LOC126266849"
"ko05410","LOC126266849"
"ko05412","LOC126266849"
"ko05414","LOC126266849"
"ko05416","LOC126266849"
"ko05418","LOC126266849"
"ko00051","LOC126266858"
"ko00520","LOC126266858"
"ko01100","LOC126266858"
"ko01110","LOC126266858"
"ko04141","LOC126266864"
"ko04390","LOC126266876"
"ko04391","LOC126266876"
"ko04530","LOC126266876"
"ko05165","LOC126266876"
"ko05203","LOC126266876"
"ko00330","LOC126266997"
"ko01100","LOC126266997"
"ko01110","LOC126266997"
"ko01130","LOC126266997"
"ko01230","LOC126266997"
"ko01523","LOC126267010"
"ko02010","LOC126267010"
"ko00051","LOC126267072"
"ko00520","LOC126267072"
"ko01100","LOC126267072"
"ko01110","LOC126267072"
"ko01130","LOC126267072"
"ko00561","LOC126267225"
"ko00564","LOC126267225"
"ko01100","LOC126267225"
"ko01110","LOC126267225"
"ko04070","LOC126267225"
"ko04072","LOC126267225"
"ko05231","LOC126267225"
"ko03013","LOC126267270"
"ko03022","LOC126267441"
"ko05016","LOC126267441"
"ko05168","LOC126267441"
"ko04144","LOC126267500"
"ko04217","LOC126267500"
"ko04979","LOC126267512"
"ko05010","LOC126267484"
"ko00380","LOC126267535"
"ko00630","LOC126267535"
"ko01100","LOC126267535"
"ko00981","LOC126267564"
"ko00071","LOC126267573"
"ko00280","LOC126267573"
"ko00410","LOC126267573"
"ko00640","LOC126267573"
"ko01100","LOC126267573"
"ko01110","LOC126267573"
"ko01130","LOC126267573"
"ko01200","LOC126267573"
"ko01212","LOC126267573"
"ko03320","LOC126267573"
"ko04080","LOC126272408"
"ko04972","LOC126272408"
"ko04974","LOC126272408"
"ko05164","LOC126272408"
"ko04310","LOC126272633"
"ko04750","LOC126272881"
"ko00230","LOC126267692"
"ko05032","LOC126267692"
"ko00590","LOC126267722"
"ko01100","LOC126267722"
"ko00970","LOC126267740"
"ko00970","LOC126267776"
"ko04979","LOC126267944"
"ko03440","LOC126267964"
"ko04014","LOC126268001"
"ko04015","LOC126268001"
"ko04016","LOC126268001"
"ko04020","LOC126268001"
"ko04022","LOC126268001"
"ko04024","LOC126268001"
"ko04070","LOC126268001"
"ko04114","LOC126268001"
"ko04218","LOC126268001"
"ko04261","LOC126268001"
"ko04270","LOC126268001"
"ko04371","LOC126268001"
"ko04626","LOC126268001"
"ko04713","LOC126268001"
"ko04720","LOC126268001"
"ko04722","LOC126268001"
"ko04728","LOC126268001"
"ko04740","LOC126268001"
"ko04744","LOC126268001"
"ko04745","LOC126268001"
"ko04750","LOC126268001"
"ko04910","LOC126268001"
"ko04912","LOC126268001"
"ko04915","LOC126268001"
"ko04916","LOC126268001"
"ko04921","LOC126268001"
"ko04922","LOC126268001"
"ko04924","LOC126268001"
"ko04925","LOC126268001"
"ko04970","LOC126268001"
"ko04971","LOC126268001"
"ko05010","LOC126268001"
"ko05031","LOC126268001"
"ko05034","LOC126268001"
"ko05133","LOC126268001"
"ko05152","LOC126268001"
"ko05167","LOC126268001"
"ko05200","LOC126268001"
"ko05214","LOC126268001"
"ko05418","LOC126268001"
"ko00010","LOC126267969"
"ko00030","LOC126267969"
"ko00051","LOC126267969"
"ko00052","LOC126267969"
"ko00680","LOC126267969"
"ko01100","LOC126267969"
"ko01110","LOC126267969"
"ko01120","LOC126267969"
"ko01130","LOC126267969"
"ko01200","LOC126267969"
"ko01230","LOC126267969"
"ko03018","LOC126267969"
"ko04152","LOC126267969"
"ko05230","LOC126267969"
"ko03010","LOC126268009"
"ko03040","LOC126268039"
"ko03410","LOC126268120"
"ko03013","LOC126268153"
"ko03040","LOC126268188"
"ko00670","LOC126268286"
"ko01100","LOC126268286"
"ko00561","LOC126268302"
"ko00564","LOC126268302"
"ko01110","LOC126268302"
"ko04520","LOC126268335"
"ko04810","LOC126268335"
"ko05205","LOC126268335"
"ko04622","LOC126268502"
"ko00220","LOC126268518"
"ko00250","LOC126268518"
"ko00630","LOC126268518"
"ko00910","LOC126268518"
"ko01100","LOC126268518"
"ko01120","LOC126268518"
"ko01230","LOC126268518"
"ko02020","LOC126268518"
"ko04217","LOC126268518"
"ko04724","LOC126268518"
"ko04727","LOC126268518"
"ko04115","LOC126268696"
"ko00052","LOC126269028"
"ko00500","LOC126269028"
"ko00730","LOC126269028"
"ko01100","LOC126269028"
"ko04141","LOC126269028"
"ko04915","LOC126269012"
"ko04072","LOC126269129"
"ko04140","LOC126269129"
"ko04150","LOC126269129"
"ko04151","LOC126269129"
"ko04152","LOC126269129"
"ko04211","LOC126269129"
"ko04218","LOC126269129"
"ko04714","LOC126269129"
"ko04910","LOC126269129"
"ko04919","LOC126269129"
"ko05165","LOC126269129"
"ko05231","LOC126269129"
"ko04137","LOC126269060"
"ko04144","LOC126269060"
"ko04934","LOC126269060"
"ko04014","LOC126269187"
"ko05200","LOC126269187"
"ko05212","LOC126269187"
"ko04621","LOC126269416"
"ko05418","LOC126269416"
"ko05202","LOC126269400"
"ko00511","LOC126269497"
"ko04142","LOC126269497"
"ko05034","LOC126269545"
"ko03022","LOC126269577"
"ko05203","LOC126269577"
"ko03030","LOC126269529"
"ko04512","LOC126269651"
"ko00480","LOC126269667"
"ko00790","LOC126269667"
"ko00980","LOC126269667"
"ko00982","LOC126269667"
"ko00983","LOC126269667"
"ko01524","LOC126269667"
"ko05200","LOC126269667"
"ko05204","LOC126269667"
"ko05225","LOC126269667"
"ko05418","LOC126269667"
"ko00480","LOC126269683"
"ko00790","LOC126269683"
"ko05202","LOC126269699"
"ko04710","LOC126269773"
"ko04711","LOC126269773"
"ko04728","LOC126269773"
"ko05168","LOC126269773"
"ko00360","LOC126269845"
"ko00400","LOC126269845"
"ko00790","LOC126269845"
"ko01100","LOC126269845"
"ko01230","LOC126269845"
"ko03010","LOC126270146"
"ko03015","LOC126270342"
"ko04150","LOC126270326"
"ko00230","LOC126270358"
"ko00240","LOC126270358"
"ko01100","LOC126270358"
"ko03020","LOC126270358"
"ko05016","LOC126270358"
"ko05169","LOC126270358"
"ko03050","LOC126270469"
"ko05169","LOC126270469"
"ko04114","LOC126270526"
"ko00981","LOC126270657"
"ko00981","LOC126305900"
"ko00514","LOC126270700"
"ko04330","LOC126270700"
"ko05165","LOC126270700"
"ko03022","LOC126270716"
"ko04110","LOC126270752"
"ko04218","LOC126270752"
"ko04350","LOC126270752"
"ko00010","LOC126274964"
"ko00230","LOC126274964"
"ko00620","LOC126274964"
"ko01100","LOC126274964"
"ko01110","LOC126274964"
"ko01120","LOC126274964"
"ko01130","LOC126274964"
"ko01200","LOC126274964"
"ko01230","LOC126274964"
"ko04922","LOC126274964"
"ko04930","LOC126274964"
"ko05165","LOC126274964"
"ko05203","LOC126274964"
"ko05230","LOC126274964"
"ko04120","LOC126271069"
"ko05012","LOC126271111"
"ko01521","LOC126271085"
"ko03013","LOC126271085"
"ko04066","LOC126271085"
"ko04150","LOC126271085"
"ko04151","LOC126271085"
"ko04211","LOC126271085"
"ko04910","LOC126271085"
"ko00220","LOC126271222"
"ko00250","LOC126271222"
"ko01100","LOC126271222"
"ko01110","LOC126271222"
"ko01130","LOC126271222"
"ko01230","LOC126271222"
"ko04141","LOC126271248"
"ko04932","LOC126271248"
"ko05166","LOC126271248"
"ko04120","LOC126271351"
"ko04120","LOC126271367"
"ko04142","LOC126271434"
"ko05205","LOC126271434"
"ko04142","LOC126271496"
"ko05205","LOC126271496"
"ko04142","LOC126271574"
"ko05205","LOC126271574"
"ko04931","LOC126271650"
"ko04932","LOC126271650"
"ko01521","LOC126271682"
"ko01522","LOC126271682"
"ko04012","LOC126271682"
"ko04066","LOC126271682"
"ko04140","LOC126271682"
"ko04150","LOC126271682"
"ko04151","LOC126271682"
"ko04152","LOC126271682"
"ko04211","LOC126271682"
"ko04212","LOC126271682"
"ko04213","LOC126271682"
"ko04350","LOC126271682"
"ko04371","LOC126271682"
"ko04666","LOC126271682"
"ko04714","LOC126271682"
"ko04910","LOC126271682"
"ko04931","LOC126271682"
"ko05165","LOC126271682"
"ko05200","LOC126271682"
"ko05205","LOC126271682"
"ko05210","LOC126271682"
"ko05212","LOC126271682"
"ko05221","LOC126271682"
"ko05224","LOC126271682"
"ko05225","LOC126271682"
"ko05226","LOC126271682"
"ko05231","LOC126271682"
"ko00860","LOC126271720"
"ko01100","LOC126271720"
"ko01110","LOC126271720"
"ko04978","LOC126271720"
"ko01523","LOC126271845"
"ko01523","LOC126271856"
"ko01523","LOC126271913"
"ko01523","LOC126276213"
"ko01523","LOC126271921"
"ko00450","LOC126271953"
"ko05200","LOC126271953"
"ko05225","LOC126271953"
"ko04120","LOC126271981"
"ko03040","LOC126271990"
"ko04144","LOC126271999"
"ko04217","LOC126271999"
"ko00220","LOC126272020"
"ko00250","LOC126272020"
"ko00471","LOC126272020"
"ko00910","LOC126272020"
"ko01100","LOC126272020"
"ko01200","LOC126272020"
"ko04217","LOC126272020"
"ko04964","LOC126272020"
"ko00480","LOC126272148"
"ko00980","LOC126272148"
"ko00982","LOC126272148"
"ko00983","LOC126272148"
"ko01524","LOC126272148"
"ko05200","LOC126272148"
"ko05204","LOC126272148"
"ko05225","LOC126272148"
"ko05418","LOC126272148"
"ko00480","LOC126272173"
"ko00980","LOC126272173"
"ko00982","LOC126272173"
"ko00983","LOC126272173"
"ko01524","LOC126272173"
"ko05200","LOC126272173"
"ko05204","LOC126272173"
"ko05225","LOC126272173"
"ko05418","LOC126272173"
"ko04020","LOC126272203"
"ko04022","LOC126272203"
"ko05012","LOC126272203"
"ko05016","LOC126272203"
"ko05145","LOC126272203"
"ko04150","LOC126272370"
"ko00770","LOC126272378"
"ko01100","LOC126272378"
"ko03030","LOC126272438"
"ko04110","LOC126272438"
"ko04111","LOC126272438"
"ko04113","LOC126272438"
"ko05206","LOC126272445"
"ko04218","LOC126272601"
"ko00565","LOC126272653"
"ko01100","LOC126272653"
"ko03030","LOC126272682"
"ko03420","LOC126272682"
"ko03430","LOC126272682"
"ko04714","LOC126272672"
"ko00480","LOC126272724"
"ko00790","LOC126272724"
"ko00980","LOC126272724"
"ko00982","LOC126272724"
"ko00983","LOC126272724"
"ko01524","LOC126272724"
"ko05200","LOC126272724"
"ko05204","LOC126272724"
"ko05225","LOC126272724"
"ko05418","LOC126272724"
"ko00480","LOC126272716"
"ko00790","LOC126272716"
"ko00980","LOC126272716"
"ko00982","LOC126272716"
"ko00983","LOC126272716"
"ko01524","LOC126272716"
"ko05200","LOC126272716"
"ko05204","LOC126272716"
"ko05225","LOC126272716"
"ko05418","LOC126272716"
"ko00480","LOC126272721"
"ko00790","LOC126272721"
"ko00980","LOC126272721"
"ko00982","LOC126272721"
"ko00983","LOC126272721"
"ko01524","LOC126272721"
"ko05200","LOC126272721"
"ko05204","LOC126272721"
"ko05225","LOC126272721"
"ko05418","LOC126272721"
"ko04390","LOC126272747"
"ko04391","LOC126272747"
"ko04392","LOC126272747"
"ko04137","LOC126272764"
"ko04214","LOC126272764"
"ko03010","LOC126272772"
"ko00250","LOC126272840"
"ko00280","LOC126272840"
"ko00410","LOC126272840"
"ko00640","LOC126272840"
"ko00650","LOC126272840"
"ko01100","LOC126272840"
"ko01120","LOC126272840"
"ko04727","LOC126272840"
"ko03013","LOC126272865"
"ko04064","LOC126272865"
"ko04120","LOC126272865"
"ko05206","LOC126272865"
"ko04726","LOC126272906"
"ko00230","LOC126272936"
"ko00240","LOC126272936"
"ko00983","LOC126272936"
"ko01100","LOC126272936"
"ko01110","LOC126272936"
"ko01130","LOC126272936"
"ko04016","LOC126272936"
"ko04013","LOC126272961"
"ko04214","LOC126272961"
"ko04391","LOC126272961"
"ko04144","LOC126273149"
"ko04728","LOC126273149"
"ko04934","LOC126273185"
"ko02010","LOC126273200"
"ko03320","LOC126273423"
"ko00563","LOC126273626"
"ko01100","LOC126273626"
"ko03022","LOC126273642"
"ko03420","LOC126273642"
"ko05203","LOC126273642"
"ko03018","LOC126273600"
"ko00280","LOC126273974"
"ko01100","LOC126273974"
"ko04020","LOC126274109"
"ko04022","LOC126274109"
"ko04972","LOC126274109"
"ko05010","LOC126274109"
"ko03018","LOC126274332"
"ko04020","LOC126280827"
"ko04022","LOC126280827"
"ko04024","LOC126280827"
"ko04080","LOC126280827"
"ko04261","LOC126280827"
"ko04540","LOC126280827"
"ko04923","LOC126280827"
"ko04924","LOC126280827"
"ko04970","LOC126280827"
"ko05414","LOC126280827"
"ko04146","LOC126274625"
"ko04213","LOC126274625"
"ko05014","LOC126274625"
"ko05016","LOC126274625"
"ko05020","LOC126274625"
"ko04142","LOC126274671"
"ko05205","LOC126274671"
"ko04142","LOC126274762"
"ko05205","LOC126274762"
"ko04142","LOC126274788"
"ko05205","LOC126274788"
"ko04150","LOC126275021"
"ko00230","LOC126275159"
"ko00240","LOC126275159"
"ko01100","LOC126275159"
"ko03020","LOC126275159"
"ko00900","LOC126275253"
"ko01130","LOC126275253"
"ko03030","LOC126275675"
"ko03010","LOC126275748"
"ko00071","LOC126275659"
"ko00280","LOC126275659"
"ko01100","LOC126275659"
"ko01110","LOC126275659"
