"term","gene"
"ko04115","LOC126284197"
"ko04144","LOC126284074"
"ko04666","LOC126284074"
"ko04810","LOC126284074"
"ko05100","LOC126284074"
"ko05130","LOC126284074"
"ko05131","LOC126284074"
"ko05132","LOC126284074"
"ko04144","LOC126284685"
"ko00970","LOC126285404"
"ko00561","LOC126285405"
"ko00564","LOC126285405"
"ko01100","LOC126285405"
"ko01110","LOC126285405"
"ko04072","LOC126285405"
"ko00563","LOC126284050"
"ko01100","LOC126284050"
"ko03008","LOC126284049"
"ko03013","LOC126284049"
"ko01522","LOC126284927"
"ko04919","LOC126284927"
"ko05202","LOC126284927"
"ko00790","LOC126284296"
"ko01100","LOC126284296"
"ko03030","LOC126284296"
"ko04727","LOC126284296"
"ko04714","LOC126284166"
"ko00230","LOC126284008"
"ko00240","LOC126284008"
"ko01100","LOC126284008"
"ko03020","LOC126284008"
"ko05016","LOC126284008"
"ko05169","LOC126284008"
"ko04145","LOC126284012"
"ko04210","LOC126284012"
"ko04530","LOC126284012"
"ko04540","LOC126284012"
"ko05130","LOC126284012"
"ko03050","LOC126284818"
"ko04919","LOC126284569"
"ko04931","LOC126284569"
"ko00240","LOC126284572"
"ko00983","LOC126284572"
"ko01100","LOC126284572"
"ko00240","LOC126284573"
"ko00983","LOC126284573"
"ko01100","LOC126284573"
"ko03420","LOC126284479"
"ko03460","LOC126284479"
"ko04014","LOC126284480"
"ko04014","LOC126284484"
"ko04020","LOC126284221"
"ko04024","LOC126284221"
"ko04611","LOC126284221"
"ko04924","LOC126284221"
"ko04925","LOC126284221"
"ko04927","LOC126284221"
"ko04934","LOC126284221"
"ko05340","LOC126284221"
"ko04020","LOC126284222"
"ko04024","LOC126284222"
"ko04611","LOC126284222"
"ko04924","LOC126284222"
"ko04925","LOC126284222"
"ko04927","LOC126284222"
"ko04934","LOC126284222"
"ko05340","LOC126284222"
"ko04011","LOC126284224"
"ko04110","LOC126284224"
"ko04114","LOC126284224"
"ko04151","LOC126284224"
"ko04390","LOC126284224"
"ko04391","LOC126284224"
"ko04722","LOC126284224"
"ko05169","LOC126284224"
"ko05203","LOC126284224"
"ko04013","LOC126285225"
"ko04391","LOC126285225"
"ko03013","LOC126284370"
"ko04330","LOC126284761"
"ko05010","LOC126284761"
"ko04146","LOC126284760"
"ko00010","LOC126284762"
"ko00710","LOC126284762"
"ko01100","LOC126284762"
"ko01110","LOC126284762"
"ko01120","LOC126284762"
"ko01130","LOC126284762"
"ko01200","LOC126284762"
"ko01230","LOC126284762"
"ko04110","LOC126284310"
"ko04020","LOC126285240"
"ko04218","LOC126285240"
"ko04621","LOC126285240"
"ko04390","LOC126284167"
"ko04391","LOC126284167"
"ko04392","LOC126284167"
"ko04530","LOC126284167"
"ko04520","LOC126284677"
"ko00051","LOC126284939"
"ko00520","LOC126284939"
"ko01100","LOC126284939"
"ko00073","LOC126284347"
"ko04146","LOC126284347"
"ko04212","LOC126284347"
"ko00073","LOC126284582"
"ko04146","LOC126284582"
"ko04212","LOC126284582"
"ko00073","LOC126284782"
"ko04146","LOC126284782"
"ko04212","LOC126284782"
"ko00500","LOC126284068"
"ko01100","LOC126284068"
"ko00500","LOC126285246"
"ko01100","LOC126285246"
"ko04130","LOC126284469"
"ko00020","LOC126284404"
"ko00310","LOC126284404"
"ko00380","LOC126284404"
"ko01100","LOC126284404"
"ko01110","LOC126284404"
"ko01120","LOC126284404"
"ko01130","LOC126284404"
"ko01200","LOC126284404"
"ko00020","LOC126284405"
"ko00310","LOC126284405"
"ko00380","LOC126284405"
"ko01100","LOC126284405"
"ko01110","LOC126284405"
"ko01120","LOC126284405"
"ko01130","LOC126284405"
"ko01200","LOC126284405"
"ko04144","LOC126285384"
"ko00061","LOC126285378"
"ko00254","LOC126285378"
"ko00620","LOC126285378"
"ko00640","LOC126285378"
"ko01100","LOC126285378"
"ko01110","LOC126285378"
"ko01212","LOC126285378"
"ko04152","LOC126285378"
"ko04910","LOC126285378"
"ko04922","LOC126285378"
"ko00750","LOC126285021"
"ko01100","LOC126285021"
"ko03008","LOC126284458"
"ko00071","LOC126284461"
"ko00280","LOC126284461"
"ko00650","LOC126284461"
"ko01100","LOC126284461"
"ko01110","LOC126284461"
"ko01120","LOC126284461"
"ko01200","LOC126284461"
"ko01212","LOC126284461"
"ko00073","LOC126285263"
"ko04146","LOC126285263"
"ko04212","LOC126285263"
"ko00073","LOC126285457"
"ko04146","LOC126285457"
"ko04212","LOC126285457"
"ko00040","LOC126285265"
"ko00053","LOC126285265"
"ko00140","LOC126285265"
"ko00830","LOC126285265"
"ko00860","LOC126285265"
"ko00980","LOC126285265"
"ko00982","LOC126285265"
"ko00983","LOC126285265"
"ko01100","LOC126285265"
"ko01110","LOC126285265"
"ko05204","LOC126285265"
"ko03040","LOC126284520"
"ko04139","LOC126284520"
"ko05322","LOC126284520"
"ko00562","LOC126285357"
"ko01100","LOC126285357"
"ko04070","LOC126285357"
"ko04140","LOC126285357"
"ko00310","LOC126285361"
"ko03040","LOC126285365"
"ko04657","LOC126285365"
"ko05168","LOC126285365"
"ko04146","LOC126285362"
"ko04214","LOC126285371"
"ko04320","LOC126285371"
"ko04120","LOC126284077"
"ko04141","LOC126284077"
"ko05012","LOC126284077"
"ko00010","LOC126284898"
"ko00030","LOC126284898"
"ko00051","LOC126284898"
"ko00680","LOC126284898"
"ko00710","LOC126284898"
"ko01100","LOC126284898"
"ko01110","LOC126284898"
"ko01120","LOC126284898"
"ko01130","LOC126284898"
"ko01200","LOC126284898"
"ko01230","LOC126284898"
"ko00010","LOC126285003"
"ko00030","LOC126285003"
"ko00051","LOC126285003"
"ko00680","LOC126285003"
"ko00710","LOC126285003"
"ko01100","LOC126285003"
"ko01110","LOC126285003"
"ko01120","LOC126285003"
"ko01130","LOC126285003"
"ko01200","LOC126285003"
"ko01230","LOC126285003"
"ko04144","LOC126283969"
"ko04922","LOC126283965"
"ko00260","LOC126283977"
"ko01100","LOC126283977"
"ko00030","LOC126285281"
"ko00260","LOC126285281"
"ko01100","LOC126285281"
"ko01110","LOC126285281"
"ko01130","LOC126285281"
"ko00260","LOC126285283"
"ko01100","LOC126285283"
"ko04910","LOC126284826"
"ko03030","LOC126292113"
"ko03420","LOC126292113"
"ko03430","LOC126292113"
"ko03440","LOC126292113"
"ko03460","LOC126292113"
"ko00040","LOC126291591"
"ko00052","LOC126291591"
"ko00500","LOC126291591"
"ko00520","LOC126291591"
"ko01100","LOC126291591"
"ko01130","LOC126291591"
"ko04310","LOC126291933"
"ko04310","LOC126292083"
"ko03030","LOC126291622"
"ko03420","LOC126291622"
"ko03430","LOC126291622"
"ko03440","LOC126291622"
"ko03460","LOC126291622"
"ko04137","LOC126291636"
"ko03030","LOC126291569"
"ko03420","LOC126291569"
"ko03430","LOC126291569"
"ko03440","LOC126291569"
"ko03460","LOC126291569"
"ko03030","LOC126291417"
"ko03420","LOC126291417"
"ko03430","LOC126291417"
"ko03440","LOC126291417"
"ko03460","LOC126291417"
"ko00380","LOC126292188"
"ko01100","LOC126292188"
"ko03040","LOC126291727"
"ko04340","LOC126292177"
"ko04341","LOC126292177"
"ko04320","LOC126291444"
"ko00072","LOC126292304"
"ko00650","LOC126292304"
"ko01100","LOC126292304"
"ko02010","LOC126292308"
"ko04013","LOC126292316"
"ko00240","LOC126292317"
"ko00410","LOC126292317"
"ko00770","LOC126292317"
"ko00983","LOC126292317"
"ko01100","LOC126292317"
"ko05202","LOC126291805"
"ko00310","LOC126292242"
"ko04976","LOC126291447"
"ko04976","LOC126292246"
"ko04976","LOC126292243"
"ko05166","LOC126292118"
"ko05167","LOC126292118"
"ko03010","LOC126291862"
"ko03015","LOC126292261"
"ko04022","LOC126292261"
"ko04024","LOC126292261"
"ko04113","LOC126292261"
"ko04114","LOC126292261"
"ko04218","LOC126292261"
"ko04261","LOC126292261"
"ko04270","LOC126292261"
"ko04390","LOC126292261"
"ko04510","LOC126292261"
"ko04611","LOC126292261"
"ko04720","LOC126292261"
"ko04728","LOC126292261"
"ko04750","LOC126292261"
"ko04810","LOC126292261"
"ko04910","LOC126292261"
"ko04921","LOC126292261"
"ko04931","LOC126292261"
"ko05031","LOC126292261"
"ko05034","LOC126292261"
"ko05168","LOC126292261"
"ko05205","LOC126292261"
"ko04922","LOC126291602"
"ko04514","LOC126291686"
"ko05020","LOC126291686"
"ko00030","LOC126291572"
"ko00040","LOC126291572"
"ko00710","LOC126291572"
"ko01100","LOC126291572"
"ko01110","LOC126291572"
"ko01120","LOC126291572"
"ko01130","LOC126291572"
"ko01200","LOC126291572"
"ko01230","LOC126291572"
"ko03440","LOC126292189"
"ko03450","LOC126292189"
"ko04218","LOC126292189"
"ko01521","LOC126292194"
"ko04012","LOC126292194"
"ko04062","LOC126292194"
"ko04110","LOC126292194"
"ko04150","LOC126292194"
"ko04151","LOC126292194"
"ko04310","LOC126292194"
"ko04340","LOC126292194"
"ko04341","LOC126292194"
"ko04360","LOC126292194"
"ko04390","LOC126292194"
"ko04510","LOC126292194"
"ko04550","LOC126292194"
"ko04657","LOC126292194"
"ko04660","LOC126292194"
"ko04662","LOC126292194"
"ko04711","LOC126292194"
"ko04722","LOC126292194"
"ko04728","LOC126292194"
"ko04910","LOC126292194"
"ko04916","LOC126292194"
"ko04917","LOC126292194"
"ko04919","LOC126292194"
"ko04931","LOC126292194"
"ko04932","LOC126292194"
"ko04934","LOC126292194"
"ko05010","LOC126292194"
"ko05160","LOC126292194"
"ko05162","LOC126292194"
"ko05164","LOC126292194"
"ko05165","LOC126292194"
"ko05166","LOC126292194"
"ko05167","LOC126292194"
"ko05169","LOC126292194"
"ko05200","LOC126292194"
"ko05210","LOC126292194"
"ko05213","LOC126292194"
"ko05215","LOC126292194"
"ko05217","LOC126292194"
"ko05224","LOC126292194"
"ko05225","LOC126292194"
"ko05226","LOC126292194"
"ko00601","LOC126291892"
"ko00603","LOC126291892"
"ko01100","LOC126291892"
"ko00601","LOC126291460"
"ko00603","LOC126291460"
"ko01100","LOC126291460"
"ko04142","LOC126292028"
"ko04979","LOC126292028"
"ko04621","LOC126291899"
"ko05418","LOC126291899"
"ko00920","LOC126291897"
"ko04144","LOC126291680"
"ko03018","LOC126291681"
"ko01524","LOC126291679"
"ko00790","LOC126291800"
"ko01100","LOC126291800"
"ko03015","LOC126291714"
"ko04530","LOC126291714"
"ko04340","LOC126292145"
"ko04341","LOC126292145"
"ko05225","LOC126291907"
"ko05225","LOC126291589"
"ko03060","LOC126292086"
"ko00190","LOC126291978"
"ko01100","LOC126291978"
"ko04145","LOC126291978"
"ko04150","LOC126291978"
"ko04721","LOC126291978"
"ko04966","LOC126291978"
"ko05110","LOC126291978"
"ko05120","LOC126291978"
"ko05323","LOC126291978"
"ko04612","LOC126292150"
"ko05134","LOC126292149"
"ko03010","LOC126291969"
"ko00010","LOC126291715"
"ko01100","LOC126291715"
"ko01110","LOC126291715"
"ko01130","LOC126291715"
"ko01200","LOC126291715"
"ko00790","LOC126292275"
"ko01100","LOC126292275"
"ko04727","LOC126292275"
"ko03022","LOC126292279"
"ko03008","LOC126292284"
"ko00020","LOC126292280"
"ko00620","LOC126292280"
"ko00720","LOC126292280"
"ko01100","LOC126292280"
"ko01120","LOC126292280"
"ko01200","LOC126292280"
"ko01230","LOC126292280"
"ko04141","LOC126291839"
"ko03008","LOC126292135"
"ko03013","LOC126292135"
"ko03015","LOC126292135"
"ko05164","LOC126292135"
"ko05168","LOC126292135"
"ko03008","LOC126292137"
"ko03013","LOC126292137"
"ko03015","LOC126292137"
"ko05164","LOC126292137"
"ko05168","LOC126292137"
"ko03008","LOC126292175"
"ko03013","LOC126292175"
"ko03015","LOC126292175"
"ko05164","LOC126292175"
"ko05168","LOC126292175"
"ko04142","LOC126291749"
"ko04979","LOC126291749"
"ko04150","LOC126291746"
"ko04612","LOC126291748"
"ko04612","LOC126291966"
"ko04976","LOC126291947"
"ko04340","LOC126291941"
"ko04341","LOC126291941"
"ko00020","LOC126292253"
"ko00620","LOC126292253"
"ko00720","LOC126292253"
"ko01100","LOC126292253"
"ko01110","LOC126292253"
"ko01120","LOC126292253"
"ko01130","LOC126292253"
"ko01200","LOC126292253"
"ko04934","LOC126292253"
"ko05200","LOC126292253"
"ko05211","LOC126292253"
"ko00564","LOC126292254"
"ko04111","LOC126291792"
"ko05200","LOC126291792"
"ko05222","LOC126291792"
"ko04971","LOC126292020"
"ko00511","LOC126292034"
"ko00513","LOC126292034"
"ko01100","LOC126292034"
"ko05166","LOC126292167"
"ko05166","LOC126292166"
"ko00230","LOC126291698"
"ko00240","LOC126291698"
"ko04138","LOC126291697"
"ko03013","LOC126291700"
"ko00100","LOC126292019"
"ko04142","LOC126292019"
"ko04979","LOC126292019"
"ko03008","LOC126291566"
"ko03013","LOC126291566"
"ko03015","LOC126291566"
"ko05164","LOC126291566"
"ko05168","LOC126291566"
"ko03008","LOC126291565"
"ko03013","LOC126291565"
"ko03015","LOC126291565"
"ko05164","LOC126291565"
"ko05168","LOC126291565"
"ko04340","LOC126291971"
"ko04341","LOC126291971"
"ko04340","LOC126292269"
"ko04341","LOC126292269"
"ko00052","LOC126291740"
"ko00500","LOC126291740"
"ko01100","LOC126291740"
"ko04141","LOC126291425"
"ko01522","LOC126292216"
"ko01524","LOC126292216"
"ko04068","LOC126292216"
"ko04110","LOC126292216"
"ko04115","LOC126292216"
"ko04120","LOC126292216"
"ko04144","LOC126292216"
"ko04151","LOC126292216"
"ko04218","LOC126292216"
"ko04919","LOC126292216"
"ko05165","LOC126292216"
"ko05169","LOC126292216"
"ko05200","LOC126292216"
"ko05202","LOC126292216"
"ko05203","LOC126292216"
"ko05205","LOC126292216"
"ko05206","LOC126292216"
"ko05214","LOC126292216"
"ko05215","LOC126292216"
"ko05218","LOC126292216"
"ko05219","LOC126292216"
"ko05220","LOC126292216"
"ko05034","LOC126292219"
"ko05165","LOC126292219"
"ko05203","LOC126292219"
"ko03410","LOC126292218"
"ko03013","LOC126291757"
"ko04214","LOC126291757"
"ko04810","LOC126291771"
"ko00562","LOC126291772"
"ko01100","LOC126291772"
"ko04015","LOC126291772"
"ko04020","LOC126291772"
"ko04022","LOC126291772"
"ko04062","LOC126291772"
"ko04070","LOC126291772"
"ko04071","LOC126291772"
"ko04072","LOC126291772"
"ko04261","LOC126291772"
"ko04270","LOC126291772"
"ko04310","LOC126291772"
"ko04371","LOC126291772"
"ko04540","LOC126291772"
"ko04611","LOC126291772"
"ko04621","LOC126291772"
"ko04713","LOC126291772"
"ko04720","LOC126291772"
"ko04723","LOC126291772"
"ko04724","LOC126291772"
"ko04725","LOC126291772"
"ko04726","LOC126291772"
"ko04728","LOC126291772"
"ko04730","LOC126291772"
"ko04745","LOC126291772"
"ko04750","LOC126291772"
"ko04911","LOC126291772"
"ko04912","LOC126291772"
"ko04915","LOC126291772"
"ko04916","LOC126291772"
"ko04918","LOC126291772"
"ko04919","LOC126291772"
"ko04921","LOC126291772"
"ko04922","LOC126291772"
"ko04924","LOC126291772"
"ko04925","LOC126291772"
"ko04926","LOC126291772"
"ko04927","LOC126291772"
"ko04933","LOC126291772"
"ko04934","LOC126291772"
"ko04961","LOC126291772"
"ko04970","LOC126291772"
"ko04971","LOC126291772"
"ko04972","LOC126291772"
"ko05010","LOC126291772"
"ko05016","LOC126291772"
"ko05142","LOC126291772"
"ko05143","LOC126291772"
"ko05146","LOC126291772"
"ko05200","LOC126291772"
"ko03460","LOC126291496"
"ko04330","LOC126291496"
"ko04950","LOC126291496"
"ko05165","LOC126291496"
"ko05200","LOC126291496"
"ko05224","LOC126291496"
"ko03008","LOC126292105"
"ko04064","LOC126292105"
"ko04137","LOC126292105"
"ko04139","LOC126292105"
"ko04310","LOC126292105"
"ko04520","LOC126292105"
"ko04712","LOC126292105"
"ko05162","LOC126292105"
"ko05168","LOC126292105"
"ko05169","LOC126292105"
"ko03008","LOC126292107"
"ko04064","LOC126292107"
"ko04137","LOC126292107"
"ko04139","LOC126292107"
"ko04310","LOC126292107"
"ko04520","LOC126292107"
"ko04712","LOC126292107"
"ko05162","LOC126292107"
"ko05168","LOC126292107"
"ko05169","LOC126292107"
"ko00562","LOC126292259"
"ko01100","LOC126292259"
"ko04020","LOC126292259"
"ko04070","LOC126292259"
"ko00562","LOC126292260"
"ko01100","LOC126292260"
"ko04020","LOC126292260"
"ko04070","LOC126292260"
"ko05134","LOC126291547"
"ko04341","LOC126291818"
"ko05202","LOC126291803"
"ko04012","LOC126291989"
"ko04014","LOC126291989"
"ko04360","LOC126291989"
"ko04510","LOC126291989"
"ko04660","LOC126291989"
"ko04810","LOC126291989"
"ko05211","LOC126291989"
"ko04140","LOC126291988"
"ko04340","LOC126291991"
"ko04341","LOC126291991"
"ko04726","LOC126292035"
"ko05010","LOC126292035"
"ko01521","LOC126292056"
"ko01522","LOC126292056"
"ko01524","LOC126292056"
"ko04010","LOC126292056"
"ko04012","LOC126292056"
"ko04014","LOC126292056"
"ko04015","LOC126292056"
"ko04022","LOC126292056"
"ko04024","LOC126292056"
"ko04062","LOC126292056"
"ko04066","LOC126292056"
"ko04068","LOC126292056"
"ko04071","LOC126292056"
"ko04072","LOC126292056"
"ko04140","LOC126292056"
"ko04150","LOC126292056"
"ko04151","LOC126292056"
"ko04152","LOC126292056"
"ko04210","LOC126292056"
"ko04211","LOC126292056"
"ko04212","LOC126292056"
"ko04213","LOC126292056"
"ko04218","LOC126292056"
"ko04261","LOC126292056"
"ko04370","LOC126292056"
"ko04371","LOC126292056"
"ko04380","LOC126292056"
"ko04510","LOC126292056"
"ko04550","LOC126292056"
"ko04611","LOC126292056"
"ko04620","LOC126292056"
"ko04630","LOC126292056"
"ko04660","LOC126292056"
"ko04662","LOC126292056"
"ko04664","LOC126292056"
"ko04666","LOC126292056"
"ko04668","LOC126292056"
"ko04722","LOC126292056"
"ko04725","LOC126292056"
"ko04728","LOC126292056"
"ko04910","LOC126292056"
"ko04914","LOC126292056"
"ko04915","LOC126292056"
"ko04917","LOC126292056"
"ko04919","LOC126292056"
"ko04920","LOC126292056"
"ko04922","LOC126292056"
"ko04923","LOC126292056"
"ko04926","LOC126292056"
"ko04931","LOC126292056"
"ko04932","LOC126292056"
"ko04933","LOC126292056"
"ko04973","LOC126292056"
"ko05142","LOC126292056"
"ko05145","LOC126292056"
"ko05152","LOC126292056"
"ko05160","LOC126292056"
"ko05161","LOC126292056"
"ko05162","LOC126292056"
"ko05164","LOC126292056"
"ko05165","LOC126292056"
"ko05166","LOC126292056"
"ko05167","LOC126292056"
"ko05169","LOC126292056"
"ko05200","LOC126292056"
"ko05205","LOC126292056"
"ko05210","LOC126292056"
"ko05211","LOC126292056"
"ko05212","LOC126292056"
"ko05213","LOC126292056"
"ko05214","LOC126292056"
"ko05215","LOC126292056"
"ko05218","LOC126292056"
"ko05220","LOC126292056"
"ko05221","LOC126292056"
"ko05222","LOC126292056"
"ko05223","LOC126292056"
"ko05224","LOC126292056"
"ko05225","LOC126292056"
"ko05226","LOC126292056"
"ko05230","LOC126292056"
"ko05231","LOC126292056"
"ko05418","LOC126292056"
"ko04976","LOC126292057"
"ko04080","LOC126292170"
"ko04510","LOC126291620"
"ko04520","LOC126291620"
"ko04530","LOC126291620"
"ko04670","LOC126291620"
"ko04810","LOC126291620"
"ko05146","LOC126291620"
"ko05203","LOC126291620"
"ko05322","LOC126291620"
"ko00190","LOC126291650"
"ko01100","LOC126291650"
"ko04714","LOC126291650"
"ko05010","LOC126291650"
"ko05012","LOC126291650"
"ko05016","LOC126291650"
"ko04976","LOC126291829"
"ko05202","LOC126292213"
"ko03050","LOC126291960"
"ko05169","LOC126291960"
"ko03010","LOC126291675"
"ko00562","LOC126292161"
"ko01100","LOC126292161"
"ko04070","LOC126292161"
"ko05132","LOC126291997"
"ko00515","LOC126291999"
"ko01100","LOC126291999"
"ko04390","LOC126292004"
"ko04391","LOC126292004"
"ko04530","LOC126292004"
"ko05165","LOC126292004"
"ko03008","LOC126291656"
"ko03013","LOC126291656"
"ko03015","LOC126291656"
"ko05164","LOC126291656"
"ko05168","LOC126291656"
"ko03008","LOC126291657"
"ko03013","LOC126291657"
"ko03015","LOC126291657"
"ko05164","LOC126291657"
"ko05168","LOC126291657"
"ko00100","LOC126291813"
"ko04142","LOC126291813"
"ko04979","LOC126291813"
"ko04218","LOC126292187"
"ko00510","LOC126291845"
"ko00513","LOC126291845"
"ko00533","LOC126291845"
"ko01100","LOC126291845"
"ko05202","LOC126291845"
"ko04612","LOC126292228"
"ko04612","LOC126292229"
"ko03050","LOC126291609"
"ko00190","LOC126291610"
"ko01100","LOC126291610"
"ko04145","LOC126291610"
"ko04150","LOC126291610"
"ko04721","LOC126291610"
"ko04966","LOC126291610"
"ko05110","LOC126291610"
"ko05120","LOC126291610"
"ko05323","LOC126291610"
"ko03050","LOC126291880"
"ko05169","LOC126291880"
"ko05206","LOC126291651"
"ko00190","LOC126293748"
"ko01100","LOC126293748"
"ko04714","LOC126293748"
"ko04723","LOC126293748"
"ko05012","LOC126293748"
"ko03018","LOC126293501"
"ko03040","LOC126293501"
"ko05206","LOC126293269"
"ko00564","LOC126293459"
"ko00565","LOC126293459"
"ko00590","LOC126293459"
"ko00591","LOC126293459"
"ko00592","LOC126293459"
"ko01100","LOC126293459"
"ko01110","LOC126293459"
"ko04014","LOC126293459"
"ko04270","LOC126293459"
"ko04972","LOC126293459"
"ko04975","LOC126293459"
"ko04614","LOC126293261"
"ko04924","LOC126293261"
"ko05142","LOC126293261"
"ko05410","LOC126293261"
"ko04066","LOC126293263"
"ko04120","LOC126293263"
"ko05200","LOC126293263"
"ko05211","LOC126293263"
"ko04141","LOC126293623"
"ko04144","LOC126293299"
"ko04961","LOC126293299"
"ko04962","LOC126293299"
"ko04972","LOC126293299"
"ko04015","LOC126293764"
"ko04020","LOC126293764"
"ko04022","LOC126293764"
"ko04071","LOC126293764"
"ko04261","LOC126293764"
"ko04270","LOC126293764"
"ko04371","LOC126293764"
"ko04540","LOC126293764"
"ko04611","LOC126293764"
"ko04713","LOC126293764"
"ko04720","LOC126293764"
"ko04723","LOC126293764"
"ko04724","LOC126293764"
"ko04725","LOC126293764"
"ko04726","LOC126293764"
"ko04728","LOC126293764"
"ko04730","LOC126293764"
"ko04745","LOC126293764"
"ko04750","LOC126293764"
"ko04911","LOC126293764"
"ko04912","LOC126293764"
"ko04915","LOC126293764"
"ko04916","LOC126293764"
"ko04918","LOC126293764"
"ko04921","LOC126293764"
"ko04922","LOC126293764"
"ko04924","LOC126293764"
"ko04925","LOC126293764"
"ko04927","LOC126293764"
"ko04934","LOC126293764"
"ko04961","LOC126293764"
"ko04970","LOC126293764"
"ko04971","LOC126293764"
"ko04972","LOC126293764"
"ko05010","LOC126293764"
"ko05016","LOC126293764"
"ko05142","LOC126293764"
"ko05143","LOC126293764"
"ko05146","LOC126293764"
"ko05200","LOC126293764"
"ko00790","LOC126293317"
"ko00910","LOC126293743"
"ko00240","LOC126293741"
"ko00983","LOC126293741"
"ko01100","LOC126293741"
"ko00564","LOC126293695"
"ko04725","LOC126293695"
"ko03010","LOC126293697"
"ko00564","LOC126293702"
"ko01110","LOC126293702"
"ko04011","LOC126293702"
"ko04144","LOC126293703"
"ko03040","LOC126293701"
"ko00270","LOC126293710"
"ko01100","LOC126293710"
"ko00190","LOC126293264"
"ko01100","LOC126293264"
"ko04714","LOC126293264"
"ko05010","LOC126293264"
"ko05012","LOC126293264"
"ko05016","LOC126293264"
"ko00480","LOC126293406"
"ko01100","LOC126293406"
"ko04614","LOC126293406"
"ko04640","LOC126293406"
"ko04341","LOC126293373"
"ko04141","LOC126293731"
"ko03040","LOC126293727"
"ko03040","LOC126293722"
"ko04010","LOC126293722"
"ko04141","LOC126293722"
"ko04144","LOC126293722"
"ko04213","LOC126293722"
"ko04612","LOC126293722"
"ko04915","LOC126293722"
"ko05134","LOC126293722"
"ko05145","LOC126293722"
"ko05162","LOC126293722"
"ko05164","LOC126293722"
"ko05169","LOC126293722"
"ko04624","LOC126293578"
"ko04624","LOC126293579"
"ko04341","LOC126293544"
"ko00010","LOC126293375"
"ko00230","LOC126293375"
"ko00620","LOC126293375"
"ko01100","LOC126293375"
"ko01110","LOC126293375"
"ko01120","LOC126293375"
"ko01130","LOC126293375"
"ko01200","LOC126293375"
"ko01230","LOC126293375"
"ko04922","LOC126293375"
"ko04930","LOC126293375"
"ko05165","LOC126293375"
"ko05203","LOC126293375"
"ko05230","LOC126293375"
"ko04350","LOC126293378"
"ko04310","LOC126293451"
"ko04390","LOC126293451"
"ko04550","LOC126293451"
"ko04810","LOC126293451"
"ko04934","LOC126293451"
"ko05165","LOC126293451"
"ko05166","LOC126293451"
"ko05200","LOC126293451"
"ko05206","LOC126293451"
"ko05210","LOC126293451"
"ko05213","LOC126293451"
"ko05217","LOC126293451"
"ko05224","LOC126293451"
"ko05225","LOC126293451"
"ko05226","LOC126293451"
"ko00260","LOC126293404"
"ko00630","LOC126293404"
"ko00670","LOC126293404"
"ko01100","LOC126293404"
"ko01110","LOC126293404"
"ko01130","LOC126293404"
"ko01200","LOC126293404"
"ko03040","LOC126293419"
"ko03010","LOC126293382"
"ko03013","LOC126293580"
"ko04068","LOC126293448"
"ko04110","LOC126293448"
"ko04114","LOC126293448"
"ko04115","LOC126293448"
"ko04151","LOC126293448"
"ko04218","LOC126293448"
"ko04914","LOC126293448"
"ko04934","LOC126293448"
"ko05161","LOC126293448"
"ko05162","LOC126293448"
"ko05165","LOC126293448"
"ko05168","LOC126293448"
"ko05169","LOC126293448"
"ko05200","LOC126293448"
"ko05203","LOC126293448"
"ko05215","LOC126293448"
"ko05222","LOC126293448"
"ko05226","LOC126293448"
"ko04010","LOC126293208"
"ko05010","LOC126293208"
"ko04512","LOC126293755"
"ko04151","LOC126293286"
"ko04510","LOC126293286"
"ko04512","LOC126293286"
"ko04974","LOC126293286"
"ko05165","LOC126293286"
"ko04514","LOC126293196"
"ko04120","LOC126293670"
"ko04610","LOC126293675"
"ko04976","LOC126293603"
"ko00190","LOC126293280"
"ko01100","LOC126293280"
"ko04714","LOC126293280"
"ko05010","LOC126293280"
"ko05012","LOC126293280"
"ko05016","LOC126293280"
"ko05010","LOC126293282"
"ko05120","LOC126293282"
"ko04145","LOC126293530"
"ko04210","LOC126293530"
"ko04530","LOC126293530"
"ko04540","LOC126293530"
"ko05130","LOC126293530"
"ko05206","LOC126293602"
"ko04144","LOC126293600"
"ko04666","LOC126293600"
"ko00040","LOC126293343"
"ko00515","LOC126293343"
"ko01100","LOC126293343"
"ko00190","LOC126293344"
"ko01100","LOC126293344"
"ko04145","LOC126293344"
"ko04150","LOC126293344"
"ko04721","LOC126293344"
"ko04966","LOC126293344"
"ko05110","LOC126293344"
"ko05120","LOC126293344"
"ko05323","LOC126293344"
"ko03008","LOC126293418"
"ko03018","LOC126293418"
"ko03018","LOC126293422"
"ko00900","LOC126293308"
"ko01110","LOC126293308"
"ko04614","LOC126293313"
"ko04924","LOC126293313"
"ko05142","LOC126293313"
"ko05410","LOC126293313"
"ko04080","LOC126293230"
"ko00230","LOC126293737"
"ko00670","LOC126293737"
"ko01100","LOC126293737"
"ko01110","LOC126293737"
"ko01130","LOC126293737"
"ko01523","LOC126293737"
"ko00190","LOC126293733"
"ko01100","LOC126293733"
"ko04142","LOC126293733"
"ko04145","LOC126293733"
"ko04721","LOC126293733"
"ko04966","LOC126293733"
"ko05110","LOC126293733"
"ko05120","LOC126293733"
"ko05152","LOC126293733"
"ko05165","LOC126293733"
"ko05323","LOC126293733"
"ko04142","LOC126293654"
"ko04979","LOC126293654"
"ko04512","LOC126293655"
"ko00270","LOC126293235"
"ko01100","LOC126293235"
"ko05206","LOC126293235"
"ko04512","LOC126293657"
