"gene_id","n_tissue_contrasts","tissue_comparisons","tissue_directions","tissue_max_abs_log2FC","tissue_min_padj"
"LOC126267325",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.39656333856048,1.32785656033451e-39
"LOC126267330",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.92791340940031,7.83774004837202e-08
"LOC126267332",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.16895803615346,7.31102044735193e-05
"LOC126267333",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.44259492376486,1.44933017377732e-13
"LOC126267335",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.96763605081111,7.37918166509789e-08
"LOC126267337",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.41474524880717,9.02100043403329e-14
"LOC126267343",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.25191690613331,3.51318097905178e-07
"LOC126267344",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.95818520791109,7.35218874927725e-33
"LOC126267350",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.86907209522675,8.91662793022179e-44
"LOC126267355",1,"Fat body vs Thorax","Higher in Fat body",1.45447814800459,0.013020766955841
"LOC126267357",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.90027597875494,0.00484766288311817
"LOC126267358",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.24359992237142,0.0017055032623756
"LOC126267362",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.32884001530004,0.00287187909048926
"LOC126267363",1,"Fat body vs Head","Higher in Fat body",1.71726596720844,8.37111407305169e-05
"LOC126267364",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.60772596629025,1.20141294388225e-52
"LOC126267380",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.4835058069064,4.07402444503849e-16
"LOC126267385",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.99543151131506,0.000180307220167826
"LOC126267386",1,"Fat body vs Head","Higher in Fat body",1.12376144102538,8.75341265409405e-19
"LOC126267387",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.46675720552771,2.6062580651965e-06
"LOC126267388",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.70468806074493,1.14144610732307e-16
"LOC126267389",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.68507767861504,8.95168657263737e-12
"LOC126267390",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.0482101752389,1.77442371789375e-10
"LOC126267391",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.88273115050747,4.0138619337664e-49
"LOC126267396",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.39872823167421,2.96192538969079e-06
"LOC126267399",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.27739057540965,3.88116675645287e-16
"LOC126267400",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.28169978767875,1.47889817060933e-79
"LOC126267407",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.89246871871669,4.55243778172697e-22
"LOC126267414",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.46182010953345,9.2474492605118e-06
"LOC126267417",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",4.25609502509672,2.40311281814475e-35
"LOC126267419",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.16727487575863,2.54692623654816e-13
"LOC126267420",2,"Fat body vs Head; Head vs Thorax","Higher in Head",11.5173542098856,6.43861495269606e-22
"LOC126267421",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.95455468136398,1.23292166663054e-06
"LOC126267422",1,"Fat body vs Thorax","Higher in Fat body",2.15859321722743,0.000620633547838173
"LOC126267423",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.13654836776451,7.39866277117208e-13
"LOC126267424",2,"Fat body vs Head; Head vs Thorax","Higher in Head",3.55634257949121,0.000325979012471946
"LOC126267430",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.02531746011671,3.10689933381679e-10
"LOC126267432",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.45273396831156,1.12096121710891e-68
"LOC126267437",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.94985611741743,8.62032867390748e-19
"LOC126267439",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.17030572642126,5.01120431640928e-12
"LOC126267451",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.5555326137465,0.0149535339414323
"LOC126267452",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.09310423285634,6.76079734131382e-08
"LOC126267453",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.37412849567341,4.66837924758718e-14
"LOC126267454",1,"Head vs Thorax","Higher in Head",1.01076749286939,5.71202932247792e-22
"LOC126267457",1,"Fat body vs Head","Higher in Head",1.57349525274467,0.000456682349237283
"LOC126267460",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.69294820761644,9.10476539898606e-50
"LOC126267463",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.74886154429972,1.16916176110033e-40
"LOC126267472",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",12.7522271291981,5.23703536552572e-76
"LOC126267473",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.49864787716364,3.3558294834481e-05
"LOC126267477",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.30096129413047,1.18983678988339e-58
"LOC126267478",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.40638120037981,5.2961782776538e-11
"LOC126267481",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.11000427144945,8.89028988986701e-10
"LOC126267486",1,"Fat body vs Thorax","Higher in Fat body",1.36947565636652,2.0361066749721e-05
"LOC126267489",1,"Head vs Thorax","Higher in Head",1.60396489359025,0.00155089958971023
"LOC126267491",1,"Fat body vs Thorax","Higher in Fat body",1.6379667349508,0.028524501057697
"LOC126267495",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.72654609708655,2.87775865982845e-16
"LOC126267499",2,"Fat body vs Head; Head vs Thorax","Higher in Head",6.64140794154002,8.22300572374644e-10
"LOC126267503",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.32827459784375,2.51794970488262e-30
"LOC126267505",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.73102104837548,2.07787222813241e-08
"LOC126267510",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.20821534325024,5.12630289460714e-23
"LOC126267514",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.31857372719204,1.22496861505407e-09
"LOC126267518",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.19185372283873,7.18282749551248e-06
"LOC126267519",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",3.3004728684891,2.50947435731756e-30
"LOC126267523",1,"Fat body vs Head","Higher in Head",1.69933373684909,0.0444226372471096
"LOC126267524",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.55830301447865,2.97251516918738e-06
"LOC126267526",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.46959976807568,1.36412365584831e-26
"LOC126267527",1,"Fat body vs Head","Higher in Head",1.66267170704967,0.001360843922313
"LOC126267528",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.04643362932019,4.61396734725628e-08
"LOC126267530",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.84976513730161,6.33663300671325e-05
"LOC126267540",1,"Fat body vs Head","Higher in Head",1.30616812562829,0.028509622165822
"LOC126267541",1,"Fat body vs Thorax","Higher in Thorax",2.46035021653021,0.0212943892296865
"LOC126267542",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.9255365728562,6.41466797237809e-31
"LOC126267543",2,"Fat body vs Head; Head vs Thorax","Higher in Head",4.06650958877693,3.60305274140572e-09
"LOC126267545",2,"Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Head",2.26807083893219,4.36856267014298e-18
"LOC126267546",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.53341569019902,9.56604618472814e-14
"LOC126267549",2,"Fat body vs Head; Head vs Thorax","Higher in Head",7.12937173129795,4.44177237168837e-33
"LOC126267550",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",7.57623568578462,2.80103589306656e-30
"LOC126267551",1,"Head vs Thorax","Higher in Head",2.2977802023867,0.00806105884991475
"LOC126267553",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",6.85427428345546,0.00269290640110095
"LOC126267554",1,"Fat body vs Head","Higher in Fat body",1.26045407586297,0.00104850146815973
"LOC126267556",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.63213305155463,1.00888565190837e-11
"LOC126267567",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.3735972058008,1.04529149104905e-13
"LOC126267568",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",8.96670920514269,4.44696967412637e-91
"LOC126267573",1,"Fat body vs Head","Higher in Fat body",1.10858745597683,4.60710992059328e-18
"LOC126267575",1,"Fat body vs Head","Higher in Head",1.89282391323695,0.0352951579722737
"LOC126267588",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.93682347982645,0.00024820762606697
"LOC126267607",1,"Head vs Thorax","Higher in Head",1.43272201052698,0.0051940431620107
"LOC126267610",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.79814583457914,2.29259857551708e-21
"LOC126267614",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.07489589703012,6.59020759401958e-13
"LOC126267618",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.43413610376967,1.73299602602353e-06
"LOC126267620",2,"Fat body vs Head; Head vs Thorax","Higher in Head",5.59964800900117,0.00481509071336525
"LOC126267626",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.38178048482989,3.48213798991578e-14
"LOC126267628",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.99801882471805,0.000188033904299858
"LOC126267630",1,"Fat body vs Thorax","Higher in Thorax",2.6819190879707,0.0116871926598777
"LOC126267634",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.83132490801123,7.79992761189786e-05
"LOC126267635",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.49917052794507,4.18340779531908e-42
"LOC126267637",1,"Fat body vs Thorax","Higher in Fat body",1.08538756318949,1.7224163190759e-05
"LOC126267642",1,"Fat body vs Thorax","Higher in Fat body",1.86218512660049,0.0409447353407221
"LOC126267652",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.28867762279174,8.75092819500366e-08
"LOC126267658",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.54208661088526,0.000653223651662925
"LOC126267664",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",3.93199763975978,6.49231836745597e-16
"LOC126267666",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.74042089690516,1.81433226130895e-12
"LOC126267671",1,"Fat body vs Head","Higher in Head",1.51530166552341,3.9009867269412e-06
"LOC126267676",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.68798309904211,1.44641964215576e-18
"LOC126267678",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.8166529418904,5.17403816118254e-06
"LOC126267685",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.51458343865431,1.65841964832918e-10
"LOC126267690",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",5.77252086910456,2.800024160075e-119
"LOC126267691",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.348680727673,1.14507591507649e-05
"LOC126267693",1,"Fat body vs Head","Higher in Head",1.75750419857237,0.0462899169065754
"LOC126267700",1,"Fat body vs Head","Higher in Head",3.7613022435081,0.0452694193340258
"LOC126267711",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.54552235158757,3.50419987913727e-05
"LOC126267732",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.02477259456163,5.52631627016098e-28
"LOC126267733",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.26182970071445,2.69551488255701e-21
"LOC126267743",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.62678330817384,8.96767580957854e-109
"LOC126267745",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.25126797635337,2.90471206323096e-18
"LOC126267747",1,"Fat body vs Head","Higher in Head",1.63000023302835,7.49843326642388e-06
"LOC126267749",1,"Fat body vs Head","Higher in Head",2.084944930047,0.0289019121772155
"LOC126267750",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.26707835052564,0.00135279670414304
"LOC126267755",1,"Fat body vs Thorax","Higher in Thorax",2.64112915792278,0.0204165590321076
"LOC126267757",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Fat body; Higher in Thorax",3.02218307852875,2.88250467716036e-12
"LOC126267758",1,"Fat body vs Head","Higher in Fat body",1.1600735775096,0.00669185954826723
"LOC126267759",1,"Fat body vs Thorax","Higher in Thorax",1.05973605348458,0.0194679622526438
"LOC126267772",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",8.7963665767888,1.37753016038851e-308
"LOC126267773",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",9.86698766159728,6.40232060288401e-204
"LOC126267774",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.3801458952821,2.60457531978483e-19
"LOC126267778",1,"Fat body vs Head","Higher in Head",1.46457251392828,8.9095813756253e-05
"LOC126267781",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.56491156091226,0.000191468129126842
"LOC126267782",1,"Fat body vs Head","Higher in Head",1.26865398260454,0.00021786021774589
"LOC126267784",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.51794033718913,4.48382754147395e-25
"LOC126267787",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",5.19939345991515,1.09158870700795e-07
"LOC126267789",1,"Head vs Thorax","Higher in Head",1.4062705394997,1.52423454518619e-06
"LOC126267794",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",1.43815989291433,1.11545261286868e-09
"LOC126267795",2,"Fat body vs Head; Fat body vs Thorax","Higher in Fat body",2.29442531259041,0.00728934492834416
"LOC126267806",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.57713304563139,7.33335217225001e-16
"LOC126267809",1,"Fat body vs Head","Higher in Head",1.75239816385682,0.000116501296397617
"LOC126267812",1,"Head vs Thorax","Higher in Head",1.15680459924947,0.000886249412431045
"LOC126267816",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.26967132129779,5.50567744721904e-13
"LOC126267818",1,"Fat body vs Head","Higher in Head",4.31242070495564,0.022262539339788
"LOC126267821",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.2703181784159,3.10319328674833e-08
"LOC126267822",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.92018986343714,3.69651702072406e-09
"LOC126267823",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.4756242498107,1.14357994900468e-10
"LOC126267827",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.65564600576122,5.25160918144395e-15
"LOC126267831",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.23780030061263,3.48217732104998e-82
"LOC126267832",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",3.16744722668428,3.45215549515768e-05
"LOC126267844",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.90112279712921,5.25766288073304e-24
"LOC126267846",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",4.36501765833578,4.62922955695524e-84
"LOC126267859",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",2.48733559074557,0.00985470025669235
"LOC126267861",2,"Fat body vs Head; Head vs Thorax","Higher in Head",1.96779675765516,0.000480377526704321
"LOC126267870",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.20304917948124,7.16571643110101e-10
"LOC126267873",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.45224995423206,1.95335597356601e-07
"LOC126267874",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.42828799401238,1.55100509619606e-11
"LOC126267877",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",2.42563674062573,1.94414449126981e-09
"LOC126267883",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.14426556538178,4.70908207942309e-11
"LOC126267886",2,"Fat body vs Head; Head vs Thorax","Higher in Head",2.26877906639168,1.86457542169955e-09
"LOC126267887",1,"Fat body vs Head","Higher in Head",2.01759670119879,0.0186985862954494
"LOC126267889",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",2.46202607181135,0.000939965297479044
"LOC126267893",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.35460440218701,3.91905744275602e-30
"LOC126267894",1,"Fat body vs Thorax","Higher in Thorax",1.62025760457063,1.76212786873991e-37
"LOC126267895",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.85514743385229,1.00209065765922e-20
"LOC126267897",2,"Fat body vs Thorax; Head vs Thorax","Higher in Thorax",1.84569995911444,0.000254837605404251
"LOC126267898",3,"Fat body vs Head; Fat body vs Thorax; Head vs Thorax","Higher in Head; Higher in Thorax",3.7603035732569,1.05326990295429e-32
"LOC126267900",2,"Fat body vs Head; Fat body vs Thorax","Higher in Head; Higher in Thorax",1.82528963410137,7.77942294663662e-56
