"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection within diets","LOC126267226","ovarian-specific serine/threonine-protein kinase Lok-like","protein_coding","Forkhead associated domain","lok","GO:0000003,GO:0000075,GO:0000077,GO:0000278,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006282,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006915,GO:0006919,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007093,GO:0007154,GO:0007165,GO:0007276,GO:0007281,GO:0007292,GO:0007346,GO:0008150,GO:0008152,GO:0008219,GO:0008630,GO:0009314,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010623,GO:0010628,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012501,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0030162,GO:0030717,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031570,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0033554,GO:0035234,GO:0035556,GO:0036211,GO:0042770,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043280,GO:0043281,GO:0043412,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044703,GO:0044773,GO:0044774,GO:0045786,GO:0045862,GO:0045893,GO:0045930,GO:0045935,GO:0045944,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048609,GO:0048856,GO:0048869,GO:0050321,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051090,GO:0051091,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051276,GO:0051321,GO:0051336,GO:0051345,GO:0051704,GO:0051716,GO:0051726,GO:0052547,GO:0052548,GO:0060255,GO:0061982,GO:0061988,GO:0065007,GO:0065009,GO:0070192,GO:0071214,GO:0071478,GO:0071479,GO:0071480,GO:0071704,GO:0071840,GO:0072331,GO:0072332,GO:0080090,GO:0080134,GO:0080135,GO:0097190,GO:0097193,GO:0104004,GO:0140096,GO:1901564,GO:1902680,GO:1903046,GO:1903047,GO:1903506,GO:1903508,GO:2000112,GO:2000116,GO:2001020,GO:2001056,GO:2001141","ko:K06641","ko04110,ko04111,ko04115,ko04218,ko05166,map04110,map04111,map04115,map04218,map05166","FHA,Pkinase","ovarian-specific serine/threonine-protein kinase Lok-like | Forkhead associated domain | lok | FHA,Pkinase | ko04110,ko04111,ko04115,ko04218,ko05166,map04110,map04111,map04115,map04218,map05166","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267253","endoplasmic reticulum chaperone BiP-like","protein_coding","Belongs to the heat shock protein 70 family","Hsc70-3","GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006950,GO:0008150,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010608,GO:0010629,GO:0012505,GO:0016246,GO:0016441,GO:0016458,GO:0019222,GO:0030431,GO:0031047,GO:0032501,GO:0033554,GO:0034976,GO:0035194,GO:0036335,GO:0040029,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0048872,GO:0050789,GO:0050896,GO:0051716,GO:0060255,GO:0065007,GO:0065008","ko:K09490","ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020","ALAD,HSP70","endoplasmic reticulum chaperone BiP-like | Belongs to the heat shock protein 70 family | Hsc70-3 | ALAD,HSP70 | ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020","Detoxification / stress",TRUE,"Head + thorax phase DEG","Detoxification / stress"
"Infection within diets","LOC126267259","alpha-tocopherol transfer protein-like","protein_coding","CRAL/TRIO domain","","","","","CRAL_TRIO","alpha-tocopherol transfer protein-like | CRAL/TRIO domain | | CRAL_TRIO |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267263","N-acetylneuraminate lyase-like","protein_coding","Belongs to the DapA family","","","ko:K01639","ko00520,map00520","DHDPS","N-acetylneuraminate lyase-like | Belongs to the DapA family | | DHDPS | ko00520,map00520","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267333","la-related protein 6","protein_coding","nucleotide binding","","GO:0008150,GO:0009892,GO:0010468,GO:0010605,GO:0010629,GO:0019222,GO:0048519,GO:0050789,GO:0060255,GO:0065007","ko:K18733","","La,SUZ-C","la-related protein 6 | nucleotide binding | | La,SUZ-C |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267343","uncharacterized LOC126267343","protein_coding","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","","GO:0000270,GO:0001932,GO:0001933,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010259,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0016020,GO:0016021,GO:0019220,GO:0019222,GO:0019730,GO:0019731,GO:0023051,GO:0023052,GO:0023057,GO:0030203,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032872,GO:0032873,GO:0042325,GO:0042326,GO:0042742,GO:0042834,GO:0043170,GO:0043207,GO:0043408,GO:0043409,GO:0044425,GO:0044459,GO:0044464,GO:0045936,GO:0046328,GO:0046329,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0061057,GO:0065007,GO:0070302,GO:0070303,GO:0071704,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0097367,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1902531,GO:1902532","ko:K01446","","Amidase_2","uncharacterized LOC126267343 | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | | Amidase_2 |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Infection within diets","LOC126267391","papilin","protein_coding","PLAC (protease and lacunin) domain","","GO:0003674,GO:0005198,GO:0005201,GO:0005575,GO:0005576,GO:0005604,GO:0008150,GO:0009987,GO:0016043,GO:0030198,GO:0031012,GO:0043062,GO:0044421,GO:0062023,GO:0071840","","","ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP","papilin | PLAC (protease and lacunin) domain | | ADAM_spacer1,I-set,Ig_3,Kunitz_BPTI,PLAC,TSP_1,WAP |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267400","serine/arginine repetitive matrix protein 1-like","protein_coding","zinc-finger of a C2HC-type","","","","","zf-C2HC_2","serine/arginine repetitive matrix protein 1-like | zinc-finger of a C2HC-type | | zf-C2HC_2 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267409","calcium-binding mitochondrial carrier protein SCaMC-2","protein_coding","Belongs to the mitochondrial carrier (TC 2.A.29) family","","GO:0000295,GO:0003674,GO:0005215,GO:0005346,GO:0005347,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006810,GO:0006811,GO:0006820,GO:0006839,GO:0006855,GO:0006862,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015215,GO:0015216,GO:0015217,GO:0015238,GO:0015605,GO:0015711,GO:0015748,GO:0015865,GO:0015866,GO:0015867,GO:0015868,GO:0015893,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0019866,GO:0022857,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0034220,GO:0042221,GO:0042493,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051503,GO:0055085,GO:0071702,GO:0071705,GO:0098656,GO:1901264,GO:1901505,GO:1901679","ko:K14684","","EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,Mito_carr","calcium-binding mitochondrial carrier protein SCaMC-2 | Belongs to the mitochondrial carrier (TC 2.A.29) family | | EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,Mito_carr |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267442","CLIP domain-containing serine protease 14D-like","protein_coding","Belongs to the peptidase S1 family","","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","ko:K20671","ko04624,map04624","Trypsin","CLIP domain-containing serine protease 14D-like | Belongs to the peptidase S1 family | | Trypsin | ko04624,map04624","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267472","putative protein TPRXL","protein_coding",NA,NA,NA,NA,NA,NA,"putative protein TPRXL | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267473","pyrroline-5-carboxylate reductase 3","protein_coding","Pyrroline-5-carboxylate reductase","","","ko:K00286","ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230","F420_oxidored,P5CR_dimer","pyrroline-5-carboxylate reductase 3 | Pyrroline-5-carboxylate reductase | | F420_oxidored,P5CR_dimer | ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126267478","cystatin-like","protein_coding","cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","","GO:0000323,GO:0003674,GO:0003824,GO:0004175,GO:0004197,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0009056,GO:0009057,GO:0009987,GO:0016787,GO:0019538,GO:0030163,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045169,GO:0051603,GO:0070011,GO:0071704,GO:0140096,GO:1901564,GO:1901565,GO:1901575","ko:K01373","ko04142,ko04210,map04142,map04210","Cystatin,Inhibitor_I29,Peptidase_C1","cystatin-like | cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis | | Cystatin,Inhibitor_I29,Peptidase_C1 | ko04142,ko04210,map04142,map04210","Immune-related",FALSE,"Not phase-related","Immune-related"
"Infection within diets","LOC126267535","kynurenine formamidase","protein_coding","Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation. Required for elimination of toxic metabolites","","GO:0003674,GO:0003824,GO:0004061,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006568,GO:0006569,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009308,GO:0009310,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019439,GO:0019441,GO:0019752,GO:0034641,GO:0042180,GO:0042402,GO:0042430,GO:0042436,GO:0042537,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044282,GO:0044424,GO:0044464,GO:0046218,GO:0046395,GO:0046483,GO:0046700,GO:0070189,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606","ko:K01432","ko00380,ko00630,ko01100,map00380,map00630,map01100","Abhydrolase_3","kynurenine formamidase | Catalyzes the hydrolysis of N-formyl-L-kynurenine to L- kynurenine, the second step in the kynurenine pathway of tryptophan degradation. Required for elimination of toxic metabolites | | Abhydrolase_3 | ko00380,ko00630,ko01100,map00380,map00630,map01100","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267545","serine protease Hayan-like","protein_coding","Trypsin-like serine protease","","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","ko:K20671","ko04624,map04624","Trypsin","serine protease Hayan-like | Trypsin-like serine protease | | Trypsin | ko04624,map04624","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267554","waprin-Rha1","protein_coding","Four-disulfide core domains","","","","","WAP","waprin-Rha1 | Four-disulfide core domains | | WAP |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267568","uncharacterized LOC126267568","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126267568 | NA | NA | NA | NA","Other / unannotated genes",TRUE,"Head + thorax phase DEG","Phase-related changes"
"Infection within diets","LOC126267629","uncharacterized LOC126267629","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126267629 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267980","acyl-CoA Delta-9 desaturase-like","protein_coding","Belongs to the fatty acid desaturase type 1 family","","","ko:K00507","ko01040,ko01212,ko03320,ko04152,ko04212,map01040,map01212,map03320,map04152,map04212","FA_desaturase","acyl-CoA Delta-9 desaturase-like | Belongs to the fatty acid desaturase type 1 family | | FA_desaturase | ko01040,ko01212,ko03320,ko04152,ko04212,map01040,map01212,map03320,map04152,map04212","Lipid synthesis / metabolism",FALSE,"Thorax phase DEG","Lipid synthesis / metabolism"
"Infection within diets","LOC126267982","trypsin-7-like","protein_coding","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","","","Trypsin","trypsin-7-like | serine-type endopeptidase activity. It is involved in the biological process described with proteolysis | | Trypsin |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267984","trypsin-1-like","protein_coding","Belongs to the peptidase S1 family","","","","","Trypsin","trypsin-1-like | Belongs to the peptidase S1 family | | Trypsin |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126268014","uncharacterized LOC126268014","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126268014 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126268015","uncharacterized LOC126268015","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126268015 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126268068","peptidoglycan recognition protein 1-like","protein_coding","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLA","GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575","ko:K01446","","Amidase_2","peptidoglycan recognition protein 1-like | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | PGRPLA | Amidase_2 |","Antimicrobial peptides",FALSE,"Not phase-related","Antimicrobial peptides"
"Infection within diets","LOC126268069","gamma-interferon-inducible lysosomal thiol reductase-like","protein_coding","Gamma interferon inducible lysosomal thiol reductase (GILT)","","","ko:K08059","ko04612,map04612","GILT","gamma-interferon-inducible lysosomal thiol reductase-like | Gamma interferon inducible lysosomal thiol reductase (GILT) | | GILT | ko04612,map04612","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126268128","endoglucanase E-4-like","protein_coding","Glycosyl hydrolase family 9","","","","","","endoglucanase E-4-like | Glycosyl hydrolase family 9 | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126268132","proline-rich protein HaeIII subfamily 1-like","protein_coding",NA,NA,NA,NA,NA,NA,"proline-rich protein HaeIII subfamily 1-like | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126268133","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","protein_coding","phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction","sl","GO:0000003,GO:0001558,GO:0001667,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0009719,GO:0009725,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010033,GO:0010243,GO:0010631,GO:0010646,GO:0010648,GO:0016477,GO:0019953,GO:0022412,GO:0022414,GO:0023051,GO:0023057,GO:0030154,GO:0030307,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0032868,GO:0040008,GO:0040011,GO:0042058,GO:0042059,GO:0042221,GO:0043434,GO:0044703,GO:0045595,GO:0045596,GO:0045927,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051179,GO:0051674,GO:0051704,GO:0060429,GO:0065007,GO:0090130,GO:0090132,GO:1901184,GO:1901185,GO:1901652,GO:1901698,GO:1901700","ko:K01116","ko00562,ko01100,ko01521,ko04012,ko04014,ko04015,ko04020,ko04064,ko04066,ko04070,ko04072,ko04360,ko04370,ko04650,ko04658,ko04659,ko04660,ko04664,ko04666,ko04670,ko04722,ko04750,ko04919,ko04933,ko05110,ko05120,ko05167,ko05169,ko05200,ko05205,ko05206,ko05214,ko05223,ko05225,ko05231,map00562,map01100,map01521,map04012,map04014,map04015,map04020,map04064,map04066,map04070,map04072,map04360,map04370,map04650,map04658,map04659,map04660,map04664,map04666,map04670,map04722,map04750,map04919,map04933,map05110,map05120,map05167,map05169,map05200,map05205,map05206,map05214,map05223,map05225,map05231","C2,PH_12,PI-PLC-X,PI-PLC-Y,SH2,SH3_1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 | phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction | sl | C2,PH_12,PI-PLC-X,PI-PLC-Y,SH2,SH3_1 | ko00562,ko01100,ko01521,ko04012,ko04014,ko04015,ko04020,ko04064,ko04066,ko04070,ko04072,ko04360,ko04370,ko04650,ko04658,ko04659,ko04660,ko04664,ko04666,ko04670,ko04722,ko04750,ko04919,ko04933,ko05110,ko05120,ko05167,ko05169,ko05200,ko05205,ko05206,ko05214,ko05223,ko05225,ko05231,map00562,map01100,map01521,map04012,map04014,map04015,map04020,map04064,map04066,map04070,map04072,map04360,map04370,map04650,map04658,map04659,map04660,map04664,map04666,map04670,map04722,map04750,map04919,map04933,map05110,map05120,map05167,map05169,map05200,map05205,map05206,map05214,map05223,map05225,map05231","Lipid synthesis / metabolism",FALSE,"Not phase-related","Lipid synthesis / metabolism"
