"heatmap_row_order","gene_id","Description","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","cluster_id"
141,"LOC126322590","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.67808347845506,0.00962707196014472,3.60888034073516,1016,"Higher than gene average","upper_branch_k4_4"
142,"LOC126322554","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.79859287847971,0.00964125907700604,3.63160328892949,1016,"Higher than gene average","upper_branch_k4_4"
143,"LOC126311204","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.13104178668112,0.0177888421609785,3.19927973360509,1016,"Higher than gene average","upper_branch_k4_4"
144,"LOC126322389","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.08937997615559,0.0285162082131338,2.78553498894508,1016,"Higher than gene average","upper_branch_k4_4"
145,"LOC126315289","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.09171207070612,0.00994890135030258,3.31382706487221,1016,"Higher than gene average","upper_branch_k4_4"
146,"LOC126318217","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.03630373028174,0.0102397631270937,3.03923748780386,1016,"Higher than gene average","upper_branch_k4_4"
147,"LOC126329591","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.28168231308243,0.0259286855519856,3.15395859332107,1016,"Higher than gene average","upper_branch_k4_4"
148,"LOC126304732","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.20179334628419,0.00773849931453982,3.44124258898793,1016,"Higher than gene average","upper_branch_k4_4"
149,"LOC126316977","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.13235743105678,0.0288211060372494,3.32186674619979,1016,"Higher than gene average","upper_branch_k4_4"
150,"LOC126330077","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.66105729477048,0.0319522123060259,3.47974974194167,1016,"Higher than gene average","upper_branch_k4_4"
151,"LOC126320754","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09810038548515,0.00865470322521243,3.18412749273799,1016,"Higher than gene average","upper_branch_k4_4"
152,"LOC126315343","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.11167038856309,0.0190441055632102,3.43594048054431,1016,"Higher than gene average","upper_branch_k4_4"
153,"LOC126273309","Sugar (and other) transporter","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",3.18093197472072,0.0212622364735097,2.95701199026768,1016,"Higher than gene average","upper_branch_k4_4"
154,"LOC126354969","Chitin-binding domain type 2","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.58630092096742,0.0117896525270681,3.12181018586137,1007,"Higher than gene average","upper_branch_k4_4"
155,"LOC126325928","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.63222386952579,0.043016831197693,2.75004016434141,1046,"Higher than gene average","upper_branch_k4_4"
156,"LOC126317509","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.02067755933136,0.034261883599831,2.61978296447803,1046,"Higher than gene average","upper_branch_k4_4"
157,"LOC126304722","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.06566864802971,0.00688990970194153,2.52728140760745,1037,"Higher than gene average","upper_branch_k4_4"
158,"LOC126322549","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.56554453233039,0.0308849172639716,2.67136763465601,1037,"Higher than gene average","upper_branch_k4_4"
159,"LOC126322375","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.46700151546838,0.019738326760482,2.69858628766638,1007,"Higher than gene average","upper_branch_k4_4"
160,"LOC126322692","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09251213666835,0.0319065548610982,2.75959755052843,1037,"Higher than gene average","upper_branch_k4_4"
161,"LOC126325511","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.56159600114866,0.0499527829411268,2.69093355914457,1007,"Higher than gene average","upper_branch_k4_4"
162,"LOC126326524","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.54863532215358,0.00997235727443364,2.7788893195861,1037,"Higher than gene average","upper_branch_k4_4"
163,"LOC126324481","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4905534994193,0.0113292684921842,2.69502511612008,1007,"Higher than gene average","upper_branch_k4_4"
164,"LOC126325480","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.01915416503929,0.0174404079211715,3.20318536302261,1037,"Higher than gene average","upper_branch_k4_4"
165,"LOC126325949","Protein prenyltransferase activity. It is involved in the biological process described with protein prenylation","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.23878565381762,0.0258945363008171,3.40051889206517,1037,"Higher than gene average","upper_branch_k4_4"
166,"LOC126325499","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.31206944714588,0.0143234930547275,3.19491445401945,1037,"Higher than gene average","upper_branch_k4_4"
167,"LOC126325908","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.17846488427769,0.0416152773727537,3.56913420709898,1037,"Higher than gene average","upper_branch_k4_4"
168,"LOC126327211","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.62733670807573,0.0432978346761739,2.91335621234848,1046,"Higher than gene average","upper_branch_k4_4"
169,"LOC126334343","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.55217513684025,0.00874186919108201,2.87951297172264,1037,"Higher than gene average","upper_branch_k4_4"
170,"LOC126316992","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.26068392456094,0.0119290888977388,2.89373682577176,1007,"Higher than gene average","upper_branch_k4_4"
171,"LOC126322539","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.70081912787685,0.019743865628145,2.73536848557529,1037,"Higher than gene average","upper_branch_k4_4"
172,"LOC126320382","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.14056974095814,0.0101359386896197,3.23945586727905,1037,"Higher than gene average","upper_branch_k4_4"
173,"LOC126327208","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.74381464587301,0.0191403412978899,3.02858048570141,1037,"Higher than gene average","upper_branch_k4_4"
174,"LOC126316692","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.99580653876556,0.0212668146838555,3.10901312837847,1037,"Higher than gene average","upper_branch_k4_4"
175,"LOC126313342","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.31672674500094,0.0312873507691664,3.19927571700057,1037,"Higher than gene average","upper_branch_k4_4"
176,"LOC126320766","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.6954084337322,0.00855609735434579,2.95802110525239,1037,"Higher than gene average","upper_branch_k4_4"
177,"LOC126332388","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.93151632892382,0.0231531746738891,3.49678934388191,1037,"Higher than gene average","upper_branch_k4_4"
178,"LOC126319881","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.79443497795686,0.0112808031205025,2.89218322776009,1037,"Higher than gene average","upper_branch_k4_4"
179,"LOC126324540","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.75583719563307,0.0186721741179144,2.99603186585151,1037,"Higher than gene average","upper_branch_k4_4"
180,"LOC126313312","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.62706642235687,0.0220711748437512,3.14441207676948,1037,"Higher than gene average","upper_branch_k4_4"
181,"LOC126316461","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.9141567468437,0.0248170889448106,3.38016859622759,1037,"Higher than gene average","upper_branch_k4_4"
182,"LOC126311243","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.28918743578185,0.00716205111689027,2.69496940377938,1016,"Higher than gene average","upper_branch_k4_4"
183,"LOC126311182","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.07926030659578,0.0137372781006379,2.65529198513853,1007,"Higher than gene average","upper_branch_k4_4"
184,"LOC126329998","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4203392317527,0.0225733075026907,2.75632219169033,1037,"Higher than gene average","upper_branch_k4_4"
185,"LOC126319850","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.8483558503237,0.0305449983612002,3.00371768664274,1016,"Higher than gene average","upper_branch_k4_4"
186,"LOC126322693","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.91075984311341,0.00667099190117444,2.73159778154031,1016,"Higher than gene average","upper_branch_k4_4"
187,"LOC126304669","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.32995334740474,0.0175854916617581,3.16450581951792,1016,"Higher than gene average","upper_branch_k4_4"
188,"LOC126318640","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.43500045567037,0.0115314512882885,2.84941249109597,1016,"Higher than gene average","upper_branch_k4_4"
189,"LOC126329071","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.00798735560262,0.0142781675445811,3.10319088053,1037,"Higher than gene average","upper_branch_k4_4"
190,"LOC126314415","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.79735265098762,0.0319522123060259,3.34237978402339,1037,"Higher than gene average","upper_branch_k4_4"
191,"LOC126330799","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.12216360475385,0.0113111129857612,2.82493282118305,1037,"Higher than gene average","upper_branch_k4_4"
192,"LOC126304718","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.85521541784608,0.0132041924859718,3.16278308275697,1037,"Higher than gene average","upper_branch_k4_4"
193,"LOC126316671","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.98289826041459,0.0394652209693088,2.73525757079393,1016,"Higher than gene average","upper_branch_k4_4"
194,"LOC126325849","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.62713194806137,0.0349422481246363,2.73032131743735,1037,"Higher than gene average","upper_branch_k4_4"
195,"LOC126322730","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.60619002740155,0.00989319383306373,2.8817724846221,1037,"Higher than gene average","upper_branch_k4_4"
196,"LOC126318209","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",4.98699476027601,0.0272108337144334,2.8127601260014,1007,"Higher than gene average","upper_branch_k4_4"
197,"LOC126320455","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.5668669001765,0.00843201649081789,2.73168265286054,1037,"Higher than gene average","upper_branch_k4_4"
198,"LOC126323759","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.09294559462254,0.0126401831842437,2.77816709550971,1037,"Higher than gene average","upper_branch_k4_4"
199,"LOC126322603","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.30073716494546,0.00901988262682326,3.32687920990263,1037,"Higher than gene average","upper_branch_k4_4"
200,"LOC126318250","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.79499590585016,0.0185527909406136,3.01737479518504,1016,"Higher than gene average","upper_branch_k4_4"
201,"LOC126304763","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",6.45974384894043,0.0128380493864515,2.90319374087063,1037,"Higher than gene average","upper_branch_k4_4"
202,"LOC126324061","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.20457566207618,0.0231531839042667,2.73268177200327,1037,"Higher than gene average","upper_branch_k4_4"
203,"LOC126316754","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.63539749380505,0.00855609735434579,3.01835765329912,1037,"Higher than gene average","upper_branch_k4_4"
204,"LOC126323791","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.29203741143955,0.0308408451485362,3.52134751441656,1037,"Higher than gene average","upper_branch_k4_4"
205,"LOC126318199","Zinc ion binding","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.86472284063024,0.00811514129195479,2.81467016335262,1037,"Higher than gene average","upper_branch_k4_4"
206,"LOC126326243","no description","Diet in infected","No phase DEG",1,"Infected 33 vs 50","Downregulated",5.4257744260414,0.00951834588030989,2.94180761107704,1037,"Higher than gene average","upper_branch_k4_4"
