"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126278382","GTP-binding protein Rit2","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",4.524110741796,0.740932199050133,355.222806739807,6.10597129885279,1.021773695554e-09,1.27785007659903e-07,"GO:0000166,GO:0001882,GO:0001883,GO:0003008,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005623,GO:0005886,GO:0007154,GO:0007165,GO:0007264,GO:0007610,GO:0007611,GO:0007613,GO:0007615,GO:0008150,GO:0009898,GO:0009987,GO:0010959,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0022898,GO:0023052,GO:0032409,GO:0032410,GO:0032412,GO:0032413,GO:0032501,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032879,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043269,GO:0043271,GO:0044092,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0045202,GO:0048519,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051049,GO:0051051,GO:0051716,GO:0051924,GO:0051926,GO:0065007,GO:0065009,GO:0071944,GO:0072375,GO:0097159,GO:0097367,GO:0097458,GO:0098552,GO:0098562,GO:0098793,GO:1901019,GO:1901020,GO:1901265,GO:1901363,GO:1901385,GO:1901386,GO:1903169,GO:1903170,GO:1904062,GO:1904063,GO:2001257,GO:2001258","ko:K07847","","Ras"
"LOC126273691","pneumococcal serine-rich repeat protein-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.00960689842448,0.165760846110361,1966.33813682478,6.09074411789806,1.12387063753869e-09,1.3932052499734e-07,"","","","zf-MYND"
"LOC126297920","uncharacterized LOC126297920","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.33783633442128,0.550439124249751,167.864214486523,6.06395182931582,1.32816949218625e-09,1.63214706639792e-07,NA,NA,NA,NA
"LOC126272507","uncharacterized LOC126272507","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.72873670995447,0.4503445298566,2471.57784484656,6.0592202836867,1.36782964538373e-09,1.65215115799683e-07,"","","","DUF4804"
"LOC126291606","uncharacterized LOC126291606","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.16781204046897,0.357760767458595,585.958192141003,6.05939006635171,1.36638675426202e-09,1.65215115799683e-07,NA,NA,NA,NA
"LOC126272149","uncharacterized LOC126272149","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",5.53434485251617,0.914406959888273,23.5163420217401,6.05238706100004,1.42715051827245e-09,1.70318234754382e-07,NA,NA,NA,NA
"LOC126297421","pancreatic triacylglycerol lipase-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.78787683711775,0.626208116703879,1162.19528558344,6.04891047573081,1.45828661231816e-09,1.70318234754382e-07,"","","",""
"LOC126344004","keratinocyte proline-rich protein-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.91930385431704,0.482592706850511,249.959164089274,-6.04920839639073,1.45559272159091e-09,1.70318234754382e-07,NA,NA,NA,NA
"LOC126273192","uncharacterized LOC126273192","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.35843908106628,0.389788755779622,3040.42512280884,6.05055699041171,1.44345886677994e-09,1.70318234754382e-07,"GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003674,GO:0005488,GO:0005515,GO:0007275,GO:0007399,GO:0007423,GO:0008150,GO:0009653,GO:0009887,GO:0009966,GO:0009967,GO:0009987,GO:0010001,GO:0010646,GO:0010647,GO:0017016,GO:0019899,GO:0021782,GO:0022008,GO:0023051,GO:0023056,GO:0030154,GO:0030182,GO:0031267,GO:0032501,GO:0032502,GO:0040036,GO:0042051,GO:0042058,GO:0042063,GO:0042461,GO:0042462,GO:0042802,GO:0042803,GO:0045466,GO:0045467,GO:0045742,GO:0045743,GO:0046530,GO:0046983,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048592,GO:0048666,GO:0048699,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051020,GO:0065007,GO:0090287,GO:0090596,GO:1901184,GO:1901186","","","RA"
"LOC126284768","uncharacterized LOC126284768","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.09160395949772,0.513311719142387,180.62470368614,6.02285871178433,1.71363026379865e-09,1.98500187606578e-07,NA,NA,NA,NA
"LOC126273060","uncharacterized LOC126273060","lncRNA","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",4.82340936522278,0.801244698880829,214.496884216373,6.01989551002344,1.74529699329851e-09,1.9890755733302e-07,NA,NA,NA,NA
"LOC126293188","S-phase kinase-associated protein 2-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.86249584318331,0.309328559643759,479.827516863053,6.02109241166826,1.73243805602805e-09,1.9890755733302e-07,"GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0019005,GO:0019538,GO:0019941,GO:0030163,GO:0031146,GO:0031461,GO:0032991,GO:0043161,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234","","","F-box-like"
"LOC126293297","uncharacterized LOC126293297","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.49785810564849,0.248929763399123,244.67362879221,6.01719169775166,1.77468875400998e-09,2.00639211773353e-07,NA,NA,NA,NA
"LOC126273130","esterase E4-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",4.86075996010496,0.808354575777106,2620.55676610174,6.01315326932132,1.81948856867268e-09,2.04071527400653e-07,"","","","COesterase"
"LOC126278259","CCAAT/enhancer-binding protein-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.62880565861989,0.437331070144415,243.01817731485,6.01101965554793,1.84360049253121e-09,2.04697419127558e-07,"GO:0000003,GO:0000976,GO:0000977,GO:0001012,GO:0001067,GO:0001667,GO:0001708,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0006928,GO:0007276,GO:0007281,GO:0007292,GO:0007297,GO:0007298,GO:0008150,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010631,GO:0016477,GO:0019219,GO:0019222,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0030855,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032504,GO:0040011,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0044703,GO:0045165,GO:0045893,GO:0045935,GO:0045944,GO:0048468,GO:0048477,GO:0048518,GO:0048522,GO:0048609,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051179,GO:0051252,GO:0051254,GO:0051674,GO:0051704,GO:0060255,GO:0060429,GO:0065007,GO:0080090,GO:0090130,GO:0090132,GO:0097159,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141","ko:K10052","","bZIP_2"
"LOC126292248","sortilin-related receptor-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.39199576012267,0.397995705172687,820.474309422286,6.01010445347595,1.85403832778994e-09,2.04697419127558e-07,"","","","Ldl_recept_a,Ldl_recept_b,Sortilin-Vps10,Sortilin_C,fn3"
"LOC126277903","uncharacterized LOC126277903","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.16224426466248,0.526889270697339,1076.08964245737,6.00172453782792,1.95232716695032e-09,2.13878197855364e-07,"","","",""
"LOC126335036","S-adenosylmethionine decarboxylase proenzyme","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.63424710663681,0.439762657201763,2175.04571669968,5.99015642528333,2.096393036866e-09,2.27894049207618e-07,"GO:0003674,GO:0003824,GO:0004014,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006576,GO:0006595,GO:0006596,GO:0006597,GO:0006807,GO:0006950,GO:0006952,GO:0008150,GO:0008152,GO:0008215,GO:0008216,GO:0008295,GO:0009058,GO:0009308,GO:0009309,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0017144,GO:0034641,GO:0042401,GO:0042742,GO:0043207,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0050829,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0097164,GO:0098542,GO:1901564,GO:1901566,GO:1901576","ko:K01611","ko00270,ko00330,ko01100,map00270,map00330,map01100","SAM_decarbox"
"LOC126356362","cuticle protein 16.5-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-4.08494249882128,0.683319479129663,144.193783676211,-5.97808583479024,2.25774771363458e-09,2.41715838553666e-07,"","","",""
"LOC126336036","uncharacterized LOC126336036","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.63824120748802,0.273992437078152,776.030735148093,5.97914754494021,2.24308323263959e-09,2.41715838553666e-07,"GO:0007610,GO:0007635,GO:0008150,GO:0042048,GO:0042221,GO:0050896","","",""
"LOC126293526","uncharacterized LOC126293526","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.06251832670602,0.514014127971357,1238.99112192821,5.95804309658328,2.5527620661417e-09,2.69221145662049e-07,NA,NA,NA,NA
"LOC126282305","odorant receptor Or2-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Control diet 50","Infected diet 50","Downregulated",-2.73550271476584,0.459098777579616,30.6455129171119,-5.95841864181712,2.54690387551214e-09,2.69221145662049e-07,"","ko:K08471","","7tm_6"
"LOC126349825","G-protein coupled receptor Mth2-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.10822870214819,0.52286974816762,3431.37158864004,5.94455638912152,2.77206533662048e-09,2.90183906200893e-07,"","","","7tm_2,Methuselah_N"
"LOC126335241","uncharacterized LOC126335241","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",6.06181744114256,1.02184898207519,31.2560095439376,5.93220480469837,2.98893457286357e-09,3.08318418859183e-07,NA,NA,NA,NA
"LOC126335166","probable multidrug resistance-associated protein lethal(2)03659","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.64787399896811,0.446316127846555,2115.12558270987,5.93273205641016,2.9793485428892e-09,3.08318418859183e-07,"","ko:K05673","ko01523,ko02010,ko04024,ko04976,map01523,map02010,map04024,map04976","ABC_membrane,ABC_tran"
"LOC126278447","S-adenosylmethionine synthase","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.6848676689585,0.284391741302973,9766.90483977263,5.92446060929579,3.13324100598673e-09,3.20862042729018e-07,"GO:0003674,GO:0003824,GO:0004478,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006556,GO:0006732,GO:0006790,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009058,GO:0009108,GO:0009987,GO:0010259,GO:0016740,GO:0016765,GO:0017144,GO:0032501,GO:0032502,GO:0044237,GO:0044249,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046500,GO:0048856,GO:0051186,GO:0051188,GO:0071704,GO:1901576","ko:K00789","ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230","S-AdoMet_synt_C,S-AdoMet_synt_M,S-AdoMet_synt_N"
"LOC126354579","facilitated trehalose transporter Tret1","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.84981565350249,0.481714483718823,839.777035393428,5.91598498658788,3.29895303788619e-09,3.35401470010126e-07,"","ko:K08145","","Sugar_tr"
"LOC126297581","5-aminolevulinate synthase%2C erythroid-specific%2C mitochondrial","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.60014231636893,0.440513157663378,930.413837725546,5.90253042647106,3.57968071598638e-09,3.58780481406521e-07,"GO:0003674,GO:0003824,GO:0003870,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016748,GO:0016749,GO:0018130,GO:0019438,GO:0031974,GO:0032501,GO:0032502,GO:0033013,GO:0033014,GO:0034641,GO:0040003,GO:0042168,GO:0042335,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046483,GO:0048856,GO:0051186,GO:0051188,GO:0070013,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K00643","ko00260,ko00860,ko01100,ko01110,map00260,map00860,map01100,map01110","Aminotran_1_2,Preseq_ALAS"
"LOC126298648","uncharacterized LOC126298648","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.70564010281276,0.288958502687968,527.731897884285,5.9027164348737,3.57564562270263e-09,3.58780481406521e-07,"GO:0000003,GO:0000578,GO:0000902,GO:0000904,GO:0002164,GO:0002225,GO:0002376,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002786,GO:0002788,GO:0002803,GO:0002804,GO:0002805,GO:0002807,GO:0002808,GO:0002810,GO:0002816,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003674,GO:0005102,GO:0005121,GO:0005125,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0006928,GO:0006935,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006963,GO:0006965,GO:0006967,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007310,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007525,GO:0007526,GO:0008045,GO:0008063,GO:0008083,GO:0008150,GO:0008592,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009950,GO:0009953,GO:0009966,GO:0009967,GO:0009987,GO:0009994,GO:0010469,GO:0010646,GO:0010647,GO:0016015,GO:0016043,GO:0019222,GO:0019730,GO:0019732,GO:0019953,GO:0021700,GO:0022008,GO:0022412,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030154,GO:0030182,GO:0030545,GO:0031175,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0032991,GO:0034248,GO:0034250,GO:0040011,GO:0042221,GO:0042330,GO:0042742,GO:0042802,GO:0042803,GO:0043207,GO:0043254,GO:0043900,GO:0043902,GO:0044087,GO:0044089,GO:0044703,GO:0045087,GO:0045752,GO:0046983,GO:0048018,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048518,GO:0048522,GO:0048569,GO:0048583,GO:0048584,GO:0048599,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050829,GO:0050830,GO:0050832,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051704,GO:0051707,GO:0051716,GO:0061061,GO:0061564,GO:0065007,GO:0065009,GO:0071840,GO:0080134,GO:0097485,GO:0098542,GO:0098772,GO:0120036,GO:0120039,GO:1900150,GO:1900424,GO:1900426","ko:K20694","ko04624,map04624","Spaetzle"
"LOC126297738","leucine-rich repeat-containing protein 20-like","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.54527790183479,0.601165805861326,893.283906633718,5.89733791787319,3.6941283965917e-09,3.65072884619818e-07,"GO:0003008,GO:0003012,GO:0008150,GO:0032501","","","LRR_8"
"LOC126282073","uncharacterized LOC126282073","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",1.78265776804613,0.302279184573766,6019.85752856632,5.89738843764515,3.69299792173982e-09,3.65072884619818e-07,"","ko:K16779","","Sec2p"
"LOC126272510","uncharacterized LOC126272510","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.04018109652827,0.515690813632595,123.235707729203,5.89535631847469,3.73873712908543e-09,3.65247332008049e-07,"","ko:K14616","ko04977,map04977","CUB"
"LOC126284033","toll-like receptor 2","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",3.83751107199497,0.65140568027252,407.484785987829,5.89112313295998,3.83579595265395e-09,3.71284030156888e-07,"","ko:K18808","","TIR"
"LOC126322572","sodium/potassium-transporting ATPase subunit beta-2","protein_coding","Infection within diet","Diet 50: infected vs control","Infected diet 50","Control diet 50","Infected diet 50","Control diet 50","Upregulated",2.77902796126404,0.472373472705703,2206.21764415685,5.88311605506988,4.02613400728493e-09,3.84441390479397e-07,"GO:0003008,GO:0007600,GO:0007605,GO:0008150,GO:0009605,GO:0009612,GO:0009628,GO:0010996,GO:0032501,GO:0050877,GO:0050896,GO:0050954","ko:K01540","ko04022,ko04024,ko04260,ko04261,ko04911,ko04918,ko04919,ko04925,ko04960,ko04961,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,map04022,map04024,map04260,map04261,map04911,map04918,map04919,map04925,map04960,map04961,map04964,map04970,map04971,map04972,map04973,map04974,map04976,map04978","Na_K-ATPase"
