"term","name","ontology"
"GO:0007383","specification of segmental identity, antennal segment","BP"
"GO:0007481","haltere disc morphogenesis","BP"
"GO:0010092","specification of animal organ identity","BP"
"GO:0048735","haltere morphogenesis","BP"
"GO:0060323","head morphogenesis","BP"
"GO:2000497","positive regulation of cell proliferation involved in compound eye morphogenesis","BP"
"GO:0000009","alpha-1,6-mannosyltransferase activity","MF"
"GO:0004798","dTMP kinase activity","MF"
"GO:0006227","dUDP biosynthetic process","BP"
"GO:0006233","dTDP biosynthetic process","BP"
"GO:0006235","dTTP biosynthetic process","BP"
"GO:0009138","pyrimidine nucleoside diphosphate metabolic process","BP"
"GO:0009139","pyrimidine nucleoside diphosphate biosynthetic process","BP"
"GO:0009189","deoxyribonucleoside diphosphate biosynthetic process","BP"
"GO:0009196","pyrimidine deoxyribonucleoside diphosphate metabolic process","BP"
"GO:0009197","pyrimidine deoxyribonucleoside diphosphate biosynthetic process","BP"
"GO:0009202","deoxyribonucleoside triphosphate biosynthetic process","BP"
"GO:0009211","pyrimidine deoxyribonucleoside triphosphate metabolic process","BP"
"GO:0009212","pyrimidine deoxyribonucleoside triphosphate biosynthetic process","BP"
"GO:0009219","pyrimidine deoxyribonucleotide metabolic process","BP"
"GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","BP"
"GO:0009265","2'-deoxyribonucleotide biosynthetic process","BP"
"GO:0046072","dTDP metabolic process","BP"
"GO:0046075","dTTP metabolic process","BP"
"GO:0046077","dUDP metabolic process","BP"
"GO:0046385","deoxyribose phosphate biosynthetic process","BP"
"GO:0070293","renal absorption","BP"
"GO:0097017","renal protein absorption","BP"
"GO:0097205","renal filtration","BP"
"GO:0097206","nephrocyte filtration","BP"
"GO:0042595","behavioral response to starvation","BP"
"GO:0001097","TFIIH-class transcription factor complex binding","MF"
"GO:0031571","mitotic G1 DNA damage checkpoint signaling","BP"
"GO:0040010","positive regulation of growth rate","BP"
"GO:0042772","DNA damage response, signal transduction resulting in transcription","BP"
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway","BP"
"GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","BP"
"GO:0044819","mitotic G1/S transition checkpoint signaling","BP"
"GO:0048873","homeostasis of number of cells within a tissue","BP"
"GO:0060785","regulation of apoptosis involved in tissue homeostasis","BP"
"GO:2000685","positive regulation of cellular response to X-ray","BP"
"GO:0031313","extrinsic component of endosome membrane","CC"
"GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","BP"
"GO:0030948","negative regulation of vascular endothelial growth factor receptor signaling pathway","BP"
"GO:0048505","regulation of timing of cell differentiation","BP"
"GO:0032584","growth cone membrane","CC"
"GO:0035614","snRNA stem-loop binding","MF"
"GO:0097158","pre-mRNA intronic pyrimidine-rich binding","MF"
"GO:0004164","diphthine synthase activity","MF"
"GO:0004686","elongation factor-2 kinase activity","MF"
"GO:0071586","CAAX-box protein processing","BP"
"GO:0080120","CAAX-box protein maturation","BP"
"GO:0005879","axonemal microtubule","CC"
"GO:0005881","cytoplasmic microtubule","CC"
"GO:0018095","protein polyglutamylation","BP"
"GO:0005923","bicellular tight junction","CC"
"GO:0030950","establishment or maintenance of actin cytoskeleton polarity","BP"
"GO:0071896","protein localization to adherens junction","BP"
"GO:1902414","protein localization to cell junction","BP"
"GO:0004829","threonine-tRNA ligase activity","MF"
"GO:0006435","threonyl-tRNA aminoacylation","BP"
"GO:0004896","cytokine receptor activity","MF"
"GO:0097677","STAT family protein binding","MF"
"GO:0097678","SOCS family protein binding","MF"
"GO:0090154","positive regulation of sphingolipid biosynthetic process","BP"
"GO:1903859","regulation of dendrite extension","BP"
"GO:1903861","positive regulation of dendrite extension","BP"
"GO:0016316","phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity","MF"
"GO:0016998","cell wall macromolecule catabolic process","BP"
"GO:0048388","endosomal lumen acidification","BP"
"GO:0016918","retinal binding","MF"
"GO:0048491","retrograde synaptic vesicle transport","BP"
"GO:0006777","Mo-molybdopterin cofactor biosynthetic process","BP"
"GO:0016783","sulfurtransferase activity","MF"
"GO:0019720","Mo-molybdopterin cofactor metabolic process","BP"
"GO:0030366","molybdopterin synthase activity","MF"
"GO:0032324","molybdopterin cofactor biosynthetic process","BP"
"GO:0043545","molybdopterin cofactor metabolic process","BP"
"GO:0051189","prosthetic group metabolic process","BP"
"GO:0005818","aster","CC"
"GO:0010225","response to UV-C","BP"
"GO:0072354","histone H3T3 kinase activity","MF"
"GO:0005452","solute:inorganic anion antiporter activity","MF"
"GO:0015499","formate transmembrane transporter activity","MF"
"GO:0015724","formate transport","BP"
"GO:0018117","protein adenylylation","BP"
"GO:0018175","protein nucleotidylation","BP"
"GO:0044601","protein denucleotidylation","BP"
"GO:0044602","protein deadenylylation","BP"
"GO:0044603","protein adenylylhydrolase activity","MF"
"GO:0070733","AMPylase activity","MF"
"GO:0043007","maintenance of rDNA","BP"
"GO:0043570","maintenance of DNA repeat elements","BP"
"GO:0016272","prefoldin complex","CC"
"GO:0032485","regulation of Ral protein signal transduction","BP"
"GO:0043541","UDP-N-acetylglucosamine transferase complex","CC"
"GO:0042805","actinin binding","MF"
"GO:0051371","muscle alpha-actinin binding","MF"
"GO:0051393","alpha-actinin binding","MF"
"GO:0004687","myosin light chain kinase activity","MF"
"GO:0021556","central nervous system formation","BP"
"GO:0004169","dolichyl-phosphate-mannose-protein mannosyltransferase activity","MF"
"GO:0016034","maleylacetoacetate isomerase activity","MF"
"GO:0005007","fibroblast growth factor receptor activity","MF"
"GO:0007493","endodermal cell fate determination","BP"
"GO:0001555","oocyte growth","BP"
"GO:0030715","oocyte growth in germarium-derived egg chamber","BP"
"GO:0036228","protein localization to nuclear inner membrane","BP"
"GO:1905938","positive regulation of germ cell proliferation","BP"
"GO:0004819","glutamine-tRNA ligase activity","MF"
"GO:0007359","posterior abdomen determination","BP"
"GO:0016929","deSUMOylase activity","MF"
"GO:0007146","meiotic recombination nodule assembly","BP"
"GO:0042138","meiotic DNA double-strand break formation","BP"
"GO:0042139","early meiotic recombination nodule assembly","BP"
"GO:0042140","late meiotic recombination nodule assembly","BP"
"GO:0035164","embryonic plasmatocyte differentiation","BP"
"GO:0035169","lymph gland plasmatocyte differentiation","BP"
"GO:0042690","negative regulation of crystal cell differentiation","BP"
"GO:0045685","regulation of glial cell differentiation","BP"
"GO:0045687","positive regulation of glial cell differentiation","BP"
"GO:0061709","reticulophagy","BP"
"GO:0030314","junctional membrane complex","CC"
"GO:0001940","male pronucleus","CC"
"GO:0045120","pronucleus","CC"
"GO:0045806","negative regulation of endocytosis","BP"
"GO:0048261","negative regulation of receptor-mediated endocytosis","BP"
"GO:0036290","protein trans-autophosphorylation","BP"
"GO:0004301","epoxide hydrolase activity","MF"
"GO:0016801","hydrolase activity, acting on ether bonds","MF"
"GO:0016803","ether hydrolase activity","MF"
"GO:0004598","peptidylamidoglycolate lyase activity","MF"
"GO:0000448","cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"GO:2000008","regulation of protein localization to cell surface","BP"
"GO:2000009","negative regulation of protein localization to cell surface","BP"
"GO:0043525","positive regulation of neuron apoptotic process","BP"
"GO:0046596","regulation of viral entry into host cell","BP"
"GO:0046598","positive regulation of viral entry into host cell","BP"
"GO:0048524","positive regulation of viral process","BP"
"GO:1903902","positive regulation of viral life cycle","BP"
"GO:0006672","ceramide metabolic process","BP"
"GO:0017040","N-acylsphingosine amidohydrolase activity","MF"
"GO:0046514","ceramide catabolic process","BP"
"GO:0034452","dynactin binding","MF"
"GO:0003963","RNA-3'-phosphate cyclase activity","MF"
"GO:0048262","determination of dorsal/ventral asymmetry","BP"
"GO:0090071","negative regulation of ribosome biogenesis","BP"
"GO:0031887","lipid droplet transport along microtubule","BP"
"GO:0045920","negative regulation of exocytosis","BP"
"GO:0045955","negative regulation of calcium ion-dependent exocytosis","BP"
"GO:1902804","negative regulation of synaptic vesicle transport","BP"
"GO:1903306","negative regulation of regulated secretory pathway","BP"
"GO:2000301","negative regulation of synaptic vesicle exocytosis","BP"
"GO:0030997","regulation of centriole-centriole cohesion","BP"
"GO:0005009","insulin receptor activity","MF"
"GO:0043559","insulin binding","MF"
"GO:0043560","insulin receptor substrate binding","MF"
"GO:0060786","regulation of cell differentiation involved in tissue homeostasis","BP"
"GO:0009007","site-specific DNA-methyltransferase (adenine-specific) activity","MF"
"GO:0007402","ganglion mother cell fate determination","BP"
"GO:0006501","C-terminal protein lipidation","BP"
"GO:0051697","protein delipidation","BP"
"GO:0051267","CP2 mannose-ethanolamine phosphotransferase activity","MF"
"GO:0051377","mannose-ethanolamine phosphotransferase activity","MF"
"GO:0007079","mitotic chromosome movement towards spindle pole","BP"
"GO:0004865","protein serine/threonine phosphatase inhibitor activity","MF"
"GO:0006363","termination of RNA polymerase I transcription","BP"
"GO:0001173","DNA-templated transcriptional start site selection","BP"
"GO:0001174","transcriptional start site selection at RNA polymerase II promoter","BP"
"GO:0097550","transcription preinitiation complex","CC"
"GO:0015187","glycine transmembrane transporter activity","MF"
"GO:0015193","L-proline transmembrane transporter activity","MF"
"GO:0015816","glycine transport","BP"
"GO:0015824","proline transport","BP"
"GO:0035524","proline transmembrane transport","BP"
"GO:1903344","regulation of protein polyglycylation","BP"
"GO:1903346","positive regulation of protein polyglycylation","BP"
"GO:1903804","glycine import across plasma membrane","BP"
"GO:0000255","allantoin metabolic process","BP"
"GO:0019428","allantoin biosynthetic process","BP"
"GO:0000495","box H/ACA sno(s)RNA 3'-end processing","BP"
"GO:0033979","box H/ACA sno(s)RNA metabolic process","BP"
"GO:0034964","box H/ACA sno(s)RNA processing","BP"
"GO:0043111","replication fork arrest","BP"
"GO:0001705","ectoderm formation","BP"
"GO:0001712","ectodermal cell fate commitment","BP"
"GO:0001713","ectodermal cell fate determination","BP"
"GO:0010668","ectodermal cell differentiation","BP"
"GO:0032926","negative regulation of activin receptor signaling pathway","BP"
"GO:0032927","positive regulation of activin receptor signaling pathway","BP"
"GO:0071011","precatalytic spliceosome","CC"
"GO:0034498","early endosome to Golgi transport","BP"
"GO:0002143","tRNA wobble position uridine thiolation","BP"
"GO:1901031","regulation of response to reactive oxygen species","BP"
"GO:1901032","negative regulation of response to reactive oxygen species","BP"
"GO:2001024","negative regulation of response to drug","BP"
"GO:2001038","regulation of cellular response to drug","BP"
"GO:2001039","negative regulation of cellular response to drug","BP"
"GO:0004792","thiosulfate-cyanide sulfurtransferase activity","MF"
"GO:0032447","protein urmylation","BP"
"GO:0042292","URM1 activating enzyme activity","MF"
"GO:0034454","microtubule anchoring at centrosome","BP"
"GO:0072393","microtubule anchoring at microtubule organizing center","BP"
"GO:0005587","collagen type IV trimer","CC"
"GO:0098642","network-forming collagen trimer","CC"
"GO:0098644","complex of collagen trimers","CC"
"GO:0098645","complex of network-forming collagens","CC"
"GO:0035848","oviduct morphogenesis","BP"
"GO:0048621","post-embryonic digestive tract morphogenesis","BP"
"GO:0055006","cardiac cell development","BP"
"GO:0055013","cardiac muscle cell development","BP"
"GO:0060066","oviduct development","BP"
"GO:0005500","juvenile hormone binding","MF"
"GO:1901201","regulation of extracellular matrix assembly","BP"
"GO:1901203","positive regulation of extracellular matrix assembly","BP"
"GO:1903055","positive regulation of extracellular matrix organization","BP"
"GO:0004013","adenosylhomocysteinase activity","MF"
"GO:0006534","cysteine metabolic process","BP"
"GO:0016802","trialkylsulfonium hydrolase activity","MF"
"GO:0033353","S-adenosylmethionine cycle","BP"
"GO:0046439","L-cysteine metabolic process","BP"
"GO:0046498","S-adenosylhomocysteine metabolic process","BP"
"GO:0008553","P-type proton-exporting transporter activity","MF"
"GO:0036295","cellular response to increased oxygen levels","BP"
"GO:1901190","regulation of formation of translation initiation ternary complex","BP"
"GO:0047429","nucleoside triphosphate diphosphatase activity","MF"
"GO:0007396","suture of dorsal opening","BP"
"GO:0016149","translation release factor activity, codon specific","MF"
"GO:0061578","K63-linked deubiquitinase activity","MF"
"GO:0061815","Met1-linked polyubiquitin deubiquitinase activity","MF"
"GO:1990108","protein linear deubiquitination","BP"
"GO:0005521","lamin binding","MF"
"GO:0071763","nuclear membrane organization","BP"
"GO:0031105","septin complex","CC"
"GO:0071526","semaphorin-plexin signaling pathway","BP"
"GO:0070534","protein K63-linked ubiquitination","BP"
"GO:0000715","nucleotide-excision repair, DNA damage recognition","BP"
"GO:1901255","nucleotide-excision repair involved in interstrand cross-link repair","BP"
"GO:0007066","female meiosis sister chromatid cohesion","BP"
"GO:0051754","meiotic sister chromatid cohesion, centromeric","BP"
"GO:0070601","centromeric sister chromatid cohesion","BP"
"GO:0006110","regulation of glycolytic process","BP"
"GO:0030315","T-tubule","CC"
"GO:0030811","regulation of nucleotide catabolic process","BP"
"GO:1903798","regulation of miRNA processing","BP"
"GO:0005892","acetylcholine-gated channel complex","CC"
"GO:0007271","synaptic transmission, cholinergic","BP"
"GO:0022848","acetylcholine-gated monoatomic cation-selective channel activity","MF"
"GO:0098960","postsynaptic neurotransmitter receptor activity","MF"
"GO:1904315","transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","MF"
"GO:0008206","bile acid metabolic process","BP"
"GO:0008422","beta-glucosidase activity","MF"
"GO:0016137","glycoside metabolic process","BP"
"GO:0016139","glycoside catabolic process","BP"
"GO:1901658","glycosyl compound catabolic process","BP"
"GO:0051643","endoplasmic reticulum localization","BP"
"GO:0006369","termination of RNA polymerase II transcription","BP"
"GO:0000022","mitotic spindle elongation","BP"
"GO:0097240","chromosome attachment to the nuclear envelope","BP"
"GO:0097298","regulation of nucleus size","BP"
"GO:0004161","dimethylallyltranstransferase activity","MF"
"GO:0004337","(2E,6E)-farnesyl diphosphate synthase activity","MF"
"GO:0045337","farnesyl diphosphate biosynthetic process","BP"
"GO:0045338","farnesyl diphosphate metabolic process","BP"
"GO:0035976","transcription factor AP-1 complex","CC"
"GO:0004190","aspartic-type endopeptidase activity","MF"
"GO:0042500","aspartic endopeptidase activity, intramembrane cleaving","MF"
"GO:0070001","aspartic-type peptidase activity","MF"
"GO:0098553","lumenal side of endoplasmic reticulum membrane","CC"
"GO:0033130","acetylcholine receptor binding","MF"
"GO:0007393","dorsal closure, leading edge cell fate determination","BP"
"GO:0035027","leading edge cell fate commitment","BP"
"GO:0035028","leading edge cell fate determination","BP"
"GO:0035029","dorsal closure, leading edge cell fate commitment","BP"
"GO:0046665","amnioserosa maintenance","BP"
"GO:0072148","epithelial cell fate commitment","BP"
"GO:0034455","t-UTP complex","CC"
"GO:0016559","peroxisome fission","BP"
"GO:0044375","regulation of peroxisome size","BP"
"GO:0047938","glucose-6-phosphate 1-epimerase activity","MF"
"GO:0017185","peptidyl-lysine hydroxylation","BP"
"GO:0018395","peptidyl-lysine hydroxylation to 5-hydroxy-L-lysine","BP"
"GO:0070815","peptidyl-lysine 5-dioxygenase activity","MF"
"GO:0071567","deUFMylase activity","MF"
"GO:0008346","larval walking behavior","BP"
"GO:0007302","nurse cell nucleus anchoring","BP"
"GO:0032065","maintenance of protein location in cell cortex","BP"
"GO:0106036","assembly of apicomedial cortex actomyosin","BP"
"GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","BP"
"GO:0043425","bHLH transcription factor binding","MF"
"GO:0004394","heparan sulfate 2-sulfotransferase activity","MF"
"GO:0036066","protein O-linked glycosylation via fucose","BP"
"GO:0046922","peptide-O-fucosyltransferase activity","MF"
"GO:0006480","N-terminal protein amino acid methylation","BP"
"GO:0018016","N-terminal peptidyl-proline dimethylation","BP"
"GO:0035568","N-terminal peptidyl-proline methylation","BP"
"GO:0071885","N-terminal protein N-methyltransferase activity","MF"
"GO:0014821","phasic smooth muscle contraction","BP"
"GO:0030432","peristalsis","BP"
"GO:0036089","cleavage furrow formation","BP"
"GO:0070273","phosphatidylinositol-4-phosphate binding","MF"
"GO:0042480","negative regulation of eye photoreceptor cell development","BP"
"GO:0045316","negative regulation of compound eye photoreceptor development","BP"
"GO:0006533","L-aspartate catabolic process","BP"
"GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activity","MF"
"GO:0035232","germ cell attraction","BP"
"GO:0030023","extracellular matrix constituent conferring elasticity","MF"
"GO:0099533","positive regulation of presynaptic cytosolic calcium concentration","BP"
"GO:0003917","DNA topoisomerase type I (single strand cut, ATP-independent) activity","MF"
"GO:0005956","protein kinase CK2 complex","CC"
"GO:1990072","TRAPPIII protein complex","CC"
"GO:0004797","thymidine kinase activity","MF"
"GO:0006230","TMP biosynthetic process","BP"
"GO:0009157","deoxyribonucleoside monophosphate biosynthetic process","BP"
"GO:0019136","deoxynucleoside kinase activity","MF"
"GO:0046044","TMP metabolic process","BP"
"GO:0070513","death domain binding","MF"
"GO:0060173","limb development","BP"
"GO:0097038","perinuclear endoplasmic reticulum","CC"
"GO:0008889","glycerophosphodiester phosphodiesterase activity","MF"
"GO:0009395","phospholipid catabolic process","BP"
"GO:0030002","intracellular monoatomic anion homeostasis","BP"
"GO:0030643","intracellular phosphate ion homeostasis","BP"
"GO:0046475","glycerophospholipid catabolic process","BP"
"GO:0046503","glycerolipid catabolic process","BP"
"GO:0047389","glycerophosphocholine phosphodiesterase activity","MF"
"GO:0055062","phosphate ion homeostasis","BP"
"GO:0055081","monoatomic anion homeostasis","BP"
"GO:0033819","lipoyl(octanoyl) transferase activity","MF"
"GO:0014059","regulation of dopamine secretion","BP"
"GO:0050433","regulation of catecholamine secretion","BP"
"GO:0000994","RNA polymerase III core binding","MF"
"GO:0005834","heterotrimeric G-protein complex","CC"
"GO:0031683","G-protein beta/gamma-subunit complex binding","MF"
"GO:1905360","GTPase complex","CC"
"GO:0001845","phagolysosome assembly","BP"
"GO:0090382","phagosome maturation","BP"
"GO:0090383","phagosome acidification","BP"
"GO:0015296","monoatomic anion:monoatomic cation symporter activity","MF"
"GO:0015377","chloride:monoatomic cation symporter activity","MF"
"GO:0015379","potassium:chloride symporter activity","MF"
"GO:0008098","5S rRNA primary transcript binding","MF"
"GO:0004058","aromatic-L-amino-acid decarboxylase activity","MF"
"GO:0006585","dopamine biosynthetic process from tyrosine","BP"
"GO:0006587","serotonin biosynthetic process from L-tryptophan","BP"
"GO:0016234","inclusion body","CC"
"GO:0016235","aggresome","CC"
"GO:0016202","regulation of striated muscle tissue development","BP"
"GO:0052575","carbohydrate localization","BP"
"GO:0052576","carbohydrate storage","BP"
"GO:1901861","regulation of muscle tissue development","BP"
"GO:0061575","cyclin-dependent protein serine/threonine kinase activator activity","MF"
"GO:0031417","NatC complex","CC"
"GO:0045956","positive regulation of calcium ion-dependent exocytosis","BP"
"GO:1902805","positive regulation of synaptic vesicle transport","BP"
"GO:2000302","positive regulation of synaptic vesicle exocytosis","BP"
"GO:2000370","positive regulation of clathrin-dependent endocytosis","BP"
"GO:0001556","oocyte maturation","BP"
"GO:0042171","lysophosphatidic acid acyltransferase activity","MF"
"GO:0000938","GARP complex","CC"
"GO:0003857","(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity","MF"
"GO:0016507","mitochondrial fatty acid beta-oxidation multienzyme complex","CC"
"GO:0016509","long-chain (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity","MF"
"GO:0036125","fatty acid beta-oxidation multienzyme complex","CC"
"GO:0061643","chemorepulsion of axon","BP"
"GO:0046403","polynucleotide 3'-phosphatase activity","MF"
"GO:0046404","ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity","MF"
"GO:0051734","ATP-dependent polynucleotide 5'-hydroxyl-kinase activity","MF"
"GO:0098506","polynucleotide 3' dephosphorylation","BP"
"GO:0004100","chitin synthase activity","MF"
"GO:0010383","cell wall polysaccharide metabolic process","BP"
"GO:0030428","cell septum","CC"
"GO:0070592","cell wall polysaccharide biosynthetic process","BP"
"GO:0010387","COP9 signalosome assembly","BP"
"GO:0060625","regulation of protein deneddylation","BP"
"GO:0004823","leucine-tRNA ligase activity","MF"
"GO:0006429","leucyl-tRNA aminoacylation","BP"
"GO:0003839","gamma-glutamylcyclotransferase activity","MF"
"GO:0005642","annulate lamellae","CC"
"GO:0014018","neuroblast fate specification","BP"
"GO:0048866","stem cell fate specification","BP"
"GO:1901694","positive regulation of compound eye retinal cell apoptotic process","BP"
"GO:0046595","establishment of pole plasm mRNA localization","BP"
"GO:0002090","regulation of receptor internalization","BP"
"GO:0002092","positive regulation of receptor internalization","BP"
"GO:0003264","regulation of cardioblast proliferation","BP"
"GO:0045844","positive regulation of striated muscle tissue development","BP"
"GO:0051149","positive regulation of muscle cell differentiation","BP"
"GO:0051155","positive regulation of striated muscle cell differentiation","BP"
"GO:0055024","regulation of cardiac muscle tissue development","BP"
"GO:0055025","positive regulation of cardiac muscle tissue development","BP"
"GO:1901863","positive regulation of muscle tissue development","BP"
"GO:1905062","positive regulation of cardioblast proliferation","BP"
"GO:1905209","positive regulation of cardiocyte differentiation","BP"
"GO:1905304","regulation of cardiac myofibril assembly","BP"
"GO:1905306","positive regulation of cardiac myofibril assembly","BP"
"GO:2000136","regulation of cell proliferation involved in heart morphogenesis","BP"
"GO:2000138","positive regulation of cell proliferation involved in heart morphogenesis","BP"
"GO:2000725","regulation of cardiac muscle cell differentiation","BP"
"GO:2000727","positive regulation of cardiac muscle cell differentiation","BP"
"GO:0004000","adenosine deaminase activity","MF"
"GO:0006152","purine nucleoside catabolic process","BP"
"GO:0006154","adenosine catabolic process","BP"
"GO:0009164","nucleoside catabolic process","BP"
"GO:0019239","deaminase activity","MF"
"GO:0034656","nucleobase-containing small molecule catabolic process","BP"
"GO:0042454","ribonucleoside catabolic process","BP"
"GO:0046102","inosine metabolic process","BP"
"GO:0046103","inosine biosynthetic process","BP"
"GO:0046130","purine ribonucleoside catabolic process","BP"
"GO:0006910","phagocytosis, recognition","BP"
"GO:0060912","cardiac cell fate specification","BP"
"GO:0004561","alpha-N-acetylglucosaminidase activity","MF"
"GO:0061175","type II terminal bouton","CC"
"GO:0035621","ER to Golgi ceramide transport","BP"
"GO:0035627","ceramide transport","BP"
"GO:0046625","sphingolipid binding","MF"
"GO:0097001","ceramide binding","MF"
"GO:0035256","G protein-coupled glutamate receptor binding","MF"
"GO:0006408","snRNA export from nucleus","BP"
"GO:0051030","snRNA transport","BP"
"GO:0032576","O-linoleoyltransferase activity","MF"
"GO:0032577","phosphatidylcholine:cardiolipin O-linoleoyltransferase activity","MF"
"GO:0035965","cardiolipin acyl-chain remodeling","BP"
"GO:0005891","voltage-gated calcium channel complex","CC"
"GO:0008331","high voltage-gated calcium channel activity","MF"
"GO:0032185","septin cytoskeleton organization","BP"
"GO:0061334","cell rearrangement involved in Malpighian tubule morphogenesis","BP"
"GO:0061352","cell chemotaxis involved in Malpighian tubule morphogenesis","BP"
"GO:0002021","response to dietary excess","BP"
"GO:0090062","regulation of trehalose metabolic process","BP"
"GO:1901142","insulin metabolic process","BP"
"GO:1901143","insulin catabolic process","BP"
"GO:0018149","peptide cross-linking","BP"
"GO:0048105","establishment of body hair planar orientation","BP"
"GO:0010918","positive regulation of mitochondrial membrane potential","BP"
"GO:0030983","mismatched DNA binding","MF"
"GO:0032135","DNA insertion or deletion binding","MF"
"GO:0032137","guanine/thymine mispair binding","MF"
"GO:0032138","single base insertion or deletion binding","MF"
"GO:0032301","MutSalpha complex","CC"
"GO:0071339","MLL1 complex","CC"
"GO:0007305","vitelline membrane formation involved in chorion-containing eggshell formation","BP"
"GO:0030704","vitelline membrane formation","BP"
"GO:0032530","regulation of microvillus organization","BP"
"GO:0032531","regulation of follicle cell microvillus organization","BP"
"GO:0032532","regulation of microvillus length","BP"
"GO:0032533","regulation of follicle cell microvillus length","BP"
"GO:0035803","egg coat formation","BP"
"GO:0004805","trehalose-phosphatase activity","MF"
"GO:0005992","trehalose biosynthetic process","BP"
"GO:0046351","disaccharide biosynthetic process","BP"
"GO:0051014","actin filament severing","BP"
"GO:0071846","actin filament debranching","BP"
"GO:0003950","NAD+ poly-ADP-ribosyltransferase activity","MF"
"GO:0070212","protein poly-ADP-ribosylation","BP"
"GO:0030506","ankyrin binding","MF"
"GO:0034274","Atg12-Atg5-Atg16 complex","CC"
"GO:0017168","5-oxoprolinase (ATP-hydrolyzing) activity","MF"
"GO:0000445","THO complex part of transcription export complex","CC"
"GO:0060024","rhythmic synaptic transmission","BP"
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","BP"
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","BP"
"GO:1901797","negative regulation of signal transduction by p53 class mediator","BP"
"GO:1902166","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"GO:1902230","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage","BP"
"GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","BP"
"GO:0036455","iron-sulfur transferase activity","MF"
"GO:0051539","4 iron, 4 sulfur cluster binding","MF"
"GO:1990221","L-cysteine desulfurase complex","CC"
"GO:0004758","serine C-palmitoyltransferase activity","MF"
"GO:0016454","C-palmitoyltransferase activity","MF"
"GO:0051538","3 iron, 4 sulfur cluster binding","MF"
"GO:0001523","retinoid metabolic process","BP"
"GO:0003834","beta-carotene 15,15'-dioxygenase activity","MF"
"GO:0006776","vitamin A metabolic process","BP"
"GO:0010436","carotenoid dioxygenase activity","MF"
"GO:0016101","diterpenoid metabolic process","BP"
"GO:0016102","diterpenoid biosynthetic process","BP"
"GO:0016119","carotene metabolic process","BP"
"GO:0035238","vitamin A biosynthetic process","BP"
"GO:0042214","terpene metabolic process","BP"
"GO:0042574","retinal metabolic process","BP"
"GO:0004645","1,4-alpha-oligoglucan phosphorylase activity","MF"
"GO:0008184","glycogen phosphorylase activity","MF"
"GO:0036498","IRE1-mediated unfolded protein response","BP"
"GO:0007270","neuron-neuron synaptic transmission","BP"
"GO:0001675","acrosome assembly","BP"
"GO:0007290","spermatid nucleus elongation","BP"
"GO:0030961","peptidyl-arginine hydroxylation","BP"
"GO:0032453","histone H3K4 demethylase activity","MF"
"GO:0051864","histone H3K36 demethylase activity","MF"
"GO:0000481","maturation of 5S rRNA","BP"
"GO:0001715","ectodermal cell fate specification","BP"
"GO:0005125","cytokine activity","MF"
"GO:0005160","transforming growth factor beta receptor binding","MF"
"GO:0060395","SMAD protein signal transduction","BP"
"GO:0003974","UDP-N-acetylglucosamine 4-epimerase activity","MF"
"GO:0003978","UDP-glucose 4-epimerase activity","MF"
"GO:0042721","TIM22 mitochondrial import inner membrane insertion complex","CC"
"GO:0005313","L-glutamate transmembrane transporter activity","MF"
"GO:0015172","acidic amino acid transmembrane transporter activity","MF"
"GO:0015800","acidic amino acid transport","BP"
"GO:0015813","L-glutamate transmembrane transport","BP"
"GO:0004582","dolichyl-phosphate beta-D-mannosyltransferase activity","MF"
"GO:0033290","eukaryotic 48S preinitiation complex","CC"
"GO:0098631","cell adhesion mediator activity","MF"
"GO:0098632","cell-cell adhesion mediator activity","MF"
"GO:0033239","negative regulation of amine metabolic process","BP"
"GO:0045963","negative regulation of dopamine metabolic process","BP"
"GO:0004854","xanthine dehydrogenase activity","MF"
"GO:0009115","xanthine catabolic process","BP"
"GO:0016726","oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor","MF"
"GO:0043546","molybdopterin cofactor binding","MF"
"GO:0046110","xanthine metabolic process","BP"
"GO:0000056","ribosomal small subunit export from nucleus","BP"
"GO:0003998","acylphosphatase activity","MF"
"GO:0090557","establishment of endothelial intestinal barrier","BP"
"GO:1904274","tricellular tight junction assembly","BP"
"GO:0032454","histone H3K9 demethylase activity","MF"
"GO:0000451","rRNA 2'-O-methylation","BP"
