"term","name","ontology"
"GO:0035088","establishment or maintenance of apical/basal cell polarity","BP"
"GO:0035090","maintenance of apical/basal cell polarity","BP"
"GO:0036213","contractile ring contraction","BP"
"GO:0044837","actomyosin contractile ring organization","BP"
"GO:0045197","establishment or maintenance of epithelial cell apical/basal polarity","BP"
"GO:0045199","maintenance of epithelial cell apical/basal polarity","BP"
"GO:0051601","exocyst localization","BP"
"GO:0061245","establishment or maintenance of bipolar cell polarity","BP"
"GO:0006334","nucleosome assembly","BP"
"GO:0007338","single fertilization","BP"
"GO:0009566","fertilization","BP"
"GO:0035039","male pronucleus assembly","BP"
"GO:0035041","sperm DNA decondensation","BP"
"GO:0050848","regulation of calcium-mediated signaling","BP"
"GO:0000244","spliceosomal tri-snRNP complex assembly","BP"
"GO:0000386","second spliceosomal transesterification activity","MF"
"GO:0017069","snRNA binding","MF"
"GO:0017070","U6 snRNA binding","MF"
"GO:0030619","U1 snRNA binding","MF"
"GO:0030620","U2 snRNA binding","MF"
"GO:0030623","U5 snRNA binding","MF"
"GO:0036002","pre-mRNA binding","MF"
"GO:0097157","pre-mRNA intronic binding","MF"
"GO:0000287","magnesium ion binding","MF"
"GO:0006563","L-serine metabolic process","BP"
"GO:0006564","L-serine biosynthetic process","BP"
"GO:0009070","serine family amino acid biosynthetic process","BP"
"GO:0034450","ubiquitin-ubiquitin ligase activity","MF"
"GO:0005814","centriole","CC"
"GO:0010457","centriole-centriole cohesion","BP"
"GO:0032053","ciliary basal body organization","BP"
"GO:0036064","ciliary basal body","CC"
"GO:0008173","RNA methyltransferase activity","MF"
"GO:0008175","tRNA methyltransferase activity","MF"
"GO:0008176","tRNA (guanine(46)-N7)-methyltransferase activity","MF"
"GO:0016423","tRNA (guanine) methyltransferase activity","MF"
"GO:0036265","RNA (guanine-N7)-methylation","BP"
"GO:0043527","tRNA methyltransferase complex","CC"
"GO:0106004","tRNA (guanine-N7)-methylation","BP"
"GO:0030838","positive regulation of actin filament polymerization","BP"
"GO:0031490","chromatin DNA binding","MF"
"GO:0031492","nucleosomal DNA binding","MF"
"GO:0032273","positive regulation of protein polymerization","BP"
"GO:0051098","regulation of binding","BP"
"GO:0051101","regulation of DNA binding","BP"
"GO:0000338","protein deneddylation","BP"
"GO:0007310","oocyte dorsal/ventral axis specification","BP"
"GO:0008180","COP9 signalosome","CC"
"GO:0009950","dorsal/ventral axis specification","BP"
"GO:0019783","ubiquitin-like protein peptidase activity","MF"
"GO:0019784","deNEDDylase activity","MF"
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"GO:0035203","regulation of lamellocyte differentiation","BP"
"GO:0035204","negative regulation of lamellocyte differentiation","BP"
"GO:0035207","negative regulation of hemocyte proliferation","BP"
"GO:0042177","negative regulation of protein catabolic process","BP"
"GO:0045610","regulation of hemocyte differentiation","BP"
"GO:0045611","negative regulation of hemocyte differentiation","BP"
"GO:0045613","regulation of plasmatocyte differentiation","BP"
"GO:0045614","negative regulation of plasmatocyte differentiation","BP"
"GO:0045861","negative regulation of proteolysis","BP"
"GO:0048138","germ-line cyst encapsulation","BP"
"GO:0048140","male germ-line cyst encapsulation","BP"
"GO:0048142","germarium-derived cystoblast division","BP"
"GO:0048580","regulation of post-embryonic development","BP"
"GO:0048581","negative regulation of post-embryonic development","BP"
"GO:0061136","regulation of proteasomal protein catabolic process","BP"
"GO:1901799","negative regulation of proteasomal protein catabolic process","BP"
"GO:1903706","regulation of hemopoiesis","BP"
"GO:1903707","negative regulation of hemopoiesis","BP"
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","BP"
"GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","BP"
"GO:0016278","lysine N-methyltransferase activity","MF"
"GO:0016279","protein-lysine N-methyltransferase activity","MF"
"GO:0018023","peptidyl-lysine trimethylation","BP"
"GO:0016300","tRNA (uridine) methyltransferase activity","MF"
"GO:0005034","osmosensor activity","MF"
"GO:0005328","neurotransmitter:sodium symporter activity","MF"
"GO:0006814","sodium ion transport","BP"
"GO:0015081","sodium ion transmembrane transporter activity","MF"
"GO:0015291","secondary active transmembrane transporter activity","MF"
"GO:0015293","symporter activity","MF"
"GO:0015294","solute:monoatomic cation symporter activity","MF"
"GO:0015370","solute:sodium symporter activity","MF"
"GO:0035725","sodium ion transmembrane transport","BP"
"GO:0042065","glial cell growth","BP"
"GO:0042066","perineurial glial growth","BP"
"GO:0047484","regulation of response to osmotic stress","BP"
"GO:0048871","multicellular organismal-level homeostasis","BP"
"GO:0050878","regulation of body fluid levels","BP"
"GO:0050891","multicellular organismal-level water homeostasis","BP"
"GO:0032039","integrator complex","CC"
"GO:0006482","protein demethylation","BP"
"GO:0008214","protein dealkylation","BP"
"GO:0032451","demethylase activity","MF"
"GO:0032452","histone demethylase activity","MF"
"GO:0036315","cellular response to sterol","BP"
"GO:0051427","hormone receptor binding","MF"
"GO:0070988","demethylation","BP"
"GO:0071390","cellular response to ecdysone","BP"
"GO:0071396","cellular response to lipid","BP"
"GO:0071558","histone H3K27me2/H3K27me3 demethylase activity","MF"
"GO:0097306","cellular response to alcohol","BP"
"GO:1901655","cellular response to ketone","BP"
"GO:1990841","promoter-specific chromatin binding","MF"
"GO:0000164","protein phosphatase type 1 complex","CC"
"GO:0019902","phosphatase binding","MF"
"GO:0019903","protein phosphatase binding","MF"
"GO:0003880","protein C-terminal carboxyl O-methyltransferase activity","MF"
"GO:0006481","C-terminal protein methylation","BP"
"GO:0008171","O-methyltransferase activity","MF"
"GO:0010340","carboxyl-O-methyltransferase activity","MF"
"GO:0018423","protein C-terminal leucine carboxyl O-methyltransferase activity","MF"
"GO:0051998","protein carboxyl O-methyltransferase activity","MF"
"GO:0009249","protein lipoylation","BP"
"GO:0016979","lipoate-protein ligase activity","MF"
"GO:0017118","lipoyltransferase activity","MF"
"GO:0004713","protein tyrosine kinase activity","MF"
"GO:0004715","non-membrane spanning protein tyrosine kinase activity","MF"
"GO:0006955","immune response","BP"
"GO:0007392","initiation of dorsal closure","BP"
"GO:0007394","dorsal closure, elongation of leading edge cells","BP"
"GO:0009826","unidimensional cell growth","BP"
"GO:0009898","cytoplasmic side of plasma membrane","CC"
"GO:0018108","peptidyl-tyrosine phosphorylation","BP"
"GO:0019897","extrinsic component of plasma membrane","CC"
"GO:0019898","extrinsic component of membrane","CC"
"GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","CC"
"GO:0038083","peptidyl-tyrosine autophosphorylation","BP"
"GO:0043277","apoptotic cell clearance","BP"
"GO:0045087","innate immune response","BP"
"GO:0098552","side of membrane","CC"
"GO:0098562","cytoplasmic side of membrane","CC"
"GO:0001752","compound eye photoreceptor fate commitment","BP"
"GO:0002011","morphogenesis of an epithelial sheet","BP"
"GO:0007460","R8 cell fate commitment","BP"
"GO:0014013","regulation of gliogenesis","BP"
"GO:0014014","negative regulation of gliogenesis","BP"
"GO:0031638","zymogen activation","BP"
"GO:0035265","organ growth","BP"
"GO:0035329","hippo signaling","BP"
"GO:0042706","eye photoreceptor cell fate commitment","BP"
"GO:0042771","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","BP"
"GO:0043523","regulation of neuron apoptotic process","BP"
"GO:0043524","negative regulation of neuron apoptotic process","BP"
"GO:0043704","photoreceptor cell fate specification","BP"
"GO:0045464","R8 cell fate specification","BP"
"GO:0045465","R8 cell differentiation","BP"
"GO:0046552","photoreceptor cell fate commitment","BP"
"GO:0046621","negative regulation of organ growth","BP"
"GO:0046666","retinal cell programmed cell death","BP"
"GO:0048663","neuron fate commitment","BP"
"GO:0048665","neuron fate specification","BP"
"GO:0060251","regulation of glial cell proliferation","BP"
"GO:0060253","negative regulation of glial cell proliferation","BP"
"GO:0070613","regulation of protein processing","BP"
"GO:1903317","regulation of protein maturation","BP"
"GO:0034587","piRNA processing","BP"
"GO:0043186","P granule","CC"
"GO:0006023","aminoglycan biosynthetic process","BP"
"GO:0006024","glycosaminoglycan biosynthetic process","BP"
"GO:0006029","proteoglycan metabolic process","BP"
"GO:0006044","N-acetylglucosamine metabolic process","BP"
"GO:0008354","germ cell migration","BP"
"GO:0008375","acetylglucosaminyltransferase activity","MF"
"GO:0015012","heparan sulfate proteoglycan biosynthetic process","BP"
"GO:0015020","glucuronosyltransferase activity","MF"
"GO:0030166","proteoglycan biosynthetic process","BP"
"GO:0030201","heparan sulfate proteoglycan metabolic process","BP"
"GO:0030202","heparin proteoglycan metabolic process","BP"
"GO:0030203","glycosaminoglycan metabolic process","BP"
"GO:0030210","heparin proteoglycan biosynthetic process","BP"
"GO:0050508","glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase activity","MF"
"GO:0050509","N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase activity","MF"
"GO:0004879","nuclear receptor activity","MF"
"GO:0030522","intracellular receptor signaling pathway","BP"
"GO:0098531","ligand-modulated transcription factor activity","MF"
"GO:0002697","regulation of immune effector process","BP"
"GO:0002700","regulation of production of molecular mediator of immune response","BP"
"GO:0002759","regulation of antimicrobial humoral response","BP"
"GO:0002784","regulation of antimicrobial peptide production","BP"
"GO:0002831","regulation of response to biotic stimulus","BP"
"GO:0002832","negative regulation of response to biotic stimulus","BP"
"GO:0002920","regulation of humoral immune response","BP"
"GO:0004843","cysteine-type deubiquitinase activity","MF"
"GO:0008592","regulation of Toll signaling pathway","BP"
"GO:0031348","negative regulation of defense response","BP"
"GO:0032102","negative regulation of response to external stimulus","BP"
"GO:0045751","negative regulation of Toll signaling pathway","BP"
"GO:0045824","negative regulation of innate immune response","BP"
"GO:0050777","negative regulation of immune response","BP"
"GO:0101005","deubiquitinase activity","MF"
"GO:1900424","regulation of defense response to bacterium","BP"
"GO:1900425","negative regulation of defense response to bacterium","BP"
"GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity","MF"
"GO:0006446","regulation of translational initiation","BP"
"GO:0010998","regulation of translational initiation by eIF2 alpha phosphorylation","BP"
"GO:0043555","regulation of translation in response to stress","BP"
"GO:0043558","regulation of translational initiation in response to stress","BP"
"GO:0007052","mitotic spindle organization","BP"
"GO:0030016","myofibril","CC"
"GO:0030017","sarcomere","CC"
"GO:0030018","Z disc","CC"
"GO:0031430","M band","CC"
"GO:0031672","A band","CC"
"GO:0031674","I band","CC"
"GO:0035173","histone kinase activity","MF"
"GO:0036098","male germ-line stem cell population maintenance","BP"
"GO:0060361","flight","BP"
"GO:0097150","neuronal stem cell population maintenance","BP"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","BP"
"GO:0005262","calcium channel activity","MF"
"GO:0006816","calcium ion transport","BP"
"GO:0015085","calcium ion transmembrane transporter activity","MF"
"GO:0048060","negative gravitaxis","BP"
"GO:0051262","protein tetramerization","BP"
"GO:0051290","protein heterotetramerization","BP"
"GO:0051291","protein heterooligomerization","BP"
"GO:0070588","calcium ion transmembrane transport","BP"
"GO:0002225","positive regulation of antimicrobial peptide production","BP"
"GO:0002699","positive regulation of immune effector process","BP"
"GO:0002702","positive regulation of production of molecular mediator of immune response","BP"
"GO:0002760","positive regulation of antimicrobial humoral response","BP"
"GO:0002788","regulation of antifungal peptide production","BP"
"GO:0002804","positive regulation of antifungal peptide production","BP"
"GO:0002833","positive regulation of response to biotic stimulus","BP"
"GO:0002922","positive regulation of humoral immune response","BP"
"GO:0031349","positive regulation of defense response","BP"
"GO:0045752","positive regulation of Toll signaling pathway","BP"
"GO:0050778","positive regulation of immune response","BP"
"GO:0050830","defense response to Gram-positive bacterium","BP"
"GO:1900150","regulation of defense response to fungus","BP"
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP"
"GO:0004587","ornithine aminotransferase activity","MF"
"GO:0006591","ornithine metabolic process","BP"
"GO:0008483","transaminase activity","MF"
"GO:0016769","transferase activity, transferring nitrogenous groups","MF"
"GO:0017110","nucleoside diphosphate phosphatase activity","MF"
"GO:0044715","8-oxo-dGDP phosphatase activity","MF"
"GO:0006493","protein O-linked glycosylation","BP"
"GO:0035269","protein O-linked glycosylation via mannose","BP"
"GO:0001964","startle response","BP"
"GO:0009612","response to mechanical stimulus","BP"
"GO:0010996","response to auditory stimulus","BP"
"GO:0042220","response to cocaine","BP"
"GO:0043052","thermotaxis","BP"
"GO:0043279","response to alkaloid","BP"
"GO:0048148","behavioral response to cocaine","BP"
"GO:0050884","neuromuscular process controlling posture","BP"
"GO:0050905","neuromuscular process","BP"
"GO:0060359","response to ammonium ion","BP"
"GO:0072347","response to anesthetic","BP"
"GO:0000054","ribosomal subunit export from nucleus","BP"
"GO:0000132","establishment of mitotic spindle orientation","BP"
"GO:0005874","microtubule","CC"
"GO:0005876","spindle microtubule","CC"
"GO:0030010","establishment of cell polarity","BP"
"GO:0033750","ribosome localization","BP"
"GO:0040001","establishment of mitotic spindle localization","BP"
"GO:0051293","establishment of spindle localization","BP"
"GO:0051294","establishment of spindle orientation","BP"
"GO:0051653","spindle localization","BP"
"GO:1990498","mitotic spindle microtubule","CC"
"GO:0007482","haltere development","BP"
