"gene_id","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126347959",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126348063",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126348146",1,"Head","Gregarious-up",1.15545242287676,1.15545242287676,1.15545242287676,NA,0.0285970623753145,NA,"Gregarious-up","Head phase DEG only"
"LOC126348271",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126348392",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126348491",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126348760",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126348812",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349326",2,"Head + Thorax","Gregarious-up",1.2692912698561,1.46752863815913,1.07105390155308,1.46752863815913,4.79282111863773e-12,6.04347806725665e-15,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126349483",2,"Head + Thorax","Gregarious-up",1.40182779498709,1.77391464991113,1.02974094006305,1.77391464991113,0.000138388521875986,1.47924472029647e-06,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126349083",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349094",1,"Thorax","Gregarious-up",1.16832715266911,1.16832715266911,NA,1.16832715266911,NA,0.00235599084865591,"Gregarious-up","Thorax phase DEG only"
"LOC126349156",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350317",1,"Thorax","Gregarious-up",1.9693534731478,1.9693534731478,NA,1.9693534731478,NA,4.37073041748653e-13,"Gregarious-up","Thorax phase DEG only"
"LOC126349184",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349195",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349227",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349289",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349342",2,"Head + Thorax","Gregarious-up",2.29639116273365,2.70435663850276,2.70435663850276,1.88842568696453,5.85917140232422e-10,7.80042639215121e-05,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126350630",1,"Head","Gregarious-up",1.05593053354731,1.05593053354731,1.05593053354731,NA,0.0270242789043136,NA,"Gregarious-up","Head phase DEG only"
"LOC126347709",1,"Thorax","Gregarious-up",1.07439620648045,1.07439620648045,NA,1.07439620648045,NA,0.000171774212208731,"Gregarious-up","Thorax phase DEG only"
"LOC126349369",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349411",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349587",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349734",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349766",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349792",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349809",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349943",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126349960",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350038",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350217",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350301",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350318",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350366",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350520",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350474",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350536",2,"Head + Thorax","Solitarious-up",-2.42626025502281,2.57212675770529,-2.28039375234033,-2.57212675770529,1.84321837602049e-20,5.05414702535793e-15,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126350552",2,"Head + Thorax","Solitarious-up",-2.43527349441959,2.57007989289936,-2.30046709593982,-2.57007989289936,8.73964924940958e-10,1.02042332514327e-07,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126350568",1,"Head","Gregarious-up",1.22537973497872,1.22537973497872,1.22537973497872,NA,8.05170036513341e-06,NA,"Gregarious-up","Head phase DEG only"
"LOC126350798",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350584",1,"Head","Gregarious-up",1.1420236051548,1.1420236051548,1.1420236051548,NA,0.00258726776888643,NA,"Gregarious-up","Head phase DEG only"
"LOC126350814",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126350882",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351051",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351067",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351083",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351117",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351133",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351334",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351366",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351455",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351646",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351714",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351910",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126351994",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353287",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352010",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352026",1,"Head","Solitarious-up",-1.47551902168456,1.47551902168456,-1.47551902168456,NA,0.00250817128649317,NA,"Solitarious-up","Head phase DEG only"
"LOC126352059",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352265",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352291",1,"Head","Solitarious-up",-3.34614399176849,3.34614399176849,-3.34614399176849,NA,6.33365194824644e-13,NA,"Solitarious-up","Head phase DEG only"
"LOC126352417",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352449",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353994",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352566",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352618",2,"Head + Thorax","Gregarious-up",1.47161651655103,1.61017341021978,1.33305962288227,1.61017341021978,3.6558239779384e-60,1.39410981169846e-66,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126354143",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352722",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352754",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126352916",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126364803",1,"Thorax","Gregarious-up",1.18680611751897,1.18680611751897,NA,1.18680611751897,NA,3.2759507400385e-15,"Gregarious-up","Thorax phase DEG only"
"LOC126352958",2,"Head + Thorax","Gregarious-up",2.03269844523444,2.37795838931358,2.37795838931358,1.68743850115531,8.50669664215275e-17,6.70079313079487e-11,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126353000",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353066",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365859",1,"Head","Solitarious-up",-1.50058562890115,1.50058562890115,-1.50058562890115,NA,4.52348571304236e-05,NA,"Solitarious-up","Head phase DEG only"
"LOC126353207",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353114",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354836",2,"Head + Thorax","Solitarious-up",-1.28159681439567,1.43129588408621,-1.13189774470514,-1.43129588408621,3.3121394349612e-11,8.51679849759627e-10,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126353355",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353381",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353444",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353476",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353529",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353763",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353795",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353820",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353857",2,"Head + Thorax","Solitarious-up",-1.38681005735513,1.53848253057106,-1.23513758413919,-1.53848253057106,6.02468419289451e-07,3.00696522871217e-08,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126353886",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353908",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353918",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126353995",2,"Head + Thorax","Solitarious-up",-2.61430828245447,3.66200457047329,-1.56661199443564,-3.66200457047329,0.0208403956762257,1.58938293230914e-06,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126354011",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354053",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354114",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354214",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354194",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354183",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354334",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354230",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354322",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354367",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354386",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354431",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354435",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354458",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354501",2,"Head + Thorax","Solitarious-up",-1.33233937878458,1.52818724020348,-1.13649151736568,-1.52818724020348,2.37606219525409e-10,3.60526762253279e-11,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126354514",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354548",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354591",2,"Head + Thorax","Gregarious-up",1.02922891354428,1.04383329920532,1.01462452788325,1.04383329920532,0.000393101245009559,0.00203610982479881,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126354583",1,"Head","Gregarious-up",1.22119423733184,1.22119423733184,1.22119423733184,NA,0.000934532251722472,NA,"Gregarious-up","Head phase DEG only"
"LOC126354613",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354599",1,"Thorax","Solitarious-up",-1.10286885416409,1.10286885416409,NA,-1.10286885416409,NA,0.00319630468109317,"Solitarious-up","Thorax phase DEG only"
"LOC126354677",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354656",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354687",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354719",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354697",1,"Thorax","Solitarious-up",-1.03846610172701,1.03846610172701,NA,-1.03846610172701,NA,7.73058009620239e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126354880",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126354919",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355135",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355178",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355232",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355248",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355265",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355275",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355378",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355399",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355410",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355441",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355471",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355607",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355638",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355649",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355684",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355773",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359214",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355825",2,"Head + Thorax","Gregarious-up",2.70364330301826,4.00062599108699,1.40666061494954,4.00062599108699,0.00315126023812894,2.94986971611458e-08,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126355853",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355918",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355959",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355963",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126355999",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356011",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356152",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356210",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356254",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356266",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356290",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356322",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356354",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126288323",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356364",1,"Thorax","Solitarious-up",-1.38646996922951,1.38646996922951,NA,-1.38646996922951,NA,1.04916965761998e-09,"Solitarious-up","Thorax phase DEG only"
"LOC126356499",1,"Thorax","Gregarious-up",1.19470580114948,1.19470580114948,NA,1.19470580114948,NA,0.00306787496112591,"Gregarious-up","Thorax phase DEG only"
"LOC126356510",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356526",1,"Thorax","Solitarious-up",-1.80044184762652,1.80044184762652,NA,-1.80044184762652,NA,6.60916502887087e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126361248",1,"Head","Gregarious-up",1.238903973081,1.238903973081,1.238903973081,NA,0.00780058761139736,NA,"Gregarious-up","Head phase DEG only"
"LOC126356542",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356729",1,"Head","Gregarious-up",1.22933577502448,1.22933577502448,1.22933577502448,NA,1.58881009685763e-08,NA,"Gregarious-up","Head phase DEG only"
"LOC126356771",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356808",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356844",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356953",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126356897",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357025",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357092",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357108",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357156",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357309",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357482",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357498",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357545",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357561",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357653",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357728",2,"Head + Thorax","Solitarious-up",-2.08213985457167,2.62416470871119,-1.54011500043214,-2.62416470871119,0.00332018014466014,6.33490418458981e-06,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126357744",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126357786",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126358175",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126358186",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126363426",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126358533",1,"Head","Gregarious-up",1.32971678835584,1.32971678835584,1.32971678835584,NA,1.25144761866975e-16,NA,"Gregarious-up","Head phase DEG only"
"LOC126358559",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126358622",1,"Head","Gregarious-up",1.37481336564483,1.37481336564483,1.37481336564483,NA,9.23733773373727e-05,NA,"Gregarious-up","Head phase DEG only"
"LOC126358741",1,"Thorax","Solitarious-up",-1.2760455512929,1.2760455512929,NA,-1.2760455512929,NA,2.00515223017435e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126358658",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126364340",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126358757",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126358909",1,"Head","Gregarious-up",2.32738603870744,2.32738603870744,2.32738603870744,NA,0.000412192616428149,NA,"Gregarious-up","Head phase DEG only"
"LOC126359149",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359176",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359235",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359251",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359288",1,"Thorax","Solitarious-up",-1.39861399521075,1.39861399521075,NA,-1.39861399521075,NA,1.89115841613049e-14,"Solitarious-up","Thorax phase DEG only"
"LOC126359421",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359518",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126365371",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359583",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359816",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359850",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359832",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359866",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359908",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359950",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126359997",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
