"gene_id","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class"
"LOC126336520",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336527",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336550",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336558",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336560",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336561",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335605",1,"Head","Gregarious-up",1.06611589091763,1.06611589091763,1.06611589091763,NA,5.56061191465429e-06,NA,"Gregarious-up","Head phase DEG only"
"LOC126336566",1,"Thorax","Solitarious-up",-1.18582318941699,1.18582318941699,NA,-1.18582318941699,NA,6.71771734554909e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126336567",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336568",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336569",1,"Thorax","Gregarious-up",1.11688855667235,1.11688855667235,NA,1.11688855667235,NA,0.000434135111267238,"Gregarious-up","Thorax phase DEG only"
"LOC126336575",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336578",2,"Head + Thorax","Solitarious-up",-2.08711303332666,2.28784283476722,-1.88638323188609,-2.28784283476722,9.73237250782928e-05,1.3703633630405e-09,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336579",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336582",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335684",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336587",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336594",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336597",2,"Head + Thorax","Solitarious-up",-1.78123249724676,2.18053775764287,-1.38192723685065,-2.18053775764287,0.00781858013743695,1.91537901806836e-11,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336598",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336602",2,"Head + Thorax","Solitarious-up",-2.37116612013863,2.72009121933015,-2.02224102094711,-2.72009121933015,0.0139501687815407,4.35627101577274e-06,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336611",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336619",1,"Head","Gregarious-up",2.10352207677785,2.10352207677785,2.10352207677785,NA,3.69210577637284e-09,NA,"Gregarious-up","Head phase DEG only"
"LOC126336622",1,"Head","Gregarious-up",1.05257513432627,1.05257513432627,1.05257513432627,NA,0.0445012294461284,NA,"Gregarious-up","Head phase DEG only"
"LOC126336621",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336624",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336625",1,"Thorax","Solitarious-up",-1.12975881121418,1.12975881121418,NA,-1.12975881121418,NA,0.00170106617594848,"Solitarious-up","Thorax phase DEG only"
"LOC126336632",1,"Thorax","Solitarious-up",-1.48445439574441,1.48445439574441,NA,-1.48445439574441,NA,2.32048412329454e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126336634",2,"Head + Thorax","Gregarious-up",1.41189257164709,1.79692893604994,1.02685620724423,1.79692893604994,0.000244316738576676,1.08497561689104e-12,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126336636",1,"Thorax","Solitarious-up",-1.29167279567751,1.29167279567751,NA,-1.29167279567751,NA,7.19816936221312e-11,"Solitarious-up","Thorax phase DEG only"
"LOC126336640",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336641",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336648",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336656",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336659",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335695",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336662",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336664",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336668",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336671",2,"Head + Thorax","Gregarious-up",2.07359361296259,3.07374007077862,1.07344715514655,3.07374007077862,0.00131164495806456,1.40099973840478e-07,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126336688",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336691",1,"Thorax","Solitarious-up",-1.10292084057585,1.10292084057585,NA,-1.10292084057585,NA,9.34072054923635e-07,"Solitarious-up","Thorax phase DEG only"
"LOC126336695",1,"Thorax","Solitarious-up",-1.20162690062796,1.20162690062796,NA,-1.20162690062796,NA,3.89548990217897e-13,"Solitarious-up","Thorax phase DEG only"
"LOC126336709",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335702",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335750",2,"Head + Thorax","Solitarious-up",-3.06831532044955,3.37844455371839,-2.75818608718071,-3.37844455371839,7.10870596635901e-24,2.24600398581492e-08,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126335703",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336715",2,"Head + Thorax","Gregarious-up",2.71952818910433,3.0302445670416,2.40881181116706,3.0302445670416,4.37503039131203e-13,2.99540583627317e-17,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126336724",2,"Head + Thorax","Gregarious-up",2.21630425383911,3.07216282207856,1.36044568559966,3.07216282207856,1.68148042339059e-10,2.02538313920416e-11,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126336730",2,"Head + Thorax","Gregarious-up",2.02395424269589,2.14422641200743,2.14422641200743,1.90368207338435,5.75635362519268e-15,4.52766627559882e-12,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126336734",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336739",1,"Head","Solitarious-up",-1.45789175668302,1.45789175668302,-1.45789175668302,NA,0.00405018581054592,NA,"Solitarious-up","Head phase DEG only"
"LOC126335751",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336746",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336747",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336749",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336750",2,"Head + Thorax","Solitarious-up",-1.57057100886259,1.76849817634173,-1.37264384138345,-1.76849817634173,5.92099331013067e-09,5.67681624936151e-11,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336752",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336756",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336758",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336763",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335724",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336764",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336767",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336769",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336770",2,"Head + Thorax","Solitarious-up",-1.26341889384656,1.37937034217503,-1.14746744551808,-1.37937034217503,2.05240712294042e-14,7.34305192670326e-15,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336771",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336772",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336774",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336781",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336782",2,"Head + Thorax","Solitarious-up",-2.05299762359774,2.2975326314107,-1.80846261578479,-2.2975326314107,0.0296028574535205,0.0278086662405611,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336785",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336786",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336793",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336795",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336797",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336799",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336800",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336117",2,"Head + Thorax","Gregarious-up",1.36303352806856,1.66788283049691,1.05818422564021,1.66788283049691,0.00079551459940384,0.00104168936774779,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126336808",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336806",1,"Thorax","Solitarious-up",-1.08822949976076,1.08822949976076,NA,-1.08822949976076,NA,1.72835516134714e-06,"Solitarious-up","Thorax phase DEG only"
"LOC126336810",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336820",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336824",1,"Head","Gregarious-up",1.11013929027217,1.11013929027217,1.11013929027217,NA,0.0234942693374214,NA,"Gregarious-up","Head phase DEG only"
"LOC126336827",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336830",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336836",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336840",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336841",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336842",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336843",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336845",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336846",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336853",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335741",1,"Head","Gregarious-up",1.49306850515209,1.49306850515209,1.49306850515209,NA,0.000480322162434305,NA,"Gregarious-up","Head phase DEG only"
"LOC126336855",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336863",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336865",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336866",2,"Head + Thorax","Solitarious-up",-1.74176151639898,2.02140548077703,-1.46211755202092,-2.02140548077703,0.000417311168114864,0.000569118966179347,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336869",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336874",2,"Head + Thorax","Solitarious-up",-1.2812281734862,1.29676471395481,-1.2656916330176,-1.29676471395481,1.11343187248374e-06,3.19110406377233e-11,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126336884",1,"Head","Gregarious-up",1.98648736451285,1.98648736451285,1.98648736451285,NA,0.00277689905949977,NA,"Gregarious-up","Head phase DEG only"
"LOC126336889",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336894",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336897",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336899",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336901",1,"Thorax","Solitarious-up",-1.6734200846022,1.6734200846022,NA,-1.6734200846022,NA,4.60271007509205e-07,"Solitarious-up","Thorax phase DEG only"
"LOC126336902",1,"Thorax","Solitarious-up",-1.00372358379729,1.00372358379729,NA,-1.00372358379729,NA,0.000900888215591777,"Solitarious-up","Thorax phase DEG only"
"LOC126336908",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336909",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336911",1,"Thorax","Solitarious-up",-1.10444644644923,1.10444644644923,NA,-1.10444644644923,NA,4.46669197869317e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126336916",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336919",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336925",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336928",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336927",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336929",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335757",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336930",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336931",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336932",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336139",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336936",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336937",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336938",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336942",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336945",1,"Head","Solitarious-up",-1.01787847172222,1.01787847172222,-1.01787847172222,NA,0.00743308980300708,NA,"Solitarious-up","Head phase DEG only"
"LOC126336958",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336959",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336966",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336967",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336968",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336974",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336979",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336982",1,"Thorax","Solitarious-up",-1.10001161270307,1.10001161270307,NA,-1.10001161270307,NA,0.000359476488363048,"Solitarious-up","Thorax phase DEG only"
"LOC126336983",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336984",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336990",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336999",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337006",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337007",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337008",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337009",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337013",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337015",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337016",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337018",1,"Thorax","Solitarious-up",-1.1011794357515,1.1011794357515,NA,-1.1011794357515,NA,1.91545958104274e-12,"Solitarious-up","Thorax phase DEG only"
"LOC126337027",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126336151",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337030",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337032",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337040",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337042",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337044",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337049",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337052",1,"Head","Solitarious-up",-1.72455727517596,1.72455727517596,-1.72455727517596,NA,7.10315638606359e-07,NA,"Solitarious-up","Head phase DEG only"
"LOC126337054",2,"Head + Thorax","Solitarious-up",-1.71455778070227,2.3958197712479,-2.3958197712479,-1.03329579015665,8.54741920931357e-22,7.24183442627895e-05,"Solitarious-up","Shared head/thorax phase DEG"
"LOC126337056",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337059",1,"Thorax","Solitarious-up",-1.56141997068584,1.56141997068584,NA,-1.56141997068584,NA,4.83959708137445e-28,"Solitarious-up","Thorax phase DEG only"
"LOC126337060",1,"Thorax","Solitarious-up",-1.05712863053574,1.05712863053574,NA,-1.05712863053574,NA,0.00183911888295304,"Solitarious-up","Thorax phase DEG only"
"LOC126337062",1,"Head","Gregarious-up",1.15207102009309,1.15207102009309,1.15207102009309,NA,0.0145195972243155,NA,"Gregarious-up","Head phase DEG only"
"LOC126337063",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337064",1,"Thorax","Solitarious-up",-1.45399505829047,1.45399505829047,NA,-1.45399505829047,NA,5.10757449806528e-05,"Solitarious-up","Thorax phase DEG only"
"LOC126337067",1,"Thorax","Solitarious-up",-1.72245497935982,1.72245497935982,NA,-1.72245497935982,NA,0.000158346832812507,"Solitarious-up","Thorax phase DEG only"
"LOC126337066",1,"Head","Solitarious-up",-1.12344455475575,1.12344455475575,-1.12344455475575,NA,0.00212214076931766,NA,"Solitarious-up","Head phase DEG only"
"LOC126337068",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337071",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337076",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126337081",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126319832",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126319852",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126319908",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126319999",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320051",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320089",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320146",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320215",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320451",1,"Thorax","Solitarious-up",-1.10378614796798,1.10378614796798,NA,-1.10378614796798,NA,0.000731847783449446,"Solitarious-up","Thorax phase DEG only"
"LOC126320492",1,"Thorax","Solitarious-up",-1.17559556401348,1.17559556401348,NA,-1.17559556401348,NA,5.04598849845456e-10,"Solitarious-up","Thorax phase DEG only"
"LOC126320514",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335783",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320553",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320573",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320637",2,"Head + Thorax","Gregarious-up",2.79093858980803,3.83970114941809,1.74217603019796,3.83970114941809,0.0265107775966476,9.66211975438218e-09,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126320863",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126320879",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321085",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126335794",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321333",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321429",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321537",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321732",1,"Thorax","Solitarious-up",-1.40152593784122,1.40152593784122,NA,-1.40152593784122,NA,2.22406458466947e-12,"Solitarious-up","Thorax phase DEG only"
"LOC126321797",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126321930",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322042",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322126",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322142",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322158",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322174",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322244",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322318",2,"Head + Thorax","Gregarious-up",1.37623403935072,1.41289017513419,1.41289017513419,1.33957790356725,1.91471289151183e-35,7.90469996354959e-26,"Gregarious-up","Shared head/thorax phase DEG"
"LOC126322385",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322441",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322302",1,"Thorax","Solitarious-up",-1.00307640413587,1.00307640413587,NA,-1.00307640413587,NA,1.2637678100903e-11,"Solitarious-up","Thorax phase DEG only"
"LOC126322393",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322497",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322655",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322719",1,"Thorax","Solitarious-up",-1.55313641984434,1.55313641984434,NA,-1.55313641984434,NA,3.19309990735119e-08,"Solitarious-up","Thorax phase DEG only"
"LOC126322813",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322870",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322885",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322960",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126322976",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126323199",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126323215",1,"Head","Gregarious-up",1.30173470411871,1.30173470411871,1.30173470411871,NA,3.74215761423118e-06,NA,"Gregarious-up","Head phase DEG only"
"LOC126323356",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
"LOC126323281",1,"Thorax","Gregarious-up",1.34468382555677,1.34468382555677,NA,1.34468382555677,NA,2.16439324043971e-11,"Gregarious-up","Thorax phase DEG only"
"LOC126323429",1,"Thorax","Gregarious-up",2.09967987305805,2.09967987305805,NA,2.09967987305805,NA,3.89401029719535e-15,"Gregarious-up","Thorax phase DEG only"
"LOC126323656",0,"None","No phase DEG",NA,NA,NA,NA,NA,NA,"No phase DEG","No phase DEG"
