"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
2631,"LOC126298462","endosome/lysosome-associated apoptosis and autophagy regulator family member 2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.49798060503751,0.0358010784797759,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2632,"LOC126278050","uncharacterized LOC126278050","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.51538822917514,0.0055187371282192,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2633,"LOC126354714","diuretic hormone receptor-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.01718719072807,0.0316013854245202,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2634,"LOC126281749","furin-like protease 2","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.66433753016501,0.049133099221426,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2635,"LOC126267139","B-cell receptor CD22-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",4.00446825039091,0.00400430519238228,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2636,"LOC126295319","immunoglobulin domain-containing protein oig-4-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.3577141288013,0.0112964200815954,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2637,"LOC126269352","glutamate-gated chloride channel-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",4.19755415582589,0.00125779794001398,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2638,"LOC126266677","lachesin-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.85283978537093,0.0130185090935141,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2639,"LOC126269996","aminopeptidase N-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.34333113576742,0.00126001530086977,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2640,"LOC126269368","glutamate-gated chloride channel-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.66356079528667,0.013379573983786,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2641,"LOC126266886","discoidin domain-containing receptor tyrosine kinase B-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.1640154515591,0.0284861800095928,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2642,"LOC126350317","uncharacterized LOC126350317","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.13629972625433,0.0456462133281172,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2643,"LOC126293366","uncharacterized LOC126293366","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",3.0936848625156,0.0351003043003245,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2644,"LOC126344021","transcriptional repressor scratch 1-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",3.67508771655176,0.0102526268782055,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2645,"LOC126299204","ITG-like peptide","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",6.31175509677448,3.45791385372181e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2646,"LOC126291888","uncharacterized LOC126291888","lncRNA","Diet in infected","infected_diet33_vs50","Infected diet 50",7.60341585745599,0.00400430519238228,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2647,"LOC126297443","uncharacterized LOC126297443","lncRNA","Diet in infected","infected_diet33_vs50","Infected diet 50",8.63340081872997,0.00245148125000675,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2648,"LOC126336044","uncharacterized LOC126336044","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.03162718211656,0.0160903960529842,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2649,"LOC126273333","uncharacterized LOC126273333","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",5.33306647152829,0.0243838533561608,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2650,"LOC126297541","uncharacterized LOC126297541","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.11356352561394,0.025485213073768,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2651,"LOC126272462","whirlin-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.99895832849156,0.0155246814305195,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2652,"LOC126354006","U8-agatoxin-Ao1a-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.57262329141022,0.00136595987165811,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2653,"LOC126267131","hemicentin-2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.82762338719677,0.00661818341327338,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2654,"LOC126297558","uncharacterized LOC126297558","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.4631878075105,0.0270776597144821,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2655,"LOC126267774","G-protein coupled receptor 52-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.14459712071581,0.0404287022884708,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2656,"LOC126353858","calmodulin-like","protein_coding","Infection + diet","infected_diet33_vs50; infected_diet83_vs50; infection_diet50","Infected diet 50",2.99313084611106,0.00326920193412534,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2657,"LOC126293517","cell surface glycoprotein 1-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.07039741861372,0.0270465653892233,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2658,"LOC126299461","hepatocyte nuclear factor 6","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",1.74448737447594,0.0292708957752463,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2659,"LOC126298917","synaptic vesicle glycoprotein 2B-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.20936035345524,0.0331765298182265,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2660,"LOC126281485","lachesin-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",3.31631722039497,0.00412725592816312,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2661,"LOC126266626","neuroendocrine convertase 2","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.00673062213101,0.0226452474880592,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2662,"LOC126268031","uncharacterized LOC126268031","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.07223445882077,0.0262390492757175,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2663,"LOC126281508","probable cytochrome P450 6a13","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.21210365447337,0.000603306357437644,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2664,"LOC126359421","leukocyte tyrosine kinase receptor","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.5772790917849,0.022995080891531,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2665,"LOC126268161","glucose transporter type 1","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",1.39062240054251,0.0346601999700626,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2666,"LOC126355883","neuropeptide F receptor-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",1.44157531346598,0.0463917911630108,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2667,"LOC126272582","uncharacterized LOC126272582","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",1.87322570577838,0.0269938921156836,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2668,"LOC126273366","uncharacterized LOC126273366","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.63552413556765,0.0263682796977784,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2669,"LOC126281204","synaptotagmin-11","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.2508723329084,0.0168801870768101,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2670,"LOC126298522","uncharacterized LOC126298522","lncRNA","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.77756249018214,0.00661818341327338,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2671,"LOC126298148","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.41230754261051,0.0274075942624489,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2672,"LOC126278372","uncharacterized LOC126278372","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.33481697505987,0.0145517795177903,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2673,"LOC126293545","acetylcholine receptor subunit alpha-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.37190687669846,0.0454091975970495,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2674,"LOC126273254","developmental protein eyes absent-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.02583642898625,0.0318376329436099,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2675,"LOC126297542","protein tipE","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.04827746858417,0.0217670178076066,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2676,"LOC126336423","cyclin-dependent kinase 5 activator 2","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.92363250493593,0.00600134588021928,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2677,"LOC126267806","sodium/potassium/calcium exchanger Nckx30C","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.01432597659542,0.00996570511791929,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2678,"LOC126334935","uncharacterized LOC126334935","lncRNA","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.87554779232522,0.0177449037807316,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2679,"LOC126285035","blood vessel epicardial substance-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.50602769927499,0.0309214878221995,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2680,"LOC126285116","phospholipase A2 hemilipin-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.19581734998237,0.00588041558634208,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2681,"LOC126298490","dopamine beta-hydroxylase","protein_coding","Infection within diet","infection_diet50","Infected diet 50",2.0099819480267,0.0412672447570758,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2682,"LOC126355430","uncharacterized LOC126355430","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",1.95607517919031,0.0488782430132709,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2683,"LOC126282023","prothoracicostatic peptides","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.27437789078924,0.00375519764466425,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2684,"LOC126284559","probable basic-leucine zipper transcription factor N","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.12545143950559,0.0292465933642554,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2685,"LOC126272600","adhesion G protein-coupled receptor A2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.80182597301064,0.0037231468708146,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2686,"LOC126278432","two pore potassium channel protein sup-9","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.16852822846864,0.046849862242088,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2687,"LOC126335624","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.51815852764608,0.0494783739288832,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2688,"LOC126335918","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.79134639005483,0.0301784220199884,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2689,"LOC126284465","uncharacterized LOC126284465","lncRNA","Infection within diet","infection_diet50","Infected diet 50",1.56506201111467,0.0441840353965411,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2690,"LOC126282422","glutathione S-transferase-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.25413288503744,0.0280350565294947,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2691,"LOC126355736","U-scoloptoxin(05)-Sm1a","protein_coding","Infection within diet","infection_diet33; infection_diet50","Control diet 33; Infected diet 50",1.13913509141325,0.0464163031866626,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2692,"LOC126298857","homeotic protein distal-less-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.55242979825419,0.0168997244756819,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2693,"LOC126272639","protein madd-4","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.51403515025119,0.00366826151899273,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2694,"LOC126355886","tyrosine decarboxylase-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.24240517325132,0.0133428235873497,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2695,"LOC126353956","octopamine receptor Oamb-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.41529040559089,0.0111088932870671,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2696,"LOC126336092","uncharacterized LOC126336092","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.69228566332066,0.0159436651948783,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2697,"LOC126365925","proton-coupled amino acid transporter-like protein CG1139","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.69011793468621,0.000941495398708094,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2698,"LOC126298736","WSC domain-containing protein 1-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.69470971153314,0.0392055970737928,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2699,"LOC126366017","major facilitator superfamily domain-containing protein 6","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.61235745411638,0.0484906565486876,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2700,"LOC126272916","class E basic helix-loop-helix protein 23","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.68106410620231,0.0419758096045795,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2701,"LOC126299208","uncharacterized LOC126299208","protein_coding","Infection + diet","infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.85451035795068,0.00139004276952775,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2702,"LOC126357498","protein SERAC1","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.70552682797444,0.0316083813615958,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2703,"LOC126285316","uncharacterized protein CG3556-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.7735885633025,0.011490041448714,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2704,"LOC126298156","histone-lysine N-methyltransferase 2D-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",2.03854729810363,0.00464706842773823,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2705,"LOC126291913","arylalkylamine N-acetyltransferase 1","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.67676091706399,4.64643171404299e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2706,"LOC126335404","serpin B6-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",2.22829302156566,0.000960997388536632,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2707,"LOC126299081","uncharacterized LOC126299081","lncRNA","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.90764746222693,0.0277763655391418,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2708,"LOC126363580","nephrin-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.42662350775952,0.0423975136314077,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2709,"LOC126354587","nucleolar protein dao-5-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.71967706861172,0.0117373850390354,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2710,"LOC126281604","uncharacterized LOC126281604","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.29116180042008,0.0486921942775036,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2711,"LOC126351083","uncharacterized LOC126351083","protein_coding","Infection within diet","infection_diet50","Infected diet 50",2.43449298866035,0.0077932268018021,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2712,"LOC126354034","probable sodium/potassium/calcium exchanger CG1090","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.80901523839165,0.0130607350109404,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2713,"LOC126267934","epithelial discoidin domain-containing receptor 1-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.36670053505344,0.0408202193926481,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2714,"LOC126272293","uncharacterized LOC126272293","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.47834798147633,0.0269693679206833,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2715,"LOC126285089","protein O-mannosyl-transferase TMTC1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.39554314452675,0.00325967046137927,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2716,"LOC126353876","agrin-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.00267490245635,0.0237505089200442,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2717,"LOC126354582","cationic amino acid transporter 4","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",3.76030267021815,0.00016444189319198,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2718,"LOC126298831","arrestin domain-containing protein 2-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.73271267657261,0.0177808226204037,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2719,"LOC126284557","UNC93-like protein","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.72855438337177,0.0233840687766835,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2720,"LOC126297744","cullin-1-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.72364221173184,0.0499355769066426,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2721,"LOC126295165","uncharacterized LOC126295165","lncRNA","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",4.002916346183,0.00661818341327338,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2722,"LOC126277399","frequenin-1","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.22531158448738,0.00966394405146191,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2723,"LOC126355544","uncharacterized LOC126355544","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.81308020444716,0.00444196982290979,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2724,"LOC126297824","uncharacterized LOC126297824","lncRNA","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",4.56387393587473,0.000808876065011763,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2725,"LOC126297886","uncharacterized LOC126297886","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",6.50522811197141,1.16771802447222e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2726,"LOC126334711","cubilin-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",4.18769025236459,0.000808876065011763,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2727,"LOC126291729","uncharacterized LOC126291729","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",6.43436165401345,0.000223448505759547,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2728,"LOC126299372","PI-PLC X domain-containing protein 1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",5.6157218430215,0.000190272986174519,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2729,"LOC126284182","lachesin-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.17404180471287,0.0121330157934321,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2730,"LOC126336474","uncharacterized LOC126336474","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.33593666145071,0.00108193242767332,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2731,"LOC126338336","synaptic vesicular amine transporter","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.87883682898407,0.00403462178180569,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2732,"LOC126278220","uncharacterized LOC126278220","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.52290792290025,0.000169816180978968,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2733,"LOC126336742","uncharacterized LOC126336742","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",6.49296432303994,0.00403462178180569,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2734,"LOC126344332","tyrosine-protein kinase Dnt-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.98985368477424,0.00529774233232159,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2735,"LOC126267514","hemicentin-2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.79299065768275,0.011177160169137,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2736,"LOC126278974","vesicular glutamate transporter 1","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.1886318774844,0.0265912284876768,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2737,"LOC126282191","synapsin","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",2.54862600380208,0.00702188182250014,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2738,"LOC126356321","complexin","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.88114996579137,0.00588041558634208,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2739,"LOC126266590","two pore potassium channel protein sup-9","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",5.79878991896357,3.45791385372181e-05,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2740,"LOC126297852","uncharacterized LOC126297852","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.45224185983679,0.00256667867605183,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2741,"LOC126281447","sodium channel protein para","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.84445959003993,0.00256667867605183,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2742,"LOC126366011","gamma-aminobutyric acid receptor subunit beta","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.87383248967233,0.000585718669364012,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2743,"LOC126284620","protein sidekick-2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.0448674203727,0.00443282845116773,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2744,"LOC126281509","hemicentin-2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.62943033573914,0.00786304996984321,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2745,"LOC126278778","protein O-mannosyl-transferase TMTC2","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.47191981173891,0.00653597617619335,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2746,"LOC126271869","neuronal acetylcholine receptor subunit alpha-7","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.51950517864981,0.00245148125000675,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2747,"LOC126365912","cytotoxic granule associated RNA binding protein TIA1-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.02351276080755,0.00263072812586997,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2748,"LOC126298058","voltage-dependent calcium channel type A subunit alpha-1","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",3.38123733400084,0.000438885302121427,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2749,"LOC126354274","disintegrin and metalloproteinase domain-containing protein 22-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.0905969442612,0.00863912937777702,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2750,"LOC126284265","RIMS-binding protein 2-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.41169078369581,0.00999441035563413,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2751,"LOC126273067","uncharacterized LOC126273067","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50; interaction_diet83_vs50","Infected diet 50; Infection response diet 50",4.58017740437006,0.000438885302121427,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2752,"LOC126278893","calbindin-32","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.01932043974724,0.0135064006007473,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2753,"LOC126356354","zwei Ig domain protein zig-8-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",2.56357154995134,0.0058172348437197,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2754,"LOC126278781","hemicentin-2-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",2.10615481445485,0.0196419319547992,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
2755,"LOC126335917","Down syndrome cell adhesion molecule-like protein Dscam2","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",1.84316046377155,0.0269938921156836,"Candidate cluster 2","Candidate cluster 3","Candidate cluster 4"
