"canonical_gene_order","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj","candidate_k2","candidate_k3","candidate_k4"
546,"LOC126354668","nucleoplasmin-like protein","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.00321111120891,0.000881675412462107,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
547,"LOC126281610","uncharacterized abhydrolase domain-containing protein DDB_G0269086","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.28788476175967,0.00665981886263365,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
548,"LOC126365814","uncharacterized LOC126365814","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.01875836951417,0.010456629868418,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
549,"LOC126268239","myosin heavy chain kinase B","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.70630708475638,0.00393713616190243,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
550,"LOC126319790","aquaporin-11","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.04213095913495,0.0273067798633341,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
551,"LOC126284258","protein vestigial","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.06181901824646,0.0294579363070015,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
552,"LOC126353951","protein lingerer","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.11239697920759,0.0111463732671373,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
553,"LOC126298286","zinc finger protein squeeze-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.63543004325132,3.10786646108833e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
554,"LOC126356238","uncharacterized LOC126356238","lncRNA","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.31319914422223,0.0012769961558888,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
555,"LOC126299020","prefoldin subunit 2-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.13147391557479,0.0117328004515012,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
556,"LOC126355887","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.23426113317841,0.00109556164566734,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
557,"LOC126293550","uncharacterized LOC126293550","lncRNA","Infection within diet","infection_average_all_diets","Average control",1.43309632033373,0.00414123693508708,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
558,"LOC126293505","uncharacterized LOC126293505","lncRNA","Infection within diet","infection_diet83","Control diet 83",1.3042159115932,0.0258200421534525,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
559,"LOC126299530","uncharacterized LOC126299530","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.43801015703701,2.40138729896373e-09,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
560,"LOC126335543","uncharacterized LOC126335543","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.42080921146229,1.87268945898373e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
561,"LOC126299050","serine proteinase stubble","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.20902258703491,0.0332441235030173,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
562,"LOC126268125","semaphorin-5A","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.18135378326482,0.037548944399603,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
563,"LOC126272256","uncharacterized LOC126272256","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.03509946728913,0.0112894543161072,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
564,"LOC126334868","troponin C, isoallergen Bla g 6.0301","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.08639279785513,0.0224871856152516,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
565,"LOC126336682","uncharacterized LOC126336682","protein_coding","Infection within diet","infection_diet50; infection_diet83","Control diet 50; Control diet 83",1.09176604679367,0.00208708193433088,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
566,"LOC126297845","O-acyltransferase like protein","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.01248162204599,0.0180498206525914,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
567,"LOC126326240","uncharacterized LOC126326240","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.81403186692043,8.23901030286057e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
568,"LOC126267432","BTB/POZ domain-containing protein Tiwaz","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.39606522092876,1.3741572956637e-11,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
569,"LOC126336597","uncharacterized LOC126336597","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.59948627504707,7.7195587398787e-15,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
570,"LOC126299347","uncharacterized LOC126299347","lncRNA","Infection within diet","infection_diet83","Control diet 83",1.03873277622298,0.0227393458497589,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
571,"LOC126272525","DNA replication complex GINS protein PSF3","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.01549899655068,0.0396525117807394,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
572,"LOC126353864","uncharacterized LOC126353864","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.08984204525315,0.0104954897333069,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
573,"LOC126268236","uncharacterized LOC126268236","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.2304950653395,0.0103128279986109,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
574,"LOC126298818","centromere protein S-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.6862728867235,0.000842565765029563,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
575,"LOC126272307","uncharacterized LOC126272307","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.01254289211301,0.039494885654147,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
576,"LOC126283952","uncharacterized LOC126283952","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.4677305039433,1.31515325402074e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
577,"LOC126278549","histone H2A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.54610536954569,1.57839773605803e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
578,"LOC126355970","PCNA-associated factor-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.55135307058829,1.51578658045521e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
579,"LOC126284739","apoptosis regulatory protein Siva-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.23049247805842,1.06183559861849e-09,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
580,"LOC126284573","deoxyuridine 5'-triphosphate nucleotidohydrolase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.93981533691415,2.85905878188951e-09,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
581,"LOC126334974","transcription factor E2F6-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.0620996313418,0.000144168741108251,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
582,"LOC126295330","uncharacterized LOC126295330","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.57481408701876,9.54083536862249e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
583,"LOC126335481","DNA primase large subunit","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.11554565997957,1.19383822873958e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
584,"LOC126336636","uncharacterized LOC126336636","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.84397127949528,1.04939106668416e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
585,"LOC126278346","baculoviral IAP repeat-containing protein 5.2-B","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.51029785141249,7.64709225312508e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
586,"LOC126354120","hyaluronan mediated motility receptor-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.0092235263326,0.00379828108043343,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
587,"LOC126272743","G2/mitotic-specific cyclin-B-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.0190981509258,0.00881958365740284,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
588,"LOC126295329","uncharacterized LOC126295329","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.12975378786491,7.04030293657151e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
589,"LOC126267464","ATP-dependent DNA helicase DDX11","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.92776407751177,6.65365641976553e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
590,"LOC126356140","proliferation marker protein Ki-67-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.19393408871668,3.6177733155535e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
591,"LOC126266629","uncharacterized LOC126266629","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.60627106471304,2.83805576565442e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
592,"LOC126284413","protein abnormal spindle-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.45420650498301,2.59326163728735e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
593,"LOC126272178","uncharacterized LOC126272178","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.57143159165446,8.15763543232621e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
594,"LOC126334768","aurora kinase C-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.48419104522222,1.54445129305204e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
595,"LOC126334907","uncharacterized LOC126334907","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.11399353457135,2.7674622205293e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
596,"LOC126266746","uncharacterized LOC126266746","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.34118240574418,8.23825317556049e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
597,"LOC126279120","cyclin-dependent kinase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.24963032361404,6.81240427576595e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
598,"LOC126282371","cyclin-dependent kinase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.48770128926056,0.000199045717914092,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
599,"LOC126334614","kinesin-like protein KIF20B","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.5596869341511,4.32771375002358e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
600,"LOC126284006","citron rho-interacting kinase","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.05166178020177,0.0333482236380914,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
601,"LOC126281393","uncharacterized LOC126281393","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.06024017864393,0.0256968483976,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
602,"LOC126285386","uncharacterized LOC126285386","protein_coding","Infection within diet","infection_diet33; infection_diet83","Control diet 33; Control diet 83",1.26611032879197,0.0217665658951263,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
603,"LOC126298942","uncharacterized LOC126298942","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.02597709904036,0.039935036446912,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
604,"LOC126334906","targeting protein for Xklp2-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.15714054294503,0.0399113558670933,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
605,"LOC126361189","uncharacterized LOC126361189","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.194336980924,0.000107293378627935,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
606,"LOC126272312","myosin-11","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.01914154969847,0.0419354677180231,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
607,"LOC126273149","kinesin-like protein KIF22","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.58123370835358,9.48308379312021e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
608,"LOC126284373","uncharacterized LOC126284373","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.44189652850569,5.74003833676236e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
609,"LOC126284892","uncharacterized LOC126284892","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.19477956620555,7.08251986153857e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
610,"LOC126354368","rac GTPase-activating protein 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.06470245994918,8.30229937677196e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
611,"LOC126359288","repetitive organellar protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.1836428126172,8.09569502535186e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
612,"LOC126267242","chromosome-associated kinesin KIF4","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.31712244198984,9.30976688958937e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
613,"LOC126278524","anillin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.3714089281249,4.47126409557008e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
614,"LOC126272470","mitotic checkpoint serine/threonine-protein kinase BUB1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.29156870078669,2.06580777250547e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
615,"LOC126298731","DEP domain-containing protein 1A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.56639023617464,1.09123033258915e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
616,"LOC126268219","putative protein tag-52","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.37475803085524,0.000158355894133164,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
617,"LOC126333554","protein regulator of cytokinesis 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.17848340685888,5.60593831307557e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
618,"LOC126267979","centromere protein I-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.02239613660752,0.0169104218918342,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
619,"LOC126281636","cyclin-A2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.13627578952732,2.9438391858481e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
620,"LOC126268318","kinesin-like protein KIF11-A","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.1826771510956,6.04505877190876e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
621,"LOC126272758","uncharacterized LOC126272758","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.46907232865643,1.39105874620697e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
622,"LOC126272181","Sjoegren syndrome nuclear autoantigen 1 homolog","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.36662231011215,0.0460332926540839,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
623,"LOC126284276","mitotic spindle assembly checkpoint protein MAD2A","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.80462812607373,2.22136152349538e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
624,"LOC126299116","exopolyphosphatase PRUNE1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.24180947105429,3.35730125531791e-10,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
625,"LOC126355366","uracil-DNA glycosylase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.1786440766857,1.36999242876518e-12,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
626,"LOC126267471","PC-esterase domain-containing protein 1A-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.48826162626058,1.57762630290028e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
627,"LOC126337018","protein nessun dorma-like","protein_coding","Infection within diet","infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.07367433554561,0.00776445455476549,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
628,"LOC126267952","serine/threonine-protein kinase Nek2-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.20186741447735,0.0301801587635017,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
629,"LOC126272754","uncharacterized LOC126272754","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.1329039319685,0.00546042715292923,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
630,"LOC126293546","uncharacterized LOC126293546","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.12195383242312,8.98616651539185e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
631,"LOC126335501","serine/threonine-protein kinase polo","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.17892512588517,3.23578719368072e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
632,"LOC126291691","uncharacterized LOC126291691","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.04155085753454,0.00721903229989136,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
633,"LOC126347975","calponin homology domain-containing protein DDB_G0272472-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.20820871628402,1.26716803068087e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
634,"LOC126298596","uncharacterized LOC126298596","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.19115389955215,6.33530528508118e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
635,"LOC126335100","uncharacterized LOC126335100","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.04072457228248,0.00626920248899842,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
636,"LOC126284310","wee1-like protein kinase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.26160016578104,0.00010975245102783,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
637,"LOC126359832","DNA polymerase epsilon subunit 2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.07097625181885,2.72336298576246e-10,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
638,"LOC126272402","nuclear pore membrane glycoprotein 210-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.03635956148987,7.87532508070724e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
639,"LOC126353790","E3 ubiquitin-protein ligase TRAIP","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.13439786283658,0.00417539986269139,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
640,"LOC126284748","cuticle protein 16.5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.89099495947225,0.000298424816017807,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
641,"LOC126335513","protein yellow-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.1328653946377,0.0191193360748124,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
642,"LOC126324558","protein takeout-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.58634278542911,0.00443853209869956,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
643,"LOC126336833","translation initiation factor IF-2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.82618739128204,0.00615470120846441,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
644,"LOC126320756","uncharacterized LOC126320756","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.27929767958138,0.0353605660312761,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
645,"LOC126279091","cholinesterase 1-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.12742236096545,0.0261331940397477,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
646,"LOC126335355","sialin-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.53550668532164,0.00250274595977135,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
647,"LOC126284691","lysosome membrane protein 2-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.31805773937231,0.00945119616427268,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
648,"LOC126335957","protein drumstick","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.36275397946513,0.0118689613665955,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
649,"LOC126355173","protein embryonic gonad-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.05500728566827,0.0011496277392087,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
650,"LOC126266765","clavesin-1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.46490650759976,0.00478656426673142,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
651,"LOC126299546","elongation of very long chain fatty acids protein AAEL008004-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.54603978224753,0.000532018853843778,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
652,"LOC126365930","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.98399924213624,8.6582972893478e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
653,"LOC126284428","proton-coupled folate transporter-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.49424997967348,0.0380156317131637,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
654,"LOC126354789","protein scarlet-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.87355470794306,0.00295572576381298,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
655,"LOC126335068","zinc finger protein ZIC 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",3.01626673678439,7.64033882190387e-08,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
656,"LOC126299232","Krueppel-like factor 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.83558165052497,5.48428291025238e-06,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
657,"LOC126355751","mitogen-activated protein kinase kinase kinase 11-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.58764354110103,1.84826340460547e-07,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
658,"LOC126273138","ejaculatory bulb-specific protein 3-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.8924875605271,0.0354021535131223,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
659,"LOC126285153","uncharacterized LOC126285153","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.31169505793068,0.00567820724846761,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
660,"LOC126334872","oligodendrocyte transcription factor 1-like","protein_coding","Infection within diet","infection_diet50","Control diet 50",2.04686680718369,0.0478846213417985,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
661,"LOC126332411","protein krueppel-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.13150711909525,0.000228217202462007,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
662,"LOC126281335","outer dense fiber protein 3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.07593065415627,6.8367976171138e-10,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
663,"LOC126284466","uncharacterized LOC126284466","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.93107161296589,8.10890499094444e-05,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
664,"LOC126284756","glucose dehydrogenase [FAD, quinone]","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.52839994887482,0.012855709294437,"Candidate cluster 1","Candidate cluster 1","Candidate cluster 1"
