"canonical_gene_order","gene_id","heatmap_row_order","original_branch","original_pheatmap_cluster_id","original_within_cluster_order","proposed_merged_cluster","Description","gene_biotype","DEG_context","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","n_GO_annotations","n_KEGG_annotations"
1268,"LOC126354995",1268,"Branch 2",4,182,"DEG cluster 2","cysteine sulfinic acid decarboxylase","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.81872705740753,1.074399237475e-31,2.07173860081235,"1029","Higher than gene mean",1,1
1269,"LOC126279005",1269,"Branch 2",4,183,"DEG cluster 2","microtubule-actin cross-linking factor 1","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.10325156484496,0.000190049852756135,3.01972695294058,"1023","Higher than gene mean",0,0
1270,"LOC126266859",1270,"Branch 2",4,184,"DEG cluster 2","mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.15734306254428,9.3514809583816e-12,2.51926331204561,"1023","Higher than gene mean",0,1
1271,"LOC126271496",1271,"Branch 2",4,185,"DEG cluster 2","CD63 antigen-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.06582098404603,2.17363291483402e-09,2.92311355831499,"1027","Higher than gene mean",1,1
1272,"LOC126334679",1272,"Branch 2",4,186,"DEG cluster 2","esterase FE4-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average infected",1.10103844223063,0.0130966282694862,3.16022915544907,"1046","Higher than gene mean",0,0
1273,"LOC126277899",1273,"Branch 2",4,187,"DEG cluster 2","tubulointerstitial nephritis antigen-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.78234784112007,0.000142460339520367,2.22010062187794,"1052","Higher than gene mean",1,0
1274,"LOC126334715",1274,"Branch 2",4,188,"DEG cluster 2","multiple inositol polyphosphate phosphatase 1","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.19756582298014,0.0177145050519263,2.73656981951502,"1023","Higher than gene mean",0,0
1275,"LOC126293741",1275,"Branch 2",4,189,"DEG cluster 2","uridine phosphorylase 1","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.08985426968504,0.00418290158004737,2.14036430927173,"1023","Higher than gene mean",1,1
1276,"LOC126299011",1276,"Branch 2",4,190,"DEG cluster 2","venom acid phosphatase Acph-1-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.57799944856623,3.84813020971032e-09,2.12113086430246,"1023","Higher than gene mean",0,0
1277,"LOC126335154",1277,"Branch 2",4,191,"DEG cluster 2","sterol O-acyltransferase 2","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.80345202093415,2.43631316026515e-06,2.47990102788073,"1046","Higher than gene mean",1,1
1278,"LOC126272939",1278,"Branch 2",4,192,"DEG cluster 2","cytochrome P450 4V2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.14160232456385,0.0368064375289366,3.40582914529196,"1023","Higher than gene mean",0,0
1279,"LOC126284336",1279,"Branch 2",4,193,"DEG cluster 2","serine protease inhibitor I/II-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.76996399499364,6.44962938949248e-06,2.2003850723391,"1029","Higher than gene mean",0,0
1280,"LOC126334902",1280,"Branch 2",4,194,"DEG cluster 2","galactoside alpha-(1,2)-fucosyltransferase 2-like","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.31430937871109,0.028747048572469,3.56758289143073,"1020","Lower than gene mean",0,1
1281,"LOC126335611",1281,"Branch 2",4,195,"DEG cluster 2","uncharacterized LOC126335611","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.20072212605669,0.0448263979296828,2.21135571575466,"1016","Higher than gene mean",0,0
1282,"LOC126266985",1282,"Branch 2",4,196,"DEG cluster 2","uncharacterized LOC126266985","protein_coding","Infection within diet",1,"infection_average_all_diets","Average infected",3.1591689309379,0.00492803513345035,3.26882833958178,"1023","Higher than gene mean",0,0
1283,"LOC126282638",1283,"Branch 2",4,197,"DEG cluster 2","uncharacterized LOC126282638","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.40013972232226,0.0357417367565859,2.5653358268106,"1023","Higher than gene mean",1,0
1284,"LOC126331737",1284,"Branch 2",4,198,"DEG cluster 2","nose resistant to fluoxetine protein 6-like","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.08103764195541,0.0333339696539142,3.45528335355383,"1023","Higher than gene mean",0,0
1285,"LOC126292985",1285,"Branch 2",4,199,"DEG cluster 2","transcription factor JunD-like","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.51448190896384,3.0123336596784e-07,2.89759632095863,"1058","Higher than gene mean",0,0
1286,"LOC126334702",1286,"Branch 2",4,200,"DEG cluster 2","macrophage mannose receptor 1-like","protein_coding","Infection + diet",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.78607917201255,3.15340719803355e-10,2.52118798530576,"1052","Higher than gene mean",0,0
1287,"LOC126278724",1287,"Branch 2",4,201,"DEG cluster 2","protein FAM151B-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.06652552877767,0.00124639210862588,2.30007814502216,"1016","Higher than gene mean",0,0
1288,"LOC126279135",1288,"Branch 2",4,202,"DEG cluster 2","protein FAM151B-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.15747259826614,0.00128094464136622,2.54511818692879,"1023","Higher than gene mean",0,0
1289,"LOC126284463",1289,"Branch 2",4,203,"DEG cluster 2","peptidoglycan-recognition protein LB-like","protein_coding","Infection + diet",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.54741490958732,1.58004894945215e-09,2.27965074290793,"1052","Higher than gene mean",0,0
1290,"LOC126355963",1290,"Branch 2",4,204,"DEG cluster 2","uncharacterized LOC126355963","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.48421362413827,0.00762705254919019,2.10702640244552,"1058","Higher than gene mean",0,0
1291,"LOC126284095",1291,"Branch 2",4,205,"DEG cluster 2","apolipoprotein D-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.11966313736833,0.0354848409339183,2.22192769049826,"1029","Higher than gene mean",0,0
1292,"LOC126273010",1292,"Branch 2",4,206,"DEG cluster 2","ejaculatory bulb-specific protein 3-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.75823779294432,3.09784755372958e-09,2.16453789544819,"1029","Higher than gene mean",1,0
1293,"LOC126349353",1293,"Branch 2",4,207,"DEG cluster 2","serine-rich adhesin for platelets","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.68602865541347,1.6918146600337e-05,1.99177539068229,"1057","Higher than gene mean",0,0
1294,"LOC126284543",1294,"Branch 2",4,208,"DEG cluster 2","scavenger receptor class B member 1-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.84294171014236,4.25079228612249e-05,2.3747004879468,"1023","Higher than gene mean",0,0
1295,"LOC126354477",1295,"Branch 2",4,209,"DEG cluster 2","ABC transporter G family member 23","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.30489147053486,1.29675873880635e-05,2.13230952502827,"1052","Higher than gene mean",0,0
1296,"LOC126278947",1296,"Branch 2",4,210,"DEG cluster 2","uncharacterized LOC126278947","lncRNA","Infection within diet",1,"infection_diet50","Infected diet 50",1.35047713548681,0.00146569889728477,2.05287794339883,"1016","Higher than gene mean",0,0
1297,"LOC126278949",1297,"Branch 2",4,211,"DEG cluster 2","G-protein coupled receptor Mth2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.23995285538647,0.00816746545116371,2.22077207744845,"1052","Higher than gene mean",0,0
1298,"LOC126272992",1298,"Branch 2",4,212,"DEG cluster 2","uncharacterized LOC126272992","protein_coding","Infection + diet",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",3.4258160615197,4.07858221552939e-07,3.07846605518021,"1052","Higher than gene mean",0,0
1299,"LOC126298679",1299,"Branch 2",4,213,"DEG cluster 2","b(0,+)-type amino acid transporter 1","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.47754360522169,4.90635067845818e-08,2.76304708102374,"1052","Higher than gene mean",1,1
1300,"LOC126334955",1300,"Branch 2",4,214,"DEG cluster 2","sialin","protein_coding","Infection + diet",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.44559683158114,7.47364840600357e-09,3.10862074745983,"1052","Higher than gene mean",1,0
1301,"LOC126281410",1301,"Branch 2",4,215,"DEG cluster 2","glutathione S-transferase D7-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.73253197866406,2.32045497777693e-19,2.51323469250434,"1023","Higher than gene mean",0,1
1302,"LOC126336688",1302,"Branch 2",4,216,"DEG cluster 2","organic cation transporter protein-like","protein_coding","Infection + diet",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.61473896917368,3.17562582631067e-15,2.62033364172379,"1052","Higher than gene mean",1,0
1303,"LOC126284768",1303,"Branch 2",4,217,"DEG cluster 2","uncharacterized LOC126284768","protein_coding","Infection + diet",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.09160395949772,2.28486007302445e-13,2.63001807178643,"1052","Higher than gene mean",0,0
1304,"LOC126335084",1304,"Branch 2",4,218,"DEG cluster 2","esterase E4-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.84025771238584,2.2925780615658e-14,2.24487217333368,"1023","Higher than gene mean",0,0
1305,"LOC126267442",1305,"Branch 2",4,219,"DEG cluster 2","CLIP domain-containing serine protease 14D-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.0904365389485,2.64427912915892e-17,2.22290163777769,"1023","Higher than gene mean",1,1
1306,"LOC126278225",1306,"Branch 2",4,220,"DEG cluster 2","innexin inx3-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.80656086145008,5.88600641204624e-16,2.52222331959542,"1023","Higher than gene mean",0,0
1307,"LOC126284651",1307,"Branch 2",4,221,"DEG cluster 2","PI-PLC X domain-containing protein 1-like","protein_coding","Infection + diet",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.06231360771188,8.66101295508504e-16,2.41897499102569,"1052","Higher than gene mean",0,0
1308,"LOC126335241",1308,"Branch 2",4,222,"DEG cluster 2","uncharacterized LOC126335241","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.06181744114256,4.24006740096289e-11,3.1384287688675,"1052","Higher than gene mean",0,0
1309,"LOC126273393",1309,"Branch 2",4,223,"DEG cluster 2","mucin-4-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.84916230889169,1.98884531493826e-15,2.13626451108274,"1029","Higher than gene mean",0,0
1310,"LOC126335132",1310,"Branch 2",4,224,"DEG cluster 2","uncharacterized LOC126335132","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.39524337355771,3.78045380112977e-09,2.55069286498627,"1055","Higher than gene mean",0,0
1311,"LOC126353933",1311,"Branch 2",4,225,"DEG cluster 2","aromatic-L-amino-acid decarboxylase-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",2.23081343740698,1.31300659584586e-09,2.35782629507649,"1016","Higher than gene mean",1,1
1312,"LOC126278382",1312,"Branch 2",4,226,"DEG cluster 2","GTP-binding protein Rit2","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.524110741796,6.05225380576952e-15,2.57148613589819,"1016","Higher than gene mean",1,0
1313,"LOC126297857",1313,"Branch 2",4,227,"DEG cluster 2","protein sickie","protein_coding","Infection within diet",1,"infection_diet33","Infected diet 33",1.12150458024879,0.00151947454751636,2.17745695207195,"1023","Higher than gene mean",1,0
1314,"LOC126278381",1314,"Branch 2",4,228,"DEG cluster 2","uncharacterized LOC126278381","protein_coding","Infection + diet",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.73857255008604,0.00061705106365215,3.29969648625147,"1016","Higher than gene mean",0,0
1315,"LOC126291637",1315,"Branch 2",4,229,"DEG cluster 2","juvenile hormone esterase-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.00915034149918,0.0241496968072336,2.54761239287,"1016","Higher than gene mean",0,0
1316,"LOC126282088",1316,"Branch 2",4,230,"DEG cluster 2","uncharacterized LOC126282088","lncRNA","Infection within diet",1,"infection_diet50","Infected diet 50",1.02925414279233,0.021719819760484,3.73712548372928,"1002","Lower than gene mean",0,0
1317,"LOC126278279",1317,"Branch 2",4,231,"DEG cluster 2","chitin deacetylase 1","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.20029501941427,0.000277095941491986,2.82712290339578,"1002","Lower than gene mean",1,0
1318,"LOC126353965",1318,"Branch 2",4,232,"DEG cluster 2","protein yellow-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.39857603049508,1.70621203399976e-06,3.55685460997199,"1002","Lower than gene mean",1,0
1319,"LOC126355055",1319,"Branch 2",4,233,"DEG cluster 2","uncharacterized LOC126355055","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.67305079573571,4.8650712255573e-07,3.04317910830663,"1002","Lower than gene mean",0,1
1320,"LOC126278728",1320,"Branch 2",4,234,"DEG cluster 2","E3 ubiquitin-protein ligase MARCHF2-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.33409226374478,0.00131211630292128,2.77545618010414,"1052","Higher than gene mean",0,0
1321,"LOC126336605",1321,"Branch 2",4,235,"DEG cluster 2","globin-1","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.0508194672691,0.0157658558251665,2.95761948669864,"1002","Lower than gene mean",0,0
1322,"LOC126271955",1322,"Branch 2",4,236,"DEG cluster 2","aromatic-L-amino-acid decarboxylase","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.78649744813897,2.85989197583965e-05,2.88238681672507,"1002","Lower than gene mean",1,1
1323,"LOC126336607",1323,"Branch 2",4,237,"DEG cluster 2","uncharacterized LOC126336607","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.3691623906717,3.17426198808863e-05,2.63429379173402,"1002","Lower than gene mean",0,0
1324,"LOC126272850",1324,"Branch 2",4,238,"DEG cluster 2","protein rolling stone-like","protein_coding","Infection + diet",5,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.55234747819968,5.83438104183657e-18,2.15553331460997,"1052","Higher than gene mean",0,0
1325,"LOC126281664",1325,"Branch 2",4,239,"DEG cluster 2","uncharacterized LOC126281664","lncRNA","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",4.49157011288113,1.34495890238637e-05,2.80961794721942,"1028","Higher than gene mean",0,0
1326,"LOC126335721",1326,"Branch 2",4,240,"DEG cluster 2","histone acetyltransferase KAT6A-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",4.23918456451187,2.0593673901485e-10,1.69467388382216,"1027","Higher than gene mean",0,0
1327,"LOC126354913",1327,"Branch 2",4,241,"DEG cluster 2","uncharacterized LOC126354913","lncRNA","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.75523998798222,9.2076105613115e-10,2.4102833700897,"1046","Higher than gene mean",0,0
1328,"LOC126335165",1328,"Branch 2",4,242,"DEG cluster 2","juvenile hormone acid O-methyltransferase-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.22760443286284,0.00485225747413332,2.13525320681385,"1046","Higher than gene mean",0,0
1329,"LOC126273081",1329,"Branch 2",4,243,"DEG cluster 2","uncharacterized LOC126273081","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",3.21171711373079,0.000502685840954612,2.53350293741164,"1046","Higher than gene mean",0,0
1330,"LOC126278867",1330,"Branch 2",4,244,"DEG cluster 2","cytochrome P450 4c3","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.36790075243007,0.000185287168630823,2.42163093337312,"1052","Higher than gene mean",0,0
1331,"LOC126279107",1331,"Branch 2",4,245,"DEG cluster 2","uncharacterized LOC126279107","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.39088901700046,0.000249752958520693,1.88433611363871,"1028","Higher than gene mean",0,0
1332,"LOC126335471",1332,"Branch 2",4,246,"DEG cluster 2","serpin B6-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.8057322505773,0.00210522895416216,2.35918824622865,"1016","Higher than gene mean",0,0
1333,"LOC126273224",1333,"Branch 2",4,247,"DEG cluster 2","doublesex- and mab-3-related transcription factor A2-like","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.26748175244289,0.00321077653931659,2.64431622850282,"1002","Lower than gene mean",1,0
1334,"LOC126291921",1334,"Branch 2",4,248,"DEG cluster 2","chymotrypsin-like protease CTRL-1","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.35554098984686,1.01549769938412e-06,1.9306959638753,"1002","Lower than gene mean",0,0
1335,"LOC126334774",1335,"Branch 2",4,249,"DEG cluster 2","ATP-binding cassette sub-family C member 4-like","protein_coding","Infection within diet",1,"infection_average_all_diets","Average infected",1.14511268120679,0.0064443930277398,1.93473982068511,"1007","Higher than gene mean",0,0
1336,"LOC126335001",1336,"Branch 2",4,250,"DEG cluster 2","exostosin-3-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",2.54869174682214,0.000237551800373624,2.1730571097311,"1023","Higher than gene mean",1,1
1337,"LOC126336931",1337,"Branch 2",4,251,"DEG cluster 2","uncharacterized LOC126336931","protein_coding","Infection within diet",1,"infection_diet83","Infected diet 83",1.95599790503619,0.000965753971681113,2.98984255627684,"1029","Higher than gene mean",1,0
1338,"LOC126278410",1338,"Branch 2",4,252,"DEG cluster 2","astakine-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet83","Average infected; Infected diet 83",3.63475163792611,3.7975862093838e-05,2.01316715759082,"1058","Higher than gene mean",0,0
1339,"LOC126354186",1339,"Branch 2",4,253,"DEG cluster 2","probable Na(+)/H(+) antiporter nhx-9","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",2.73350059485803,2.09738516534393e-07,1.88379504463166,"1023","Higher than gene mean",1,1
1340,"LOC126292258",1340,"Branch 2",4,254,"DEG cluster 2","zinc finger protein 501-like","protein_coding","Infection within diet",2,"infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.13433649393239,1.00943626323221e-08,2.2822145823477,"1016","Higher than gene mean",0,0
1341,"LOC126354807",1341,"Branch 2",4,255,"DEG cluster 2","uncharacterized LOC126354807","protein_coding","Infection within diet",1,"infection_diet50","Infected diet 50",1.40674107826045,0.000190890112636085,2.28096271512652,"1049","Higher than gene mean",0,0
1342,"LOC126291516",1342,"Branch 2",4,256,"DEG cluster 2","uncharacterized LOC126291516","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.97486154591303,2.40500595906444e-07,2.61105492993861,"1023","Higher than gene mean",0,0
1343,"LOC126291901",1343,"Branch 2",4,257,"DEG cluster 2","proteoglycan 4","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.41070197217305,1.15177418549401e-05,2.52823755126581,"1050","Higher than gene mean",0,0
1344,"LOC126298824",1344,"Branch 2",4,258,"DEG cluster 2","solute carrier family 41 member 2-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.2763023296023,2.10992278122351e-07,1.97628602422179,"1054","Higher than gene mean",1,0
1345,"LOC126335187",1345,"Branch 2",4,259,"DEG cluster 2","esterase E4-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.24130505346795,2.40785156256613e-09,2.18672911987488,"1029","Higher than gene mean",0,0
1346,"LOC126336687",1346,"Branch 2",4,260,"DEG cluster 2","high-affinity choline transporter 1-like","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average infected; Infected diet 33; Infected diet 83",1.61981783492177,1.68934004702005e-06,2.12599660109146,"1054","Higher than gene mean",0,1
1347,"LOC126293732",1347,"Branch 2",4,261,"DEG cluster 2","calexcitin-2-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.84957316298436,5.9122052376321e-08,2.14800148033958,"1029","Higher than gene mean",1,0
1348,"LOC126354870",1348,"Branch 2",4,262,"DEG cluster 2","patched domain-containing protein 3","protein_coding","Infection within diet",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",1.72460808690882,4.06715562748261e-06,2.6735373348484,"1016","Higher than gene mean",1,0
1349,"LOC126299374",1349,"Branch 2",4,263,"DEG cluster 2","uncharacterized LOC126299374","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.63058511192296,1.61477017306316e-11,1.91924352123716,"1029","Higher than gene mean",0,0
1350,"LOC126281165",1350,"Branch 2",4,264,"DEG cluster 2","vascular endothelial growth factor A-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.20762873420192,1.66984873321501e-15,2.50583085856222,"1023","Higher than gene mean",1,0
1351,"LOC126299221",1351,"Branch 2",4,265,"DEG cluster 2","uncharacterized LOC126299221","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.85013348480951,5.08733699235083e-17,1.9610000788988,"1040","Lower than gene mean",0,0
1352,"LOC126353927",1352,"Branch 2",4,266,"DEG cluster 2","cationic amino acid transporter 3","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.01032811417789,2.14954928662432e-13,1.90981348245826,"1057","Higher than gene mean",1,0
1353,"LOC126353931",1353,"Branch 2",4,267,"DEG cluster 2","high affinity cationic amino acid transporter 1-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.67602952991407,1.05108009958166e-11,2.27298854182805,"1057","Higher than gene mean",1,0
1354,"LOC126335233",1354,"Branch 2",4,268,"DEG cluster 2","uncharacterized LOC126335233","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.10111395020727,1.2075751486728e-11,2.52056751360622,"1029","Higher than gene mean",0,0
1355,"LOC126335237",1355,"Branch 2",4,269,"DEG cluster 2","uncharacterized LOC126335237","protein_coding","Infection + diet",5,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Control diet 83; Infected diet 33; Infected diet 50; Infected diet 83",7.64741211184781,7.63257912377272e-15,1.98038938190395,"1029","Higher than gene mean",0,0
1356,"LOC126271618",1356,"Branch 2",4,270,"DEG cluster 2","hatching enzyme 1.2-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.08458936400672,6.05225380576952e-15,2.04500662755297,"1046","Higher than gene mean",0,0
1357,"LOC126298233",1357,"Branch 2",4,271,"DEG cluster 2","uncharacterized LOC126298233","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.19008358627696,2.27802455903862e-29,1.68363441838969,"1046","Higher than gene mean",0,0
1358,"LOC126278049",1358,"Branch 2",4,272,"DEG cluster 2","cytokine-inducible SH2-containing protein-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.87649097257461,2.28576405246524e-31,1.89854017896901,"1052","Higher than gene mean",0,1
1359,"LOC126335463",1359,"Branch 2",4,273,"DEG cluster 2","serpin B8-like","protein_coding","Infection within diet",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.87500752829169,2.23488299698817e-44,1.9850515679408,"1052","Higher than gene mean",0,0
